"Time"	G1	G2	G20	G10	G4	G17	G16	G9	G18	G94	G11	G98	G7	G6	G46	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G14	G13	G12	G15	G39	G41	G50	G51	G53	G52	G55	G21	G22	G42	G44	G49	G40	G45	G54	G47	G72	G67	G57	G43	G48	G61	G8	G95	G60	G58	G99	G59	G79	G81	G83	G82	G84	G89	G80	G88	G90	G91	G86	G85	G78	G77	G75	G93	G92	G69
450	0.4046483	0.1263773	0.7309772	0.0969904	0.3730971	0.2076966	0.3334311	0.2485500	0.4676940	0.2896317	0.2597940	0.6444548	0.0572567	0.5074741	0.5071780	0.4446007	0.6329463	0.2156626	0.7803295	0.6566094	0.5767807	0.6706571	0.1607270	0.1162441	0.5596692	0.2323154	0.8201873	0.3952314	0.6046551	0.1519652	0.1211992	0.5141785	0.0044249	0.1863218	0.2826236	0.0753835	0.0866045	0.0213657	0.2264558	0.0322383	0.6483212	0.3426148	0.4101054	0.1263790	0.4020374	0.7400393	0.7379419	0.5462465	0.0200767	0.1528966	0.4252573	0.7213000	0.5274061	0.0179444	0.1260069	0.4467879	0.6377233	0.2868003	0.1207453	0.0865123	0.0495735	0.0420903	0.2701503	0.0457660	0.0624577	0.6708361	0.0760102	0.6978695	0.1211199	0.0433955	0.4788049	0.3940612	0.1137148	0.3663019	0.6769320
500	0.3967332	0.1181327	0.6554149	0.1247343	0.3915558	0.2480322	0.3044906	0.1891449	0.4249007	0.3547020	0.3125843	0.7705430	0.0294369	0.5328924	0.5020926	0.5149210	0.6383564	0.2299046	0.5688351	0.6105385	0.5055973	0.6050698	0.1852372	0.1513045	0.5769381	0.2084656	0.7223065	0.5108037	0.6109669	0.2346391	0.1327528	0.5752104	0.0000000	0.1538607	0.3115058	0.0909063	0.0662468	0.0091787	0.1696283	0.0257152	0.6441672	0.3437495	0.4303362	0.1842698	0.3804678	0.6790605	0.5789051	0.5546466	0.0179169	0.1463984	0.4515773	0.5617431	0.3068035	0.0385718	0.1974923	0.4233245	0.8098362	0.2760878	0.1058011	0.1409944	0.0245975	0.0368950	0.4199888	0.0068950	0.0747316	0.7206067	0.0618647	0.5788227	0.1642277	0.0247781	0.4856313	0.3514431	0.0656612	0.3487921	0.5999863
550	0.3426677	0.1839964	0.7771811	0.1667320	0.4582953	0.2687158	0.3459110	0.4122246	0.2876917	0.5960888	0.2949324	0.6484935	0.0307238	0.4125136	0.2312199	0.6122624	0.5060810	0.3147847	0.6298874	0.7626549	0.4420024	0.6958951	0.1965856	0.4820961	0.5414127	0.2503121	0.6640976	0.3824113	0.5531347	0.2564264	0.3046500	0.2831326	0.0311082	0.2324857	0.1332141	0.1396337	0.1328160	0.0189040	0.2044955	0.1069491	0.6356796	0.2779426	0.4636966	0.1013411	0.7265668	0.6288419	0.3979190	0.5252583	0.0159939	0.3629414	0.4708309	0.2596114	0.3191846	0.0099825	0.3623047	0.6617491	0.3946792	0.3961470	0.2462141	0.0876486	0.0213556	0.0209078	0.3105416	0.0262866	0.1124903	0.6277952	0.1316547	0.6464943	0.1350826	0.0679996	0.5520740	0.4835520	0.0478627	0.4022224	0.5156873
600	0.4797823	0.1922589	0.5487044	0.1194323	0.3788923	0.3806924	0.3558222	0.5001368	0.2068407	0.6901898	0.1678595	0.7177076	0.0311245	0.5483547	0.1883255	0.6939350	0.1881629	0.1490915	0.7917093	0.7316817	0.4047903	0.4740935	0.2818354	0.5881225	0.4116626	0.1814760	0.7128861	0.2940369	0.3886955	0.4166162	0.4140553	0.1130324	0.0685466	0.2892359	0.0865572	0.2337579	0.3029178	0.1051216	0.3032094	0.3043429	0.9126008	0.2750129	0.5125022	0.1164052	0.7058223	0.7840450	0.3229621	0.4702607	0.0184530	0.5196420	0.4811232	0.0849847	0.4510552	0.0150349	0.5306643	0.6816562	0.5543683	0.4880233	0.3905371	0.0765299	0.0222640	0.0472716	0.1923884	0.0225593	0.0593836	0.7196978	0.1074761	0.6501218	0.1527252	0.0607303	0.4766748	0.3349414	0.0414369	0.4587413	0.4898265
650	0.4448528	0.1162236	0.7256157	0.0782459	0.4248400	0.4526461	0.3641157	0.4268048	0.2186445	0.6248935	0.1114722	0.6776622	0.0161181	0.5742335	0.0364479	0.6895245	0.0900253	0.0425297	0.7511663	0.6522622	0.3803524	0.5015634	0.3064860	0.5473618	0.4736909	0.2238017	0.7191625	0.1964554	0.2970068	0.4356282	0.5255042	0.0832052	0.1267521	0.4537116	0.1272289	0.3413552	0.4266511	0.2451614	0.3861087	0.5648328	0.5238001	0.2856349	0.5906825	0.1011214	0.6591692	0.7724062	0.2931059	0.4263102	0.0181824	0.5498691	0.5896481	0.0299291	0.4080023	0.0268435	0.6998372	0.6444107	0.5274764	0.5918169	0.6163132	0.0626023	0.0174301	0.0666643	0.1340565	0.0055868	0.0567092	0.6877942	0.1950654	0.7240701	0.1690105	0.0548929	0.3566724	0.3590435	0.0907949	0.4441857	0.3737285
700	0.4156832	0.1038292	0.6753499	0.0967426	0.4051823	0.4066033	0.2937635	0.4841960	0.2704178	0.6709741	0.1616649	0.6118172	0.0060703	0.5855874	0.0229063	0.7310847	0.0749767	0.0245812	0.5263433	0.8055283	0.3096478	0.5778386	0.3210088	0.4422378	0.4782955	0.1202140	0.7422679	0.2085253	0.2247346	0.3895486	0.5340656	0.1603203	0.1095139	0.4171169	0.1409738	0.4000613	0.5281495	0.4868974	0.5219838	0.4467031	0.5804570	0.2878943	0.4481717	0.0581263	0.7320831	0.5852453	0.4288829	0.4858289	0.0072759	0.5722077	0.5523117	0.0115996	0.5555552	0.0207880	0.8191751	0.5791127	0.5661192	0.5989171	0.4238827	0.1151484	0.0305469	0.0416777	0.0473035	0.0117000	0.0958271	0.6848096	0.1926612	0.6119583	0.1262090	0.0641651	0.3889135	0.3760931	0.0261855	0.3735714	0.4244833
750	0.3846230	0.1319721	0.7835768	0.0710303	0.3400263	0.4204221	0.4590134	0.4607174	0.3048381	0.7315545	0.1330864	0.6087364	0.0121676	0.5511219	0.0167956	0.5978364	0.0101635	0.0236137	0.7023294	0.6452027	0.1092319	0.5531466	0.3307452	0.4840347	0.5161721	0.1545851	0.7475960	0.2543524	0.2257328	0.3707669	0.6877070	0.1020026	0.1089586	0.4567995	0.2106576	0.3346306	0.4966531	0.4205117	0.3599567	0.2811646	0.6727067	0.2705511	0.4629255	0.0690526	0.7306244	0.6470945	0.4008315	0.4967784	0.0134776	0.4882464	0.5084558	0.0028061	0.3693810	0.0381012	0.5328137	0.7688307	0.6632044	0.7301244	0.2971191	0.0660304	0.0286497	0.0497815	0.0180148	0.0217108	0.0805041	0.6047117	0.2609814	0.6066593	0.1193568	0.0466323	0.4256518	0.3584552	0.0838386	0.5014840	0.3892281
800	0.3764524	0.1663277	0.6493179	0.0680206	0.4740085	0.3371849	0.3581738	0.6532365	0.2106860	0.5424508	0.1328455	0.7287459	0.0036274	0.3694104	0.0024203	0.5817296	0.0027141	0.0108291	0.5845710	0.6840215	0.0807268	0.6287898	0.3325592	0.6695746	0.4984825	0.1740975	0.6239839	0.2532665	0.2943814	0.4084536	0.6602557	0.1242320	0.1436991	0.4514595	0.2010349	0.4289312	0.4508782	0.4760235	0.3986045	0.4536013	0.6844037	0.2942842	0.4201138	0.0737990	0.5980032	0.6430020	0.4153921	0.4670291	0.0159937	0.6427668	0.5797117	0.0107391	0.4438854	0.0455448	0.7089014	0.7240732	0.5939242	0.5541283	0.4230013	0.1064055	0.0370428	0.0465856	0.0261526	0.0045778	0.1112726	0.6165379	0.1980281	0.7558011	0.1729494	0.0745067	0.3673658	0.2795708	0.0629498	0.3641562	0.3381002
850	0.4879728	0.1999700	0.6557623	0.1017564	0.4443189	0.3934843	0.3191883	0.4673450	0.2639930	0.6087569	0.1781057	0.8206734	0.0008612	0.3496688	0.0026604	0.6830329	0.0065209	0.0194789	0.6638499	0.5559874	0.0654808	0.5191101	0.3366317	0.5287502	0.5333209	0.2765251	0.7035679	0.1472128	0.2008942	0.3881069	0.6700571	0.1116870	0.1630084	0.3509581	0.1786182	0.3758045	0.5803136	0.7022889	0.3466246	0.4670336	0.7386251	0.2682778	0.3536501	0.1175117	0.7052745	0.6090095	0.4576781	0.5479247	0.0110993	0.6417804	0.6698996	0.0052957	0.3628285	0.0269608	0.6301937	0.7037482	0.6233325	0.6720217	0.3649755	0.1304484	0.0193281	0.0165338	0.0315159	0.0094539	0.0570347	0.7610396	0.1725820	0.5746407	0.1427740	0.0306830	0.3048795	0.3620603	0.0481326	0.3305862	0.3220984
900	0.3877145	0.2134750	0.7606588	0.1282820	0.4883548	0.5140240	0.4275029	0.5767682	0.2601966	0.7621297	0.1542692	0.8231968	0.0126997	0.3034198	0.0012214	0.7529281	0.0050399	0.0160657	0.6931212	0.6745612	0.0843406	0.5290755	0.2585903	0.4178803	0.4377428	0.2045505	0.6429148	0.2962979	0.1891289	0.4400992	0.5698838	0.1016887	0.0882234	0.4303023	0.1772157	0.4011587	0.5667961	0.5235639	0.3943669	0.4295134	0.5578918	0.2388934	0.5633556	0.0974676	0.5525854	0.7424924	0.3554528	0.4169902	0.0034719	0.5440529	0.5543930	0.0114655	0.4411800	0.0213836	0.5854915	0.5281843	0.7093732	0.6369702	0.5934104	0.0685326	0.0467397	0.0369085	0.0638735	0.0266858	0.1142036	0.6876432	0.2580055	0.5274848	0.1506519	0.0438623	0.3986241	0.3433315	0.0392612	0.3613539	0.4058189
950	0.3747215	0.1026840	0.6642701	0.0836331	0.5180921	0.3991801	0.3081518	0.6079243	0.3158734	0.6235014	0.1625589	0.6607848	0.0051970	0.3260526	0.0038452	0.6356820	0.0159846	0.0128193	0.6761227	0.6307555	0.0489311	0.5609683	0.2756996	0.5819603	0.3855261	0.1890464	0.6167928	0.1851562	0.1760073	0.4186984	0.6529712	0.0926814	0.1224033	0.4574440	0.1692201	0.4931895	0.5598507	0.5632632	0.3429696	0.2919914	0.5709652	0.2444551	0.4005429	0.0588440	0.8671417	0.7584394	0.3952357	0.4742644	0.0136729	0.6273008	0.6375866	0.0052685	0.3205756	0.0055022	0.6324510	0.6268096	0.5832836	0.6797094	0.5620678	0.0609168	0.0310926	0.0434435	0.0638718	0.0112462	0.0384299	0.6439955	0.1925536	0.6227927	0.1362255	0.0233785	0.4060588	0.3581785	0.0538576	0.3373664	0.3696037
1000	0.3551838	0.1196473	0.7439634	0.1675975	0.4568397	0.5227411	0.3248259	0.5676268	0.2234999	0.5716582	0.1627032	0.6968371	0.0111883	0.3151881	0.0059447	0.7147749	0.0122806	0.0049083	0.6523289	0.5865707	0.0857191	0.5491675	0.3707754	0.5446383	0.4154688	0.2018110	0.7071149	0.1886638	0.1520820	0.3944974	0.7039525	0.1174419	0.0951502	0.4582395	0.1918992	0.4996796	0.4479647	0.5535459	0.3835160	0.4518291	0.5319713	0.2603912	0.4698902	0.0663900	0.6527266	0.7004274	0.3669311	0.5277440	0.0274242	0.6272421	0.6597864	0.0019240	0.3550866	0.0355897	0.6677043	0.6720527	0.6400040	0.7992444	0.6253549	0.1102597	0.0212784	0.0375487	0.0417608	0.0308123	0.0579168	0.8043086	0.2443473	0.7066382	0.1943996	0.0545759	0.3217176	0.3458871	0.0657396	0.3728316	0.3938421

0	0.4449846	0.1488748	0.6025676	0.1313345	0.4260107	0.4048215	0.2591923	0.5179064	0.2369576	0.5812980	0.1800802	0.6866847	0.0030780	0.3593181	0.0050332	0.7069942	0.0058317	0.0174492	0.6655894	0.6509949	0.0523589	0.4706842	0.3364091	0.3823105	0.5372506	0.2318436	0.7545839	0.1993183	0.1511570	0.4655408	0.6013741	0.1382789	0.1151932	0.4652313	0.1767550	0.3939864	0.4894446	0.5557579	0.3762279	0.4756862	0.6304707	0.2771719	0.5659400	0.0713427	0.6668608	0.6841551	0.3706968	0.4523618	0.0170799	0.5506375	0.6435478	0.0161585	0.4725380	0.0239404	0.5888397	0.7230846	0.6088711	0.6738879	0.4623446	0.1121433	0.0188901	0.0319435	0.0242090	0.0069003	0.0423354	0.5966249	0.2461848	0.6103480	0.1872842	0.0460239	0.3733657	0.3784167	0.0749673	0.4366950	0.3117071
50	0.4329873	0.0824905	0.5109113	0.0714316	0.3794020	0.4239797	0.3605803	0.4668654	0.2664900	0.1638925	0.2334021	0.7183299	0.0034302	0.3681009	0.0973743	0.7360409	0.0034267	0.0270104	0.6021957	0.6766526	0.0733473	0.4541482	0.3044125	0.4677085	0.6124317	0.0516037	0.4882018	0.1795597	0.2254981	0.3962100	0.5778803	0.1136052	0.1302435	0.5485804	0.2155515	0.6949914	0.3167121	0.5901376	0.3154009	0.5141086	0.6844608	0.3019001	0.4375962	0.2719662	0.5500049	0.6446581	0.3578427	0.4331274	0.0063531	0.5485250	0.6380367	0.0091382	0.3702296	0.2406148	0.7193892	0.6980984	0.5098319	0.7988432	0.5730753	0.0856086	0.0476484	0.5835084	0.0311154	0.0103766	0.0611385	0.2378807	0.1525114	0.6584422	0.1323358	0.0358193	0.5253191	0.1281369	0.0446030	0.3565154	0.4465564
100	0.3445411	0.0978004	0.7586243	0.0892535	0.4712501	0.4347927	0.3957973	0.5472816	0.2911665	0.1184071	0.2138994	0.7085303	0.0018102	0.3283393	0.0771039	0.5661454	0.0024580	0.0125185	0.6378831	0.5771079	0.0767887	0.4799607	0.2577245	0.3896560	0.4427745	0.0121032	0.5493216	0.2348702	0.2071467	0.4126383	0.6239972	0.1383804	0.0752645	0.4773062	0.1347183	0.6084249	0.3641098	0.7214468	0.5029741	0.3204806	0.6002304	0.3002253	0.4448600	0.2989065	0.4656718	0.6607199	0.3845928	0.4765782	0.0073380	0.4964232	0.5658865	0.0074107	0.3661576	0.2225709	0.7483770	0.7471293	0.7209333	0.7432561	0.5528684	0.0783306	0.0714283	0.6431868	0.0357057	0.0139478	0.0549675	0.1966886	0.2125916	0.6592484	0.1022454	0.0185767	0.5546911	0.0809025	0.0498322	0.3010102	0.5294167
150	0.3836066	0.0613729	0.6828247	0.1018917	0.5052791	0.4331527	0.4380235	0.5761673	0.2019172	0.1296001	0.1847200	0.5948872	0.0067194	0.2730612	0.1208550	0.5601261	0.0013882	0.0026054	0.6759767	0.5370755	0.1049623	0.5933440	0.2737808	0.4173385	0.4916914	0.0033599	0.4479411	0.2612497	0.2422615	0.3163147	0.6208612	0.2225653	0.0655873	0.5128605	0.1293803	0.5055951	0.3114516	0.7034963	0.5255380	0.2692999	0.6046305	0.3299442	0.4625485	0.4378269	0.4904071	0.6770068	0.4111913	0.3852541	0.0156689	0.5944605	0.5389024	0.0302640	0.1895995	0.2665111	0.6167061	0.6662441	0.7024539	0.8157992	0.4981355	0.1032845	0.0140622	0.6193795	0.0246689	0.0125218	0.0427224	0.1341341	0.2206332	0.7469323	0.1360268	0.0221583	0.4989150	0.0520329	0.0525948	0.3386248	0.6095846
200	0.2975597	0.0678046	0.6562195	0.1073199	0.4086846	0.4325762	0.4486661	0.5626619	0.2108339	0.1052841	0.1988619	0.5502169	0.0030664	0.2564209	0.1161168	0.6674903	0.0021123	0.0100935	0.7021680	0.5892026	0.1119002	0.6098293	0.2442574	0.4415473	0.3949531	0.0000599	0.4897561	0.3060223	0.1940811	0.4081261	0.6113940	0.2568397	0.0725592	0.6358314	0.1298916	0.5816843	0.2835997	0.5342902	0.4532291	0.3140818	0.5964800	0.2917608	0.4475593	0.2590137	0.4864271	0.5922400	0.3263504	0.4239282	0.0052579	0.5143265	0.5903190	0.0043631	0.1248341	0.2508982	0.7109835	0.5560951	0.6494276	0.6397534	0.5275389	0.0807440	0.0177388	0.5721457	0.0199441	0.0157378	0.0519671	0.1424950	0.2132912	0.6637801	0.1604739	0.0297823	0.5038617	0.0329140	0.0338926	0.4001567	0.6473447
250	0.3479293	0.0424949	0.6874319	0.1154421	0.4203909	0.5240484	0.3462710	0.4434063	0.2513806	0.1121984	0.1365294	0.6623535	0.0157754	0.3125319	0.0906428	0.7219641	0.0010074	0.0223533	0.7015010	0.5856803	0.0787597	0.6560211	0.2763892	0.4073274	0.3624112	0.0000366	0.4953373	0.1978686	0.1878436	0.3854100	0.4931282	0.1697478	0.0683082	0.5082775	0.1286756	0.5688782	0.3091753	0.6040929	0.5202082	0.2850467	0.6821908	0.3022809	0.4414293	0.3542341	0.5243164	0.5552493	0.2768450	0.4554441	0.0300873	0.5076804	0.6134955	0.0029006	0.1429515	0.2596291	0.6092642	0.6436022	0.5653753	0.5779497	0.4189429	0.0978126	0.0265131	0.6139450	0.0122834	0.0060163	0.0781995	0.0873396	0.2237967	0.6712368	0.1300045	0.0256088	0.5205223	0.0293407	0.0835474	0.3739532	0.5968942
300	0.4605591	0.0556186	0.6413268	0.0920845	0.3754357	0.3770248	0.3550557	0.5380380	0.1959564	0.0963119	0.1920202	0.5979232	0.0033961	0.2607513	0.1038280	0.6985120	0.0050444	0.0135013	0.6480584	0.6061830	0.1014549	0.5875623	0.3046702	0.5577189	0.3488355	0.0000072	0.4436776	0.2512125	0.2226969	0.3852484	0.5918813	0.1092484	0.0524536	0.5278372	0.1362585	0.6253264	0.2753241	0.6222661	0.3316828	0.3911933	0.5661118	0.3848784	0.5024975	0.3142835	0.5824301	0.5994818	0.3518103	0.4062083	0.0152404	0.5284354	0.6383837	0.0243032	0.1286157	0.2183507	0.6459575	0.7993291	0.5432088	0.5688228	0.2851100	0.0809155	0.0252835	0.5288012	0.0047533	0.0280658	0.0600075	0.0682093	0.1708413	0.5943198	0.1346765	0.0127553	0.6013918	0.0161223	0.0445433	0.3537929	0.5447241
350	0.3287937	0.1479938	0.6056676	0.1082748	0.3784547	0.4619101	0.3811617	0.5460703	0.1536346	0.1166354	0.1712082	0.5938622	0.0099600	0.3201768	0.1673644	0.5827569	0.0064010	0.0128179	0.8346235	0.6357117	0.0560596	0.5762058	0.4130561	0.4593731	0.3960964	0.0000182	0.3948716	0.2687158	0.2490460	0.2840535	0.4749906	0.2032607	0.0377537	0.4736877	0.0916754	0.5964190	0.2933451	0.6624209	0.4540675	0.2991640	0.6811560	0.3187976	0.4846351	0.3428083	0.4126105	0.6390769	0.3957696	0.4440578	0.0061065	0.5272360	0.6523399	0.0120993	0.0693406	0.2413691	0.7859117	0.5920166	0.6609092	0.5779049	0.2859587	0.0991038	0.0358752	0.7269052	0.0077617	0.0130111	0.0317166	0.1015474	0.2144844	0.6914876	0.1673180	0.0232371	0.5144483	0.0138926	0.0479168	0.3715682	0.7787028
