"Time"	G1	G2	G20	G10	G16	G4	G17	G8	G11	G56	G3	G5	G19	G12	G13	G14	G15	G50	G41	G52	G53	G51	G21	G22	G55	G42	G54	G40	G44	G39	G35	G49	G45	G48	G61	G9	G47	G43	G79	G57	G60	G89	G80	G84	G81	G82	G83	G88	G86	G78	G77	G75	G91	G90	G85	G58	G59	G99	G92	G93
450	0.6670382	0.0065396	0.4622229	0.0890172	0.0988622	0.5824214	0.0215726	0.0537349	0.1870616	0.6557174	0.0000078	0.1141240	0.7643299	0.0111056	0.4248990	0.0012000	0.4415378	0.7890546	0.2610022	0.7573365	0.0159583	0.3698713	0.2602519	0.1145758	0.1345098	0.3024267	0.0244250	0.3903164	0.0450215	0.2102054	0.5958882	0.0412321	0.0949985	0.1228176	0.6299139	0.0900519	0.2676449	0.3323654	0.7428603	0.0000000	0.4171186	0.0876585	0.0029374	0.3520029	0.3498563	0.5523748	0.0495256	0.2238389	0.6295892	0.4686187	0.0464126	0.7517534	0.0197403	0.4968979	0.7376886	0.5281235	0.4250015	0.4332603	0.5901991	0.0026254
500	0.7280973	0.0186201	0.5075638	0.1027288	0.0848771	0.5901707	0.0179819	0.0371828	0.2144426	0.5084613	0.0085575	0.0904274	0.5943487	0.0344170	0.3920903	0.0024155	0.4707278	0.7535741	0.1946461	0.6744920	0.0095564	0.3268519	0.2401083	0.0790680	0.1473874	0.3208131	0.0568025	0.4626585	0.0481972	0.2322273	0.4805254	0.0191132	0.0960105	0.0954137	0.6654398	0.1034152	0.3184728	0.2601349	0.6977570	0.0081653	0.4074883	0.0473937	0.0013328	0.3742846	0.4628392	0.6540374	0.0504803	0.1292016	0.5512380	0.3926800	0.0740052	0.7333515	0.0106521	0.4648161	0.6735303	0.5466108	0.3018037	0.4771384	0.6137759	0.0048803
550	0.7231741	0.0386556	0.5462088	0.3119756	0.1327337	0.6291463	0.0276060	0.0783503	0.1938354	0.6907591	0.0822030	0.2284909	0.7136097	0.0390955	0.3916109	0.1120323	0.6263321	0.7167003	0.1821891	0.7095647	0.0102284	0.1848502	0.2110905	0.0461665	0.0884802	0.4433950	0.2923807	0.4420301	0.0830791	0.2653987	0.5519348	0.0453077	0.0594975	0.4660351	0.4250623	0.0816366	0.2655666	0.0339153	0.8360119	0.0055986	0.4235581	0.0437429	0.0068340	0.4128470	0.3337499	0.4723279	0.0333486	0.1624684	0.7015032	0.4291477	0.0656151	0.7883974	0.0437733	0.4918509	0.6682617	0.5959318	0.3732512	0.7180803	0.4497810	0.0038949
600	0.7528103	0.0046057	0.5540960	0.3997939	0.1182000	0.6277940	0.1138529	0.1472878	0.1459873	0.7130618	0.0664435	0.2491610	0.8352926	0.0261348	0.3748221	0.0391625	0.4763302	0.5930981	0.2896904	0.7770252	0.0061932	0.2420226	0.3217449	0.0858279	0.1260397	0.3342689	0.3712311	0.4307882	0.1123322	0.3247611	0.6135670	0.0564475	0.2033734	0.5026394	0.3928638	0.1201947	0.3318640	0.0222376	0.9043095	0.0080499	0.4281427	0.0894374	0.0013931	0.3395394	0.3689091	0.5893371	0.0446801	0.1848748	0.7770301	0.3734772	0.0916349	0.6606162	0.0089126	0.5112483	0.8500177	0.6678898	0.5454110	0.7798169	0.3973253	0.0009924
650	0.8118460	0.0168324	0.6466856	0.3924731	0.0535834	0.6026673	0.0995296	0.0611259	0.2125456	0.5966917	0.0406277	0.3215739	0.6887028	0.0181125	0.3295574	0.0570557	0.4841191	0.6366567	0.3773782	0.7379114	0.0123403	0.2533280	0.3685624	0.0594257	0.1691059	0.5519172	0.4865810	0.4284005	0.1401306	0.3624703	0.6264037	0.0344116	0.2485379	0.7395487	0.3673394	0.1018872	0.4124315	0.0452711	0.6647045	0.0118960	0.3188578	0.0963334	0.0004572	0.3991791	0.4935455	0.5431421	0.0325999	0.2154485	0.6798846	0.2883780	0.0718293	0.6738632	0.0168775	0.4113869	0.7784375	0.6510521	0.4496580	0.6069592	0.3499818	0.0040597
700	0.8118529	0.0023826	0.5848472	0.3656839	0.0613114	0.6625161	0.1661997	0.0637843	0.1110836	0.6156683	0.0274874	0.2988482	0.7621325	0.0266005	0.3046585	0.0537740	0.5462080	0.6569821	0.4469696	0.7437972	0.0398414	0.2360981	0.4137878	0.1208747	0.2152742	0.4690935	0.5284495	0.5709207	0.2798032	0.4659295	0.7745665	0.0445840	0.2597773	0.6454508	0.3393346	0.1058025	0.3861271	0.0281117	0.7417010	0.0196786	0.2773744	0.0864257	0.0033060	0.5366393	0.4240654	0.6110089	0.0630810	0.1575228	0.6313687	0.3673978	0.0680899	0.6935783	0.0150638	0.4735359	0.8196381	0.7311002	0.4524055	0.6632575	0.3564386	0.0031025
750	0.7455333	0.0045744	0.4201970	0.2462268	0.0364444	0.5561739	0.1879160	0.0419825	0.1750398	0.5269376	0.0386512	0.3981212	0.7777355	0.0337064	0.2363857	0.0265970	0.4377273	0.6047822	0.4476601	0.7279923	0.0107992	0.2740601	0.3484239	0.2366374	0.1952479	0.4614167	0.5689640	0.5835643	0.2558884	0.3606836	0.6958125	0.0739070	0.3283160	0.6695263	0.3494374	0.1005276	0.4226044	0.0183806	0.6708674	0.0307515	0.2790609	0.0843568	0.0023749	0.3897446	0.4019567	0.5295522	0.0388630	0.2654576	0.8204916	0.3951148	0.1450399	0.7905167	0.0201595	0.4130311	0.6497465	0.6786104	0.6661413	0.6682089	0.5091132	0.0052407
800	0.7619716	0.0033051	0.5367335	0.3358995	0.0679553	0.6259695	0.2449777	0.0641337	0.1487282	0.4058934	0.0256018	0.3715325	0.7377753	0.0112603	0.2258358	0.0282844	0.5007069	0.7203446	0.5048439	0.7217816	0.0122612	0.3348258	0.4277298	0.2548361	0.2031550	0.5681963	0.5953777	0.4761629	0.2812824	0.3999579	0.6929237	0.0967018	0.3250519	0.7805416	0.3840470	0.0869319	0.2959402	0.0366386	0.6230968	0.0602453	0.3050163	0.0556798	0.0031820	0.4425477	0.4167840	0.4956924	0.0451054	0.2139011	0.7654644	0.4023180	0.1103829	0.6347467	0.0112522	0.5296793	0.8487464	0.7482373	0.6117307	0.7560797	0.5405581	0.0128031
850	0.7331479	0.0054914	0.5307967	0.3080677	0.1285681	0.5689917	0.1413851	0.0909862	0.1245106	0.4666921	0.0320942	0.3144866	0.7531039	0.0142220	0.2226458	0.0262253	0.6378599	0.7383074	0.4907651	0.6776031	0.0135287	0.3136186	0.3381560	0.1950392	0.1315584	0.3836873	0.6085520	0.4131427	0.3236189	0.4737116	0.6402803	0.0557159	0.2955159	0.7969669	0.2917620	0.1100938	0.3342153	0.0315230	0.7776907	0.0386577	0.3344449	0.0763406	0.0023890	0.4345849	0.4009260	0.5003515	0.0551325	0.2109368	0.7300041	0.3761967	0.0577601	0.6735110	0.0232484	0.3862847	0.8029880	0.6463671	0.5531595	0.7710321	0.3592648	0.0134648
900	0.7475282	0.0128464	0.6271015	0.4343406	0.0990613	0.6864355	0.1305201	0.0401099	0.1461749	0.6241762	0.0448511	0.2577853	0.7104147	0.0416641	0.3223950	0.0290275	0.5103747	0.5862251	0.4611942	0.7113320	0.0190439	0.2514371	0.4224538	0.2271603	0.1408493	0.5935239	0.5590217	0.5158225	0.1760943	0.3911364	0.8043531	0.0691544	0.3195290	0.8507761	0.2406664	0.0728451	0.4201528	0.0597473	0.6570551	0.0184082	0.3875002	0.0719423	0.0022931	0.4149009	0.3847323	0.4906941	0.0301905	0.2303377	0.7196244	0.3260229	0.0833824	0.6536905	0.0464590	0.3935520	0.7373915	0.6322631	0.5694195	0.9552382	0.3736670	0.0068682
950	0.7052666	0.0039583	0.4936903	0.3542374	0.0764245	0.7063029	0.1795803	0.0341530	0.0987836	0.5399706	0.0605128	0.3604789	0.6439789	0.0119109	0.2281165	0.0265292	0.5700096	0.7924458	0.4911672	0.8384379	0.0120662	0.2204366	0.4371946	0.2619096	0.1285491	0.4910891	0.5407777	0.5106663	0.2616621	0.3980002	0.5854682	0.0512488	0.2894365	0.6923276	0.3463940	0.1506631	0.3572453	0.0228583	0.7033429	0.0275687	0.3511958	0.0520100	0.0067789	0.4151960	0.3619348	0.5540281	0.0410604	0.1727141	0.6498091	0.3750690	0.0335534	0.7882870	0.0117612	0.5623232	0.7676629	0.5916808	0.4750165	0.8799310	0.3784197	0.0199927
1000	0.6341470	0.0053103	0.4039857	0.3318351	0.1405291	0.7857034	0.1797328	0.0563039	0.1243163	0.4449338	0.0337080	0.3414789	0.7814538	0.0126349	0.2705321	0.0299548	0.5836794	0.6788021	0.5020134	0.6975393	0.0076076	0.2870357	0.4281077	0.2028465	0.1659756	0.5047958	0.5416722	0.4501010	0.3641162	0.4039592	0.6325642	0.0662523	0.3460708	0.7419324	0.3658036	0.0901858	0.4308931	0.0298628	0.7366043	0.0443222	0.2210006	0.0751445	0.0013878	0.4364268	0.4326706	0.5550597	0.0364050	0.1757133	0.6172907	0.3682557	0.0632773	0.7516281	0.0142656	0.4352244	0.7083574	0.5865495	0.4877984	0.7460143	0.5392180	0.0075855

0	0.7442035	0.0202295	0.5364648	0.4905890	0.0725203	0.6307407	0.1891627	0.1031751	0.2275148	0.6547676	0.0413337	0.3220187	0.8055708	0.0253474	0.2639688	0.0312346	0.5504296	0.6171255	0.4635293	0.5172933	0.0294363	0.2517271	0.3887267	0.2229579	0.2588837	0.5621619	0.5676943	0.5303156	0.2951761	0.4390221	0.6753723	0.0792553	0.3605968	0.6580221	0.2509174	0.0879037	0.4294351	0.0451553	0.6379111	0.0329245	0.2704617	0.1011435	0.0218013	0.4964878	0.4358729	0.4170318	0.0827363	0.2196944	0.7856045	0.4653271	0.0754231	0.9038858	0.0365537	0.3920746	0.7001807	0.5968069	0.6024473	0.7019436	0.5280824	0.0070374
50	0.7694695	0.0003183	0.5335439	0.1746321	0.1014433	0.6648742	0.1765124	0.0609324	0.1166486	0.4034560	0.0612567	0.2760549	0.5615184	0.0086545	0.2647510	0.0227936	0.5543130	0.6989060	0.4235301	0.6854475	0.0090547	0.2701538	0.3711148	0.5488099	0.1804740	0.3553819	0.1792772	0.5023860	0.1494798	0.3181402	0.6510268	0.1101458	0.5441772	0.6707208	0.3877370	0.1488929	0.5851964	0.0356170	0.5040413	0.3401052	0.3218760	0.0665487	0.0062281	0.4520307	0.4283482	0.4711967	0.3819950	0.1815545	0.5812215	0.4924239	0.0795113	0.6635731	0.0077564	0.4978875	0.6634253	0.8593027	0.5454091	0.6713312	0.4261235	0.0112785
100	0.7811303	0.0043335	0.4713430	0.1059308	0.0623932	0.5544009	0.1317030	0.0593689	0.1678713	0.5321358	0.0782035	0.3310243	0.5543420	0.0011493	0.3082869	0.0403787	0.5752120	0.6156258	0.4807119	0.7184912	0.0078417	0.2075776	0.5142043	0.5216354	0.2222665	0.3601035	0.1743854	0.4318328	0.2046460	0.3264281	0.6998109	0.1154688	0.7011490	0.7002838	0.2112714	0.1518390	0.3683585	0.0584433	0.5484517	0.5360212	0.3456835	0.1179242	0.0006256	0.4863285	0.3109493	0.5701365	0.5001815	0.1372019	0.3483276	0.4257420	0.1012599	0.7017469	0.0068009	0.5338762	0.5608582	0.6589185	0.4559065	0.7688789	0.6253755	0.0101337
150	0.7520898	0.0118246	0.6676559	0.0909423	0.1056463	0.6819231	0.1452020	0.0825805	0.1315043	0.4794833	0.0482720	0.2705748	0.6392124	0.0008954	0.3507340	0.0349788	0.5409831	0.7337121	0.3526089	0.7707827	0.0392402	0.2469370	0.3347904	0.6512065	0.1085933	0.5159755	0.1252781	0.4972616	0.2190158	0.3653509	0.8045909	0.1063277	0.7011756	0.6279374	0.3082674	0.1359093	0.3338084	0.0335367	0.5884617	0.4281610	0.3929400	0.0674522	0.0079737	0.3649430	0.3162211	0.7076169	0.6320151	0.1034823	0.2136087	0.3515138	0.0514461	0.6258830	0.0216068	0.5645612	0.6534464	0.7060743	0.4345797	0.7277383	0.4592675	0.0020623
200	0.7372066	0.0235394	0.5688497	0.0737779	0.0865081	0.5190697	0.1376117	0.0769308	0.0851253	0.4391976	0.0697973	0.2260401	0.7291890	0.0000000	0.3807220	0.0532892	0.5915656	0.6956011	0.4311110	0.7349554	0.0139263	0.2342680	0.3665407	0.5146277	0.1649549	0.5446046	0.1211049	0.4787876	0.1360405	0.3624210	0.8850702	0.1471522	0.7211585	0.6410613	0.2501637	0.2013631	0.3708917	0.0264039	0.6229993	0.5473453	0.3436191	0.0909233	0.0039676	0.3786656	0.2957755	0.6259538	0.5804395	0.1384134	0.2407179	0.3869295	0.0819868	0.7124976	0.0222923	0.4995158	0.7109819	0.6762608	0.5783107	0.6719983	0.4042530	0.0080134
250	0.6908861	0.0081805	0.6534655	0.0462382	0.0694977	0.7725090	0.1366669	0.0619167	0.1400617	0.5273669	0.0721399	0.2906666	0.6308211	0.0000317	0.4361306	0.0476575	0.6504624	0.7447102	0.4332605	0.6873773	0.0140143	0.2358740	0.3627408	0.5171479	0.2090030	0.6425758	0.1350781	0.6137761	0.1748371	0.2931855	0.7189363	0.0910525	0.7042265	0.6900976	0.2563584	0.1234933	0.3331170	0.0358380	0.5009552	0.4661336	0.3028109	0.1058531	0.0058646	0.3211892	0.2975372	0.6161145	0.5173710	0.1991609	0.2186735	0.3747216	0.0431680	0.5984582	0.0101521	0.5346887	0.7029389	0.6854428	0.4571583	0.6893809	0.4492188	0.0209088
300	0.6934915	0.0100149	0.5746489	0.0938557	0.1088334	0.6191882	0.1194733	0.0572571	0.1042282	0.4582060	0.0522695	0.1939381	0.5569110	0.0026371	0.2795060	0.0323525	0.5278789	0.7094767	0.4040534	0.7196410	0.0338636	0.2310389	0.4162615	0.6182113	0.1634571	0.4185911	0.1451892	0.5625153	0.1867103	0.3859837	0.7261276	0.1134326	0.9521956	0.6888172	0.3102521	0.1190698	0.3539279	0.0474795	0.4102983	0.4852141	0.3291305	0.0661504	0.0060139	0.3264865	0.2365108	0.5347661	0.4884956	0.2254733	0.3116635	0.4117062	0.0297801	0.7252438	0.0110409	0.5446219	0.8546166	0.6796160	0.6606180	0.9108144	0.5875570	0.0057810
350	0.7307324	0.0131259	0.5643487	0.0706714	0.0798006	0.6861506	0.1620657	0.1021751	0.1233557	0.4667039	0.0258251	0.1794136	0.6547288	0.0018521	0.2790443	0.0233899	0.4295893	0.6574262	0.4327251	0.7296801	0.0279416	0.2687851	0.4453767	0.4485450	0.1561649	0.4805150	0.1451518	0.5832363	0.1451201	0.3013815	0.6970049	0.1657158	0.6235785	0.7181680	0.2700713	0.1558011	0.3793319	0.0689053	0.5139385	0.5648120	0.2920053	0.0633465	0.0112758	0.3767264	0.3326340	0.5477504	0.5608413	0.2259829	0.2406683	0.3852121	0.1186617	0.7278842	0.0211180	0.6409956	0.6616206	0.8092681	0.6004779	0.6923509	0.5828089	0.0178183
400	0.7504152	0.0134286	0.5902668	0.0939300	0.1184444	0.6783749	0.1120918	0.0584101	0.1474027	0.5662732	0.0420249	0.3982855	0.6431953	0.0033459	0.2470185	0.0591961	0.5875903	0.6650228	0.3542577	0.7717986	0.0117666	0.3334542	0.3938428	0.5659536	0.1859199	0.4132371	0.1969701	0.4849871	0.2368057	0.3794357	0.6341562	0.1756450	0.6583704	0.5763520	0.2366552	0.1884947	0.4181617	0.0279543	0.5425568	0.6592366	0.4032986	0.0697936	0.0279538	0.3229861	0.3878181	0.5194252	0.4430343	0.1868563	0.2949403	0.5068736	0.0370142	0.6637194	0.0105854	0.7186082	0.7645312	0.6681413	0.4977215	0.7114443	0.4151522	0.0110229
450	0.7576180	0.0044078	0.5714657	0.0839281	0.0549500	0.6111950	0.1891420	0.0748650	0.1276903	0.4212090	0.0325398	0.3598353	0.5420688	0.0020081	0.3220562	0.0233806	0.4994945	0.7658019	0.4914533	0.6748538	0.0091948	0.2452857	0.3714506	0.6381929	0.1842135	0.4894559	0.1412102	0.4771150	0.1478300	0.3368680	0.6252154	0.1610906	0.6303661	0.8385092	0.3491435	0.1477071	0.3436827	0.0682581	0.6065910	0.5522541	0.3209887	0.0684263	0.0102750	0.4763085	0.2807165	0.5600089	0.4957042	0.0974104	0.2431284	0.4290119	0.0429398	0.7372122	0.0144571	0.6111309	0.6871462	0.6556147	0.5614279	0.6864469	0.4701528	0.0057480
500	0.6979474	0.0066811	0.5014625	0.1009208	0.0950581	0.6325901	0.1725655	0.0618762	0.2233737	0.5642632	0.0610829	0.2814841	0.5918514	0.0005655	0.3202778	0.0258883	0.4683362	0.6715188	0.3019053	0.5440763	0.0199099	0.2043503	0.5269188	0.5293016	0.1977005	0.5055896	0.1373249	0.5226365	0.4063600	0.4195040	0.8177976	0.0843700	0.7120499	0.6630008	0.2680187	0.1767935	0.3625833	0.0421946	0.6415838	0.3995428	0.3676906	0.0591988	0.0008797	0.3691763	0.3117006	0.4927974	0.4933700	0.1358478	0.2345320	0.3435031	0.0550065	0.6919823	0.0357072	0.6411529	0.6813363	0.6372502	0.4533484	0.6629046	0.4920512	0.0021182
550	0.7997566	0.0040312	0.4989137	0.2589675	0.0798528	0.7570347	0.2351987	0.0568432	0.1157961	0.6744944	0.0662560	0.2959268	0.6143984	0.0148072	0.2599199	0.0453286	0.6455210	0.6228838	0.3788811	0.6955587	0.0058464	0.2764661	0.3633209	0.3476732	0.1540091	0.5744199	0.4650925	0.5019917	0.2886688	0.4268978	0.8330949	0.1436191	0.3089411	0.4963120	0.3415907	0.0722934	0.3675838	0.0221168	0.6732895	0.2263055	0.3411329	0.1142851	0.0029580	0.3912275	0.2935249	0.5200692	0.1141651	0.1098205	0.6571588	0.3407325	0.0913587	0.9533530	0.0264430	0.4731151	0.6580013	0.5486810	0.4783636	0.7569810	0.4511049	0.0253380
600	0.7243411	0.0144207	0.5691870	0.3306357	0.0511733	0.7217334	0.1922341	0.0482936	0.1618415	0.5052693	0.0451740	0.3052012	0.8123062	0.0183464	0.2819622	0.0134952	0.5804591	0.7789494	0.4370891	0.8603644	0.0048685	0.2075726	0.5136053	0.3016558	0.1679690	0.5642037	0.6106725	0.3909513	0.2561889	0.4088712	0.5744940	0.0732630	0.2892719	0.6195483	0.3314548	0.0807502	0.3588081	0.0760833	0.7146920	0.0862154	0.2740788	0.1383250	0.0023190	0.4150500	0.4462539	0.4775414	0.0322089	0.1693956	0.7465759	0.3479533	0.0686383	0.7440111	0.0397218	0.4075633	0.8369101	0.7029441	0.4544706	0.8060710	0.4131769	0.0103826
650	0.7638494	0.0082758	0.5357283	0.3221864	0.0705153	0.7089358	0.1468623	0.0495807	0.1696098	0.5714322	0.0356472	0.3011080	0.7462852	0.0464042	0.2381383	0.0217679	0.6411651	0.7291204	0.3736519	0.6213094	0.0127504	0.2401931	0.3656534	0.2673253	0.2203570	0.4410406	0.5719328	0.5881547	0.1985552	0.3441479	0.6637281	0.0887654	0.4042016	0.7098937	0.3673882	0.0822513	0.3891041	0.0186211	0.6948551	0.0398375	0.2140152	0.0894221	0.0026111	0.4721979	0.3005248	0.5711342	0.0992059	0.1859618	0.6601535	0.4700351	0.1153293	0.6614470	0.0149870	0.4250836	0.6940863	0.6957668	0.5028634	0.6851229	0.4045600	0.0026102
700	0.6753236	0.0152995	0.5851750	0.2816922	0.0606138	0.6714060	0.1738882	0.0868552	0.1471397	0.4976172	0.0477386	0.3306012	0.8383378	0.0041962	0.2627312	0.0207784	0.5303215	0.6688944	0.5655452	0.8276889	0.0144471	0.2750570	0.3837918	0.2611627	0.1208281	0.5003673	0.5771015	0.4180257	0.3051157	0.3927560	0.6181046	0.0406655	0.3125489	0.7393067	0.2542589	0.1192941	0.4515423	0.0598755	0.7556413	0.0281247	0.2896156	0.0495726	0.0025504	0.4135910	0.3875542	0.5404363	0.0669683	0.2052387	0.7893848	0.4406213	0.0746594	0.7120667	0.0157825	0.3946340	0.7995797	0.7683295	0.4481671	0.8475834	0.3712369	0.0177729
750	0.6348712	0.0105598	0.6049178	0.3889172	0.1168876	0.5735255	0.1969986	0.0447675	0.1072934	0.5863776	0.0517123	0.2759998	0.8543429	0.0103029	0.2359622	0.0324381	0.6144768	0.6841388	0.4694799	0.8296924	0.0194214	0.2592134	0.3273127	0.1853889	0.1621122	0.4577638	0.5801641	0.5716754	0.1856278	0.3853871	0.7413934	0.0383165	0.2129178	0.7257182	0.2725711	0.0942693	0.3998226	0.0569255	0.7528591	0.0253872	0.2567755	0.1289185	0.0010473	0.3863698	0.4099694	0.5702175	0.0891761	0.1717270	0.7604684	0.5101949	0.1357308	0.7371676	0.0080205	0.3998205	0.6323062	0.6545281	0.5060399	0.8033077	0.3592841	0.0050336
