"Time"	G1	G3	G8	G5	G22	G4	G83	G7	G6	G87
100	0.4365318	0.3340092	0.1456044	0.1106586	0.1293037	0.7223448	0.0308374	0.0364248	0.0142102	0.0483781
150	0.4709975	0.2908719	0.1744793	0.2382828	0.0864862	0.5248444	0.0234964	0.0428231	0.0146169	0.0520156
200	0.4630251	0.2337314	0.1757023	0.2803494	0.0894962	0.5709954	0.0338189	0.0342023	0.0145337	0.0247347
250	0.5509606	0.2893390	0.1691854	0.2600964	0.1080925	0.5203809	0.0286707	0.0304699	0.0225321	0.0292207
300	0.5422221	0.2386403	0.1698885	0.2104174	0.0858323	0.5997995	0.0393419	0.0324793	0.0235709	0.0360176
350	0.4227916	0.2353801	0.1912173	0.2483693	0.0822093	0.4591386	0.0524243	0.0578574	0.0232669	0.0214295
400	0.4306616	0.2834746	0.2594641	0.3969080	0.1370264	0.4273453	0.0703386	0.0276708	0.0371875	0.0797625
450	0.4521331	0.2341166	0.2010070	0.2809202	0.1703082	0.3851109	0.0751536	0.0296305	0.0249138	0.0550285
500	0.4588813	0.2832489	0.1581622	0.2700230	0.0603633	0.3804537	0.0567651	0.0720437	0.0063708	0.0560605
550	0.6819855	0.2365081	0.2428710	0.4275492	0.5399842	0.4875041	0.3097210	0.0685325	0.0250958	0.0414293
600	0.6880662	0.2404375	0.2010392	0.1981453	0.6305763	0.7283130	0.3015943	0.0509146	0.0155240	0.0252404
650	0.7533477	0.3493078	0.1509133	0.2108237	0.7047359	0.7256324	0.2785270	0.0855383	0.0489772	0.0270547
700	0.8246725	0.4498096	0.1646867	0.1396821	0.7223840	0.7412745	0.3420755	0.0773327	0.0543686	0.0458805
750	0.7433961	0.3702823	0.1613647	0.1669383	0.7254507	0.8201308	0.4144910	0.0589962	0.0050773	0.0454621
800	0.6475092	0.4463166	0.2202670	0.1044144	0.8083042	0.7409460	0.3157332	0.0901369	0.0189488	0.0281926
850	0.7867689	0.3444893	0.1516779	0.0680947	0.8531426	0.7244115	0.3155482	0.0517132	0.0112008	0.0311545
900	0.7824157	0.3640871	0.1521796	0.0900393	0.7230352	0.7135128	0.3937601	0.0925365	0.0213677	0.0391662
950	0.7376450	0.4487509	0.1625253	0.1286667	0.8194025	0.6365582	0.3832826	0.0708890	0.0180427	0.0248904
1000	0.9117633	0.5359456	0.1400693	0.1333860	0.7048723	0.6804861	0.3227887	0.0465090	0.0240733	0.0713789

0	0.8497512	0.5054701	0.1689215	0.1210311	0.6972602	0.7303834	0.3908722	0.0765105	0.0154695	0.0316489
50	0.9272768	0.4857502	0.0493672	0.1071730	0.7936651	0.6811770	0.2877384	0.0559375	0.0199912	0.0323407
100	0.7510325	0.4391364	0.0040935	0.0801880	0.7732878	0.5850829	0.3801237	0.0679902	0.0106038	0.0259779
150	0.7080117	0.4072873	0.0034063	0.0943644	0.8236650	0.7366661	0.3354745	0.0719939	0.0276761	0.0714764
200	0.6343231	0.4000697	0.0005697	0.1172287	0.7128893	0.6249639	0.3527185	0.0327274	0.0099638	0.0521184
250	0.8332436	0.4553127	0.0001297	0.1565582	0.9678206	0.7853470	0.4115580	0.0528066	0.0196212	0.0140036
300	0.7478437	0.4155932	0.0005539	0.1403166	0.9391564	0.6963339	0.3424152	0.0701123	0.0144907	0.0224583
350	0.8015960	0.4250372	0.0000778	0.1615769	0.7974189	0.5893939	0.3036211	0.0567453	0.0270810	0.0341138
400	0.7596262	0.4505952	0.0000000	0.0916346	0.7454055	0.6363072	0.2998525	0.0391969	0.0214172	0.0481199
450	0.9057505	0.3930304	0.0001302	0.1127038	0.8542141	0.7100927	0.3524074	0.0687076	0.0089763	0.0543852
500	0.7296671	0.5283073	0.0009636	0.0877602	0.7501071	0.6578255	0.3944681	0.0715454	0.0205598	0.0524260
550	0.8367427	0.4393785	0.1064372	0.1450827	0.7627203	0.5133095	0.3413803	0.0740603	0.0156375	0.0288894
600	0.7515670	0.4703637	0.1682809	0.1083012	0.7646303	0.7157915	0.4047612	0.0696567	0.0488030	0.0171731
650	0.9338208	0.5698327	0.1742054	0.1461480	0.8282291	0.6558390	0.4341647	0.0629921	0.0388278	0.0433498
700	0.7880512	0.5403885	0.1723260	0.1101310	0.7501206	0.7724177	0.2616377	0.0590653	0.0178506	0.0232424
750	0.7454289	0.4748390	0.1895873	0.1169353	0.8393304	0.6656870	0.3810508	0.0445825	0.0286214	0.0270629
800	0.8540377	0.5624686	0.2384458	0.0771739	0.7782272	0.8581953	0.3690851	0.0443461	0.0304174	0.0350901
850	0.8346231	0.5297478	0.2352418	0.1480176	0.8044872	0.5809423	0.3793653	0.0777983	0.0287691	0.0179721
900	0.7765903	0.6105812	0.1163254	0.0872215	0.9955250	0.6276449	0.4177871	0.0490888	0.0185650	0.0200430
950	0.8289985	0.5559698	0.2235125	0.0730690	0.6838400	0.6788699	0.2663592	0.0934960	0.0108804	0.0261663
1000	0.6806485	0.6181373	0.2451660	0.0955189	0.7128453	0.7797828	0.4094525	0.0644097	0.0437898	0.0215610

0	0.7969903	0.4118475	0.1344008	0.1556936	0.7171467	0.7135899	0.3312951	0.0894079	0.0188267	0.0628308
50	0.7227955	0.4035331	0.1867355	0.0554819	0.7398263	0.7481116	0.0716411	0.0581329	0.0019851	0.6180934
100	0.7520188	0.3802021	0.1750251	0.1016205	0.6823944	0.6293876	0.0110808	0.0642099	0.0040669	0.6545254
150	0.8496419	0.4487687	0.2386666	0.0780384	0.6281096	0.6604971	0.0179901	0.0731641	0.0000428	0.8412475
200	0.6288098	0.4252868	0.2416512	0.1310619	0.7249329	0.6961122	0.0259172	0.0437527	0.0021413	0.7367407
250	0.8623622	0.6004589	0.2208588	0.1348683	0.6698514	0.7241099	0.0094286	0.0504941	0.0015482	0.6501249
300	0.7804467	0.5988787	0.2059348	0.0826995	0.4726505	0.6519573	0.0343971	0.0495276	0.0000581	0.8165887
350	0.7189631	0.4921759	0.1540043	0.1341563	0.5921581	0.6829003	0.0175938	0.0587719	0.0001328	0.9000455
400	0.8106866	0.4518892	0.1830573	0.1165035	0.5903097	0.5794145	0.0191458	0.0932982	0.0028935	0.7004353
450	0.7789642	0.4259879	0.1536590	0.1186507	0.6465729	0.6972228	0.0077434	0.1012698	0.0001028	0.7898841
500	0.7367795	0.4959950	0.2229989	0.1173272	0.7288075	0.6937456	0.0299466	0.0402597	0.0046164	0.6061339
550	0.8684617	0.4522446	0.1807197	0.1345357	0.7708308	0.7690503	0.2709240	0.0701290	0.0247529	0.2176490
600	0.7200107	0.4194363	0.1413188	0.1121808	0.8343967	0.7018415	0.3249053	0.0460085	0.0159932	0.0593503
650	0.7450198	0.4852967	0.1694657	0.0868323	0.7140806	0.6864752	0.3998868	0.0343514	0.0236061	0.0628473
700	0.9462433	0.4601939	0.1876870	0.0911256	0.7676510	0.5617503	0.3600838	0.0501292	0.0151498	0.0390240
750	0.7059561	0.4683802	0.0980516	0.1131228	0.7660674	0.7261470	0.3264411	0.0537224	0.0433311	0.0262700
800	0.7228450	0.5030328	0.1169053	0.0859077	0.7402469	0.7066384	0.2957513	0.0983114	0.0258459	0.0234519
850	0.7544400	0.5344394	0.1184813	0.1071337	0.6951644	0.7972500	0.3000163	0.0640138	0.0189548	0.0792646
900	0.7258045	0.4858995	0.1960496	0.0735746	0.7337811	0.6447439	0.2721702	0.0644775	0.0347142	0.0291196
950	0.7461858	0.4342676	0.1782365	0.0861016	0.6005685	0.7104904	0.2506426	0.0526178	0.0204223	0.0354536
1000	0.8300649	0.4244913	0.1671447	0.0847778	0.7148132	0.8784303	0.2557574	0.1061802	0.0097396	0.0301146

0	0.8337194	0.4601629	0.2442918	0.0932016	0.7578027	0.7455361	0.2749635	0.0895845	0.0114654	0.0385121
50	0.6088735	0.5220119	0.1858732	0.1020957	0.7516618	0.6866972	0.0930174	0.0710556	0.0045348	0.0578153
100	0.7557992	0.5112073	0.1599686	0.0891879	0.7304057	0.7271368	0.1383011	0.0779561	0.0034436	0.1247120
150	0.9129229	0.5053641	0.1381351	0.1015099	0.8969574	0.6650000	0.1794093	0.0866858	0.0004896	0.1018630
200	0.6783922	0.5890073	0.2094299	0.0577524	0.7676675	0.8396802	0.0920014	0.0580088	0.0002332	0.1076449
250	0.8866463	0.5419965	0.2173340	0.0528857	0.7874504	0.6678570	0.0998954	0.0291919	0.0016520	0.0836480
300	0.8888776	0.4940551	0.1989191	0.0575100	0.8540812	0.7165484	0.1188969	0.0433739	0.0000100	0.0681734
350	0.7600547	0.5783924	0.2007434	0.0369910	0.7758795	0.6735684	0.0974273	0.0495139	0.0001977	0.0942422
400	0.6734612	0.4930055	0.1814513	0.0675751	0.6064269	0.6720391	0.1014508	0.0515874	0.0010075	0.0800124
450	0.6149302	0.5549047	0.1509411	0.0532693	0.8388799	0.7994607	0.1305347	0.0963900	0.0007630	0.0910135
500	0.7982897	0.5186656	0.2030403	0.0607136	0.8624762	0.8267121	0.1231545	0.0630540	0.0008178	0.0558993
550	0.8010826	0.4620841	0.2075755	0.1250815	0.8727998	0.8182443	0.3337750	0.0510888	0.0376723	0.0606342
600	0.8074933	0.4902188	0.1544891	0.1060650	0.7063668	0.7993442	0.4105934	0.0537701	0.0062114	0.0451463
650	0.6730495	0.5196786	0.1889886	0.1102837	0.7940363	0.6739862	0.4310547	0.0612998	0.0100995	0.0540292
700	0.8598961	0.4688888	0.2041332	0.0683740	0.6924395	0.6379453	0.3795108	0.0859766	0.0185046	0.0324479
750	0.7547327	0.4748510	0.1432323	0.1318906	0.7941098	0.6941527	0.3576486	0.0616738	0.0092026	0.0391220
800	0.8759879	0.3423936	0.2027621	0.1699182	0.7407451	0.8928427	0.2873394	0.0599828	0.0167514	0.0395014
850	0.7482882	0.4131631	0.1492584	0.1666040	0.7574612	0.6460622	0.2646255	0.0814759	0.0255527	0.0657514
900	0.7656943	0.4076558	0.2674406	0.0750286	0.7425691	0.6910691	0.3943068	0.0440526	0.0244770	0.0267802
950	0.6848708	0.4049792	0.1532465	0.1327106	0.6622480	0.7123143	0.3706268	0.0524658	0.0057182	0.0405276
1000	0.7844155	0.4691806	0.1355085	0.1525565	0.8297284	0.7551347	0.2964870	0.0759553	0.0099629	0.0334869

0	0.8073633	0.3865181	0.1616931	0.1426157	0.6986383	0.6221876	0.2865794	0.0545037	0.0146148	0.0326544
50	0.8914786	0.5010167	0.1636514	0.1286691	0.6393867	0.8654980	0.2966901	0.0325002	0.0170169	0.2901019
100	0.7681305	0.4966494	0.1923531	0.1038705	0.7476138	0.6761047	0.3927224	0.0255107	0.0334721	0.4814012
150	0.8641868	0.4191265	0.1494120	0.1646358	0.8209636	0.6268718	0.4000131	0.0354689	0.0151010	0.4944218
200	0.6591801	0.5689376	0.1524407	0.1103936	0.7153217	0.6666580	0.4216723	0.0627893	0.0228236	0.4622404
250	0.6590742	0.3737467	0.1905863	0.1020334	0.7951426	0.6416074	0.3201119	0.0498469	0.0436936	0.5333324
300	0.7231521	0.4540785	0.1433114	0.1437467	0.7536989	0.7154337	0.3361120	0.0554135	0.0176082	0.4630171
350	0.7459208	0.3826150	0.1115264	0.1537545	0.7171636	0.6653445	0.3674182	0.0759374	0.0422542	0.4952216
400	0.7209715	0.4632771	0.1670379	0.1737583	0.5893816	0.7337216	0.3872224	0.0700241	0.0341851	0.4996768
450	0.8718541	0.5012104	0.1310094	0.1348811	0.6804855	0.7482050	0.4494422	0.0653243	0.0233616	0.6223251
500	0.8102410	0.4404802	0.1749374	0.1204161	0.8254929	0.6644963	0.3017890	0.0431848	0.0078167	0.5951944
550	0.7555430	0.5289956	0.1606092	0.1730382	0.7666909	0.7188786	0.2436619	0.0486982	0.0496643	0.1399005
600	0.8045661	0.4453646	0.1588267	0.1059868	0.7724722	0.7040457	0.3748007	0.0580795	0.0317578	0.0944849
650	0.6860122	0.3583303	0.1411414	0.1629997	0.8385890	0.6454231	0.2845099	0.1062391	0.0108925	0.0452197
700	0.8192398	0.4838667	0.1493342	0.1098751	0.7814912	0.7456544	0.3653356	0.0549566	0.0212002	0.0361095
750	0.7969580	0.5298547	0.1764408	0.1492035	0.8531181	0.7444979	0.4233845	0.0663889	0.0127082	0.0277360
800	0.8882319	0.4745916	0.1311952	0.0504950	0.8512512	0.7351419	0.3146136	0.0332961	0.0153036	0.0286459
850	0.7628382	0.5260891	0.2031719	0.0648612	0.7656541	0.8028953	0.3141800	0.0475046	0.0198589	0.0189626
900	0.9138148	0.5133576	0.1787981	0.0727615	0.7446384	0.7456530	0.4153797	0.0971444	0.0058008	0.0533375
950	0.6238181	0.5513610	0.2092252	0.1198835	0.8502461	0.7135992	0.3522704	0.0688559	0.0156096	0.0587478
1000	0.8494088	0.5156277	0.2576541	0.1121258	0.6782481	0.7599163	0.3629629	0.0963608	0.0261885	0.0433318

0	0.7989917	0.4299625	0.1960412	0.1252179	0.7199471	0.8027113	0.3082838	0.1112851	0.0168636	0.0754366
50	0.6752682	0.4044044	0.0611521	0.0523184	0.8420872	0.7996083	0.2606206	0.0388352	0.0121031	0.0247938
100	0.7528739	0.4930442	0.0130886	0.0634417	0.8087584	0.6812656	0.3285116	0.0470492	0.0182594	0.0188868
150	0.7336180	0.4974242	0.0106020	0.0171215	0.8808801	0.8354239	0.4013786	0.0716111	0.0101210	0.0251638
200	0.8318015	0.5185599	0.0001870	0.0110185	0.7228702	0.6786834	0.3558104	0.0521445	0.0478821	0.0210111
250	0.7909365	0.5017788	0.0000000	0.0112131	0.8080458	0.6090804	0.3361564	0.1082544	0.0305555	0.0414369
300	0.7323834	0.4583405	0.0002233	0.0064397	0.7189168	0.5992176	0.3241890	0.0964394	0.0252772	0.0460785
350	0.7558396	0.6469869	0.0000058	0.0085514	0.7082656	0.5987945	0.4325132	0.0685766	0.0202459	0.0278599
400	0.7123176	0.5449427	0.0009681	0.0082028	0.9175243	0.6206473	0.3716289	0.0816432	0.0408602	0.0047640
450	0.7021347	0.4646564	0.0000391	0.0137979	0.8131816	0.6704511	0.4273880	0.0512512	0.0093918	0.0446440
500	0.7118060	0.5219549	0.0000882	0.0117583	0.7164237	0.6194140	0.3712823	0.1033430	0.0141750	0.0167345
550	0.6193748	0.4295775	0.1293749	0.0796214	0.8340971	0.7108341	0.3076810	0.0873128	0.0185828	0.0198398
600	0.7321410	0.3515627	0.1556790	0.1093071	0.7388285	0.6635996	0.3852573	0.0326550	0.0299255	0.0253505
650	0.7863846	0.5410390	0.1611478	0.1111984	0.7070663	0.6666923	0.3398196	0.0445721	0.0147745	0.0530782
700	0.7286833	0.4319276	0.1630165	0.0941678	0.6602706	0.9016805	0.3477309	0.0573858	0.0061851	0.0152302
750	0.8225815	0.5146916	0.1892693	0.0734299	0.6723777	0.8303540	0.3383368	0.0672329	0.0065369	0.0468966
800	0.7796492	0.4302098	0.1956897	0.1205103	0.8214764	0.7270119	0.2787173	0.0674320	0.0133262	0.0178974
850	0.7438697	0.4552415	0.2305288	0.1220493	0.7835819	0.7578369	0.2110971	0.0712943	0.0260033	0.0191681
900	0.7564466	0.4517906	0.1770153	0.0912037	0.6922944	0.7628954	0.3331037	0.0536929	0.0320207	0.0441133
950	0.7226908	0.4465248	0.2077408	0.1610396	0.8384251	0.8147397	0.2619533	0.0633513	0.0058249	0.0493859
1000	0.7320142	0.4037969	0.1546953	0.1146099	0.7673587	0.7861089	0.4595212	0.0489816	0.0198306	0.0206461

0	0.7729622	0.4295835	0.1822307	0.0923819	0.8409833	0.7452317	0.2604811	0.0796495	0.0236518	0.0680943
50	0.9384764	0.4515056	0.1057139	0.1190425	0.8815138	0.6183070	0.3386788	0.0311908	0.0342162	0.0412532
100	0.8127813	0.3811161	0.1509104	0.1028229	0.7152157	0.7028900	0.3115006	0.0197069	0.0201266	0.0183553
150	0.7751509	0.4668028	0.2251793	0.0997176	0.7866527	0.6208995	0.2640810	0.0036820	0.0719985	0.0751928
200	0.8101485	0.5988294	0.1253376	0.1478551	0.8804311	0.6817003	0.3181769	0.0049211	0.0301876	0.0331642
250	0.8122276	0.4328351	0.1512599	0.1275710	0.7526471	0.8217885	0.3743910	0.0051745	0.0133534	0.0857142
300	0.7662170	0.5667445	0.2776527	0.1306567	0.6988457	0.6657202	0.3671362	0.0051589	0.0094081	0.0489198
350	0.7630170	0.5478632	0.2473104	0.1269566	0.6545861	0.6739245	0.3215857	0.0011465	0.0131603	0.0333829
400	0.7357749	0.7235505	0.1213218	0.0634455	0.8325338	0.7851128	0.3830460	0.0006725	0.0212735	0.0278799
450	0.8439849	0.5417823	0.2063837	0.1483718	0.6932320	0.7004186	0.2958155	0.0017976	0.0519834	0.0360867
500	0.7429447	0.4464473	0.2111367	0.1666431	0.7653082	0.8027598	0.3571813	0.0000369	0.0198447	0.0163658
550	0.8131969	0.4397182	0.1917464	0.1301869	0.6503861	0.6544365	0.4114855	0.0528958	0.0320792	0.0271350
600	0.7821889	0.4228028	0.1805210	0.1423026	0.6486515	0.6477919	0.3672963	0.0550794	0.0160804	0.0202617
650	0.6706717	0.4282236	0.1937400	0.0970571	0.6961479	0.7495430	0.2507797	0.0646721	0.0181243	0.0543942
700	0.7657646	0.4388593	0.1730745	0.1362250	0.7576679	0.7771105	0.3249876	0.0426023	0.0244717	0.0500589
750	0.7783448	0.3928716	0.1710617	0.0787522	0.5995840	0.6229994	0.3136034	0.0604025	0.0381722	0.0732676
800	0.9486920	0.4589153	0.1505845	0.1132297	0.6934444	0.7234237	0.4219668	0.0848476	0.0374626	0.0380745
850	0.7307620	0.5263681	0.1824393	0.1121493	0.8002319	0.6408878	0.3516353	0.0833545	0.0244869	0.0255493
900	0.8029960	0.5514494	0.1885737	0.1188176	0.9353004	0.6911751	0.3383764	0.0392878	0.0103698	0.0420542
950	0.8226643	0.5042745	0.1652788	0.0877729	0.7380463	0.7331833	0.3762104	0.0369323	0.0353827	0.0586071
1000	0.7849823	0.5322269	0.1182287	0.0998358	0.8588955	0.6613738	0.3575284	0.0663807	0.0263212	0.0470731
