"Time"	G1	G2	G20	G10	G4	G17	G16	G9	G18	G94	G11	G98	G7	G6	G46	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G14	G13	G12	G15	G39	G41	G50	G51	G53	G52	G55	G21	G22	G42	G44	G49	G40	G45	G54	G47	G72	G67	G57	G43	G48	G61	G8	G95	G60	G58	G99	G59	G79	G81	G83	G82	G84	G89	G80	G88	G90	G91	G86	G85	G78	G77	G75	G93	G92	G69
450	0.4603187	0.0139893	0.6470841	0.1056455	0.5751322	0.4263224	0.3288302	0.4483658	0.3254778	0.2905185	0.1045602	0.4812491	0.0078308	0.4585785	0.0871007	0.6215128	0.0051224	0.7024726	0.7372908	0.6082124	0.0040377	0.6078925	0.3672659	0.4662638	0.4342117	0.2008130	0.6559380	0.2369996	0.1882006	0.3517786	0.5905845	0.2056908	0.0375551	0.5010294	0.2335350	0.4158769	0.3715012	0.4492620	0.4191428	0.3047157	0.6197575	0.3384505	0.6234570	0.0880906	0.6863777	0.4371354	0.2301616	0.4027839	0.5252681	0.6313612	0.6901509	0.4012268	0.2328046	0.0227299	0.6462289	0.6447860	0.7211883	0.5832202	0.6942346	0.0973650	0.0202277	0.0380708	0.5812686	0.0039572	0.0945600	0.6757377	0.6505282	0.1120099	0.1567529	0.0419911	0.3543091	0.2741591	0.0473935	0.3812594	0.2965393
500	0.4571074	0.0145881	0.7479247	0.1112182	0.6548043	0.3282999	0.3410686	0.4234425	0.2347198	0.2611871	0.1591001	0.4969409	0.0095283	0.4437208	0.0491061	0.6967367	0.0015240	0.6041575	0.6873482	0.7811527	0.0016827	0.7030658	0.3380710	0.5073924	0.5200440	0.1526839	0.5976707	0.1636394	0.2472983	0.3877851	0.5183606	0.2427912	0.0518139	0.4280851	0.3401592	0.3085177	0.4877333	0.4126607	0.3563168	0.2854704	0.6726155	0.3074173	0.5966028	0.0983315	0.7883129	0.5551417	0.2169281	0.5133656	0.5285801	0.5999360	0.7009519	0.3890386	0.1773330	0.0186515	0.5535759	0.7443972	0.5874434	0.6901813	0.6247351	0.0810417	0.0150528	0.0620239	0.6378383	0.0055757	0.1371993	0.6133620	0.6063719	0.1515864	0.1225871	0.0394030	0.3847764	0.3521395	0.0942950	0.3967777	0.4337467
550	0.3343727	0.1649499	0.6417342	0.1074264	0.3911176	0.3855578	0.3394037	0.5880306	0.2650997	0.5227663	0.1785225	0.7326699	0.0070681	0.3876902	0.0414861	0.6013175	0.0007545	0.1985918	0.6093191	0.7290084	0.0338692	0.6443905	0.2576861	0.4208449	0.5244943	0.0951202	0.7380440	0.2744860	0.2070914	0.3929848	0.5097428	0.3185701	0.0457220	0.3116818	0.2398445	0.4708500	0.3852134	0.4505244	0.4697467	0.2288289	0.8108209	0.3238010	0.4905276	0.0546049	0.5769510	0.6834692	0.2135447	0.5107147	0.2771575	0.5518778	0.6306942	0.1095748	0.3272577	0.0169528	0.6748730	0.6483573	0.7263562	0.6487773	0.5397311	0.1005977	0.0117990	0.0308288	0.0964749	0.0042779	0.0751782	0.7956908	0.3594465	0.4334512	0.1993709	0.0236098	0.3755128	0.2510014	0.0266491	0.3736872	0.3239845
600	0.3214951	0.1272538	0.5773897	0.1071071	0.2797058	0.3747331	0.3871516	0.6315534	0.1975271	0.6159415	0.0997520	0.7167944	0.0082099	0.3968605	0.0151348	0.6835855	0.0111095	0.0972115	0.7396886	0.6919193	0.0253694	0.5589171	0.2486989	0.5273362	0.5049954	0.1793404	0.7137108	0.2621681	0.1719985	0.3621175	0.5416617	0.1222903	0.0725317	0.4651147	0.1367512	0.4085136	0.3711339	0.4769901	0.4258134	0.4348236	0.6160786	0.3027144	0.5454102	0.0729179	0.6764904	0.5709477	0.2262748	0.4152437	0.0693955	0.6173038	0.5860931	0.0363988	0.4858230	0.0142082	0.7366445	0.6051062	0.7335007	0.6070981	0.6011998	0.0975464	0.0509632	0.0355015	0.0621057	0.0090722	0.0453255	0.7765016	0.1828483	0.6599364	0.1519796	0.0099643	0.4140457	0.2960045	0.0607485	0.4560919	0.3947208
650	0.5165626	0.1052582	0.6818935	0.0825688	0.5180151	0.4672223	0.4317565	0.5379180	0.2599433	0.8216101	0.1324906	0.7597057	0.0018079	0.3134350	0.0213409	0.6344063	0.0059693	0.0367474	0.7167674	0.7413572	0.0639692	0.4289740	0.3451869	0.4393674	0.4575043	0.1684078	0.7064534	0.2405865	0.1621285	0.4886469	0.6395297	0.1345234	0.1065821	0.4816274	0.2304624	0.4412850	0.4752357	0.5393956	0.4851419	0.4389253	0.5969398	0.3364649	0.4572921	0.0773351	0.6360705	0.6530559	0.3765692	0.4566476	0.0305559	0.6520065	0.7200016	0.0143865	0.4943349	0.0205479	0.5153533	0.6891756	0.6594264	0.7151393	0.5293870	0.1098292	0.0359654	0.0365163	0.0681636	0.0051556	0.0540506	0.6615550	0.1985081	0.6714808	0.1223413	0.0352818	0.3902470	0.3199178	0.1028271	0.3526527	0.4404675
700	0.4872417	0.1329061	0.6848431	0.0884417	0.5189377	0.3855197	0.3457621	0.4676167	0.2043924	0.6521400	0.2067553	0.8167614	0.0062056	0.3460294	0.0038827	0.6123535	0.0046021	0.0170915	0.7563414	0.7190177	0.0756725	0.5052615	0.3403261	0.4955418	0.4978393	0.2236374	0.6606737	0.1791933	0.2179794	0.3951943	0.5636178	0.1647271	0.1188499	0.4810216	0.1559933	0.4141071	0.3998989	0.5619700	0.4021352	0.3779360	0.6584660	0.2800655	0.4870209	0.1295014	0.6823486	0.6568014	0.3777583	0.3890730	0.0068298	0.5692875	0.6856832	0.0170037	0.4090384	0.0117747	0.7318760	0.6768173	0.7046092	0.6354993	0.5122506	0.0871310	0.0123212	0.0303859	0.0291483	0.0126777	0.0394254	0.7144855	0.1786477	0.5671604	0.2057645	0.0618577	0.3957641	0.4156773	0.1167837	0.4056911	0.4602347
750	0.4068066	0.1037472	0.7034077	0.0891104	0.4814879	0.4934454	0.3718113	0.5986816	0.3055657	0.6944443	0.1702111	0.6854963	0.0076902	0.3059483	0.0458125	0.6053293	0.0049029	0.0110470	0.6742178	0.7604298	0.0741735	0.5596620	0.3121463	0.5893263	0.5661011	0.2162430	0.7568969	0.1603308	0.2957056	0.3470883	0.6038915	0.1692937	0.1270365	0.4329973	0.1521766	0.4240594	0.4541009	0.5261882	0.4462731	0.4151154	0.6802813	0.2830548	0.5452568	0.1044065	0.7151068	0.5721401	0.3568178	0.4778561	0.0023054	0.5753504	0.6333229	0.0065130	0.5047970	0.0287831	0.6306908	0.5970304	0.6333837	0.7794329	0.5689995	0.0946246	0.0198822	0.0339963	0.0763038	0.0427987	0.0535389	0.6214086	0.2297085	0.6995573	0.1315237	0.0448892	0.3985395	0.3020726	0.0610918	0.3899245	0.3015712
800	0.3838849	0.1410681	0.7004233	0.1080662	0.4862851	0.4423540	0.2892581	0.6004093	0.3089952	0.6936002	0.1261454	0.5914995	0.0097642	0.4008896	0.0047017	0.6170768	0.0070495	0.0195733	0.6395841	0.6258627	0.0315077	0.5920198	0.2797823	0.4476425	0.5081940	0.1902787	0.7126358	0.2413721	0.2742975	0.3533134	0.5544743	0.1545600	0.1090784	0.4791319	0.1774331	0.4014562	0.3793619	0.5097834	0.4418081	0.3331247	0.6438151	0.2702605	0.4419794	0.1343765	0.7231455	0.6544917	0.3379191	0.4655618	0.0124708	0.5437384	0.7006367	0.0065688	0.4424698	0.0121378	0.7197039	0.6530437	0.7320664	0.9034549	0.5166479	0.0928936	0.0201674	0.0329080	0.0224547	0.0073900	0.0503655	0.6456935	0.2008179	0.7387991	0.1432325	0.0327706	0.3261833	0.4166137	0.0652757	0.3857911	0.3243830
850	0.3325837	0.1264059	0.6869216	0.1708843	0.4304661	0.4778518	0.2559817	0.5411379	0.3026936	0.7290380	0.1528631	0.6589437	0.0140487	0.4524070	0.0006789	0.6650830	0.0031389	0.0234317	0.8099336	0.7186116	0.0591249	0.7130210	0.2849010	0.6142190	0.4306176	0.2165985	0.7459768	0.2552521	0.2205073	0.4496881	0.5595973	0.1273026	0.0544733	0.4744104	0.0971551	0.4023555	0.3956698	0.5051130	0.3997547	0.4013830	0.6094255	0.3152787	0.5691689	0.0730059	0.6200437	0.6442072	0.3339262	0.5450491	0.0089011	0.5627835	0.7222442	0.0099534	0.4793685	0.0235502	0.6688177	0.7124336	0.5561560	0.7904304	0.6880491	0.0645917	0.0219491	0.0620448	0.1051904	0.0023245	0.0436062	0.5332818	0.1724315	0.6757906	0.2146335	0.0247383	0.3861022	0.3414568	0.0230319	0.3481216	0.3659883
900	0.6167107	0.1275310	0.6405057	0.0988694	0.4628944	0.4880677	0.3296781	0.5726461	0.3384958	0.7204010	0.1251235	0.6430203	0.0012796	0.3572906	0.0103141	0.7514462	0.0092561	0.0028957	0.7447602	0.7788879	0.0552580	0.4993604	0.4235956	0.4971121	0.4619382	0.1294484	0.6001096	0.2392118	0.1425446	0.4315473	0.6598819	0.1125842	0.1126370	0.4382536	0.1417379	0.4854181	0.4728140	0.5692699	0.4015504	0.4721961	0.6754661	0.2724895	0.5500269	0.1109187	0.6070276	0.6801871	0.4247068	0.4326346	0.0125116	0.6449308	0.6132978	0.0082755	0.3362283	0.0154712	0.6174346	0.6299548	0.5614803	0.6662569	0.5186765	0.0757918	0.0249256	0.0299543	0.0302856	0.0098060	0.0133059	0.6550999	0.2410145	0.7102765	0.1688350	0.0358951	0.4879176	0.4080225	0.0619624	0.4773577	0.3893246
950	0.3813089	0.1114648	0.6765390	0.0872585	0.6046249	0.4344115	0.2878974	0.6884028	0.2659846	0.7014161	0.2390219	0.6668300	0.0015107	0.4070049	0.0125817	0.6390868	0.0056809	0.0113252	0.6273469	0.7796402	0.0258220	0.5593870	0.3064369	0.4158038	0.5161318	0.1880095	0.7026292	0.1693539	0.2450624	0.3966747	0.6437026	0.1573035	0.1027814	0.4552459	0.2286833	0.4064322	0.3999214	0.5491350	0.4485581	0.4595877	0.6070211	0.2917688	0.5753805	0.0563317	0.7528435	0.6876660	0.3047317	0.5156097	0.0221738	0.6026930	0.6206852	0.0085056	0.4836900	0.0193442	0.7105506	0.7388210	0.6864596	0.6168348	0.4729356	0.0846239	0.0133924	0.0681299	0.0152885	0.0084499	0.0444319	0.7323922	0.2371427	0.8071739	0.1645002	0.0352067	0.5329687	0.4283075	0.0508978	0.3853062	0.4064825
1000	0.2910483	0.1335323	0.5623507	0.1672210	0.3827096	0.3531426	0.3070119	0.4649964	0.2600860	0.6416859	0.1661112	0.7502326	0.0095656	0.3305091	0.0054827	0.6846335	0.0027454	0.0050065	0.5980975	0.7023397	0.0563517	0.5227210	0.3087165	0.4044027	0.5207637	0.2177604	0.7231777	0.2645112	0.2354134	0.4271968	0.5653746	0.2604031	0.0394038	0.4058744	0.1137734	0.4121697	0.3523124	0.5687766	0.3995770	0.3108313	0.6845732	0.3065057	0.4290760	0.0617850	0.7040093	0.6513049	0.4223649	0.4626511	0.0221358	0.5642637	0.6326982	0.0044561	0.6368573	0.0122202	0.6932070	0.7120726	0.5343364	0.5493328	0.4909180	0.1117388	0.0201180	0.0384876	0.0282168	0.0031263	0.0388059	0.9296022	0.1865517	0.6504169	0.1445968	0.0438866	0.4321831	0.3459196	0.0444309	0.3237400	0.3584722

0	0.4260156	0.1836261	0.7114038	0.1228895	0.5177674	0.5624795	0.3129338	0.6348673	0.1900119	0.6563239	0.1383157	0.6451145	0.0073856	0.4061640	0.0123227	0.6371009	0.0037933	0.0089923	0.8126664	0.6425324	0.1044936	0.4815552	0.3762293	0.6530388	0.4364759	0.2368042	0.6234111	0.2360866	0.2328404	0.4725884	0.7327741	0.1181719	0.1913098	0.4187248	0.2201238	0.3668324	0.5262019	0.6529835	0.4322642	0.5047407	0.6561768	0.3034806	0.5415327	0.0690140	0.7206542	0.7142112	0.3383164	0.5142098	0.0127812	0.5608034	0.8457767	0.0045248	0.4785700	0.0133075	0.6800191	0.5417688	0.5588287	0.7212827	0.5365188	0.0735837	0.0476742	0.0559731	0.2073390	0.0071590	0.0666550	0.6438857	0.1942860	0.7975231	0.1413321	0.0504585	0.4239724	0.2794803	0.0493766	0.4389703	0.4126940
50	0.4661981	0.1227534	0.6292342	0.1037208	0.5139420	0.5327068	0.2674482	0.6040033	0.3480589	0.3609668	0.1027963	0.6645203	0.0156311	0.5089520	0.0046400	0.6280585	0.0005320	0.0350540	0.7323458	0.6282582	0.0891568	0.5888768	0.5539972	0.4680209	0.5109426	0.1188295	0.6136225	0.0215597	0.1608934	0.4335985	0.6151111	0.0216843	0.2262955	0.3620732	0.2241819	0.3721937	0.5950751	0.4788894	0.4256493	0.5875122	0.6859852	0.2499383	0.5295646	0.1522593	0.7116140	0.5659624	0.2942099	0.4936644	0.1392969	0.5896446	0.6954727	0.1620650	0.4491297	0.5025439	0.8045426	0.3926217	0.7059767	0.7146808	0.4324113	0.1264318	0.0232138	0.0633678	0.0235213	0.0000000	0.2241824	0.4979829	0.1780278	0.6931822	0.1684467	0.0219938	0.4736987	0.2057476	0.0298773	0.4672578	0.5684483
100	0.3698884	0.1128428	0.6796896	0.1127652	0.3729173	0.4812025	0.3342507	0.5434595	0.2289964	0.3129541	0.0917431	0.5747066	0.0018452	0.5641854	0.0050646	0.7395435	0.0018992	0.0430831	0.7004851	0.7645851	0.0399535	0.5715054	0.6627571	0.6568871	0.5977626	0.0631781	0.4444009	0.0037798	0.1293076	0.4303404	0.6325156	0.0171963	0.2477400	0.4956642	0.2368007	0.4516584	0.6225393	0.5593046	0.3731135	0.5767007	0.7271908	0.2481935	0.4361244	0.1425793	0.5338361	0.7010572	0.4383082	0.4816649	0.2829706	0.4620210	0.7215641	0.1904458	0.3583204	0.5829876	0.7483725	0.3199211	0.7301566	0.7106323	0.4107844	0.0752357	0.0207335	0.0477454	0.0134730	0.0004602	0.3341204	0.4220678	0.1777534	0.6502039	0.1390612	0.0255749	0.6901038	0.1598162	0.0388312	0.4597742	0.6836169
150	0.2873929	0.1271375	0.6063508	0.1772812	0.3764300	0.3538372	0.4192640	0.4837032	0.2194457	0.2841149	0.0635830	0.5611147	0.0109608	0.3735175	0.0312873	0.7052984	0.0018793	0.0586622	0.7052499	0.7266985	0.0699768	0.4665460	0.6220976	0.4833592	0.4581062	0.0468030	0.4583140	0.0003104	0.1939087	0.4236361	0.7148296	0.0078066	0.4561434	0.4096621	0.2804601	0.4656367	0.6585471	0.5320382	0.3375723	0.5362945	0.7606651	0.2699238	0.4582768	0.1810460	0.6630226	0.6210538	0.4340103	0.4833783	0.3643565	0.6727927	0.6902928	0.2472599	0.3226271	0.6782383	0.7414806	0.2610743	0.5286935	0.6202718	0.4119213	0.0887883	0.0118419	0.0573730	0.0055203	0.0003144	0.3473225	0.3261283	0.2479280	0.5073181	0.1692137	0.0292439	0.5218529	0.1030941	0.0478598	0.4472804	0.7418888
200	0.5039747	0.0951934	0.6501055	0.1384338	0.3905439	0.4580728	0.3179397	0.7375409	0.2408065	0.2327513	0.1125180	0.5951893	0.0016987	0.2525789	0.0108934	0.7011604	0.0030084	0.0175319	0.7941550	0.6904370	0.0767580	0.4085042	0.7564888	0.5248381	0.4431662	0.0659653	0.5277670	0.0009768	0.2918809	0.4933238	0.6389610	0.0117512	0.3819977	0.4317727	0.2955458	0.4884053	0.7389587	0.6382331	0.3702780	0.5777961	0.6763575	0.2530381	0.4506944	0.2168345	0.7403557	0.7362464	0.4478481	0.4667047	0.3282622	0.4880626	0.6611270	0.1851462	0.2945266	0.6109184	0.4411721	0.2514660	0.7425041	0.6866633	0.3301083	0.0880282	0.0174174	0.0465393	0.0024665	0.0002341	0.3233682	0.3997390	0.2078717	0.6616440	0.1734396	0.0304073	0.5164239	0.2037957	0.0508949	0.3632323	0.7003996
250	0.3399994	0.0752647	0.6226986	0.0950247	0.4516679	0.5326703	0.3127563	0.4948825	0.2347023	0.2616330	0.0648212	0.4732237	0.0093848	0.3821119	0.0294434	0.6185794	0.0073909	0.0541080	0.6282022	0.8449844	0.0549264	0.5016309	0.5227442	0.4250795	0.4250901	0.0342879	0.4493614	0.0001788	0.1607982	0.4248375	0.7784204	0.0309522	0.3693790	0.4425880	0.2866676	0.5500617	0.6245911	0.5640701	0.3449965	0.7101361	0.6714963	0.3171955	0.4382222	0.1490722	0.7223082	0.6563197	0.3563181	0.4564386	0.2494820	0.4645370	0.6825125	0.2225242	0.3114345	0.7287950	0.4177090	0.2322186	0.7280076	0.6262172	0.3966692	0.0910375	0.0348593	0.0412363	0.0194984	0.0054470	0.3744388	0.4039375	0.2566041	0.6106408	0.1737208	0.0492522	0.5396988	0.1720561	0.0427470	0.3430870	0.5730193
300	0.3708744	0.1146267	0.6843631	0.1170344	0.3968303	0.4322248	0.3817774	0.5726564	0.1970441	0.2602226	0.1070077	0.5385001	0.0064358	0.2462756	0.0084724	0.5912198	0.0130363	0.0427880	0.6661286	0.7214594	0.0288082	0.6389469	0.5577837	0.5714916	0.4989297	0.0579810	0.5724418	0.0000593	0.1591090	0.5490486	0.5703248	0.0359637	0.2987831	0.4199596	0.2592888	0.3913979	0.5967454	0.4631910	0.3539207	0.6227714	0.5608466	0.2767126	0.4747934	0.1726935	0.7176746	0.6909672	0.3642420	0.4865002	0.2396051	0.6933996	0.7773235	0.2323937	0.2741773	0.6515289	0.2890668	0.2623784	0.6454585	0.5752574	0.3855839	0.1246930	0.0203514	0.0329914	0.0154024	0.0008334	0.2938567	0.4995524	0.2199867	0.5585207	0.1773120	0.0245709	0.5585496	0.1414529	0.0422576	0.3996414	0.5801820
350	0.4305779	0.0910216	0.6248786	0.1138465	0.4970230	0.3953235	0.4252272	0.5648799	0.2536195	0.3532320	0.0574557	0.5970701	0.0004509	0.3735230	0.0159333	0.6383382	0.0002851	0.0561324	0.6071015	0.7114954	0.0355288	0.5547840	0.6064323	0.5164191	0.5527532	0.0602776	0.3971818	0.0003294	0.1753111	0.5531248	0.5867733	0.0166332	0.4292360	0.4483219	0.2981754	0.4227908	0.6728773	0.5845499	0.3240758	0.6727224	0.6642621	0.3023272	0.4797196	0.1934769	0.6955336	0.6416749	0.3235706	0.5140996	0.2862160	0.5790259	0.6835630	0.2557856	0.3375975	0.6577132	0.1183126	0.1436285	0.7574841	0.5863759	0.3328362	0.0846197	0.0315054	0.0370470	0.0163729	0.0000435	0.4233962	0.5277438	0.1487770	0.5262128	0.1817607	0.0516313	0.6414015	0.1220865	0.0529998	0.4472346	0.5990257
