"Time"	G1	G3	G8	G4	G7	G83	G6	G89	G85	G5	G88	G54	G87	G86	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G22	G23	G80	G82	G58	G51
700	0.0238987	0.0189218	0.5362978	0.0600655	0.6571292	0.4923404	0.3370603	0.1893857	0.6175301	0.3135816	0.2166085	0.3886318	0.2150983	0.0672039	0.4658361	0.3571557	0.0895071	0.4922612	0.6248877	0.5239525	0.3740661	0.8684566	0.5713336	0.2221689	0.7772141	0.8449955	0.4534840	0.0128998	0.7448367	0.2919119
750	0.0358294	0.0271203	0.6065483	0.0726869	0.5154702	0.6625961	0.2827407	0.2814998	0.5023901	0.4312968	0.3471725	0.4230202	0.1052684	0.0970246	0.5384723	0.3812122	0.0700637	0.4449727	0.5474899	0.5320918	0.4986728	0.6856119	0.4507609	0.2393601	0.6818426	0.6293386	0.3161660	0.0100093	0.7088185	0.3695865
800	0.0181892	0.0340665	0.6208518	0.0650392	0.6809056	0.6378934	0.4289641	0.2818469	0.6023668	0.3196934	0.2673222	0.4529275	0.0799263	0.0846146	0.6853092	0.3631464	0.0780040	0.5803195	0.4647204	0.5476833	0.5196615	0.7777024	0.6034745	0.2184711	0.7433128	0.8755561	0.4923212	0.0048201	0.5281232	0.3901105
850	0.0224693	0.0500889	0.6799715	0.0479808	0.5824718	0.5362230	0.2437385	0.2812412	0.4828716	0.3300263	0.4134076	0.2873606	0.0589256	0.0623901	0.5938361	0.2719349	0.0645003	0.6583915	0.4454203	0.4923947	0.4952760	0.6092769	0.5571684	0.1642972	0.6357362	0.6414735	0.3757383	0.0151621	0.7207905	0.3798677
900	0.0333406	0.0386744	0.6337730	0.0424510	0.6202010	0.6307046	0.2441323	0.2169598	0.4773417	0.3487563	0.3314029	0.4611524	0.0686749	0.0979094	0.5331227	0.3382551	0.0405346	0.5719333	0.4733530	0.5402986	0.4923923	0.6498066	0.5724856	0.3274403	0.6815213	0.6206816	0.3861640	0.0046640	0.7251770	0.2413609
950	0.0668133	0.0288146	0.6537467	0.0527482	0.5759601	0.6818633	0.4739939	0.3080742	0.5506654	0.3332121	0.3442708	0.3983504	0.0995633	0.1627683	0.6454069	0.2605056	0.0385316	0.5157557	0.5384103	0.5057560	0.5136936	0.7234292	0.5306460	0.2441835	0.7035051	0.6333851	0.4462301	0.0060199	0.6911559	0.2918106
1000	0.0355706	0.0377484	0.6769344	0.0216100	0.6341119	0.6136856	0.3280964	0.1823372	0.6687930	0.3357892	0.3770015	0.4455665	0.1759281	0.0860949	0.5368284	0.2837018	0.0453671	0.5720046	0.5098194	0.5567226	0.4748998	0.7780955	0.4916261	0.1821226	0.7028338	0.7368430	0.2917480	0.0106438	0.7045100	0.2256642

0	0.0522309	0.0484712	0.6503027	0.0719776	0.6744780	0.5796011	0.3995134	0.1968454	0.5976340	0.4696213	0.3534653	0.4165338	0.1278325	0.0543286	0.5231741	0.3660900	0.0888314	0.7066549	0.4874700	0.5450078	0.4477376	0.7562367	0.4991074	0.1284909	0.6865335	0.6992472	0.3190633	0.0178115	0.6798305	0.3710493
50	0.0369353	0.1501404	0.6486788	0.0761122	0.6822150	0.5447042	0.3449900	0.3820915	0.4911834	0.3511058	0.3861188	0.1223992	0.1883408	0.1465728	0.4562054	0.2879697	0.0732064	0.5454454	0.4994388	0.5130101	0.3756077	0.6171731	0.5614628	0.5538158	0.7165408	0.6643316	0.4113373	0.0042011	0.3598477	0.6843495
100	0.0424779	0.2149100	0.6397638	0.0652353	0.6178029	0.6914260	0.1934949	0.3985179	0.3849471	0.3686910	0.3913523	0.1511420	0.4545312	0.2066264	0.5926997	0.3804989	0.1015946	0.3674921	0.5894752	0.5268236	0.4497092	0.8585219	0.5468172	0.6040650	0.8188095	0.6809760	0.3514160	0.0005381	0.3482426	0.6722744
150	0.0450961	0.1679242	0.5954141	0.1036132	0.5501402	0.6591599	0.1191274	0.5393156	0.4065332	0.3353576	0.4415955	0.2055912	0.4670050	0.2050525	0.4274503	0.4038309	0.2072952	0.2474023	0.7996632	0.5632781	0.4597579	0.6334885	0.5786772	0.6859302	0.7560179	0.7093511	0.3451490	0.0004703	0.3228421	0.7408546
200	0.0405307	0.1704408	0.6319524	0.0370439	0.5810002	0.7419195	0.2400664	0.5954154	0.4288154	0.3066557	0.4197112	0.1347660	0.3373077	0.2449645	0.4271037	0.3209417	0.2773367	0.2262570	0.6440818	0.6331304	0.3391818	0.7218757	0.6034931	0.6588995	0.7167576	0.7837455	0.3800782	0.0081067	0.3573480	0.6657519
250	0.0255251	0.2758393	0.5890203	0.0432020	0.5481416	0.6308490	0.3937322	0.5915410	0.4553790	0.4225262	0.3097530	0.1622412	0.4688808	0.3171478	0.3517203	0.4156628	0.3067535	0.2242847	0.6782638	0.4574365	0.4797750	0.6929549	0.5489527	0.6795569	0.8604018	0.6361622	0.3324545	0.0003084	0.3697273	0.6402876
300	0.0232175	0.2198510	0.6966325	0.0906622	0.6315992	0.5960567	0.4432832	0.4085005	0.5691049	0.3037874	0.3352787	0.1547888	0.4283889	0.3973734	0.2485058	0.3837470	0.3291100	0.1882235	0.6154530	0.5542530	0.5280774	0.6660408	0.4590063	0.6487726	0.8416175	0.6555797	0.3331903	0.0006479	0.3602219	0.7005285
350	0.0507042	0.2650712	0.8460085	0.0508423	0.6447218	0.6133893	0.2180033	0.5093025	0.6063712	0.3065773	0.3102158	0.1264163	0.4862493	0.3477457	0.2523322	0.4309518	0.2066203	0.2446081	0.5653783	0.4623072	0.4518931	0.7592094	0.4638976	0.6589825	0.7053067	0.5456727	0.3477030	0.0000000	0.3332821	0.7526256
400	0.0355803	0.1894132	0.6626441	0.0699301	0.7638868	0.7310900	0.4900283	0.4194033	0.6356042	0.3251415	0.3856415	0.1540537	0.5102208	0.4248204	0.2494690	0.4744754	0.2615542	0.2801323	0.6930383	0.4608288	0.5160914	0.7527074	0.4863094	0.6585666	0.6513706	0.7187883	0.3149108	0.0003425	0.3825857	0.7641045
450	0.0561617	0.1575371	0.5753060	0.0486003	0.7802920	0.4973743	0.3823022	0.5127484	0.6998513	0.3359099	0.2751003	0.1919946	0.4182897	0.2865138	0.2248759	0.4507905	0.1623854	0.3206050	0.6324188	0.3779923	0.4874030	0.7394978	0.5725710	0.5848085	0.8041627	0.7200294	0.3521226	0.0000694	0.3849525	0.7053495
500	0.0388483	0.2253144	0.4932560	0.0850916	0.6069263	0.6366178	0.2581852	0.5503782	0.6306304	0.3069363	0.2422543	0.2246689	0.3294417	0.2094273	0.3237693	0.3580439	0.1203862	0.3688459	0.6563326	0.3533178	0.5094811	0.6897636	0.5107917	0.6747671	0.7181779	0.6713846	0.3030831	0.0008942	0.4326217	0.6027138
550	0.0924874	0.1340552	0.5900592	0.0831053	0.4886617	0.6201678	0.1294941	0.2601706	0.4417399	0.3067731	0.3610533	0.4711587	0.1495477	0.1937294	0.3446152	0.4870954	0.1804226	0.3947435	0.6148347	0.3611842	0.4287239	0.7554916	0.5148807	0.3656152	0.6965745	0.5959134	0.2932822	0.0087303	0.6842984	0.2161830
600	0.0720083	0.0862905	0.6422685	0.0503190	0.5323073	0.5091790	0.0800230	0.2550582	0.2923319	0.3202868	0.3559556	0.4909522	0.0702618	0.1341427	0.5157870	0.2655388	0.0720753	0.4665036	0.4313344	0.5082992	0.4868139	0.6672038	0.5563305	0.3211186	0.6353881	0.6763052	0.4154833	0.0227010	0.7419281	0.3333080
650	0.0506536	0.0305800	0.5688151	0.0463266	0.7091867	0.6404416	0.1233845	0.2496697	0.2890054	0.2433034	0.5175964	0.4038671	0.0225836	0.1226188	0.5810494	0.2016544	0.0574496	0.6816589	0.5286956	0.5193106	0.4957956	0.7593896	0.5333016	0.2897785	0.6936454	0.8727832	0.3934764	0.0151579	0.7835970	0.4413753
700	0.0301538	0.0390136	0.6146658	0.0708106	0.6929661	0.7506395	0.1697122	0.2519141	0.3942986	0.3152922	0.3707694	0.4764205	0.0314764	0.0576555	0.6286397	0.3197883	0.0555321	0.5532229	0.5064629	0.4569468	0.5287966	0.7360729	0.4463423	0.2814309	0.7433082	0.6597192	0.4435960	0.0150749	0.7662375	0.4274256
750	0.0445214	0.0687602	0.6628310	0.0560195	0.5944282	0.7205213	0.1566612	0.3020986	0.3706965	0.3580828	0.3729673	0.4486642	0.0268575	0.0489255	0.7165433	0.1872169	0.0765041	0.5919686	0.4635603	0.4653618	0.5195856	0.7944943	0.5867707	0.2533579	0.6425170	0.7227476	0.3373887	0.0131890	0.8026685	0.3828561
800	0.0358807	0.0464189	0.7523026	0.0475833	0.5954219	0.7042337	0.1129230	0.2715689	0.2127916	0.4098645	0.4015738	0.3812771	0.0423539	0.1368438	0.6956409	0.2784305	0.0268556	0.6108542	0.4798140	0.5788161	0.4814073	0.7837000	0.5614009	0.2440125	0.6901998	0.6399266	0.3249108	0.0095092	0.6014539	0.3448081
850	0.0422017	0.0665612	0.6174513	0.0451830	0.5419104	0.5793833	0.1092853	0.2027821	0.3175635	0.3608415	0.4658600	0.4316809	0.0074962	0.0762086	0.6692179	0.2029239	0.0380907	0.6421914	0.5373581	0.5381285	0.5032807	0.5685469	0.6228914	0.1891248	0.6433015	0.6840960	0.3572043	0.0041937	0.6649125	0.3488123
900	0.0349229	0.0180854	0.5844409	0.0893169	0.5773794	0.7000012	0.1088449	0.2199285	0.2656160	0.3404489	0.4134035	0.2709101	0.0578599	0.0938443	0.7168546	0.3214112	0.0701368	0.5711276	0.5778951	0.6858132	0.4456499	0.7176999	0.4902597	0.1860229	0.7344767	0.5474931	0.4158646	0.0147577	0.5743016	0.2359168
950	0.0196935	0.0840040	0.6499953	0.0315918	0.6643970	0.8042808	0.1656202	0.1559197	0.3694970	0.2540716	0.4595746	0.2471634	0.0391529	0.1021942	0.5895346	0.1994694	0.0653755	0.6555907	0.4858032	0.6017835	0.4417110	0.7053214	0.4965925	0.1495483	0.7155183	0.5601208	0.4104464	0.0090076	0.7291979	0.2277069
1000	0.0261759	0.0575616	0.5987322	0.0379605	0.6061059	0.7489250	0.4675287	0.1787213	0.3300928	0.3019068	0.4739963	0.3794323	0.0541744	0.1521502	0.5619890	0.2663441	0.0436774	0.5891562	0.4322390	0.6017402	0.3874116	0.6862476	0.6507712	0.1309684	0.6667614	0.6368148	0.4172441	0.0234781	0.6695250	0.1986172

0	0.0414974	0.0450070	0.6085139	0.0252486	0.6247485	0.5495938	0.5230188	0.1876247	0.5690075	0.3966396	0.4067322	0.4339945	0.1009782	0.0723522	0.5620938	0.3755911	0.0947337	0.6112882	0.5881301	0.5565133	0.4601011	0.7256442	0.5767815	0.2564036	0.8482248	0.5920868	0.3454862	0.0355096	0.7512613	0.3918762
50	0.0131963	0.0283236	0.6929169	0.0563640	0.3623243	0.6503625	0.0543927	0.4520627	0.3573452	0.2538563	0.3887682	0.5221484	0.0537653	0.0713741	0.5184705	0.2433146	0.0295458	0.7020289	0.4226470	0.4021653	0.4292316	0.6942217	0.5624378	0.2977306	0.7687012	0.6224338	0.5213540	0.0003255	0.6480349	0.2554824
100	0.0347867	0.0217595	0.6711275	0.0728535	0.2159960	0.7067746	0.0809336	0.4497225	0.2952538	0.3612369	0.4192749	0.4366043	0.0348366	0.1113195	0.5067429	0.1774621	0.0444938	0.7089188	0.4710360	0.3716169	0.4381764	0.5757833	0.6112940	0.2823745	0.7476622	0.6269260	0.3592183	0.0009846	0.7258550	0.3413523
150	0.0378176	0.0488973	0.8320494	0.0749762	0.1507602	0.7227705	0.1192467	0.5756693	0.2295098	0.4230745	0.5531372	0.5235464	0.0067559	0.0871290	0.7121390	0.1807048	0.0458155	0.7539299	0.3945184	0.2901538	0.5411464	0.5493729	0.4395589	0.2852770	0.6668323	0.6992622	0.3806938	0.0002805	0.6716851	0.4119122
200	0.0576438	0.0290840	0.5973814	0.0347755	0.1182080	0.7243854	0.0460538	0.7347920	0.3127592	0.4170761	0.4873604	0.5807077	0.0055887	0.0538693	0.7341510	0.1642193	0.0261268	0.7758769	0.3956078	0.3201415	0.5164633	0.6892300	0.5442002	0.4127185	0.7272832	0.5902477	0.3453606	0.0076031	0.6818252	0.4771238
250	0.0248799	0.0271931	0.6571455	0.0375732	0.0969858	0.6324129	0.0325284	0.6486530	0.2390847	0.3921257	0.4706198	0.5241379	0.0115483	0.0792943	0.7987737	0.1744103	0.0449856	0.6400664	0.3276819	0.3227088	0.5458137	0.6159605	0.5258944	0.4198812	0.6754510	0.6539985	0.3592565	0.0004491	0.6436601	0.5150010
300	0.0398324	0.0528598	0.6737744	0.1072294	0.1324091	0.5701176	0.0301066	0.5982203	0.3331666	0.3831665	0.6936424	0.4900112	0.0230182	0.0614816	0.6670371	0.1634282	0.1124219	0.5946876	0.3191664	0.4963711	0.6362109	0.7354372	0.5952934	0.4489789	0.6657259	0.8146897	0.3487566	0.0005955	0.7505683	0.4504645
350	0.0239875	0.0252079	0.6351178	0.0365216	0.1560410	0.8099127	0.0182985	0.7765356	0.2206068	0.3299817	0.5877390	0.5535606	0.0004919	0.0676598	0.7049780	0.1110853	0.0870159	0.6954052	0.3213539	0.3401966	0.4870847	0.7136773	0.5882603	0.4529626	0.6752168	0.6862404	0.3239748	0.0000000	0.7658590	0.4371001
400	0.0220175	0.0208307	0.6133438	0.0664685	0.1647493	0.5704419	0.0276874	0.7116085	0.2243728	0.3114282	0.7203730	0.5365390	0.0020843	0.0435876	0.6286089	0.1230526	0.1180295	0.6413300	0.4591207	0.3912571	0.4653987	0.7260266	0.5392352	0.4654121	0.6363363	0.7527930	0.3395746	0.0000141	0.8670121	0.4247598
450	0.0307806	0.0279076	0.7008993	0.0837640	0.1361301	0.6558404	0.0191276	0.7987933	0.3255459	0.3814416	0.6372912	0.4216447	0.0060982	0.0503711	0.6035703	0.1380976	0.1019517	0.6237116	0.4235584	0.3081816	0.5702468	0.6748090	0.6148721	0.4682309	0.6428278	0.7184061	0.3838324	0.0030363	0.6842756	0.4729305
500	0.0433828	0.0439729	0.5925031	0.0867822	0.1571734	0.7488853	0.0605812	0.7832599	0.2478541	0.3945716	0.5368121	0.4644884	0.0006649	0.0416795	0.6857506	0.1258464	0.0777333	0.6703745	0.2928372	0.4076718	0.5385285	0.5695640	0.5343945	0.3851174	0.6134820	0.6211184	0.3080764	0.0000000	0.7597791	0.5594940
550	0.0404750	0.0328478	0.5783291	0.0603114	0.3532115	0.6666679	0.3033181	0.3484271	0.2497619	0.3495561	0.4974696	0.4242427	0.0135537	0.0419745	0.7323653	0.1357236	0.0920472	0.7140923	0.4129034	0.5322962	0.4823382	0.8188231	0.4568910	0.3973801	0.6623471	0.7834685	0.3720143	0.0037377	0.8124531	0.5943032
600	0.0252895	0.0693220	0.5718221	0.0518618	0.6406289	0.7542534	0.4572855	0.3054721	0.3097268	0.4765122	0.2796926	0.4239869	0.0171956	0.0552437	0.7674265	0.2962605	0.0558038	0.6368433	0.5009661	0.5999230	0.5335992	0.7475315	0.4762904	0.3191041	0.7320678	0.7565177	0.2714436	0.0063864	0.7766425	0.4662879
650	0.0537001	0.0242852	0.6333513	0.0732398	0.5356749	0.5943895	0.3295938	0.3317461	0.6117563	0.3423970	0.2946785	0.3290436	0.0855156	0.0864570	0.6940261	0.2617768	0.1270420	0.5947357	0.4793365	0.6129953	0.5309513	0.5982639	0.5280218	0.2937164	0.7886932	0.8488837	0.2529571	0.0072407	0.6957448	0.3571333
700	0.0494716	0.0384949	0.4941793	0.0457589	0.5556832	0.6148027	0.1314208	0.2520405	0.4461281	0.3739805	0.3186075	0.3241437	0.1288094	0.2141519	0.7003445	0.3152907	0.0407977	0.6171613	0.4755524	0.6545239	0.3344071	0.7366675	0.4766762	0.1979352	0.6996475	0.8406476	0.3642577	0.0217432	0.7407082	0.2199027
750	0.0319557	0.0598511	0.5795493	0.0385063	0.5990907	0.5499917	0.3159681	0.2157991	0.4895818	0.3247093	0.4028449	0.2662754	0.1679803	0.1929495	0.5708414	0.4339962	0.0703439	0.5051275	0.6186263	0.5572679	0.4838203	0.8838924	0.4441702	0.1321960	0.6487930	0.9000912	0.3840652	0.0097321	0.6418736	0.1944142
800	0.0417385	0.0302861	0.6301939	0.0342290	0.7411390	0.5962987	0.2886281	0.1831887	0.6300783	0.3551419	0.3653422	0.3797076	0.0824576	0.0874909	0.5096406	0.3490416	0.0439649	0.6367376	0.6022200	0.5376889	0.5275084	0.6416528	0.5185398	0.1380657	0.7818220	0.8108893	0.2832555	0.0095087	0.6405006	0.3266468
850	0.0274086	0.0515467	0.6839247	0.0448610	0.6983771	0.5557851	0.2704594	0.1456761	0.5646537	0.3820268	0.4280725	0.4239110	0.0635007	0.1089857	0.5965296	0.2609174	0.0419572	0.5751359	0.7418427	0.5852195	0.3901202	0.6870926	0.4694751	0.1828078	0.7349403	0.7151771	0.2795778	0.0343717	0.8206611	0.2618906
900	0.0366761	0.0260227	0.7129436	0.0523652	0.7515967	0.5642489	0.3106530	0.1638754	0.4313191	0.3448642	0.3066422	0.3295346	0.0742187	0.1126194	0.6878957	0.3101836	0.0563736	0.6744440	0.5800446	0.5228397	0.3714489	0.7378254	0.5083056	0.1728395	0.7072825	0.7040105	0.2565882	0.0051797	0.5779510	0.2049141
950	0.0351033	0.0474686	0.6513694	0.0336630	0.6532991	0.6300990	0.4864602	0.1922876	0.4345610	0.4300848	0.3185330	0.2359709	0.1356920	0.0968073	0.6216327	0.3661271	0.0533899	0.5652934	0.5203684	0.5516441	0.4548428	0.7258042	0.5286622	0.1741916	0.7077294	0.6170737	0.2199465	0.0134734	0.6938064	0.2188019
1000	0.0863811	0.0227266	0.6516295	0.0585768	0.6967251	0.6374750	0.6631271	0.1740839	0.5106666	0.4030090	0.2579527	0.2725003	0.1652643	0.0968278	0.5060811	0.3528516	0.0454731	0.5562809	0.6005287	0.5065627	0.4410533	0.6818563	0.6021793	0.2386563	0.6127131	0.6881484	0.3676395	0.0118916	0.8788503	0.1967813

0	0.0185240	0.0180875	0.6613574	0.0493370	0.5823503	0.6420349	0.4144144	0.1808587	0.5494411	0.3804139	0.3047307	0.4772185	0.0891753	0.0696201	0.5002117	0.3712128	0.0674613	0.5843104	0.4809698	0.5521638	0.4323248	0.7535215	0.5809137	0.1957334	0.6630157	0.5109135	0.3284170	0.0152266	0.7677574	0.2978093
50	0.0720692	0.0322670	0.6346252	0.0306225	0.6007529	0.5287891	0.1455507	0.3294198	0.5025229	0.2853495	0.2618975	0.2690219	0.0679733	0.1118009	0.3899584	0.3800213	0.0470668	0.6970324	0.5565322	0.5222592	0.4369627	0.4918423	0.5255191	0.2148266	0.5123834	0.7372313	0.3051801	0.0130902	0.7670425	0.2927198
100	0.0643096	0.0291071	0.6303787	0.0393677	0.7029702	0.5925526	0.0650996	0.5085746	0.2457807	0.4188165	0.4189364	0.3512707	0.0294671	0.0863533	0.4467173	0.2787999	0.0961959	0.6426542	0.4773828	0.4083536	0.4589585	0.4375347	0.5176266	0.2485358	0.4491228	0.6869931	0.3390359	0.0103479	0.6600314	0.3748502
150	0.0857745	0.1021353	0.5239384	0.0359896	0.5947635	0.7039509	0.0218758	0.5355133	0.1645191	0.3843777	0.3656444	0.3533539	0.0347674	0.0958831	0.4778417	0.2680240	0.1060493	0.6683740	0.5426462	0.5529479	0.4524141	0.3473438	0.4611424	0.1442387	0.3157053	0.6439860	0.3169296	0.0115405	0.8562596	0.2925416
200	0.0269276	0.0634322	0.5496525	0.0342874	0.5175326	0.6236451	0.0040800	0.6013523	0.1565724	0.3698042	0.5270678	0.3666980	0.0136325	0.0514943	0.6217636	0.2449008	0.0989842	0.5861476	0.5929977	0.6346201	0.3879776	0.4393971	0.4706583	0.2415643	0.2672344	0.6355207	0.3468495	0.0212117	0.6474713	0.4429031
250	0.0627514	0.0524666	0.6766353	0.0650291	0.4801249	0.7591196	0.0016385	0.5344824	0.1521574	0.3720882	0.5611103	0.4996817	0.0131181	0.0716972	0.6236370	0.2322003	0.1322387	0.5091553	0.5824392	0.5533333	0.4792947	0.3833818	0.3815585	0.2151428	0.3063575	0.6715609	0.3466794	0.0070687	0.7141429	0.2806673
300	0.0658865	0.0533712	0.5363314	0.0440937	0.5095651	0.7713000	0.0047175	0.5222739	0.1448261	0.3193106	0.7181410	0.4165181	0.0225362	0.0960196	0.6229901	0.2456280	0.2081935	0.4487908	0.6289592	0.6519984	0.4370344	0.4472344	0.2914470	0.1875700	0.3314350	0.5866092	0.3751376	0.0192426	0.6103017	0.3662216
350	0.1290587	0.0553633	0.6104631	0.0512922	0.3553485	0.6964571	0.0039071	0.4644644	0.0819405	0.3664709	0.6322807	0.2543548	0.0092814	0.0745501	0.7044369	0.2413898	0.2870158	0.4115259	0.5649747	0.5999736	0.4153758	0.4716963	0.4053187	0.1519107	0.4116286	0.6436969	0.3182786	0.0221155	0.7075658	0.2655868
400	0.0815053	0.1170736	0.6336186	0.0645521	0.3260293	0.7197954	0.0020050	0.4962554	0.1731044	0.3086212	0.7840128	0.3244531	0.0136560	0.0354649	0.7762550	0.2720744	0.3169492	0.5650747	0.5442398	0.5918354	0.5760414	0.4456794	0.3176529	0.1655682	0.4073653	0.7547717	0.3293649	0.0025604	0.7072188	0.2461460
450	0.0579532	0.0855991	0.6334003	0.0489916	0.3693409	0.7217964	0.0094561	0.4037165	0.1267847	0.4460604	0.6503562	0.3084918	0.0337133	0.0261124	0.6688018	0.1944607	0.2672400	0.6558102	0.5748282	0.5425306	0.3614399	0.4827879	0.4028004	0.2070547	0.4492070	0.7047374	0.3988626	0.0281868	0.6861036	0.2600263
500	0.1081263	0.0894186	0.6000964	0.0691413	0.4422383	0.5741337	0.0020575	0.4469924	0.1448057	0.2820334	0.7091923	0.3429109	0.0908145	0.0123478	0.7655624	0.2030280	0.3029424	0.5425902	0.7174312	0.4854367	0.4262916	0.4462633	0.3987575	0.1753978	0.4340049	0.6293423	0.3920677	0.0310667	0.6542775	0.1855875
550	0.1438442	0.1111273	0.5578626	0.0482463	0.4008326	0.6239727	0.0589536	0.2297431	0.2381509	0.3076258	0.6447202	0.4050745	0.0389153	0.0545636	0.8084380	0.2952504	0.2664888	0.5724983	0.5805834	0.5671866	0.4719528	0.6477693	0.3129671	0.1787999	0.5862809	0.6172473	0.3751118	0.0120032	0.7234785	0.2123812
