"Time"	G1	G3	G8	G5	G22	G4	G83	G7	G6	G87
950	0.8466770	0.3771640	0.2033478	0.1514322	0.9549300	0.6086502	0.3049316	0.0716919	0.0191141	0.0314758
1000	0.6885571	0.4796232	0.2186114	0.0767054	0.8666079	0.7338218	0.3413193	0.0546681	0.0316150	0.0216462

0	0.8264887	0.3736404	0.1939711	0.1508643	0.9411432	0.7206030	0.3187591	0.0898157	0.0344569	0.0165791
50	0.5866501	0.4705717	0.1560670	0.0775290	0.9249180	0.7723727	0.3404523	0.0756563	0.0172137	0.0358665
100	0.7315739	0.4682072	0.1336894	0.1798115	0.7027317	0.6177102	0.3589128	0.0479779	0.0177013	0.0313760
150	0.7786552	0.4921616	0.1568631	0.1850504	0.7768590	0.6873896	0.3133431	0.0263007	0.0312208	0.0404614
200	0.7101712	0.4263064	0.1290629	0.1613850	0.8119968	0.6859733	0.2596312	0.0523955	0.0134812	0.0817332
250	0.6381539	0.4172777	0.2079821	0.1042553	0.7281169	0.7027281	0.3836670	0.0342912	0.0628939	0.0369642
300	0.7057690	0.4581864	0.1339182	0.1026962	0.7719057	0.6798235	0.4037738	0.0797715	0.0167543	0.0309235
350	0.8811324	0.4331329	0.1825390	0.1066340	0.7112318	0.7987844	0.3225571	0.0437098	0.0225423	0.0405091
400	0.7669115	0.4049449	0.1686122	0.1188741	0.7280301	0.7697583	0.3817243	0.0484609	0.0069347	0.0606410
450	0.7714585	0.5052473	0.1066288	0.1134652	0.7644547	0.9383097	0.3696834	0.0487813	0.0117111	0.0206591
500	0.8890129	0.3938010	0.0914125	0.0748840	0.7155608	0.9834988	0.3029408	0.0723761	0.0276509	0.0347676
550	0.8680925	0.4712252	0.1902330	0.0633629	0.7214081	0.7996440	0.3208905	0.0424419	0.0189795	0.0352906
600	0.8501873	0.4428446	0.2214749	0.0823178	0.8552501	0.7447107	0.4310993	0.0796474	0.0163198	0.0399203
650	0.6821940	0.4925599	0.1554979	0.0596384	0.7250867	0.8424640	0.3870992	0.1174937	0.0187954	0.0216466
700	0.7206029	0.5799578	0.1543562	0.1280467	0.6580221	0.7538406	0.2970852	0.0694197	0.0146085	0.0346339
750	0.7228725	0.4845813	0.2296894	0.1098988	0.7046568	0.7054037	0.3916283	0.0673383	0.0228971	0.0143731
800	0.6995462	0.4877712	0.2012400	0.1051022	0.6226961	0.8333980	0.3226066	0.0577397	0.0333242	0.0196047
850	0.8233583	0.4645568	0.1949831	0.1082983	0.7670645	0.6982724	0.2906068	0.0457689	0.0285556	0.0342778
900	0.7880398	0.3773909	0.1987450	0.0992705	0.7761484	0.7690624	0.2717655	0.0937167	0.0356791	0.0380155
950	0.8805492	0.5752079	0.1333267	0.1311562	0.7176021	0.8206906	0.3561697	0.0534844	0.0357525	0.0358304
1000	0.9571896	0.5050578	0.1586732	0.1195821	0.8179884	0.6228524	0.3442029	0.0665788	0.0567821	0.0746227

0	0.7577220	0.4109882	0.1762217	0.1190346	0.7938954	0.9019948	0.3876841	0.0734212	0.0187274	0.0447019
50	0.4121781	0.4474984	0.1962358	0.1337597	0.8198630	0.6398459	0.3501172	0.0518545	0.0350720	0.0195407
100	0.2892502	0.4441402	0.1692011	0.1687630	0.7151304	0.5125728	0.2474041	0.0555107	0.0139302	0.0647777
150	0.3129636	0.4075723	0.1308643	0.3065048	0.6774241	0.3153375	0.3938967	0.1028428	0.0471878	0.0477317
200	0.2650042	0.4594513	0.1569497	0.3078830	0.8111063	0.2477579	0.4839988	0.1019505	0.0218497	0.0634435
250	0.2657614	0.5849370	0.3096181	0.2955865	0.7226410	0.2395589	0.5436639	0.0893382	0.0470635	0.0415092
300	0.2578049	0.6498393	0.2139255	0.4403375	0.6682197	0.2030972	0.5996730	0.0954637	0.0091840	0.0306838
350	0.2981916	0.5684756	0.1876702	0.3457826	0.7683562	0.1257356	0.6376406	0.0688389	0.0534906	0.0173240
400	0.2381951	0.5121644	0.2504698	0.3447845	0.8161305	0.1744193	0.7404981	0.0981211	0.0165903	0.0316363
450	0.2974404	0.6203188	0.1803732	0.4054479	0.7340250	0.1644685	0.8927174	0.0629797	0.0097434	0.0216373
500	0.2713942	0.5172849	0.1226069	0.3303630	0.5698649	0.2014264	0.6404226	0.0480336	0.0115772	0.0719071
550	0.5328759	0.3111677	0.1401275	0.3380710	0.8914536	0.2433810	0.7075927	0.0558153	0.0660258	0.0428516
600	0.7515986	0.3769594	0.2074065	0.2331350	0.7506912	0.4841651	0.7465770	0.0500898	0.0357761	0.0296888
650	0.7701511	0.2744922	0.1909900	0.1282792	0.6863813	0.5067272	0.3889254	0.0874708	0.0201693	0.0771112
700	0.6895695	0.4360868	0.1739567	0.0943753	0.8708290	0.6213786	0.4021895	0.0478590	0.0148223	0.0453770
750	0.6970910	0.4360582	0.2125359	0.0768253	0.8233368	0.6820989	0.2296378	0.0415948	0.0136671	0.0612596
800	0.8644942	0.4497147	0.2264310	0.1069955	0.8165791	0.6382812	0.2999119	0.0482195	0.0115602	0.0258726
850	0.8212226	0.4085335	0.1642445	0.0932415	0.8355406	0.6078428	0.3614720	0.0628045	0.0178642	0.0237663
900	0.9072397	0.4966355	0.1699443	0.0905185	0.8035154	0.7145602	0.3160889	0.0563084	0.0282692	0.0072307
950	0.6910180	0.4070000	0.1867619	0.0782124	0.7897223	0.7439611	0.3331305	0.0561064	0.0184390	0.0431092
1000	0.7446470	0.4845139	0.1609240	0.1038494	0.7758405	0.7655355	0.4056932	0.0795028	0.0281013	0.0405063

0	0.7364671	0.4443120	0.1837085	0.1449117	0.7308735	0.8401620	0.3397079	0.0622087	0.0195400	0.0262083
50	0.7584116	0.5643029	0.1846862	0.1223710	0.2809975	0.7427474	0.2641822	0.0652262	0.0093213	0.0378825
100	0.8218426	0.5415046	0.1813929	0.1333055	0.1908694	0.7040808	0.2886037	0.0170565	0.0141420	0.0319009
150	0.7796508	0.5231498	0.3052406	0.1135604	0.1498729	0.8237220	0.3448806	0.0058980	0.0133547	0.0227672
200	0.7251424	0.4086530	0.1602223	0.2073348	0.1190819	0.6846839	0.3007038	0.0038794	0.0476121	0.0248113
250	0.6759193	0.4238727	0.1943143	0.2526328	0.1314598	0.7155736	0.3708818	0.0004378	0.0199231	0.0344794
300	0.6848735	0.5134320	0.2377847	0.2535822	0.1010057	0.5881682	0.2489011	0.0000462	0.0107957	0.0477071
350	0.7222343	0.4588825	0.1648593	0.2726113	0.1023503	0.7574060	0.2809520	0.0001733	0.0206271	0.0309030
400	0.7078859	0.5296058	0.1828527	0.2507495	0.1343151	0.6382961	0.3159742	0.0001886	0.0163679	0.0323320
450	0.7420248	0.5475229	0.1955678	0.2047146	0.1650910	0.6452044	0.4007165	0.0000668	0.0057486	0.0173926
500	1.0000000	0.5069877	0.2000848	0.2262314	0.0764402	0.6932496	0.3173992	0.0005177	0.0239061	0.0348527
550	0.8241252	0.5550950	0.1188435	0.2390358	0.5424912	0.7392299	0.3869688	0.0210046	0.0089653	0.0553913
600	0.6504970	0.5794023	0.1496394	0.1307571	0.8013996	0.7671742	0.3362335	0.0428190	0.0399017	0.0368535
650	0.5897247	0.4235355	0.1568308	0.0747933	0.7601023	0.6669333	0.2564468	0.0928382	0.0469400	0.0186618
700	0.7495537	0.4493296	0.1590990	0.0879938	0.7150259	0.6300986	0.3352189	0.0581207	0.0268018	0.0218838
750	0.8872036	0.4278107	0.1822376	0.1244104	0.7766218	0.6680823	0.2924743	0.0933975	0.0346148	0.0278963
800	0.8033889	0.5147335	0.2120118	0.1446220	0.6269972	0.8619226	0.3328710	0.0403773	0.0084312	0.0329458
850	0.8143109	0.4579933	0.2020419	0.1032207	0.8213778	0.6420991	0.3974225	0.0556741	0.0322837	0.0242126
900	0.7873208	0.4709951	0.1414908	0.0938999	0.7184951	0.6859213	0.3228092	0.1084005	0.0450986	0.0378170
950	0.7727209	0.5877640	0.2277306	0.1283272	0.7463877	0.6701821	0.3215713	0.0683467	0.0152633	0.0532155
1000	0.6910173	0.4761559	0.2225249	0.0619535	0.7889937	0.8141280	0.2855754	0.0612858	0.0416423	0.0272219

0	0.6390270	0.5103477	0.1820996	0.1135286	0.9332313	0.7857471	0.3784830	0.0477446	0.0188650	0.0216336
50	0.8283944	0.3585647	0.1508428	0.1468005	0.7835004	0.6164184	0.0915998	0.0204412	0.0201980	0.0269846
100	0.8098480	0.5173839	0.1674926	0.1538190	0.6913597	0.6679584	0.0201037	0.0027109	0.0072633	0.0193540
150	0.8404649	0.5676744	0.1793244	0.1339764	0.6782492	0.7802433	0.0027155	0.0000718	0.0431347	0.0304316
200	0.7732561	0.4835715	0.1570949	0.1793280	0.7493856	0.5502500	0.0080498	0.0003724	0.0175901	0.0384073
250	0.8669232	0.5119206	0.1962710	0.1509877	0.7152336	0.7840216	0.0098480	0.0004523	0.0091304	0.0259621
300	0.8620620	0.4747365	0.2080734	0.1623185	0.7712622	0.5853342	0.0164156	0.0002168	0.0134628	0.0576640
350	0.6850598	0.4017185	0.1347523	0.0933471	0.7208043	0.7115542	0.0146510	0.0003679	0.0177081	0.0619218
400	0.7417631	0.4399407	0.2686706	0.1043525	0.8838986	0.7131142	0.0015826	0.0000000	0.0205399	0.0385674
450	0.8178561	0.4132402	0.1727243	0.1267618	0.7918154	0.7789024	0.0029467	0.0058398	0.0491114	0.0342050
500	0.6584054	0.5099276	0.2122665	0.1339652	0.8038616	0.7994685	0.0174035	0.0006896	0.0193311	0.0161084
550	0.8532368	0.5043070	0.2359164	0.1038873	0.8428952	0.7036148	0.2807598	0.0471913	0.0274291	0.0290483
600	0.7270422	0.4772452	0.1306267	0.1646308	0.6465241	0.6382158	0.3244022	0.0566133	0.0248038	0.0259690
650	0.7502909	0.4769158	0.2370205	0.0832849	0.7933816	0.6213562	0.3326543	0.0449797	0.0165903	0.0270619
700	0.8377756	0.4666117	0.1880350	0.1445389	0.6072258	0.6988442	0.3292174	0.1350901	0.0253341	0.0465236
750	0.8214547	0.4861418	0.1690797	0.0799857	0.8085308	0.7386266	0.3225520	0.0334427	0.0264452	0.0383464
800	0.6633062	0.5371164	0.2322318	0.1362420	0.7349659	0.6115777	0.3699213	0.0433887	0.0171874	0.0354922
850	0.7198802	0.4909320	0.1636111	0.0829374	0.6727849	0.7344343	0.3194372	0.0424376	0.0350077	0.0358895
900	0.6431961	0.4831288	0.2466499	0.1648339	0.6987835	0.8661934	0.4569492	0.0721734	0.0232850	0.0188559
950	0.8355737	0.5909826	0.1970554	0.1068126	0.7064217	0.8055256	0.3680631	0.0382556	0.0066216	0.0202641
1000	0.7814517	0.5796618	0.2602489	0.1410887	0.6708358	0.5992741	0.2782469	0.0886936	0.0207137	0.0244106

0	0.7275509	0.4599181	0.2018271	0.1327868	0.7456111	0.7535274	0.3080442	0.0754308	0.0240543	0.0366613
50	0.7230273	0.4887360	0.2043741	0.0972757	0.3224243	0.7013434	0.3677168	0.0219265	0.0074687	0.0247662
100	0.7915542	0.4404114	0.2199979	0.0999350	0.2304052	0.7443346	0.3621194	0.0131308	0.0032458	0.0247926
150	0.8276071	0.4864823	0.1622372	0.1374794	0.1932831	0.7542172	0.2857699	0.0020091	0.0010987	0.0363233
200	0.6852695	0.5509661	0.1506697	0.1963659	0.1506020	0.6871182	0.3123223	0.0002690	0.0022336	0.0376673
250	0.7273471	0.5454737	0.1391575	0.1224879	0.1664971	0.6446500	0.2912280	0.0014054	0.0029824	0.0242069
300	0.7680843	0.6024166	0.1952731	0.1406445	0.1398156	0.7358427	0.3502065	0.0001164	0.0012178	0.0269209
350	0.6848336	0.4867917	0.1329522	0.1287413	0.2077317	0.7130235	0.3098845	0.0002761	0.0010304	0.0563601
400	0.6977695	0.4430364	0.1359996	0.2164615	0.2189132	0.7656792	0.2897405	0.0000000	0.0000819	0.0359997
450	0.6480418	0.5207841	0.1803404	0.2422498	0.2358600	0.7414187	0.3896232	0.0002478	0.0000142	0.0321653
500	0.7884097	0.4872066	0.1918137	0.2459388	0.1850692	0.7760543	0.3375953	0.0001084	0.0001015	0.0312758
550	0.6142198	0.4425306	0.1928976	0.1705880	0.5692597	0.6961824	0.3526159	0.0244556	0.0120641	0.0141350
600	0.9257283	0.5354356	0.1899643	0.1789439	0.6731629	0.8107540	0.3422976	0.0567208	0.0189717	0.0160502
650	0.7229883	0.4640972	0.2066709	0.1758759	0.7054816	0.7002649	0.2264391	0.0628408	0.0463216	0.0139392
700	0.6944596	0.5286965	0.1246627	0.1216158	0.7906660	0.7090338	0.3136743	0.0249147	0.0549067	0.0349136
750	0.8204107	0.4131232	0.1939961	0.1223648	0.7025948	0.7139568	0.3791848	0.0953273	0.0054301	0.0770894
800	0.7598334	0.4794872	0.1543827	0.1355893	0.7027021	0.6359503	0.2757327	0.0723280	0.0187641	0.0109995
850	0.8033372	0.4940224	0.1788042	0.0922276	0.7792291	0.7430962	0.3723265	0.0450498	0.0489019	0.0488876
900	0.7077396	0.4266012	0.1669176	0.0985964	0.7101281	0.6250760	0.3758640	0.0522767	0.0177355	0.0435085
950	0.7762403	0.4733897	0.1780266	0.1873385	0.7048073	0.5903058	0.3392556	0.0649156	0.0448186	0.0289103
1000	0.6944441	0.4743783	0.1892692	0.0760639	0.6307225	0.7340676	0.3920178	0.0770950	0.0187081	0.0449658

0	0.7115013	0.5374641	0.1677306	0.1346494	0.8250849	0.7668233	0.4172054	0.0834261	0.0324268	0.0321591
50	0.8511283	0.4725144	0.2148996	0.0956105	0.7912069	0.8044402	0.3859164	0.1087708	0.0211338	0.0356121
100	0.7994208	0.4125422	0.1999565	0.0651371	0.6348009	0.7056507	0.4216255	0.0892010	0.0135483	0.0690958
150	0.7737832	0.3961502	0.2073688	0.1277130	0.7387520	0.6261335	0.3664309	0.0548540	0.0174913	0.0159765
200	0.8084857	0.4668010	0.1847011	0.1208952	0.8090366	0.7218965	0.4182627	0.0589798	0.0072752	0.0213305
250	0.7757599	0.4930702	0.2229763	0.1327730	0.7369514	0.7996663	0.3277609	0.0687500	0.0285946	0.0823075
300	0.8298973	0.4465024	0.1043940	0.0808789	0.7783770	0.6756327	0.2927080	0.1059240	0.0294727	0.0480686
350	0.9545502	0.5644862	0.2040414	0.0925426	0.7159070	0.7264412	0.4248153	0.0664498	0.0312896	0.0107766
400	0.6995263	0.4562987	0.1916393	0.1293665	0.7436016	0.7712417	0.4086950	0.0809951	0.0086251	0.0287082
450	0.7114696	0.5284628	0.2428612	0.1088679	0.6839591	0.7605502	0.3920460	0.0329398	0.0243737	0.0325735
500	0.6673158	0.4269676	0.1820548	0.1378158	0.8122839	0.7077794	0.2563185	0.0938235	0.0083614	0.0381560
550	0.8497840	0.4719301	0.1402881	0.1362953	0.6599819	0.6977697	0.3149111	0.0630567	0.0250001	0.0227830
600	0.7324768	0.4552533	0.1345197	0.0942338	0.8493616	0.5919133	0.3457217	0.0591949	0.0150879	0.0343375
650	0.7651591	0.4565952	0.1763430	0.1227470	0.8028862	0.6425081	0.2521557	0.0600509	0.0153113	0.0512626
700	0.7651948	0.4491779	0.1708250	0.1152101	0.8722480	0.7335752	0.2463984	0.0777202	0.0132223	0.0770623
750	0.7205858	0.4828884	0.2133712	0.0944180	0.6038801	0.8086157	0.3479189	0.0768701	0.0202268	0.0285847
800	0.7256534	0.5234880	0.0896862	0.1082380	0.7516690	0.6606039	0.3467003	0.0862426	0.0314718	0.0237370
850	0.7195945	0.4809489	0.1890765	0.0867482	0.6939789	0.6266346	0.2749215	0.0786500	0.0197357	0.0278315
900	0.6488606	0.4891760	0.1977114	0.1264285	0.7261397	0.7086159	0.4202969	0.0450260	0.0229593	0.0577133
950	0.6452932	0.3969087	0.1165731	0.1510048	0.7796594	0.6092169	0.4021720	0.0594272	0.0359924	0.0334055
1000	0.9128064	0.4034282	0.2133012	0.1101941	0.7554397	0.6787849	0.3632135	0.0900606	0.0035434	0.0405105

0	0.8288040	0.4149273	0.1505468	0.1445010	0.8200487	0.8727854	0.3396461	0.0917439	0.0496659	0.0266355
50	0.7415867	0.4158391	0.1194336	0.1216858	0.5374178	0.6717772	0.3038554	0.0692157	0.0160018	0.0295213
100	0.6169057	0.3846136	0.2014682	0.1710874	0.4147976	0.7426043	0.2318559	0.0806897	0.0074906	0.0654376
150	0.7642353	0.5197301	0.2556921	0.1795058	0.4405941	0.6167815	0.2324571	0.0640583	0.0314542	0.0297154
200	0.7167503	0.4094946	0.1686869	0.1736302	0.4094375	0.6741560	0.1577324	0.0906420	0.0258043	0.0300241
250	0.7424362	0.4348853	0.1697873	0.1405646	0.4986060	0.8067351	0.2036177	0.0702950	0.0338423	0.0198293
300	0.6412653	0.4450950	0.1399182	0.1248027	0.4340530	0.8093458	0.1409079	0.0548615	0.0327176	0.0618286
350	0.7665831	0.4571108	0.1321323	0.2303053	0.3821123	0.7094052	0.2352174	0.0749117	0.0139179	0.0319875
400	0.8621641	0.4725861	0.1886998	0.1669860	0.3319812	0.6796491	0.2769756	0.0717615	0.0145253	0.0572336
450	0.6392160	0.3777542	0.1897663	0.1816624	0.4113555	0.6130884	0.2691982	0.1210530	0.0086510	0.0132664
500	0.6649699	0.3975387	0.1300522	0.2277204	0.2993990	0.5937674	0.2132340	0.0757867	0.0238313	0.0171678
550	0.7457795	0.3201890	0.1677431	0.2418779	0.6609826	0.5704010	0.3284490	0.0605384	0.0105747	0.0215139
600	0.8094975	0.4033959	0.2038110	0.1229259	0.8862736	0.7627448	0.3045609	0.0804604	0.0256572	0.0329265
650	0.7664213	0.4540725	0.1307939	0.1685718	0.6467807	0.7535718	0.4095102	0.0610446	0.0887950	0.0324858
700	0.8955536	0.4550685	0.1884184	0.1129830	0.6972140	0.7336417	0.3603471	0.0889138	0.0350735	0.0410347
750	0.8898570	0.4338531	0.1857206	0.0744029	0.8198561	0.6490958	0.3659273	0.0764044	0.0305066	0.0478942
800	0.7980608	0.6048912	0.1569457	0.0835289	0.9982142	0.5667826	0.3325564	0.0781967	0.0220317	0.0249464
850	0.7031827	0.5420069	0.1481424	0.1188894	0.8934684	0.7015657	0.2304467	0.0738976	0.0114134	0.0537885
900	0.6600891	0.5824903	0.2027240	0.1124599	0.7861833	0.7566199	0.3099924	0.0561719	0.0347959	0.0376280
950	0.6658083	0.5121831	0.2421595	0.0920093	0.8130539	0.7179084	0.3088155	0.0565389	0.0321642	0.0152911
1000	0.9147765	0.6922551	0.2154851	0.1029053	0.8650456	0.5952527	0.2701929	0.0430906	0.0227792	0.0379174
