"Time"	G1	G3	G5	G8	G4	G83	G6	G7	G86	G85	G22	G87	G54	G89	G88	G30	G29	G35	G100	G99	G32	G81	G23	G19	G18
450	0.1722145	0.1501032	0.3800607	0.4731534	0.6131268	0.3141158	0.0377054	0.6251048	0.2885985	0.3079764	0.6599325	0.3296259	0.1700569	0.0088931	0.5968697	0.7112656	0.2000702	0.5016438	0.3985049	0.6337590	0.1681966	0.2834639	0.3252300	0.7375924	0.7808976
500	0.2120810	0.1124165	0.3066001	0.3928731	0.7993783	0.3609571	0.0329040	0.6341286	0.3556528	0.2735406	0.7267689	0.4009592	0.2174364	0.0143652	0.5967801	0.7076551	0.1811668	0.4802667	0.5075242	0.5627455	0.1835585	0.2416069	0.2407049	0.6570372	0.6260906
550	0.1664826	0.1124961	0.4839632	0.4283561	0.5088117	0.5234206	0.0518774	0.6918871	0.2469268	0.3098620	0.7092208	0.3319426	0.2832944	0.0051603	0.5302510	0.6152075	0.1454236	0.6669713	0.3959080	0.5171018	0.1856843	0.2629974	0.3918657	0.6215049	0.8194479
600	0.1584989	0.1205100	0.4180155	0.5293970	0.6157207	0.5927935	0.0448601	0.6492292	0.2926452	0.2751956	0.6209894	0.2740899	0.2966448	0.0252346	0.6429380	0.6617883	0.1381936	0.5069561	0.2638479	0.6026789	0.2583929	0.2821553	0.3956145	0.6711049	0.7473267
650	0.1672972	0.0795729	0.3790124	0.5103049	0.4759816	0.6985710	0.0440827	0.7221413	0.3188171	0.2807692	0.6885300	0.3491663	0.1850687	0.0103315	0.6611956	0.7131114	0.1659194	0.6130149	0.4278619	0.7372959	0.2317372	0.2774127	0.3226025	0.6638467	0.6077607
700	0.2481477	0.0558941	0.3817686	0.4707181	0.5127047	0.6638146	0.0674492	0.7031064	0.3497327	0.3392855	0.6066833	0.3373020	0.1496358	0.0269588	0.5112170	0.5857906	0.2020270	0.6245119	0.4902729	0.5166092	0.1737775	0.2903559	0.3826569	0.5823175	0.6489089
750	0.2020204	0.1024019	0.4853450	0.4337631	0.4083405	0.5924766	0.0354056	0.6972164	0.2794351	0.3796135	0.6301429	0.4341314	0.1761713	0.0838980	0.6189172	0.7410514	0.2064919	0.6115517	0.4108421	0.5111133	0.1979689	0.2639105	0.2823989	0.5963886	0.8919759
800	0.1441828	0.0828228	0.2898417	0.4884362	0.5225385	0.7283307	0.0216425	0.7933511	0.2383172	0.3718472	0.6921964	0.3921004	0.3165725	0.0048997	0.7313459	0.6468407	0.1491383	0.6966664	0.5124318	0.5123923	0.2268242	0.3351699	0.3192598	0.6850119	0.5946643
850	0.1726161	0.1266297	0.3699000	0.5434118	0.6012195	0.8842764	0.0303813	0.7099881	0.2147515	0.3863400	0.6772553	0.3198185	0.1355329	0.0047103	0.6042888	0.7120448	0.1712856	0.6536509	0.4313476	0.6811873	0.2097929	0.3670019	0.3986681	0.7908243	0.6617333
900	0.1922629	0.1858175	0.3177892	0.4359663	0.5040530	0.7329242	0.0151081	0.6944090	0.3595978	0.3111142	0.5506610	0.3723901	0.2153595	0.0084928	0.6173918	0.6469647	0.1594537	0.8733157	0.4492279	0.5001676	0.2312072	0.2295624	0.3932037	0.5706251	0.5640692
950	0.2144847	0.1997836	0.3645197	0.4549636	0.4276179	0.6794619	0.0153883	0.6843877	0.2397211	0.3450593	0.6430517	0.3888871	0.1297525	0.0169812	0.6831588	0.6897619	0.2415095	0.6860590	0.5176499	0.5349827	0.2961320	0.3163579	0.4391461	0.4833419	0.6073429
1000	0.1819861	0.1664153	0.3456052	0.5251103	0.6009915	0.6295134	0.0254618	0.5997163	0.3520873	0.2790843	0.7399750	0.4229786	0.1020794	0.0044111	0.5522520	0.6542685	0.2801786	0.5279639	0.4993637	0.3155044	0.1887839	0.2977016	0.4255915	0.5848776	0.6150629

0	0.1942698	0.1543993	0.3481595	0.3659597	0.5054517	0.7339271	0.0511569	0.7345742	0.2704351	0.3504199	0.7120864	0.3428814	0.2197557	0.0110674	0.7023926	0.6884941	0.1702394	0.7069446	0.5050255	0.6068039	0.2229036	0.2605954	0.3821809	0.5637740	0.6732570
50	0.0669365	0.2047378	0.3350871	0.4962237	0.4919199	0.6573077	0.0241504	0.5030566	0.3472329	0.1634368	0.6312629	0.4130274	0.1942687	0.0139917	0.5546875	0.6646826	0.1470106	0.6452535	0.2639966	0.5444355	0.1870843	0.3036618	0.6441555	0.6388543	0.7700548
100	0.0549568	0.2957981	0.3646578	0.5203882	0.2673001	0.6795353	0.0917393	0.4966803	0.3227422	0.1785779	0.6248554	0.2988379	0.2526100	0.0160736	0.3929280	0.6106466	0.1693136	0.6642479	0.3444385	0.5561116	0.1912042	0.2530839	0.6663426	0.6742831	0.8052754
150	0.0082846	0.2988143	0.4599601	0.6496109	0.1097657	0.6014109	0.3804008	0.4269763	0.4460598	0.1365791	0.6530720	0.3909012	0.3408656	0.0450025	0.4115280	0.7751412	0.1404849	0.6060262	0.2712992	0.6089967	0.2032068	0.4180311	0.5501479	0.6534565	0.8588912
200	0.0155023	0.3229011	0.3993189	0.8457796	0.0234838	0.6441084	0.5851218	0.4232236	0.5886943	0.2462516	0.7415615	0.3783686	0.2060631	0.1205677	0.3795980	0.5777631	0.2387834	0.3349019	0.2307099	0.6838024	0.2981018	0.3085596	0.6875571	0.5784752	0.5709937
250	0.0108822	0.2917661	0.4539450	0.7357809	0.0515428	0.8757550	0.5294084	0.5178345	0.5576388	0.2655202	0.6736133	0.4511004	0.1233751	0.1575160	0.2911184	0.5551334	0.3246705	0.3022854	0.2107254	0.5963569	0.2420936	0.3127727	0.7132453	0.5986216	0.6480860
300	0.0178677	0.2088378	0.4767518	0.6501224	0.0352782	0.6314063	0.6278748	0.4499562	0.5987644	0.3032914	0.6566372	0.4477615	0.2008577	0.1020272	0.3107394	0.6438317	0.4251541	0.2883835	0.2090897	0.3310918	0.1713518	0.3592753	0.6506396	0.7165647	0.7688721
350	0.0171453	0.3167384	0.3848557	0.7732340	0.0533570	0.7502450	0.8037000	0.4331104	0.5065729	0.2792075	0.6775759	0.4369381	0.4799138	0.1375385	0.2658461	0.6625044	0.4762256	0.2119846	0.2768592	0.5287874	0.1204963	0.3603388	0.6206532	0.5813913	0.5821044
400	0.0066321	0.2863904	0.3973767	0.6862101	0.0514120	0.8105671	0.6649596	0.5170806	0.5641740	0.3646363	0.6136604	0.5415305	0.4197819	0.2959557	0.1750557	0.6472407	0.4809435	0.1902447	0.2146574	0.7031451	0.1636337	0.3381949	0.5815577	0.5803494	0.6999920
450	0.0088721	0.2681642	0.4578848	0.6055490	0.0300913	0.7248876	0.7259368	0.4198202	0.4155727	0.3235028	0.7102988	0.4951308	0.4968331	0.3763348	0.2472614	0.5327546	0.4509994	0.1622324	0.1094605	0.6501897	0.2074972	0.3438266	0.7342873	0.5812206	0.7357912
500	0.0255582	0.3205747	0.5529468	0.7074955	0.0295772	0.7449313	0.6003955	0.4194542	0.5864412	0.2088234	0.7487955	0.4426014	0.4862488	0.3946704	0.1982117	0.6126626	0.4848558	0.1371098	0.0997810	0.6367027	0.1497857	0.4018635	0.7820352	0.5755353	0.7376832
550	0.1049893	0.1060293	0.4801450	0.6484547	0.0524681	0.7152802	0.4364537	0.6543378	0.3754058	0.2960970	0.7069603	0.4173967	0.6121186	0.4682268	0.2908220	0.5903319	0.4482892	0.1497259	0.1038019	0.6671983	0.2048853	0.3834362	0.4601933	0.7189716	0.7783125
600	0.1528622	0.0852678	0.4623773	0.5301164	0.3914972	0.7065617	0.1013483	0.6768786	0.4224595	0.1836045	0.6413098	0.3845584	0.4672160	0.3135137	0.2987007	0.7081519	0.2863739	0.1358258	0.1743958	0.5859022	0.1211549	0.4283193	0.3920792	0.5380115	0.6524253
650	0.1977432	0.0988400	0.4506525	0.4799497	0.5354710	0.5979855	0.0222313	0.8273458	0.4217561	0.2764688	0.7142962	0.3291060	0.3115354	0.1277455	0.4265498	0.6661619	0.1540079	0.1607963	0.1442133	0.6716856	0.1390904	0.4446508	0.3154216	0.6087882	0.6065076
700	0.2017187	0.1022800	0.4429449	0.5181905	0.3874726	0.5137828	0.0461491	0.7285694	0.4870481	0.1659847	0.6723456	0.2410682	0.3125353	0.0369564	0.4691867	0.7413921	0.1058420	0.4405413	0.1923464	0.6551599	0.2679704	0.4044461	0.3564362	0.4775507	0.6327803
750	0.1817972	0.0778856	0.4714760	0.5377306	0.4710985	0.5846566	0.0711985	0.7650491	0.2683915	0.2426760	0.6323780	0.2777597	0.1939348	0.0172750	0.5078494	0.6418565	0.0778219	0.5295545	0.2299238	0.6757546	0.2227571	0.3901282	0.4847792	0.6722205	0.6159811
800	0.1412868	0.1011424	0.4061647	0.5763984	0.4566160	0.6579835	0.0424000	0.6699638	0.2691025	0.3800928	0.7328405	0.3163302	0.1414491	0.0095143	0.6557252	0.7471207	0.1435913	0.6681769	0.3267827	0.7013884	0.2998288	0.3096207	0.4219687	0.6445510	0.7064185
850	0.1858662	0.1022126	0.3687749	0.4457756	0.4137059	0.6424918	0.0506719	0.7710253	0.3611990	0.3488572	0.6390365	0.2869208	0.1393209	0.0062120	0.6926854	0.6377505	0.1422863	0.5209461	0.4414347	0.5579260	0.1986212	0.3740085	0.3875842	0.6462795	0.7116093
900	0.1913143	0.1052637	0.4766481	0.4556269	0.5310880	0.6894640	0.0328294	0.5900562	0.3107496	0.3022865	0.6666790	0.5006887	0.1322943	0.0174734	0.5740792	0.7951586	0.2655016	0.6759132	0.4515351	0.5056936	0.1320393	0.2687322	0.3431309	0.5587073	0.6926413
950	0.2162459	0.1770379	0.3279448	0.4748903	0.4356215	0.7797813	0.0330358	0.7720742	0.3140264	0.3669701	0.7510867	0.4304277	0.1456812	0.0041180	0.7332644	0.7714504	0.1673911	0.7502408	0.5627658	0.3952858	0.1760995	0.2555867	0.3873316	0.6033946	0.7192964
1000	0.2498442	0.1507276	0.3084517	0.5688145	0.4846908	0.7131606	0.0266384	0.6578218	0.2923173	0.3046603	0.6709312	0.3447457	0.1543547	0.0156894	0.6712440	0.6878180	0.1818090	0.7003756	0.5430869	0.4327161	0.2187928	0.2969640	0.3414140	0.6058028	0.7018209

0	0.1321799	0.1906016	0.3912419	0.3860050	0.5678728	0.5763384	0.0306945	0.5690141	0.2717803	0.4886120	0.7234393	0.3580083	0.1915282	0.0125233	0.6132085	0.7228092	0.1789313	0.6101278	0.4398154	0.5863108	0.1666534	0.2709949	0.4273875	0.6614145	0.7979607
50	0.0841736	0.4688437	0.1375428	0.6124181	0.4586888	0.6564415	0.0084997	0.6191443	0.2643923	0.2527423	0.8527391	0.2893776	0.2672700	0.0044585	0.3306323	0.7280000	0.1853317	0.6499795	0.4668178	0.6016741	0.1397135	0.4845176	0.4183223	0.6026260	0.4094287
100	0.1259124	0.5088641	0.1451836	0.7024669	0.3830691	0.6523627	0.0053613	0.6454512	0.1701733	0.2821963	0.5856432	0.2927378	0.5648807	0.0084340	0.2447797	0.7108951	0.1681464	0.5664927	0.4516017	0.5181335	0.0814371	0.5689520	0.3407773	0.5766711	0.3640152
150	0.1570529	0.5372066	0.1464287	0.7428598	0.3412530	0.5670017	0.0092517	0.5117487	0.1292901	0.1637411	0.5467212	0.2384457	0.6954987	0.0083677	0.1197485	0.7276251	0.1124968	0.5916274	0.3481697	0.5560136	0.0832248	0.6394805	0.3977315	0.4590790	0.3875672
200	0.1432450	0.6190180	0.2004774	0.5065877	0.4056014	0.5658032	0.0147552	0.7377759	0.1471048	0.1494545	0.7156355	0.2263213	0.6484630	0.0018843	0.0748432	0.5541154	0.0544642	0.7487600	0.2806451	0.6798501	0.0649163	0.5208016	0.3726023	0.3825821	0.3464819
250	0.1868140	0.5699349	0.1353799	0.4417891	0.4658231	0.6546715	0.0022806	0.6487983	0.1358504	0.1796287	0.5797176	0.2006710	0.6697945	0.0041186	0.0616244	0.6755710	0.0391450	0.5379307	0.2308768	0.7320436	0.1600078	0.6901982	0.3206456	0.3675356	0.3744153
300	0.1890236	0.7313493	0.1342214	0.4482641	0.5475208	0.7728897	0.0020936	0.6187714	0.0755306	0.1690934	0.6389917	0.2356482	0.4855711	0.0084841	0.1177365	0.7183369	0.0487647	0.5899107	0.2030130	0.7024541	0.2707556	0.6287524	0.4131052	0.3484638	0.3750073
350	0.2001817	0.6617452	0.2080837	0.5640992	0.5173939	0.6495319	0.0065906	0.7769594	0.1007847	0.1958656	0.6673934	0.1840937	0.1971755	0.0141261	0.0832529	0.5987941	0.0566498	0.6126894	0.2015203	0.6440859	0.2183928	0.6255436	0.4037607	0.3530307	0.3087710
400	0.2124971	0.5531416	0.1216985	0.4736290	0.5400399	0.7934506	0.0000894	0.6553587	0.1368963	0.2416275	0.6472252	0.2504711	0.2046469	0.0077812	0.1523044	0.6064857	0.1195716	0.6765479	0.2845902	0.5871216	0.1941081	0.6204951	0.2828218	0.3886768	0.3788991
450	0.2338749	0.6968527	0.1592683	0.4235588	0.5833340	0.6631580	0.0000487	0.6553008	0.0908134	0.3481095	0.6517614	0.2636292	0.3084619	0.0163782	0.1677805	0.5725263	0.1514958	0.6951604	0.3684532	0.6437953	0.1153991	0.5085960	0.4219742	0.3883037	0.4220956
500	0.2203541	0.5488790	0.1643575	0.4587386	0.4745264	0.6641953	0.0028893	0.8267878	0.0779576	0.2986593	0.6559311	0.3742326	0.6104740	0.0147540	0.1523652	0.6464728	0.1092306	0.6629762	0.3125193	0.5979139	0.0656270	0.5819449	0.4635216	0.3831382	0.3837698
550	0.2642801	0.2472405	0.2915453	0.3014255	0.5134953	0.5633376	0.0224746	0.7418790	0.1431243	0.1845674	0.6658464	0.3047583	0.5774803	0.0115896	0.4108325	0.6599599	0.0828095	0.6205766	0.2986458	0.6348117	0.1752041	0.5631161	0.4620705	0.5145042	0.6255242
600	0.2651872	0.2820295	0.3128263	0.3372475	0.5999888	0.7952665	0.0238224	0.6533374	0.1931978	0.1870538	0.6707493	0.2114032	0.1964877	0.0170600	0.3857040	0.6684018	0.0840541	0.7387004	0.2657707	0.6432790	0.2733114	0.5475877	0.3967271	0.6301490	0.6966129
650	0.2428239	0.1817504	0.3588605	0.3013587	0.5797122	0.6692139	0.0256568	0.7105210	0.2291342	0.1937350	0.7102063	0.2551687	0.0737621	0.0205568	0.4533413	0.7347128	0.1067787	0.7541122	0.2413046	0.6521621	0.2168218	0.3684854	0.4018668	0.5530933	0.5715131
700	0.1916362	0.1812768	0.3112611	0.3467876	0.5581612	0.6323219	0.0331422	0.6198710	0.1789500	0.2781643	0.7035307	0.3437246	0.0740193	0.0174659	0.6321842	0.6339677	0.1979706	0.6786522	0.4200840	0.5560171	0.3558096	0.3259711	0.3707291	0.5033425	0.6120946
750	0.1659511	0.0933029	0.4904289	0.5178990	0.4215471	0.7388053	0.0311426	0.7494838	0.1884828	0.5186655	0.5960541	0.3415744	0.0485533	0.0073962	0.6545076	0.7321718	0.2548163	0.7140691	0.4676913	0.2771970	0.1962522	0.2279344	0.3297544	0.5980825	0.6123641
800	0.2456509	0.1686454	0.4463405	0.4625381	0.4604800	0.5627928	0.0555767	0.6068383	0.2693033	0.3890900	0.6972602	0.3342771	0.2016021	0.0086885	0.6898254	0.6427405	0.3399518	0.7201674	0.3820818	0.2211683	0.1651253	0.2394062	0.4071669	0.5379508	0.7255072
850	0.2171946	0.1075193	0.4041614	0.3864192	0.5269910	0.5621885	0.0282848	0.6290881	0.3209657	0.3628376	0.5713711	0.4345326	0.2302952	0.0057922	0.6426795	0.7178321	0.1996459	0.7666385	0.5371800	0.3659389	0.1557859	0.2278658	0.3465908	0.6263916	0.6341866
900	0.2180999	0.1692326	0.3266686	0.3940585	0.4910864	0.6642533	0.0461540	0.7142352	0.2709289	0.3575368	0.7541806	0.3568611	0.4112946	0.0110163	0.5872475	0.6465109	0.1552068	0.6890526	0.4804533	0.4614384	0.1325099	0.2994348	0.4012437	0.6581655	0.6190697
950	0.2319760	0.1556713	0.3567045	0.5895262	0.5284253	0.5400024	0.0439036	0.6257778	0.2858064	0.2751782	0.8107669	0.2867655	0.3581408	0.0129534	0.4172234	0.7734023	0.0723623	0.5836946	0.3878712	0.5272881	0.2448219	0.2687609	0.3430172	0.4855950	0.6133073
1000	0.2100674	0.0836473	0.3941454	0.5043722	0.4739380	0.6477809	0.0313279	0.6880100	0.2751385	0.1995880	0.6826244	0.3197272	0.3486134	0.0142708	0.5728116	0.6908196	0.0894686	0.6579007	0.3385149	0.5796811	0.1860710	0.3302152	0.2627957	0.6968160	0.7088832

0	0.2654006	0.1525429	0.3843119	0.3630457	0.5351798	0.7254252	0.0440561	0.5943061	0.3167213	0.3391080	0.6459407	0.3760834	0.2293545	0.0136667	0.6993463	0.6581594	0.1286492	0.7196433	0.4682387	0.5734770	0.3052725	0.2542217	0.3942795	0.6013896	0.7240386
50	0.1397869	0.0493995	0.3434205	0.5195538	0.3707788	0.5644725	0.0631729	0.2906337	0.3946985	0.2761847	0.5484245	0.3323361	0.2622630	0.0103003	0.6368656	0.6616537	0.2757730	0.6159110	0.4276494	0.6848160	0.0302938	0.3865174	0.5826670	0.5992564	0.8439251
100	0.1243185	0.0870594	0.3910170	0.5477440	0.3198098	0.3455080	0.0342835	0.1931181	0.4492330	0.2380544	0.6841938	0.4107409	0.6322619	0.0142976	0.5324220	0.6710055	0.2398928	0.6840137	0.4508797	0.6409838	0.0207124	0.2291198	0.5405916	0.5519731	0.8114655
150	0.1434857	0.0735465	0.3496340	0.5261032	0.4773797	0.3402930	0.0931001	0.1320294	0.3620981	0.1567294	0.6337832	0.3192069	0.7001374	0.0316632	0.4683687	0.7801673	0.2938358	0.5286070	0.3023587	0.5890146	0.0092563	0.4198450	0.5819498	0.5742762	0.7118044
200	0.1261152	0.0499373	0.4148389	0.6032099	0.3334360	0.4491748	0.0454330	0.1507570	0.4449493	0.1208107	0.7315657	0.2054965	0.6763770	0.0296940	0.4331898	0.7289346	0.2801077	0.4292444	0.2236210	0.6684365	0.0020112	0.4722149	0.4994113	0.5607877	0.6933071
250	0.1639194	0.0685585	0.4476720	0.6313743	0.3786595	0.3835107	0.0318009	0.1653738	0.4426634	0.0828379	0.7254134	0.1456306	0.7201391	0.0570993	0.3750350	0.7970548	0.2238896	0.3427077	0.1182901	0.5841908	0.0068253	0.5130754	0.4819560	0.6866633	0.8353467
300	0.1414437	0.0725546	0.4765060	0.6476256	0.4150655	0.3950143	0.0472047	0.1207696	0.4232105	0.0653113	0.7600929	0.1563184	0.6582736	0.0322043	0.3614357	0.6106098	0.2134453	0.4479320	0.1404063	0.7563498	0.0092404	0.5316174	0.5747277	0.6625114	0.7622556
350	0.2006972	0.0755968	0.4292253	0.6217971	0.4358315	0.3361009	0.0477558	0.1298189	0.5100113	0.1026887	0.7104440	0.1254272	0.6251317	0.0399497	0.3539415	0.7335018	0.2799965	0.2690279	0.1613758	0.6159717	0.0175943	0.4569872	0.5359152	0.6562591	0.6657845
400	0.1573845	0.1264266	0.3949770	0.6024413	0.3824746	0.3941412	0.0214549	0.1287508	0.4710800	0.1064654	0.6552299	0.1511035	0.5841887	0.0301301	0.3675152	0.7300595	0.2134449	0.3442066	0.1638361	0.6461365	0.0055228	0.5061955	0.5168533	0.7674015	0.6957108
450	0.1784057	0.1152029	0.5385094	0.3979244	0.5107616	0.3327663	0.0233852	0.1100904	0.3477768	0.1373894	0.7163773	0.2425041	0.6324335	0.0701624	0.3757214	0.7264614	0.1765909	0.3747790	0.1408464	0.7174687	0.0059479	0.4976531	0.4132747	0.6002575	0.6934954
500	0.2054214	0.1166881	0.3824889	0.4227262	0.5507145	0.3979376	0.0388995	0.1729984	0.4522140	0.1193092	0.6925224	0.2149611	0.6022287	0.0519262	0.3497987	0.5853996	0.1968154	0.3735989	0.1111718	0.5815532	0.0026944	0.4401573	0.5535881	0.6332923	0.6238275
550	0.1495978	0.1403788	0.3994251	0.4147427	0.5598165	0.6686455	0.0374666	0.4939756	0.2824487	0.1181706	0.7406658	0.1761098	0.7104296	0.0351545	0.3809364	0.6666497	0.0505335	0.4214506	0.1221342	0.7748570	0.2359349	0.4105066	0.4654238	0.6896673	0.6052276
600	0.1853042	0.1737044	0.4411379	0.4664965	0.4898561	0.6089909	0.0255939	0.6479213	0.2487280	0.1362825	0.6754580	0.1306780	0.4249060	0.0131982	0.4742207	0.6128743	0.0731204	0.4923369	0.1135902	0.6316344	0.2808664	0.4404196	0.3700684	0.8139254	0.5883215
650	0.1409401	0.1431163	0.4675051	0.4286307	0.5581791	0.7858012	0.0242582	0.7188642	0.1883913	0.2034229	0.6021579	0.1783276	0.1923733	0.0237170	0.3801606	0.7528046	0.0485467	0.5848563	0.1582716	0.6805658	0.2498207	0.3696109	0.3566486	0.6396168	0.7585107
700	0.1369723	0.1787089	0.3883422	0.4792272	0.6350825	0.7225144	0.0136053	0.6653794	0.2097626	0.2938633	0.7235189	0.2533886	0.0662002	0.0150248	0.5045643	0.8256663	0.1091956	0.7392437	0.2458348	0.6662152	0.3657174	0.3138333	0.3915474	0.5315224	0.6870153
750	0.1526262	0.1752957	0.3638935	0.4754955	0.5457138	0.6366447	0.0211729	0.6186667	0.1879876	0.4335204	0.6751288	0.3567316	0.0853548	0.0127839	0.6053645	0.8287888	0.1853572	0.6104242	0.3981025	0.4523670	0.2889887	0.3278369	0.4650823	0.6364216	0.5552547
800	0.2048002	0.1462652	0.3114638	0.4175064	0.5456235	0.6743992	0.0035466	0.7119043	0.2408342	0.3134933	0.7151640	0.2854077	0.0851599	0.0189535	0.7642515	0.7276605	0.1545997	0.5602683	0.5683084	0.2859603	0.1593162	0.2586885	0.4584869	0.5097153	0.7733011
850	0.1546947	0.1249058	0.3749544	0.3885885	0.5386180	0.7042663	0.0140848	0.7853960	0.2606630	0.2832264	0.7253124	0.3129123	0.1609647	0.0107791	0.5393278	0.6501059	0.2658138	0.5960407	0.6788666	0.2263181	0.1520064	0.2161266	0.4189620	0.5614502	0.7495621
900	0.1623156	0.0829076	0.3678307	0.4944260	0.5778029	0.7400049	0.0214732	0.7901473	0.2135134	0.3582949	0.6444124	0.2548463	0.3480357	0.0085215	0.6952513	0.6841994	0.2019909	0.6420672	0.5104562	0.3027193	0.1508308	0.2136063	0.4209137	0.6992667	0.7686823
950	0.1702878	0.1229825	0.3393112	0.4113117	0.5042127	0.6681224	0.0412269	0.7684159	0.2426935	0.2792856	0.5921913	0.3931141	0.3611379	0.0055906	0.5650794	0.6920460	0.2004859	0.7177771	0.3345951	0.5236197	0.1830664	0.2565657	0.4846309	0.6315916	0.6160300
1000	0.1826784	0.1165572	0.3137186	0.4391430	0.4766382	0.6788118	0.0426511	0.6663595	0.2002343	0.3447893	0.6265127	0.3454132	0.2603518	0.0204100	0.5696899	0.5444082	0.1000179	0.5349242	0.3291290	0.5482516	0.2716968	0.3595801	0.4171456	0.6514168	0.6264772

0	0.1831985	0.1675642	0.4426771	0.3663198	0.5412897	0.6576189	0.0583323	0.6576818	0.2980007	0.3695743	0.4863671	0.3824568	0.2329114	0.0091541	0.5651235	0.7364611	0.2115085	0.6781012	0.4523645	0.5067483	0.2558623	0.2475952	0.4044351	0.4738146	0.6614700
50	0.1550816	0.1162961	0.4415297	0.5598815	0.4476879	0.6808540	0.0209646	0.6049263	0.2738001	0.2192415	0.1776198	0.2403792	0.5829645	0.3134819	0.5498063	0.6760614	0.1180861	0.6885433	0.3419143	0.6646524	0.0488572	0.3046173	0.7114095	0.5609419	0.6711314
100	0.1936288	0.1440541	0.4967608	0.4792595	0.6885713	0.7570633	0.0046254	0.6614647	0.1830939	0.2395011	0.1464289	0.0891017	0.6145344	0.2442945	0.4435942	0.6162539	0.0912119	0.6783694	0.2165314	0.5766206	0.0267083	0.3472609	0.7580590	0.5416070	0.6043763
150	0.2225090	0.1088091	0.4618750	0.3352971	0.5573705	0.6014359	0.0040493	0.6834130	0.1107646	0.2181087	0.1445870	0.0854710	0.7277928	0.3742239	0.4902945	0.7025079	0.0761100	0.8112846	0.1689648	0.5428585	0.0564019	0.4347695	0.6183462	0.6595293	0.5463586
200	0.2680416	0.1078711	0.4978669	0.4706805	0.4894893	0.7282350	0.0017089	0.6789703	0.1343637	0.1266806	0.1478879	0.0515401	0.6966316	0.2799062	0.4548970	0.6335908	0.0451877	0.7192740	0.1588031	0.6310335	0.0591015	0.4543095	0.5346644	0.6237269	0.6033992
250	0.2250153	0.1310002	0.4896915	0.4486533	0.5403770	0.5654798	0.0007536	0.8159109	0.1292035	0.1791497	0.1274809	0.0414724	0.5949473	0.2763486	0.3629681	0.6838166	0.0351503	0.6527358	0.1182776	0.6565370	0.0650831	0.4435140	0.5989696	0.7322796	0.7315023
