"Time"	G1	G3	G8	G4	G7	G83	G6	G89	G85	G5	G88	G54	G87	G86	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G22	G23	G80	G82	G58	G51
500	0.0283108	0.0496214	0.6570957	0.0885949	0.4990465	0.6523107	0.0645398	0.0477724	0.2539111	0.4157762	0.4130364	0.1773157	0.4156319	0.4702861	0.5544660	0.1854531	0.0153741	0.7163227	0.7329636	0.7706058	0.2602730	0.6749387	0.5147267	0.0280379	0.0677196	0.7217672	0.1492924	0.0019781	0.7226478	0.6133074
550	0.0416135	0.0354489	0.6460507	0.0656231	0.7522307	0.6862872	0.3631832	0.0362178	0.3334102	0.4861783	0.4892656	0.3223654	0.2183357	0.2765173	0.6383551	0.2822160	0.1442982	0.4930190	0.6844114	0.5828411	0.4787282	0.6613849	0.5005235	0.0840171	0.4539336	0.6141816	0.2562463	0.0069015	0.6997995	0.1799094
600	0.0294322	0.0327522	0.7193710	0.0524314	0.6793486	0.6669934	0.2880690	0.0774458	0.4915243	0.3561805	0.3288543	0.2793237	0.1430043	0.2249105	0.5892066	0.2652538	0.0787607	0.4400957	0.7065800	0.6205712	0.3987042	0.6585194	0.4805736	0.1076967	0.6328474	0.6775544	0.2667532	0.0103575	0.6901170	0.1806289
650	0.0208734	0.0349551	0.6929944	0.0432282	0.6796870	0.7712683	0.2670458	0.1358838	0.4626770	0.3190948	0.4990055	0.3624141	0.0894265	0.1787106	0.5529602	0.2489437	0.0947938	0.6625230	0.5206464	0.5624455	0.4873801	0.7103557	0.5853180	0.1318300	0.6602572	0.6825425	0.2581001	0.0084151	0.8071963	0.1897882
700	0.0268813	0.0538635	0.6962513	0.0331512	0.6372976	0.7361773	0.3621502	0.1377560	0.4538074	0.3346526	0.4936134	0.5021954	0.0998201	0.1293503	0.5468935	0.3069795	0.0486021	0.5988076	0.6189233	0.5651159	0.4872460	0.7964342	0.5001481	0.1436924	0.7368502	0.6900084	0.3254635	0.0125519	0.7741121	0.2384893
750	0.1144850	0.0435692	0.5512982	0.0499239	0.7064917	0.6112848	0.5353468	0.2343161	0.5065825	0.3833130	0.2555933	0.3820414	0.1171983	0.0556682	0.7046549	0.2961189	0.0426522	0.6564850	0.6009955	0.6685437	0.5071978	0.7264224	0.5098529	0.1795173	0.7627631	0.6973966	0.3784620	0.0091795	0.7294553	0.3339363
800	0.0165587	0.0244108	0.8039809	0.0569783	0.6760269	0.5713348	0.4276685	0.2500476	0.6281365	0.4039121	0.2713085	0.3242722	0.1301135	0.1123469	0.6372111	0.3004090	0.0652269	0.5725064	0.4700248	0.5521685	0.3933534	0.6649975	0.6234076	0.1651381	0.6934192	0.7424002	0.3119992	0.0096861	0.6816368	0.2116125
850	0.0485566	0.0687939	0.6698166	0.0782546	0.5713897	0.6171250	0.3002976	0.2313928	0.5198635	0.3419357	0.2915831	0.3373960	0.1291102	0.0931630	0.6540355	0.3526236	0.0395370	0.5042014	0.5988650	0.5565484	0.5132155	0.6694607	0.5177571	0.1632382	0.7238932	0.8194508	0.2958193	0.0029856	0.7449665	0.2012617
900	0.0333551	0.0120550	0.6747866	0.0606030	0.6997764	0.5077651	0.5392914	0.2444245	0.7065863	0.3882123	0.2844242	0.3109984	0.1442096	0.1053857	0.5857308	0.3947453	0.0399263	0.5529352	0.5285788	0.5328924	0.3670966	0.6616008	0.5232350	0.1781399	0.8213615	0.7532468	0.2789917	0.0104990	0.8570140	0.2099573
950	0.0231947	0.0222598	0.7366692	0.0637467	0.5890115	0.5292627	0.5707133	0.1613877	0.5239486	0.4081182	0.2612835	0.4057684	0.1986899	0.0857609	0.4977983	0.3376897	0.0685066	0.5631880	0.5466368	0.5151551	0.4497466	0.7696999	0.5837963	0.1448660	0.6032875	0.6969734	0.2643227	0.0024144	0.7493015	0.2315754
1000	0.0404906	0.0339297	0.7005038	0.0531630	0.6962754	0.4870889	0.3693646	0.1555491	0.6127894	0.3913360	0.2733614	0.3945126	0.1431311	0.1711214	0.4614712	0.3903501	0.0691052	0.6485748	0.6077985	0.4778224	0.4682942	0.8331337	0.5795038	0.1442369	0.7138615	0.7217864	0.2560758	0.0078006	0.8251636	0.2441146

0	0.0536466	0.0279901	0.7538726	0.0603344	0.6516655	0.6341542	0.2996691	0.1510574	0.5563624	0.3667798	0.3520031	0.3987553	0.1270374	0.0860234	0.5070697	0.4523069	0.0519514	0.6471344	0.5636203	0.5250731	0.4802501	0.6642469	0.6224746	0.1918171	0.7203955	0.9891581	0.2812121	0.0181706	0.6714393	0.2995240
50	0.0606846	0.0641045	0.6300341	0.0518461	0.3056775	0.6841613	0.1137255	0.1067456	0.5179631	0.3658377	0.3818182	0.2023170	0.1357680	0.3914804	0.1000977	0.3976296	0.0522577	0.5805892	0.7789684	0.1962337	0.5115176	0.8741362	0.4765351	0.5689000	0.7363273	0.6671093	0.3289208	0.0101759	0.9021167	0.1189600
100	0.0198056	0.0448497	0.6584701	0.0616651	0.1309437	0.6960107	0.0920926	0.1007793	0.3712294	0.2544650	0.5185091	0.2439093	0.1686639	0.5553235	0.0284752	0.3364071	0.0312121	0.4733036	0.6899584	0.1440042	0.5333655	0.8009851	0.4908904	0.6752398	0.6644517	0.8270541	0.2923251	0.0024876	0.7854613	0.1320423
150	0.0609487	0.0725502	0.6925281	0.0631509	0.0639561	0.7845880	0.1106594	0.0603048	0.4208241	0.3641668	0.4465367	0.3502370	0.2157813	0.5993134	0.0235333	0.3226802	0.0680013	0.4450734	0.6753838	0.1003281	0.7733847	0.6629491	0.5422599	0.7999076	0.6584527	0.7307999	0.3126712	0.0044453	0.7428955	0.0827239
200	0.0306058	0.0714200	0.5734554	0.0762827	0.0921149	0.6999481	0.1950360	0.0758850	0.3260055	0.2872046	0.5141198	0.2913806	0.0762394	0.6187450	0.0190202	0.3640089	0.0636197	0.5126110	0.5462225	0.1311825	0.6473406	0.8359101	0.4694672	0.7516902	0.7887109	0.7732735	0.3581848	0.0112479	0.7125249	0.1298227
250	0.0333930	0.0217236	0.6534398	0.0947751	0.0559452	0.5544892	0.2845500	0.1481768	0.4913758	0.3271391	0.4515626	0.4215895	0.0611897	0.6192605	0.0185482	0.2785512	0.0515277	0.6077923	0.4672306	0.0503683	0.7347256	0.7941967	0.6992501	0.6455517	0.8700307	0.7626135	0.2808618	0.0036043	0.6890388	0.2164705
300	0.0159638	0.0334382	0.6695436	0.0387662	0.0594544	0.6530514	0.1882725	0.1264701	0.5551011	0.2980438	0.3351782	0.3798874	0.0701331	0.5873061	0.0260244	0.3690466	0.0480966	0.6999702	0.5771075	0.0435970	0.6593617	0.6115273	0.6102629	0.6679450	0.7942273	0.6815216	0.3038029	0.0130256	0.9047048	0.2190002
350	0.0507250	0.0241276	0.6466572	0.0355211	0.0582013	0.6747608	0.3369707	0.1866992	0.5094478	0.3354000	0.3682464	0.3335323	0.1011887	0.6126063	0.0304509	0.2656819	0.0754003	0.6351350	0.5416700	0.1086396	0.8077015	0.8051319	0.4417124	0.8495983	0.6745390	0.8738128	0.2274811	0.0151519	0.8876651	0.2906293
400	0.0763888	0.0386008	0.7657067	0.0250211	0.0494774	0.5337389	0.2354754	0.2062712	0.4260351	0.3697991	0.3370994	0.4401122	0.0804998	0.6528980	0.0129674	0.2866967	0.0256460	0.8286389	0.4530711	0.0899693	0.7306516	0.8435448	0.5414283	0.8091663	0.7219411	0.6477252	0.3406643	0.0102310	0.7295460	0.2898493
450	0.0581973	0.0377088	0.5851928	0.0641481	0.0550383	0.8043755	0.3706025	0.1270617	0.4545833	0.4178439	0.3946713	0.2628319	0.0655457	0.6047423	0.0289648	0.2757093	0.0627859	0.4674456	0.7087398	0.0704950	0.6494192	0.7882713	0.5638535	0.6456884	0.6935258	0.7119383	0.3035894	0.0132759	0.6174817	0.2287542
500	0.0603217	0.0352011	0.6800302	0.0689835	0.0578467	0.6355854	0.3012339	0.0667796	0.5639361	0.3963016	0.3392783	0.3185413	0.0858504	0.6959915	0.0776819	0.2653544	0.0576502	0.6060957	0.6314057	0.0955505	0.7417951	0.8435500	0.5948537	0.6800198	0.5593332	0.5992888	0.4334519	0.0082506	0.6264811	0.1581698
550	0.0332215	0.0685826	0.6944594	0.0612856	0.3760951	0.5776187	0.4560001	0.1408878	0.5708343	0.3135607	0.2382543	0.7276219	0.1332108	0.3642995	0.4216782	0.2733981	0.0444130	0.6088164	0.6637240	0.5574955	0.6589470	0.7543383	0.6563380	0.4325357	0.6629340	0.6935673	0.3879894	0.0120660	0.8661252	0.3196433
600	0.0552487	0.0447309	0.7221657	0.0445844	0.6539833	0.6861668	0.6020794	0.3488586	0.5255046	0.3456176	0.2784339	0.4353651	0.1019632	0.1288826	0.6699197	0.2732779	0.0398940	0.7242866	0.4726860	0.5779331	0.5144997	0.8228142	0.5718443	0.3655112	0.7550803	0.7095385	0.4023594	0.0094809	0.7392483	0.5687781
650	0.0206151	0.0534776	0.6161489	0.0335805	0.5903293	0.4898400	0.4814096	0.3101099	0.5562357	0.3772192	0.2852289	0.4726404	0.1009137	0.0687191	0.4727614	0.2222663	0.0776905	0.8022891	0.5164943	0.6308231	0.5232598	0.7739430	0.5920465	0.2807391	0.6856986	0.7455752	0.4773901	0.0332876	0.6794499	0.5227440
700	0.0218090	0.0400780	0.6124591	0.0614083	0.7112093	0.5198670	0.2698894	0.4302594	0.5670622	0.3868859	0.3363597	0.4204003	0.1173121	0.1123560	0.6166848	0.2919101	0.0518887	0.6865079	0.4776331	0.5611953	0.5477134	0.6972627	0.5045543	0.3018913	0.6158998	0.6558019	0.4132250	0.0206324	0.6186264	0.5442448
750	0.0452119	0.0471305	0.4911813	0.0798240	0.7111232	0.5270790	0.2922118	0.2343904	0.5254248	0.3692108	0.2875890	0.3731417	0.0798716	0.1205685	0.7253737	0.3259457	0.0939775	0.6336580	0.5380523	0.5270439	0.6628481	0.7809224	0.6025258	0.2507250	0.6133043	0.9353437	0.3899684	0.0093425	0.7834228	0.3323518
800	0.0169495	0.0306202	0.6874168	0.0945048	0.6369872	0.5639257	0.3709989	0.2588824	0.5529081	0.3653843	0.2942841	0.3864697	0.0799249	0.0745167	0.6539609	0.2793178	0.0456879	0.6847314	0.6815689	0.5633112	0.4127381	0.7683427	0.5527294	0.2220490	0.6749111	0.7916440	0.2960786	0.0110339	0.7604422	0.3461384
850	0.0163584	0.0329504	0.6674306	0.0410945	0.6625251	0.6064325	0.4975504	0.2428110	0.4450800	0.3490706	0.3009392	0.3791746	0.0614721	0.1106998	0.6078223	0.3444710	0.0976129	0.5374967	0.7750467	0.4600708	0.6092038	0.7303551	0.6144153	0.1592340	0.7066690	0.8674021	0.3918032	0.0156647	0.7155076	0.3117606
900	0.0834743	0.0174385	0.6491266	0.0482121	0.6710809	0.4935895	0.2871323	0.1280079	0.4977205	0.3200007	0.3787216	0.4114068	0.1749943	0.0442180	0.5348179	0.4521452	0.0407668	0.5954312	0.6046530	0.4715399	0.5353493	0.7036030	0.4780428	0.1512762	0.7414742	0.7652503	0.4029461	0.0077389	0.6768496	0.3265134
950	0.0453847	0.0441797	0.7702303	0.0434446	0.5030677	0.6261918	0.1758881	0.2118386	0.5374550	0.3194366	0.4181656	0.4861156	0.0583969	0.0620534	0.5765218	0.3473755	0.0624612	0.5407814	0.6398696	0.6166989	0.5162024	0.7307201	0.5482222	0.2231061	0.6234697	0.8109817	0.3045275	0.0035023	0.6865931	0.3385718
1000	0.0313961	0.0345427	0.7074727	0.0759316	0.6200749	0.6027751	0.2649098	0.2375841	0.3604369	0.2840632	0.5752711	0.4217368	0.0631184	0.0941093	0.6601901	0.1813069	0.0727093	0.5296339	0.5702721	0.5335968	0.5077427	0.6245115	0.5927725	0.2039798	0.6877397	0.9064838	0.3415661	0.0032184	0.6854412	0.2795576

0	0.0370825	0.0396220	0.7320852	0.0537414	0.6084753	0.6578126	0.3062836	0.2315029	0.5788586	0.4577729	0.4336256	0.4087606	0.1338433	0.1069561	0.5537623	0.5203927	0.0441816	0.5511246	0.6364002	0.6068765	0.4809160	0.6786835	0.5697833	0.1709423	0.7620864	0.7328357	0.3070451	0.0175142	0.7625640	0.2613375
50	0.0171393	0.0103693	0.7196269	0.0548540	0.2341159	0.6464105	0.2975450	0.2452408	0.5702843	0.3441268	0.0962012	0.4887946	0.0570960	0.1225570	0.5421640	0.3868941	0.0412779	0.6783766	0.6999728	0.3807176	0.5934826	0.9117551	0.6703548	0.3062724	0.7182169	0.7811838	0.2809620	0.0041878	0.7087953	0.4433947
100	0.0148373	0.0490739	0.6626033	0.0589018	0.1083071	0.5339387	0.2321559	0.3741213	0.5332579	0.2074040	0.0879066	0.4830418	0.1135713	0.0733697	0.5659704	0.2432774	0.0410709	0.6429051	0.4379172	0.5426609	0.6092264	0.8534732	0.5653587	0.3727565	0.6115707	0.6779464	0.3077044	0.0178923	0.8287072	0.4243140
150	0.0241234	0.0264243	0.6916823	0.0913581	0.0419394	0.6139441	0.2841180	0.3141499	0.4719995	0.2464410	0.1370289	0.3820250	0.0860271	0.0671026	0.7972044	0.3240127	0.0340553	0.6967849	0.4822742	0.4246524	0.5960274	0.7702967	0.7655983	0.4271556	0.6814487	0.6380312	0.2772369	0.0189725	0.7794829	0.5301326
200	0.0338371	0.0591944	0.8091616	0.0758170	0.0343708	0.6635530	0.1962134	0.3397798	0.4832945	0.2586430	0.1207803	0.5859103	0.0632553	0.0548042	0.6467870	0.2688098	0.0428212	0.6912169	0.4756762	0.3968603	0.5962112	0.6166083	0.7091170	0.4077041	0.6558949	0.8473190	0.4098480	0.0137761	0.7520018	0.5647555
250	0.0782368	0.0205736	0.6511647	0.0681529	0.0374454	0.8255968	0.1319808	0.4477695	0.3889836	0.2319942	0.1535346	0.6962551	0.0395810	0.0309723	0.6839525	0.2382526	0.0553861	0.6318082	0.4106163	0.3001322	0.5767836	0.5854039	0.7306578	0.5585888	0.6968456	0.8667030	0.2815121	0.0133285	0.7954031	0.4326831
300	0.0230347	0.0167592	0.6318104	0.0454193	0.0573315	0.6666329	0.0817324	0.4274602	0.3956788	0.1690161	0.1765618	0.5262034	0.0280898	0.0371248	0.6422451	0.2371455	0.0577375	0.9464788	0.4657162	0.4567488	0.4458363	0.7206820	0.6817287	0.3421776	0.5771117	0.7513394	0.3169764	0.0127060	0.6376276	0.5581657
350	0.0819294	0.0337793	0.6559732	0.0665833	0.0709870	0.6377252	0.0522047	0.4001772	0.2570315	0.1548859	0.1673903	0.5990684	0.0014888	0.0507178	0.6267606	0.2702563	0.0705238	0.6752920	0.5319642	0.4800463	0.5996975	0.7223199	0.6675876	0.4784569	0.6578677	0.7707137	0.3904592	0.0122145	0.6508424	0.5059047
400	0.0512802	0.0365579	0.7250750	0.0820257	0.0544225	0.7809582	0.1746504	0.4295691	0.2194872	0.2447299	0.1752032	0.4397164	0.0075798	0.0519713	0.7124064	0.1940471	0.0462931	0.6712475	0.4637611	0.4479995	0.5338048	0.6003124	0.5682702	0.4822346	0.6012138	0.6661045	0.3656958	0.0159612	0.7231284	0.5946777
450	0.0349039	0.0359408	0.6458303	0.0529213	0.0375160	0.8338644	0.1904221	0.3202245	0.2091676	0.1788332	0.2583206	0.5395466	0.0114887	0.1046114	0.5996489	0.3115026	0.0501649	0.6407269	0.4212270	0.4895398	0.5585965	0.7153933	0.7408127	0.4627505	0.7634701	0.6915091	0.3436866	0.0070379	0.7398094	0.4389829
500	0.0278888	0.0251107	0.6617229	0.0950011	0.0339408	0.7852243	0.0971466	0.3832275	0.2371238	0.1960828	0.2073915	0.4599830	0.0076721	0.0653572	0.5970655	0.3074062	0.0970014	0.5619608	0.5459304	0.4540083	0.6330237	0.7253148	0.8641238	0.3100403	0.7760065	0.6568738	0.3224281	0.0067475	0.6249065	0.5320567
550	0.0395946	0.0415654	0.5822708	0.0364017	0.3817576	0.6754478	0.1564984	0.3859673	0.2660469	0.2659678	0.4165088	0.4192302	0.0103442	0.0588489	0.6698054	0.1885131	0.0504889	0.6839658	0.5813627	0.5139100	0.5310301	0.6972455	0.5487280	0.3289765	0.6797775	0.6603980	0.3409726	0.0282059	0.6996126	0.5347920
600	0.0402937	0.0257636	0.7638720	0.0570689	0.5027297	0.6557581	0.1344251	0.3026169	0.2341123	0.4389506	0.3836049	0.3505611	0.0154719	0.0497344	0.6288070	0.2194467	0.0603113	0.5425201	0.4216094	0.6658057	0.4945727	0.6570921	0.4859398	0.2893247	0.6840615	0.7406580	0.3680758	0.0104974	0.6974236	0.4758411
650	0.0496615	0.0457469	0.6847808	0.0548646	0.5538356	0.7121104	0.2114471	0.2042018	0.4407444	0.2961518	0.4859230	0.2788268	0.0717399	0.0948273	0.6770080	0.2213621	0.0942872	0.6434532	0.5738408	0.6658964	0.4792405	0.7665176	0.5173392	0.2595376	0.6876004	0.6760760	0.4375646	0.0275006	0.7197451	0.3728439
700	0.0792763	0.0177405	0.6403555	0.0454371	0.6226563	0.7677272	0.1698292	0.1886460	0.3690574	0.2920659	0.4791056	0.2374566	0.0572606	0.0717715	0.6289919	0.1953330	0.0447359	0.6332152	0.5277174	0.6367187	0.4524047	0.7848638	0.4784979	0.2176628	0.6952844	0.7297421	0.3508966	0.0221194	0.7177172	0.1977830
750	0.0446415	0.0470739	0.7400731	0.0624167	0.5868528	0.6402018	0.0989224	0.1662235	0.3637351	0.2704101	0.4097677	0.3654853	0.0721801	0.1386643	0.6714512	0.3809387	0.0647366	0.6875726	0.7153502	0.4508344	0.3936527	0.7492899	0.5439946	0.1769671	0.7013423	0.6669566	0.3150507	0.0289809	0.8537595	0.1506192
800	0.0279913	0.0260276	0.6918009	0.0592769	0.6823211	0.5843543	0.2649377	0.1781929	0.4407036	0.2770517	0.5215010	0.3749285	0.0459154	0.1077019	0.6717631	0.3234084	0.0407513	0.6006834	0.5970158	0.5714603	0.4637344	0.6194731	0.6297798	0.1854186	0.8663642	0.7814157	0.3352198	0.0275201	0.8454133	0.2692680
850	0.0302985	0.0223128	0.7379118	0.1237713	0.7174773	0.6140011	0.4498717	0.1835556	0.3313259	0.3418023	0.3784914	0.3815649	0.0450946	0.0488328	0.6552703	0.2951622	0.0344280	0.7404726	0.4999596	0.5376693	0.5523609	0.8147234	0.6189036	0.1394392	0.8297069	0.7092588	0.2982426	0.0146048	0.8217868	0.2701341
900	0.0364666	0.0258686	0.6011109	0.0696065	0.6284432	0.6579638	0.5858685	0.2038074	0.4208159	0.4514070	0.2462063	0.4204382	0.1216870	0.1015052	0.6578675	0.3494094	0.0714749	0.4885520	0.4936275	0.5213622	0.4648514	0.7151821	0.5576305	0.2107642	0.6001127	0.5425480	0.3881154	0.0065471	0.7592446	0.3012383
950	0.0277059	0.0480078	0.6344470	0.0906433	0.6627379	0.4925645	0.4680038	0.2628742	0.6391797	0.3951682	0.2962430	0.4243217	0.1206183	0.1058573	0.5886912	0.3122590	0.0376362	0.6944870	0.5309713	0.6556307	0.5202952	0.7102925	0.5399609	0.1857868	0.6824552	0.7172634	0.3257767	0.0264551	0.9019850	0.3309410
1000	0.0433022	0.0489211	0.7067518	0.0530517	0.6476447	0.6872257	0.4191657	0.1369587	0.6616792	0.4777663	0.3265912	0.2668824	0.1738895	0.1258633	0.5271494	0.4482987	0.0482919	0.5422695	0.4694634	0.6838564	0.4271214	0.7061362	0.5593573	0.1512761	0.8902723	0.7674620	0.5359459	0.0075059	0.9003892	0.2420148

0	0.0388847	0.0291518	0.7999458	0.0608928	0.7072823	0.7202487	0.3649406	0.1639284	0.5755244	0.3420240	0.4090607	0.3958243	0.1353461	0.0652947	0.6420144	0.3137098	0.0605521	0.6560096	0.5360799	0.4992560	0.5038963	0.7345116	0.5490940	0.1546227	0.8050940	0.7849816	0.3726815	0.0133895	0.7617941	0.2690882
50	0.0002008	0.0232920	0.7220890	0.0429942	0.6863006	0.5923829	0.5746205	0.2668598	0.4711120	0.3778544	0.3872992	0.4154961	0.1316761	0.0417065	0.5845382	0.3757414	0.0494443	0.6466527	0.5354967	0.5396962	0.6232046	0.7214270	0.5102414	0.3449766	0.6966757	0.5931206	0.3535825	0.0069703	0.6373947	0.5631391
100	0.0001470	0.0606702	0.8790184	0.0620047	0.7444940	0.5036284	0.7201020	0.2519069	0.7510479	0.4366044	0.2372104	0.5010894	0.1388287	0.0794448	0.5510967	0.3778772	0.0715909	0.6313910	0.6368659	0.4953676	0.6155697	0.8031972	0.5226814	0.2718865	0.6072642	0.7316535	0.3584107	0.0056275	0.7107731	0.4969719
150	0.0011397	0.0264895	0.7228990	0.0300875	0.7580407	0.5441400	0.8693332	0.2989419	0.5410941	0.4798618	0.2086343	0.4639329	0.1469856	0.0862565	0.4973363	0.4227670	0.0920991	0.6879360	0.4290198	0.4926257	0.7403874	0.8016225	0.6490371	0.3420984	0.6634626	0.6529767	0.4751726	0.0045970	0.7342389	0.6197148
200	0.0021851	0.0408259	0.6755440	0.0340502	0.7992090	0.3339045	0.7492398	0.2451667	0.7117669	0.5639503	0.1612300	0.3591138	0.1833567	0.0573318	0.5016715	0.4565251	0.1089894	0.6223792	0.6241098	0.3943026	0.6984421	0.7125233	0.6288254	0.3412281	0.6674100	0.6451658	0.4248205	0.0088873	0.7448118	0.7295011
250	0.0006770	0.0170658	0.5700043	0.0446152	0.8317448	0.3795967	0.7658486	0.2887888	0.7541030	0.5245107	0.2985551	0.4900284	0.1952126	0.0460005	0.4602753	0.4814937	0.0660199	0.6386652	0.5701829	0.5788560	0.7020623	0.7430799	0.6167290	0.2515151	0.6891993	0.6981815	0.3332462	0.0176534	0.8315233	0.8322039
300	0.0056897	0.0082852	0.5858649	0.0598834	0.7472833	0.3391679	0.7694293	0.3868541	0.7493218	0.5103284	0.1825155	0.4443313	0.2067876	0.0611966	0.5887026	0.4008944	0.0496742	0.6183833	0.4634708	0.3757324	0.6623866	0.7165314	0.5317250	0.3141971	0.7072930	0.6934374	0.3431475	0.0067680	0.7493171	0.6579786
350	0.0004302	0.0173533	0.6766222	0.0329108	0.6639230	0.3499662	0.6810009	0.4643552	0.6710933	0.4146099	0.1817057	0.5413833	0.1978585	0.0294405	0.4625252	0.4079767	0.0530195	0.6668301	0.5049488	0.4314912	0.6626900	0.8877867	0.5413274	0.3385629	0.6751229	0.8067447	0.3806236	0.0066662	0.7700519	0.7958717
400	0.0002670	0.0589462	0.7642212	0.0713319	0.7698966	0.2720226	0.7368049	0.3577120	0.7110980	0.4567529	0.1611627	0.4677304	0.2014827	0.0662522	0.4431643	0.4179825	0.1012724	0.7787896	0.6589226	0.5000513	0.7183176	0.7013942	0.4891265	0.3643982	0.7849984	0.7506532	0.3966930	0.0005204	0.9334829	0.6853584
450	0.0001520	0.0614183	0.6196371	0.0710570	0.7282082	0.3517634	0.6933400	0.3033610	0.6460614	0.5739125	0.2021870	0.4384821	0.1954421	0.0623790	0.4573019	0.4106664	0.0980806	0.6709576	0.4556815	0.5450542	0.6629362	0.7923523	0.4975409	0.2605588	0.8100437	0.6505867	0.3312217	0.0098012	0.7375757	0.7021746
500	0.0002870	0.0118891	0.5857807	0.0278508	0.6999276	0.3334524	0.7231690	0.3707866	0.5859126	0.4819173	0.1698685	0.4956862	0.2618962	0.0904334	0.3941576	0.5186852	0.0645314	0.6342754	0.4277539	0.3847914	0.7044925	0.7645630	0.5128378	0.2986448	0.6437949	0.8537505	0.4227737	0.0054138	0.7827233	0.5281780
550	0.0488160	0.0168570	0.6812897	0.0602469	0.8104478	0.2829925	0.8152694	0.2467008	0.6338255	0.4561228	0.1667535	0.4925826	0.2581592	0.0769876	0.4533951	0.4228004	0.1077653	0.6757666	0.4634174	0.4957338	0.5987706	0.6662312	0.4715139	0.2450543	0.7464809	0.6776262	0.4011842	0.0011140	0.6800005	0.4872769
