"Time"	G1	G10	G2	G20	G17	G16	G4	G9	G11	G18	G94	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G15	G12	G13	G14	G41	G50	G52	G53	G51	G21	G22	G55	G42	G44	G39	G49	G40	G54	G45	G47	G43	G61	G72	G67	G57	G48	G95	G8	G60	G59	G99	G58	G79	G82	G83	G81	G89	G84	G80	G88	G91	G90	G75	G78	G77	G86	G85	G69	G93	G92	G87	G68	G27	G96	G97	G63	G26	G25	G23	G24	G62	G76	G71	G74	G31
450	0.5611205	0.1029620	0.0317929	0.2184311	0.4565053	0.0022090	0.5516063	0.0510020	0.6098887	0.4813116	0.4930393	0.8413124	0.4873088	0.2379986	0.2111761	0.6287463	0.6433576	0.5711036	0.6386680	0.7323230	0.3289732	0.2111101	0.4961358	0.2684858	0.7370471	0.6504877	0.3422581	0.3722785	0.6083406	0.0869877	0.4001435	0.6699730	0.1042782	0.5942184	0.4522404	0.0995684	0.5879075	0.1941524	0.6150740	0.7936265	0.6355732	0.5339801	0.7963931	0.6020893	0.2441532	0.2666305	0.1822242	0.7007321	0.4861657	0.0513537	0.7635595	0.6540462	0.0080914	0.4599570	0.0804197	0.5865617	0.4826627	0.1392050	0.7240226	0.1318331	0.3574999	0.5095452	0.0601778	0.5615624	0.8504600	0.0642877	0.4940667	0.1772501	0.6648046	0.4905037	0.0526397	0.1336272	0.4064314	0.0625720	0.6878172	0.4597142	0.0284091	0.0010391	0.5830770	0.4214740	0.4669811	0.0168873	0.0173944	0.8070149	0.4459141	0.7497951	0.3867359	0.3096336	0.1182105	0.6154368
500	0.3988829	0.0689636	0.0439788	0.3241799	0.3947764	0.0008229	0.7210552	0.0554656	0.7613715	0.5058136	0.6583669	0.8207323	0.5031704	0.2577589	0.1462322	0.6576446	0.6375648	0.5741732	0.7611638	0.5908468	0.2740588	0.2770587	0.5726993	0.1816043	0.5155238	0.5472423	0.3284648	0.4440435	0.7328808	0.0921457	0.4369358	0.7375898	0.0617128	0.5391650	0.4667544	0.1161351	0.4529691	0.1991354	0.5579392	0.6993365	0.7478347	0.4891534	0.6873743	0.5200156	0.2901729	0.2253232	0.1406707	0.8459314	0.4463008	0.0163831	0.5639583	0.7277471	0.0191508	0.4133467	0.1102323	0.5276810	0.4299224	0.0730671	0.5366820	0.1324384	0.4797582	0.5611599	0.0662595	0.6429149	0.6315211	0.0695237	0.4451768	0.1896852	0.5491918	0.5435322	0.0361213	0.1221010	0.4651154	0.0759625	0.8039930	0.3485861	0.0298869	0.0001272	0.8213441	0.4483339	0.4474417	0.0277391	0.0111311	0.7296517	0.3709145	0.6185878	0.2900294	0.3014016	0.1005251	0.6757793
550	0.2641866	0.0671054	0.0417500	0.2461185	0.3500392	0.2114514	0.8335440	0.0840662	0.7160554	0.3291854	0.7023264	0.6631293	0.4507111	0.2655432	0.2171805	0.7329752	0.7142042	0.7027413	0.6702933	0.6796993	0.5508469	0.2686914	0.5855955	0.1695362	0.6149042	0.5598669	0.3783846	0.3975497	0.7396773	0.0920772	0.4227143	0.6302583	0.0606400	0.5687541	0.4371740	0.0674038	0.2990330	0.2739001	0.5451926	0.8325294	0.5960676	0.5555956	0.6239109	0.4749623	0.3709927	0.2290181	0.2169397	0.8145257	0.6105358	0.0258283	0.6811867	0.6771264	0.0196770	0.4480857	0.0566436	0.7726038	0.1853912	0.0874247	0.6990334	0.1726829	0.4897127	0.8408377	0.0549428	0.6426015	0.4600892	0.1742821	0.5243510	0.1600997	0.3593000	0.3706626	0.0681691	0.1854937	0.3805905	0.0394213	0.5490558	0.4110461	0.2478511	0.0000086	0.6235758	0.2837041	0.4282923	0.1268768	0.0138486	0.6840324	0.4698378	0.7078276	0.4219988	0.3103700	0.1392368	0.5744605
600	0.2980380	0.0670495	0.0610143	0.1669052	0.2985603	0.2908377	0.5935917	0.0678541	0.7136307	0.2494660	0.7190446	0.7901476	0.4202584	0.2290625	0.1645711	0.6157667	0.6015600	0.7598462	0.7432011	0.7670349	0.5681581	0.1570166	0.6282301	0.2769938	0.6916143	0.6133115	0.4519391	0.3704364	0.8178908	0.1148202	0.3053408	0.7044715	0.0915890	0.6794993	0.4353695	0.0967165	0.2420625	0.4012910	0.5567817	0.7722878	0.6134202	0.5912913	0.6772641	0.4217566	0.3197655	0.3451702	0.1070214	0.7331373	0.5822996	0.0141066	0.6772828	0.6137343	0.0151242	0.4775838	0.0624363	0.6358808	0.0740497	0.0881356	0.8027051	0.1558216	0.5117161	0.5308825	0.0220870	0.6476944	0.4023799	0.2337221	0.4439478	0.1957963	0.3497405	0.5140425	0.0682793	0.1372972	0.3250821	0.0687108	0.5692860	0.3712864	0.3428107	0.0002749	0.7348895	0.2384007	0.3494408	0.1108160	0.0522081	0.6414061	0.3054155	0.7082505	0.3798073	0.3642968	0.1629632	0.7375939
650	0.3839902	0.1116279	0.0403841	0.0882236	0.3760358	0.2780071	0.7364362	0.1315654	0.6176941	0.2320070	0.7305281	0.7486668	0.4194076	0.1744379	0.1885317	0.5675454	0.7352577	0.7529633	0.6804722	0.8364937	0.4445395	0.1132983	0.6297569	0.2991223	0.5498457	0.6417383	0.4221102	0.3554640	0.6704709	0.1343930	0.3231902	0.7093842	0.0882575	0.5442339	0.5323885	0.1048707	0.3139170	0.3794863	0.6393602	0.5927366	0.7287077	0.4832012	0.5635162	0.5452269	0.2951246	0.2428515	0.0658692	0.8168195	0.4552152	0.0136378	0.6585946	0.8213260	0.0159268	0.5635346	0.0360557	0.7925854	0.0423878	0.0723214	0.7053524	0.2061914	0.4342777	0.6494740	0.0226084	0.6287127	0.4273231	0.1926306	0.4803304	0.1948584	0.3733052	0.5670669	0.0457781	0.2060718	0.4302588	0.0236239	0.5090488	0.4340572	0.4144294	0.0007025	0.7462905	0.2585706	0.4516585	0.1141193	0.0143157	0.6139207	0.4692267	0.5644777	0.3236958	0.4237907	0.1760850	0.7545222
700	0.5121340	0.1175417	0.0362404	0.1436450	0.3423498	0.2204233	0.7775983	0.1294443	0.5992919	0.2524417	0.6841828	0.6777598	0.2998792	0.2385895	0.1557735	0.7768471	0.7030295	0.7018829	0.7099397	0.6917647	0.5012973	0.0995529	0.7262781	0.2480703	0.4861146	0.6565352	0.2957665	0.3128984	0.5628670	0.1343625	0.2249244	0.7993770	0.1035224	0.6994266	0.6985329	0.1101829	0.3193778	0.1931519	0.6286703	0.8066478	0.6479797	0.6424020	0.5759982	0.4667706	0.3107766	0.3842796	0.0614465	0.7977482	0.5836162	0.0191603	0.6687518	0.8251536	0.0173082	0.6347466	0.0079391	0.6328509	0.0156893	0.1236956	0.6964287	0.1841723	0.4480666	0.5629984	0.0283767	0.6293203	0.3248224	0.2408399	0.4783333	0.1616197	0.4466288	0.3137582	0.0482053	0.1694353	0.4327218	0.0848745	0.5276291	0.3966236	0.3737796	0.0005892	0.7073871	0.3080210	0.5028770	0.1003187	0.0192654	0.6752008	0.4964343	0.4622524	0.3435651	0.3281432	0.1333144	0.5808386
750	0.3423999	0.0952571	0.0493487	0.0817596	0.4341169	0.2684356	0.6730389	0.0940130	0.6768983	0.1842124	0.6267706	0.7426171	0.3685320	0.2477043	0.1623738	0.8480639	0.6909486	0.7317770	0.6384711	0.6078431	0.6178660	0.0969448	0.6801682	0.2872370	0.5145068	0.7258504	0.3796170	0.3115324	0.7152437	0.1866637	0.3324504	0.8544298	0.1401836	0.6215482	0.5953304	0.0863499	0.2974388	0.1592164	0.6944488	0.6816620	0.7338185	0.4996297	0.7899702	0.5325374	0.2505578	0.1916452	0.1684495	0.7799208	0.4546456	0.0270434	0.5784536	0.7240552	0.0147487	0.4259633	0.0215404	0.7073767	0.0228045	0.0928011	0.6642861	0.1879449	0.4657771	0.5503074	0.0190920	0.8184433	0.4291918	0.3241253	0.3947266	0.1485897	0.4902762	0.4155602	0.0642954	0.1583085	0.3635276	0.0640525	0.5821845	0.4092506	0.3518853	0.0000696	0.6383390	0.3059398	0.4446794	0.0612761	0.0218774	0.8144405	0.4873268	0.7034310	0.3078575	0.3140236	0.1643261	0.8014559
800	0.3395764	0.1229569	0.0757718	0.0737640	0.3371784	0.3045985	0.7583193	0.0915066	0.7727694	0.2063148	0.7234324	0.8244392	0.3489604	0.3097959	0.1658761	0.7506776	0.6163442	0.7753490	0.6671425	0.6939731	0.5705550	0.1333716	0.6524035	0.2396974	0.6659950	0.6873385	0.4663329	0.3824373	0.6968040	0.2193264	0.3503212	0.7865944	0.0939874	0.5710119	0.5687841	0.1270571	0.3144197	0.2378741	0.5998668	0.6347495	0.6865279	0.5356102	0.6494427	0.5088193	0.3085979	0.2557262	0.0900063	0.5722400	0.4717722	0.0182123	0.7996373	0.6373182	0.0231733	0.4437796	0.0065867	0.7327823	0.0301528	0.0913232	0.6324241	0.1537486	0.4193755	0.6879403	0.0205725	0.6613871	0.3495806	0.2553857	0.4454747	0.1400353	0.3143464	0.4402718	0.0418952	0.1623857	0.5056408	0.0693508	0.5291300	0.4481218	0.3882486	0.0001492	0.7888353	0.3189554	0.4456126	0.1402080	0.0317873	0.6621670	0.4628434	0.7288867	0.3862054	0.3528012	0.0974797	0.5730743
850	0.3207236	0.0923628	0.0762227	0.0518803	0.3542493	0.2312501	0.7126665	0.0704467	0.6653468	0.1939781	0.5696725	0.6174012	0.3261738	0.1735204	0.1825471	0.6095923	0.6333568	0.6321760	0.6276649	0.6885465	0.5410172	0.1375016	0.6354313	0.2918781	0.6886337	0.6336208	0.4845576	0.4769500	0.7633168	0.2088730	0.2974086	0.6871470	0.1359232	0.5609705	0.4414065	0.0992249	0.2043135	0.3156121	0.6827930	0.7603282	0.7572610	0.6153191	0.5377329	0.4861500	0.3160736	0.2552747	0.1109758	0.7961676	0.4202695	0.0083692	0.5759149	0.6440712	0.0101267	0.4926870	0.0000000	0.6637331	0.0170658	0.1011001	0.5642575	0.1245193	0.3999118	0.7525927	0.0207116	0.7650415	0.3090004	0.2747788	0.4628829	0.1877437	0.3651471	0.3574735	0.0651858	0.1826268	0.3467903	0.0262153	0.3990443	0.4404542	0.3604093	0.0000327	0.6128668	0.3388752	0.3629800	0.1510155	0.0333213	0.6764991	0.3178643	0.8092100	0.3459507	0.4207156	0.0983128	0.7537280
900	0.4003610	0.1354557	0.0946873	0.0650337	0.3348359	0.2599553	0.6588591	0.1424838	0.7405602	0.1750832	0.7681056	0.6487893	0.3675917	0.2550908	0.1004559	0.7435243	0.7354167	0.7719067	0.6934708	0.6133043	0.4834892	0.1670502	0.6132698	0.2997025	0.6918567	0.5911022	0.3382307	0.4115275	0.6475191	0.0911603	0.2970944	0.6964104	0.1097650	0.5788988	0.5563546	0.1278460	0.2892898	0.2946755	0.7069239	0.7937650	0.6103378	0.6383952	0.5585692	0.4279644	0.2549893	0.2619617	0.0992766	0.7848983	0.4889909	0.0149133	0.6272584	0.6686197	0.0069733	0.4880921	0.0010166	0.7755784	0.0411745	0.0906028	0.6132406	0.1410647	0.5489732	0.7392811	0.0302358	0.7271734	0.3290087	0.2371553	0.4822017	0.1754124	0.2951377	0.3815498	0.0581989	0.1033775	0.3719217	0.0376853	0.4736741	0.3405581	0.3949973	0.0003138	0.7420253	0.2264434	0.4971579	0.0915672	0.0269873	0.7929425	0.3457141	0.5445528	0.3787119	0.4451695	0.1393259	0.7169781
950	0.2474912	0.1093700	0.0548369	0.0314784	0.4009786	0.2869182	0.5753647	0.0943291	0.6199416	0.1877639	0.7414183	0.6102222	0.3227345	0.2382882	0.2311172	0.7639685	0.6327986	0.7369769	0.7776474	0.5766631	0.5342993	0.1200432	0.5895216	0.2865433	0.7280796	0.7539102	0.4161754	0.3550815	0.7036443	0.1091616	0.3201658	0.8058877	0.0978931	0.7377965	0.5114333	0.0877589	0.3357961	0.2367795	0.5678147	0.6781312	0.5565629	0.6113809	0.6396481	0.4738282	0.3232443	0.1934624	0.1215489	0.7499349	0.5331857	0.0222345	0.6501530	0.6461316	0.0050760	0.5495285	0.0028059	0.7287671	0.0329644	0.0519741	0.8824107	0.1764446	0.3986203	0.5926312	0.0348998	0.6992514	0.5035879	0.2736515	0.5661786	0.2278604	0.3279608	0.3933611	0.0468799	0.1301467	0.4598214	0.0590625	0.4534212	0.3937518	0.4247948	0.0000000	0.7946924	0.1831450	0.4785499	0.1358061	0.0544786	0.6266919	0.4362390	0.6721117	0.3103522	0.4474621	0.1016981	0.7503863
1000	0.2599270	0.0683222	0.0268261	0.1335191	0.4022039	0.3540799	0.7270653	0.0688131	0.7033745	0.2632006	0.7651698	0.6764034	0.3407484	0.2653343	0.2002716	0.7412010	0.8531737	0.5519184	0.7553568	0.7161476	0.6727994	0.0728655	0.5339813	0.3075545	0.5451718	0.7951224	0.3541217	0.3605419	0.5355253	0.1633163	0.4762751	0.7233516	0.1062930	0.6609478	0.6708934	0.1292772	0.3708864	0.2116613	0.7247958	0.6968510	0.6307947	0.5248889	0.5298760	0.5507357	0.3393338	0.3027923	0.0864201	0.6713687	0.4878736	0.0190993	0.6761286	0.7197928	0.0047558	0.4666752	0.0052056	0.6972383	0.0267257	0.0813485	0.7360969	0.1649983	0.3557464	0.6581977	0.0592441	0.6165898	0.3969461	0.3246624	0.4912001	0.1338452	0.3830821	0.3770202	0.0597051	0.1241985	0.4001645	0.0622579	0.5188659	0.4324563	0.3966798	0.0002435	0.6694085	0.2020571	0.5683473	0.0817749	0.0564956	0.7404158	0.4927153	0.6561270	0.3074053	0.4441573	0.1343869	0.7093484

0	0.3465667	0.1113655	0.0706941	0.0758353	0.3737109	0.2802755	0.7251894	0.0762532	0.7300665	0.2161404	0.7123781	0.6383673	0.3183637	0.2102526	0.1649568	0.7496328	0.8666977	0.6298370	0.7359992	0.6797232	0.6015591	0.0749989	0.6718322	0.3722543	0.6624143	0.6104817	0.3199466	0.5282958	0.7595458	0.1165523	0.2974616	0.6388845	0.1004141	0.5430885	0.5666359	0.1468272	0.3898975	0.2043746	0.6484638	0.5529308	0.6430709	0.4713370	0.6289780	0.6751625	0.2775435	0.2835604	0.1922296	0.6451372	0.5038341	0.0271179	0.6425085	0.6760725	0.0060103	0.5302800	0.0069626	0.7514204	0.0168336	0.0634195	0.7902794	0.1890691	0.4330826	0.6048635	0.0451104	0.5537732	0.5136607	0.3013775	0.4018920	0.1214986	0.4686554	0.6463632	0.0501612	0.1316421	0.3264272	0.0458074	0.5243573	0.4638282	0.4550961	0.0000871	0.7510890	0.2746416	0.5825983	0.0556540	0.0210808	0.6923874	0.5048695	0.6347205	0.5295093	0.3125286	0.0952701	0.7000555
50	0.3361817	0.1079622	0.0181901	0.1152351	0.2017384	0.2806641	0.7900260	0.0870067	0.6788505	0.2516834	0.1561071	0.7169183	0.1284636	0.2339062	0.1665883	0.2762417	0.8676659	0.6268056	0.7596419	0.4997997	0.1936332	0.0799486	0.7613527	0.3876790	0.5525301	0.6266455	0.4442249	0.4011111	0.7079119	0.3588896	0.3851301	0.6315213	0.0966672	0.5615561	0.5598305	0.2118410	0.3886509	0.1792011	0.6221496	0.6181655	0.6764641	0.5725823	0.5921370	0.6104747	0.3792961	0.2189338	0.2791396	0.6581266	0.6201465	0.0142428	0.6189433	0.7160899	0.0104266	0.5188961	0.0015211	0.6212595	0.2854595	0.0717855	0.6152904	0.1619543	0.3876659	0.7480115	0.4851592	0.6139325	0.4738638	0.2416955	0.4074154	0.0738878	0.5181097	0.3486119	0.2996344	0.0593944	0.5554309	0.0691695	0.5912121	0.4645802	0.4436537	0.0000119	0.7277406	0.6216992	0.5137655	0.1493587	0.0535416	0.2571101	0.4645687	0.5573024	0.3420021	0.3158359	0.1788840	0.7400377
100	0.2421645	0.0858654	0.0131808	0.0818088	0.1756756	0.2363643	0.7107855	0.0799720	0.6592521	0.1885923	0.0362550	0.6366593	0.0489384	0.2112753	0.2001584	0.1681336	0.7804944	0.6954736	0.7226183	0.3287695	0.0801367	0.2376026	0.6413724	0.2321283	0.7108239	0.6395511	0.3759246	0.3680821	0.7416798	0.3937957	0.5174127	0.7730534	0.0354892	0.5840918	0.5253718	0.1062734	0.4046421	0.1620624	0.5218738	0.6799155	0.6605861	0.4644059	0.6503470	0.5457107	0.3234772	0.2902428	0.2059323	0.7468527	0.5639995	0.0429819	0.6800514	0.6597088	0.0139740	0.4776360	0.0121254	0.7144356	0.4212922	0.1006235	0.6726393	0.2677518	0.4837889	0.6299043	0.5116528	0.8460910	0.5103915	0.2365337	0.4727773	0.0048113	0.5232131	0.4597511	0.2844741	0.0785688	0.5907176	0.0860474	0.5179800	0.4187618	0.3461855	0.0009076	0.7416983	0.7071443	0.4736804	0.0786277	0.0363889	0.2043031	0.3462521	0.5638525	0.3239101	0.3426036	0.2077741	0.6869512
