"Time"	G1	G3	G8	G5	G4	G22	G83	G7	G6	G85	G86	G87	G54	G88	G89	G30	G29	G35	G100	G99	G32	G19	G18	G20	G81	G23	G80	G82	G51	G31	G58	G50	G78	G94	G95
1000	0.0439463	0.0249021	0.8575081	0.6481599	0.0843592	0.9099693	0.0373214	0.9109475	0.7379160	0.0615394	0.7342411	0.5192868	0.0739249	0.6957683	0.4023683	0.4437863	0.1556003	0.6021038	0.6419561	0.0021282	0.6115082	0.2358302	0.6820569	0.7815278	0.0029820	0.5699615	0.0978244	0.3415290	0.0197821	0.3788375	0.6282592	0.0557754	0.3424632	0.7440265	0.5714689

0	0.0748253	0.0197738	0.7380750	0.6164489	0.1318453	0.7914259	0.0572920	0.8326311	0.6040417	0.1174936	0.6541691	0.4654838	0.0734785	0.7678800	0.4108688	0.3781133	0.1980860	0.7963128	0.7100829	0.0041807	0.7112398	0.3114783	0.8170030	0.5351165	0.0053449	0.4246440	0.1056522	0.3832919	0.0054318	0.2921080	0.6992224	0.0365688	0.3158178	0.7116572	0.6252860
50	0.0175724	0.0316093	0.3503504	0.6108293	0.2266641	0.7901601	0.0489711	0.8338965	0.6828532	0.5180413	0.7613820	0.5302310	0.0913610	0.7221266	0.4038567	0.4310927	0.1401192	0.4682578	0.5769461	0.2347528	0.7217217	0.3292839	0.6579826	0.7520987	0.5566122	0.4698120	0.1657480	0.2676118	0.1654876	0.3220526	0.6382551	0.0184093	0.3253166	0.6826414	0.8346240
100	0.0068967	0.0106520	0.2833530	0.8720686	0.4153570	0.7921701	0.0426032	0.7875751	0.7463245	0.6205602	0.7128986	0.3805981	0.0507265	0.6161196	0.3117212	0.5254823	0.2035932	0.4860549	0.6011018	0.4732337	0.7897113	0.2907283	0.7717459	0.7345259	0.4714032	0.4707650	0.1314045	0.2039961	0.1931901	0.3339128	0.7425239	0.0547969	0.4127777	0.6063154	0.7509013
150	0.0018209	0.0090978	0.2174964	0.7250155	0.3524118	0.6902683	0.0290681	0.7164822	0.6668207	0.6729809	0.6114573	0.5576036	0.0611770	0.5213131	0.3865767	0.4967239	0.2331025	0.5684728	0.6524594	0.3574441	0.6660759	0.3193598	0.6736450	0.6939848	0.5557726	0.4092141	0.1559948	0.1326974	0.2425921	0.2994414	0.8444729	0.0516298	0.3898758	0.7315264	0.6125268
200	0.0008246	0.0005795	0.1950063	0.7078540	0.4376842	0.6802014	0.0253391	0.6893594	0.6869051	0.6395247	0.7004716	0.3117270	0.0556704	0.8138449	0.3246691	0.5116597	0.1118698	0.7431337	0.7131574	0.3215334	0.7132936	0.2820596	0.8881369	0.6089807	0.5312209	0.4844845	0.1746597	0.1447130	0.2101738	0.3910074	0.7792970	0.0517882	0.3176982	0.6940963	0.7700897
250	0.0004704	0.0062779	0.2545821	0.7398399	0.3441899	0.6605089	0.0095081	0.6999938	0.6698904	0.6619754	0.8038588	0.4302702	0.0471276	0.6675422	0.3804913	0.6076148	0.1152022	0.7095723	0.5908317	0.3272089	0.7529992	0.2850887	0.8819138	0.6368513	0.6601591	0.3095119	0.1225523	0.2127690	0.2154445	0.3933264	0.7313849	0.0690575	0.3203145	0.7624677	0.7855703
300	0.0002440	0.0099838	0.2068858	0.8565963	0.3815021	0.7293625	0.0280897	0.6946617	0.6820651	0.7160927	0.6065304	0.5014213	0.0654312	0.5025952	0.3256521	0.5317670	0.1332719	0.6990761	0.7556836	0.3986150	0.7528525	0.4071914	0.5860130	0.5826589	0.5432826	0.4763779	0.1367534	0.1110620	0.2044467	0.4142178	0.8892865	0.0173547	0.3992500	0.5661162	0.5768984
350	0.0000172	0.0139663	0.1901238	0.7680016	0.3135646	0.7091613	0.0109945	0.6767401	0.8217010	0.7086929	0.6060859	0.5010361	0.0452646	0.6522498	0.3013483	0.5722627	0.1313145	0.7555637	0.6815396	0.3616487	0.6527681	0.3560133	0.7880837	0.6436429	0.6266811	0.5084128	0.1445951	0.1958103	0.2892912	0.2991868	0.7344127	0.0227594	0.3389321	0.6079730	0.8327502
400	0.0001391	0.0208400	0.1986518	0.7927264	0.2981677	0.7271820	0.0139255	0.8480683	0.7302559	0.7490987	0.6475603	0.4872667	0.0610551	0.6807343	0.3476209	0.4753270	0.2723688	0.7988640	0.6168418	0.2929250	0.7387756	0.2834443	0.6925539	0.8263829	0.6641891	0.4745882	0.1217463	0.1636420	0.2012552	0.3965192	0.7151829	0.0224128	0.3065527	0.6687233	0.8493626
450	0.0002652	0.0119905	0.2953697	0.7443880	0.3506422	0.7671499	0.0362368	0.7334927	0.7233207	0.7061743	0.6801973	0.4394307	0.0651623	0.7140460	0.3821134	0.4752599	0.1702728	0.7317822	0.7694821	0.4548959	0.7021825	0.3057221	0.7156848	0.7434598	0.5540594	0.4491418	0.1744327	0.2128834	0.2427275	0.2406101	0.6981055	0.0652917	0.3318740	0.7302890	0.7024925
500	0.0005568	0.0060929	0.2111531	0.7125476	0.3174850	0.7419298	0.0091122	0.7287305	0.8110767	0.6111952	0.6973970	0.4699764	0.0875434	0.6547247	0.3630175	0.4343443	0.0940904	0.6963461	0.6662493	0.4037930	0.8149691	0.2950466	0.8340511	0.7183465	0.6557296	0.6462661	0.1868511	0.1733305	0.2021465	0.3343699	0.6661109	0.0869431	0.3463949	0.6568429	0.8580449
550	0.0317534	0.0230046	0.6454565	0.6540119	0.1705643	0.6394798	0.0323621	0.6064148	0.7693819	0.2471859	0.6618521	0.5510715	0.0529304	0.6797428	0.4240359	0.5303628	0.1641261	0.5934709	0.6913715	0.1129765	0.6824482	0.3156234	0.7969244	0.6998763	0.1193814	0.5707584	0.1260580	0.2653000	0.0528910	0.3920741	0.6675810	0.0454025	0.4260735	0.5991953	0.6490234
600	0.0262868	0.0104304	0.6200795	0.6709940	0.0782880	0.6882833	0.0441166	0.7482039	0.6117858	0.1608036	0.6306183	0.5072018	0.0516924	0.7328573	0.3289200	0.5728867	0.1952147	0.6833188	0.6913581	0.0114894	0.6725744	0.3582289	0.7945769	0.5840374	0.0425546	0.5730854	0.1620331	0.3112976	0.0228310	0.2829044	0.6191156	0.0890847	0.3158030	0.6969423	0.6409002
650	0.0397571	0.0306351	0.6777827	0.6868547	0.1236403	0.6502702	0.0341995	0.7689615	0.7267058	0.0653560	0.8066349	0.4832307	0.0426285	0.7620925	0.3883862	0.4244735	0.1775986	0.7241035	0.8162518	0.0078377	0.6136683	0.2452187	0.6755170	0.5840296	0.0407815	0.5268736	0.1264053	0.4297822	0.0073528	0.3094480	0.8112181	0.0475518	0.3523496	0.6037420	0.7752652
700	0.0632061	0.0193398	0.6041092	0.8423248	0.1036593	0.7947691	0.0368907	0.7587948	0.8580334	0.0624548	0.8139161	0.4720405	0.0496353	0.6141528	0.3259806	0.3382098	0.2157180	0.7883523	0.7831783	0.0062807	0.7894519	0.3222895	0.7505553	0.6715848	0.0506722	0.4819971	0.1242368	0.3949833	0.0050390	0.3366520	0.6095034	0.0607686	0.3423517	0.5427471	0.6620046
750	0.0577151	0.0359933	0.6775454	0.7550128	0.1108845	0.7638670	0.0491188	0.7433458	0.8236848	0.0586640	0.8330318	0.4460116	0.0327723	0.7651954	0.3254932	0.4591283	0.2404999	0.6228381	0.7758961	0.0020261	0.6450597	0.3516600	0.7390745	0.6041424	0.0064324	0.4169711	0.1143254	0.3484585	0.0061301	0.3916616	0.6309387	0.0391270	0.3014078	0.7251149	0.6213068
800	0.0356821	0.0304301	0.7356500	0.6417896	0.0825714	0.6335114	0.0315651	0.7750412	0.7907804	0.0729793	0.8620952	0.4074943	0.0981356	0.7562775	0.3700801	0.4601304	0.1861156	0.8102685	0.6648596	0.0000000	0.7509787	0.3103348	0.6748940	0.6852282	0.0027785	0.3532484	0.1327605	0.3582159	0.0083127	0.2602479	0.7461807	0.0486852	0.3312131	0.6487586	0.6657090
850	0.0534596	0.0212296	0.7257701	0.5759338	0.0846466	0.6341594	0.0463809	0.7319342	0.6570519	0.0804920	0.7429690	0.4295503	0.0545515	0.7054613	0.3885608	0.3675973	0.1824937	0.6432772	0.7868572	0.0033715	0.7377235	0.2716350	0.7499140	0.6288542	0.0135510	0.4839569	0.1759749	0.3988543	0.0053615	0.3011185	0.6467739	0.0421047	0.3232696	0.7417859	0.7437990
900	0.0148422	0.0279729	0.6415449	0.6118858	0.1329528	0.5702299	0.0933608	0.6295006	0.7204078	0.0786043	0.6993840	0.5609131	0.0488520	0.7008950	0.3268699	0.4513335	0.2357540	0.7198920	0.8184229	0.0117831	0.8291517	0.2784637	0.8181950	0.7689419	0.0092450	0.3850392	0.1481651	0.4193172	0.0057678	0.3205333	0.6711241	0.0509689	0.3240437	0.7934619	0.7539719
950	0.0203760	0.0155648	0.6944909	0.6469481	0.1237685	0.6794710	0.0631185	0.8462838	0.9236844	0.0407542	0.6601125	0.5117899	0.0640650	0.7337727	0.3741331	0.3486419	0.2154627	0.7477395	0.6924698	0.0019479	0.5999902	0.2796455	0.7902602	0.6750557	0.0121488	0.3904913	0.1287511	0.4821247	0.0178374	0.2841653	0.7482986	0.0756938	0.3650755	0.6592310	0.7210721
1000	0.0608576	0.0161973	0.6064657	0.6361654	0.0996254	0.8137724	0.0772062	0.7577120	0.7340125	0.0395672	0.7068374	0.5187601	0.0791768	0.7370807	0.3694341	0.4261718	0.1493180	0.6972003	0.7684506	0.0020309	0.5072325	0.3235000	0.7185522	0.7521753	0.0087293	0.4215533	0.1400054	0.3675022	0.0051951	0.3533017	0.6353859	0.0277849	0.3492444	0.6187677	0.6757531

0	0.0561910	0.0202936	0.6708715	0.6433084	0.0963283	0.7035122	0.0621695	0.7492144	0.7709788	0.1165210	0.7869290	0.4808187	0.0783183	0.7136593	0.5157442	0.4092335	0.2927435	0.6577422	0.7619155	0.0014939	0.7313244	0.2668299	0.8689578	0.6238000	0.0014005	0.4647219	0.1397618	0.3194790	0.0025525	0.2987750	0.7319790	0.0692324	0.3248551	0.6009052	0.7114271
50	0.0335531	0.2928249	0.7720340	0.4879308	0.1013957	0.9144142	0.0249013	0.7367955	0.6148807	0.3674174	0.8216819	0.5919461	0.0336011	0.7559164	0.3555356	0.3741952	0.1354918	0.6816457	0.6892378	0.0000978	0.6374542	0.5810847	0.6743343	0.5149657	0.0175267	0.5131294	0.2258925	0.3903236	0.2881457	0.3000490	0.7614780	0.0548947	0.4446172	0.7172142	0.7344104
100	0.0236810	0.4000679	0.7330231	0.6138232	0.0768608	0.6142376	0.0467072	0.7913245	0.6759732	0.4055441	0.6348527	0.5701214	0.0069144	0.6278711	0.3846235	0.5103226	0.1496500	0.7049924	0.7775882	0.0059233	0.6786718	0.5990026	0.6669486	0.7077336	0.0092017	0.4742990	0.1314024	0.3756103	0.2829904	0.4042044	0.7313745	0.0256081	0.3614845	0.6334241	0.6553576
150	0.0332132	0.3967053	0.7189536	0.5218383	0.0965610	0.5484704	0.0459470	0.7001528	0.4705943	0.6911649	0.5972966	0.6781180	0.0026557	0.7746814	0.3644021	0.4807837	0.2030649	0.7567763	0.7963955	0.0024839	0.7625685	0.4894365	0.7820855	0.6270510	0.0065480	0.5849917	0.1507342	0.4000617	0.2439995	0.3227303	0.5798627	0.0362364	0.2878157	0.5573710	0.7920139
200	0.0256567	0.4601206	0.9161400	0.6671014	0.1601188	0.7660449	0.0550181	0.5598161	0.5985830	0.4160309	0.5815207	0.8661081	0.0085046	0.7262919	0.3937538	0.5076384	0.3045509	0.7841188	0.5774110	0.0004049	0.6507323	0.7194694	0.6847793	0.6778302	0.0213232	0.4944450	0.1708497	0.3746031	0.3152798	0.2640025	0.7411389	0.0324983	0.3101698	0.5587124	0.5900881
250	0.0392615	0.5250382	0.8510544	0.6351489	0.0873291	0.6510486	0.0269047	0.7257121	0.5743890	0.5662720	0.6977916	0.6934578	0.0001604	0.7517062	0.4529518	0.3780293	0.3012671	0.8195429	0.6429230	0.0002881	0.6759228	0.6190315	0.6825254	0.6696256	0.0059590	0.5109091	0.2202746	0.3911251	0.3278451	0.2935776	0.7519858	0.0228806	0.3411838	0.5291590	0.7149999
300	0.0207255	0.5997037	0.7946987	0.6473009	0.1115047	0.6848210	0.0502111	0.7372709	0.6794053	0.5755690	0.8237984	0.7515751	0.0022031	0.8301287	0.3870820	0.4448461	0.2775936	0.6301782	0.6961943	0.0008530	0.7488253	0.5996346	0.8235481	0.7280227	0.0107118	0.5135839	0.2696353	0.5491003	0.4368437	0.2687997	0.6492596	0.0303718	0.3714920	0.6445789	0.7152557
350	0.0346010	0.5380896	0.7455716	0.6011617	0.0800717	0.8646106	0.0522554	0.7680610	0.5120337	0.4844679	0.7613506	0.6896945	0.0000633	0.7637368	0.3250633	0.3739191	0.1940462	0.7186708	0.7256126	0.0021037	0.7452201	0.6428227	0.8480921	0.7150363	0.0054940	0.4869235	0.1079944	0.3867704	0.3740099	0.2219262	0.7955002	0.0543202	0.3874999	0.6944774	0.6670095
400	0.0353254	0.5509267	0.9110782	0.6158018	0.0952785	0.8182071	0.0192065	0.7714972	0.6143081	0.5626506	0.6320653	0.7585558	0.0002658	0.6692090	0.3396597	0.5627936	0.1639315	0.6896103	0.6705153	0.0036915	0.6484000	0.7161030	0.7512310	0.5918038	0.0292228	0.4984326	0.1388795	0.4687688	0.4391723	0.2805227	0.7044844	0.0495404	0.3057451	0.6579482	0.5695496
450	0.0290938	0.5787269	0.8287672	0.7442662	0.0842220	0.6881362	0.0338280	0.6474900	0.6552827	0.5829060	0.6338618	0.7619933	0.0002682	0.7078683	0.3161300	0.6320483	0.2520753	0.6281687	0.7507682	0.0007851	0.7613442	0.6273630	0.7833519	0.6677881	0.0067174	0.5255514	0.1730900	0.4020162	0.3592717	0.3557246	0.6135298	0.0504814	0.4231725	0.5871351	0.8224310
500	0.0383583	0.5878160	0.7564725	0.6917267	0.1001241	0.7681173	0.0244184	0.6236523	0.7889358	0.5768274	0.6063580	0.7096102	0.0004662	0.6943360	0.3434870	0.5477411	0.2074902	0.6088806	0.6659297	0.0000159	0.5846066	0.6077346	0.8317749	0.6342559	0.0081730	0.4331743	0.1456212	0.4106580	0.4340936	0.3054011	0.7017591	0.0317418	0.4612687	0.6834616	0.7220019
550	0.0262893	0.1454581	0.6363693	0.6729681	0.1575521	0.6996899	0.0654674	0.8379288	0.6551897	0.3954914	0.7131757	0.7454703	0.0288271	0.6420211	0.3318037	0.4637490	0.3664881	0.6507426	0.7775891	0.0024556	0.5578906	0.5538482	0.7616026	0.6302601	0.0174157	0.4782749	0.2004899	0.3922636	0.0990160	0.2876276	0.7877594	0.0315319	0.3929926	0.7180643	0.6286069
600	0.0171214	0.0629548	0.5789958	0.6686974	0.0830529	0.8327850	0.0358212	0.6231943	0.7621570	0.2867334	0.7017003	0.5876498	0.0630410	0.6781915	0.4978742	0.2678222	0.4199386	0.6615298	0.6687236	0.0010828	0.5761077	0.4767628	0.7701954	0.7135009	0.0136108	0.4350746	0.1038862	0.4922051	0.0333344	0.1982201	0.7823432	0.0192439	0.3964582	0.8542791	0.7470553
650	0.0371906	0.0273153	0.6636173	0.6176898	0.1145579	0.7760025	0.0978266	0.6178330	0.7892254	0.1831826	0.5898366	0.7442475	0.0317950	0.5867610	0.4289837	0.2643371	0.3974718	0.6033321	0.6559458	0.0004133	0.4836433	0.3724665	0.6826518	0.8143144	0.0209545	0.4711026	0.1410141	0.4373976	0.0054522	0.1868056	0.7340976	0.0312347	0.3469855	0.5631141	0.7585123
700	0.0195942	0.0168183	0.7925968	0.6842267	0.1129800	0.6875044	0.0483564	0.6660346	0.8485522	0.1115985	0.7285577	0.6562737	0.0438630	0.6206395	0.3377941	0.3743623	0.2458092	0.6163226	0.7649670	0.0023019	0.5392209	0.4342295	0.6801549	0.6952015	0.0092660	0.5428105	0.1793327	0.4520395	0.0002584	0.2286114	0.6807787	0.0417983	0.3279018	0.7558414	0.7889788
750	0.0281285	0.0403077	0.7401616	0.6130972	0.0737186	0.7539216	0.0407425	0.6303466	0.7983921	0.1094274	0.7459095	0.5237503	0.0765631	0.6512242	0.3602985	0.4911555	0.1484467	0.7734482	0.8065561	0.0003557	0.8261617	0.4109227	0.6830091	0.7270059	0.0049201	0.5981426	0.1635393	0.4567949	0.0006420	0.2727862	0.7026818	0.0239934	0.3652669	0.7375969	0.7264245
800	0.0317828	0.0903602	0.7653520	0.6319161	0.0884132	0.7568968	0.0566060	0.8118302	0.7424747	0.0864629	0.7809838	0.4811303	0.0348085	0.7238660	0.3285824	0.4669932	0.1626680	0.7918638	0.6887300	0.0006693	0.6491449	0.3038169	0.7648294	0.6513389	0.0057186	0.5279727	0.1543140	0.3365536	0.0146777	0.3098704	0.7395173	0.0086956	0.3440058	0.7910933	0.6295526
850	0.0874914	0.0344239	0.6932236	0.5456089	0.0717940	0.7552690	0.0541063	0.9249444	0.5864135	0.0900685	0.6605156	0.4212598	0.0615427	0.7357470	0.3012038	0.4355903	0.1407339	0.6654467	0.7877270	0.0068862	0.7047577	0.3380593	0.7903871	0.7010070	0.0176154	0.4711938	0.0987791	0.3254903	0.0070259	0.2589648	0.6621107	0.0262413	0.3085469	0.7531526	0.7682908
900	0.0573600	0.0283679	0.6995618	0.5692131	0.0722993	0.6788149	0.0753224	0.6882344	0.7076048	0.1194846	0.6602012	0.5074824	0.0299598	0.8830123	0.3032605	0.4217985	0.2092591	0.6692497	0.6031174	0.0017912	0.7246881	0.3116790	0.8934676	0.5899321	0.0095209	0.4725145	0.1557096	0.3877482	0.0018473	0.3102114	0.6954971	0.0234840	0.3088672	0.7409170	0.6647381
950	0.0307917	0.0240803	0.8703366	0.5943631	0.1117929	0.6870078	0.0515402	0.7030517	0.6684444	0.0887329	0.6014639	0.4737566	0.0488390	0.6594245	0.3194424	0.4184386	0.3690909	0.6874852	0.6452349	0.0012751	0.7052953	0.3079055	0.7415683	0.7508211	0.0105795	0.4304328	0.1728227	0.3083958	0.0022331	0.2952776	0.7853156	0.0866593	0.3017748	0.7221182	0.7396868
1000	0.0356157	0.0192841	0.6345510	0.6682918	0.1061808	0.7616459	0.0314228	0.8523158	0.7361671	0.1072504	0.7398966	0.6533551	0.0609120	0.6455487	0.3723401	0.4362255	0.1702083	0.7587873	0.6945238	0.0000000	0.7537590	0.2611149	0.6422260	0.6803918	0.0035093	0.4627973	0.1371497	0.4568720	0.0053713	0.2566470	0.7203820	0.0290017	0.4430433	0.7171546	0.7126682

0	0.0331840	0.0195860	0.7305275	0.7020961	0.1471252	0.7394214	0.0794352	0.6921951	0.7806383	0.1093200	0.7038119	0.5957795	0.0635180	0.7648979	0.4239362	0.4223243	0.2820962	0.8007931	0.7954884	0.0028349	0.7417275	0.2676925	0.6464216	0.6180688	0.0109674	0.4862765	0.1460611	0.3828715	0.0107742	0.3650352	0.7444392	0.0381368	0.4013988	0.6979479	0.8370536
