"Time"	G1	G3	G5	G8	G4	G83	G6	G7	G86	G85	G22	G87	G54	G89	G88	G30	G29	G35	G100	G99	G32	G81	G23	G19	G18
550	0.2310114	0.1544144	0.3114016	0.4116792	0.5870331	0.7216942	0.0480861	0.6851058	0.2251373	0.2391184	0.8767166	0.4543741	0.2398815	0.0216988	0.5135127	0.6873108	0.1094423	0.6963010	0.4395461	0.6413116	0.2283644	0.3301124	0.5222745	0.6107448	0.9104073
600	0.1249021	0.1362083	0.3670932	0.4851875	0.5217444	0.6973673	0.0359607	0.6897237	0.3088952	0.3208905	0.7601447	0.3896796	0.1389593	0.0084869	0.6339247	0.7862228	0.1199598	0.6080695	0.4983436	0.7640240	0.1896532	0.3336739	0.3885394	0.5682649	0.7541438
650	0.1421546	0.0777388	0.3826029	0.6642776	0.5042628	0.7894671	0.0313730	0.6263599	0.3497993	0.3389932	0.6896623	0.3577350	0.0851240	0.0065491	0.5806245	0.6881018	0.2083934	0.7177181	0.7285991	0.5296358	0.2218790	0.3705196	0.4018761	0.6996402	0.7724627
700	0.2018543	0.0887884	0.3910884	0.6110246	0.4568303	0.6605165	0.0341272	0.7494474	0.3600801	0.3649375	0.7342341	0.3553167	0.1304234	0.0125846	0.5754292	0.8421170	0.2224390	0.7107072	0.5437124	0.4102510	0.1651599	0.2484848	0.3781003	0.6372574	0.6583803
750	0.1992668	0.1227947	0.4219089	0.4919136	0.5485661	0.7265284	0.0275706	0.6005802	0.2799438	0.3772905	0.6872537	0.3065942	0.1804034	0.0026632	0.6860745	0.7450226	0.2008094	0.5897737	0.6046612	0.3646445	0.2451387	0.2564546	0.3053378	0.7202594	0.6987795
800	0.2707760	0.1828957	0.3639013	0.3316080	0.6007553	0.6752286	0.0936275	0.7376861	0.2530093	0.3438212	0.6973332	0.4131543	0.2646597	0.0125373	0.5821634	0.7133175	0.1895848	0.6976527	0.6226568	0.5046844	0.1358107	0.2670616	0.4238325	0.6017067	0.7629280
850	0.2768235	0.1565202	0.4091222	0.3060951	0.5148897	0.6600651	0.0277805	0.7907736	0.1817607	0.3312513	0.7139834	0.3648209	0.3929897	0.0059704	0.7148969	0.6415612	0.1913323	0.7337408	0.5331598	0.7242849	0.2161008	0.3277883	0.3133873	0.5754296	0.6403782
900	0.2738276	0.1950047	0.3385976	0.3693886	0.5437492	0.7423960	0.0211747	0.7735549	0.2134543	0.2794670	0.7021944	0.3788421	0.2949536	0.0124656	0.5888977	0.7263567	0.1532430	0.8614867	0.4108441	0.6314086	0.2203410	0.3116990	0.3691241	0.5352030	0.6596506
950	0.1780891	0.1557671	0.3686470	0.3156634	0.6791733	0.6004233	0.0174663	0.5958154	0.1736506	0.2546425	0.6892324	0.4366644	0.2145952	0.0307188	0.6336766	0.7994646	0.1025704	0.6062947	0.2624617	0.5628064	0.1814933	0.2915026	0.3747977	0.5237411	0.7326822
1000	0.2118318	0.1888504	0.4061419	0.4261817	0.7320480	0.6492121	0.0127266	0.6070419	0.2070632	0.4088536	0.7649721	0.3412057	0.0645433	0.0057470	0.6211850	0.6124571	0.1716690	0.5948840	0.3549855	0.6222051	0.2412235	0.3499575	0.3945908	0.6056417	0.7126147

0	0.2019855	0.1069637	0.4189639	0.4972453	0.5340173	0.7979106	0.0259958	0.6917217	0.2161917	0.3210681	0.8049508	0.3060750	0.1218741	0.0109012	0.7239575	0.7592415	0.2002491	0.7806513	0.5397172	0.5636211	0.1719870	0.3408654	0.4811093	0.5926000	0.7761888
50	0.1432986	0.1296203	0.3608306	0.5778014	0.4678304	0.6236533	0.0052055	0.6293525	0.2532587	0.4915916	0.6770379	0.1734446	0.0333475	0.0137584	0.7481317	0.6657493	0.2479150	0.6807229	0.6362318	0.2866576	0.1780784	0.2938741	0.4467411	0.5867188	0.6990801
100	0.1416577	0.0830451	0.3885748	0.5172294	0.6313683	0.6320688	0.0375021	0.5508646	0.1778567	0.5756254	0.6026820	0.0510744	0.0815695	0.0026159	0.6931384	0.8345953	0.3044166	0.7779194	0.5293960	0.1301590	0.1911249	0.3356884	0.3359856	0.5727957	0.6690442
150	0.1801116	0.0685532	0.3834031	0.4163597	0.6640325	0.6938816	0.0063535	0.5932925	0.1946621	0.4826578	0.6339602	0.0540197	0.1152457	0.0000447	0.8135312	0.6386787	0.2077778	0.7258995	0.5202776	0.1501470	0.1212491	0.2952294	0.3823712	0.6815310	0.7774959
200	0.2178787	0.1303818	0.5180741	0.3901368	0.6231938	0.8613867	0.0074497	0.7144776	0.1086676	0.4323318	0.7695165	0.0582365	0.2943314	0.0054768	0.6211034	0.8441322	0.2987174	0.5969424	0.6061998	0.2603250	0.1097417	0.2412880	0.3613589	0.6234432	0.6901014
250	0.1933928	0.1037212	0.3671390	0.3673629	0.6917177	0.7803240	0.0044387	0.7586211	0.1333762	0.5417612	0.6784292	0.0344607	0.5860982	0.0088778	0.6571989	0.7511384	0.1700915	0.5785015	0.5049304	0.4839650	0.2044176	0.2630220	0.4272844	0.6597948	0.7228547
300	0.2593763	0.1298346	0.4259409	0.3729837	0.6050858	0.7743113	0.0039599	0.7053477	0.1112442	0.3259281	0.7029252	0.0355021	0.2550039	0.0162893	0.7236870	0.7333039	0.1152649	0.6185196	0.4135328	0.6387846	0.2222105	0.3664114	0.5041849	0.6362472	0.6582680
350	0.1814020	0.0939747	0.3400869	0.5155388	0.6720217	0.8208666	0.0066729	0.7729356	0.1269648	0.3739372	0.6517994	0.0210649	0.2241369	0.0141968	0.6838537	0.7670459	0.1555304	0.7138521	0.3682134	0.8102511	0.2366221	0.2902875	0.3183086	0.5746393	0.6026033
400	0.2430476	0.1169688	0.4683093	0.5902795	0.6055911	0.6411720	0.0028967	0.6139191	0.0950077	0.4338645	0.8606911	0.0286063	0.2128806	0.0087772	0.5950615	0.6830682	0.2024553	0.7589118	0.5078048	0.5594938	0.2344236	0.2346786	0.4175814	0.5265848	0.7185969
450	0.2440345	0.0823787	0.3322415	0.5275986	0.7269119	0.6572888	0.0008200	0.7442607	0.0642641	0.4970161	0.6615927	0.0341571	0.1480776	0.0112136	0.6665468	0.7496319	0.1975783	0.8038494	0.4604372	0.5254296	0.2021153	0.2895068	0.3646009	0.6523059	0.6825495
500	0.1989086	0.1109801	0.3933175	0.4697343	0.6748700	0.7521140	0.0016375	0.7316935	0.1138764	0.5067145	0.5591251	0.0289707	0.0446337	0.0206988	0.5852690	0.6461541	0.2679717	0.6011046	0.5995367	0.2996960	0.1737020	0.2367943	0.3148731	0.7874589	0.6612032
550	0.1444615	0.1581327	0.4461178	0.5835855	0.5504002	0.6375111	0.0275170	0.7527576	0.1282272	0.3152217	0.5439506	0.2405450	0.2033269	0.0088359	0.5874709	0.8271570	0.2407738	0.7020749	0.7148726	0.2604223	0.1612517	0.2073472	0.3711299	0.5309817	0.7345552
600	0.1858930	0.1222265	0.4293732	0.6201374	0.5210801	0.5911636	0.0210206	0.6200699	0.1290486	0.3556674	0.5706208	0.4249907	0.2382861	0.0056589	0.6681712	0.6481359	0.1505381	0.7754014	0.6097967	0.4261987	0.1803554	0.2712913	0.4009861	0.6047431	0.6902697
650	0.1485933	0.1643607	0.3513833	0.5719923	0.4952218	0.7537088	0.0205804	0.6698455	0.2417399	0.3188982	0.7316020	0.2665555	0.1778498	0.0244742	0.7698375	0.6517273	0.1868160	0.7868878	0.5277769	0.6251738	0.1906130	0.2485478	0.3612132	0.4881026	0.6790401
700	0.1992456	0.1078493	0.3800782	0.4449249	0.5022935	0.6703048	0.0534761	0.8356039	0.2663364	0.3935524	0.6736755	0.3805694	0.1364029	0.0276244	0.5155431	0.7140509	0.1544386	0.7395766	0.5203903	0.5614977	0.2488035	0.2576131	0.4210382	0.5798374	0.6827320
750	0.1615639	0.1362670	0.4105961	0.4643337	0.4997022	0.8157786	0.0206942	0.6601248	0.3454951	0.2640425	0.7524185	0.3335658	0.2151158	0.0173646	0.6841405	0.7082221	0.1289821	0.7361782	0.5796575	0.5593880	0.2845894	0.2563544	0.3799689	0.5570104	0.6180171
800	0.1649917	0.1091052	0.3287269	0.4676611	0.7692555	0.5901421	0.0513723	0.7135509	0.3865552	0.2454815	0.7142717	0.3845250	0.1639835	0.0196766	0.5740158	0.6445269	0.2082025	0.6487548	0.5086290	0.5444136	0.1803395	0.3095437	0.5143642	0.5365010	0.5910721
850	0.1412185	0.1278688	0.3510340	0.5012829	0.4628841	0.7983369	0.0624147	0.7536294	0.2948009	0.3768592	0.6865760	0.3420371	0.1502348	0.0030578	0.6115143	0.6937806	0.1921724	0.7496333	0.5944130	0.4195544	0.1439350	0.3077077	0.4276068	0.6395852	0.7539506
900	0.1325856	0.1060516	0.3732290	0.5808251	0.5259891	0.7253081	0.0760336	0.5949440	0.4024356	0.3434806	0.6343555	0.3686419	0.2520883	0.0114070	0.6277383	0.6329359	0.2323320	0.7203379	0.6843511	0.4728353	0.1995555	0.2574384	0.3302053	0.5812634	0.6160655
950	0.2551440	0.0773273	0.3667511	0.6621670	0.3979960	0.6062374	0.0319322	0.6299579	0.3481543	0.3257173	0.7392794	0.2889097	0.2700151	0.0109240	0.5760974	0.8074436	0.2658415	0.7091565	0.4366783	0.6101358	0.1889198	0.3870468	0.4529049	0.6514426	0.6667875
1000	0.1590245	0.1482434	0.3853289	0.5329902	0.4466429	0.7059430	0.0342439	0.5914154	0.3282079	0.2759937	0.5550061	0.4041705	0.2575416	0.0079600	0.5632335	0.7882935	0.2036899	0.7874010	0.6008821	0.6361639	0.1341418	0.3192677	0.3550763	0.6962205	0.7466428

0	0.1246621	0.1316002	0.4334805	0.5353203	0.5050325	0.7027993	0.0487109	0.6147807	0.2206842	0.2869522	0.6661187	0.3153315	0.0839880	0.0205624	0.6772719	0.8354074	0.1999988	0.8352940	0.7150451	0.4751523	0.1920406	0.2953813	0.3902793	0.6533319	0.6484893
50	0.3585443	0.1168495	0.4289655	0.6154374	0.5354027	0.0495812	0.0047081	0.2720064	0.3665851	0.3399276	0.6527508	0.3237995	0.2136791	0.0087185	0.2916860	0.4640718	0.1940368	0.6710114	0.4719744	0.5392263	0.2480479	0.3011427	0.4456966	0.4964812	0.4090169
100	0.3729451	0.1699905	0.3742410	0.4177380	0.5042666	0.0696026	0.0036052	0.2330230	0.3517704	0.2698560	0.6568156	0.3453014	0.1400399	0.0064365	0.2014150	0.3554063	0.1603552	0.7190605	0.4721476	0.6427574	0.1893996	0.3534930	0.3854091	0.5111049	0.3103240
150	0.3610085	0.2924014	0.2866169	0.3143158	0.8234777	0.0685824	0.0076438	0.1654733	0.2384824	0.3407106	0.5991194	0.4223906	0.2103075	0.0051584	0.1971121	0.3098391	0.1381522	0.6671787	0.4449506	0.6855095	0.2271152	0.3347296	0.3193129	0.6050377	0.3125788
200	0.4606203	0.2639793	0.3685607	0.2211734	0.6743115	0.0270222	0.0020459	0.2207067	0.2415279	0.2787676	0.6199233	0.4141658	0.2645948	0.0081615	0.1124527	0.2744463	0.1383438	0.6191380	0.5067859	0.5973476	0.1870010	0.3175938	0.5058609	0.4430851	0.2046120
250	0.6119065	0.3633541	0.1820885	0.0910361	0.7248081	0.0207986	0.0001405	0.0947669	0.3684460	0.2290951	0.7057118	0.4516464	0.1354286	0.0017152	0.0917644	0.1996010	0.1479910	0.6650218	0.4387055	0.5973625	0.2089991	0.2687000	0.4215199	0.4062668	0.1739195
300	0.5713840	0.5080464	0.1781333	0.1589362	0.7313838	0.0132207	0.0012637	0.1156044	0.3261471	0.2324590	0.6505324	0.2972482	0.1373884	0.0069437	0.0719765	0.2226566	0.1832217	0.6571602	0.5277615	0.5270753	0.1492035	0.2698640	0.3221328	0.4035887	0.1833299
350	0.5918412	0.4415966	0.2414572	0.0909129	0.6229538	0.0403277	0.0000891	0.1098912	0.2361612	0.2549736	0.6881521	0.3487830	0.1524367	0.0026729	0.0954363	0.2166766	0.2398104	0.7144769	0.5995029	0.4852935	0.2194312	0.2501241	0.3860115	0.3902366	0.1636135
400	0.5101074	0.4012270	0.2477538	0.0668133	0.8374162	0.0401941	0.0000486	0.1210548	0.2024809	0.2670523	0.6597216	0.3196527	0.1547058	0.0166843	0.1464121	0.2501939	0.2001220	0.8527866	0.4584313	0.4770182	0.1301467	0.3230378	0.3968104	0.3708713	0.2007616
450	0.5068740	0.3915135	0.2502888	0.1087739	0.6727679	0.0612917	0.0003987	0.1100791	0.1789512	0.2646020	0.6023655	0.4544271	0.2749773	0.0072777	0.1449831	0.1745790	0.2453891	0.8297003	0.5399376	0.4562689	0.2239704	0.2931728	0.3910422	0.4480964	0.2430276
500	0.6325610	0.4173775	0.2327147	0.1540317	0.6156526	0.0086607	0.0006067	0.0768702	0.1834835	0.2789525	0.7255792	0.3264562	0.3553761	0.0009293	0.1752153	0.2285872	0.1408593	0.6928554	0.4748997	0.5512398	0.1697371	0.2519722	0.3398859	0.4281682	0.2590648
550	0.4892815	0.3937393	0.1060837	0.1273423	0.8179819	0.6580823	0.0110119	0.4436313	0.2028652	0.2800583	0.6994006	0.3375619	0.2110660	0.0032891	0.5715093	0.5790483	0.2011616	0.6503049	0.4735666	0.6060681	0.1964008	0.3064436	0.4155070	0.3588988	0.5915339
600	0.3303902	0.4463559	0.2054321	0.1349257	0.6722141	0.7005512	0.0261264	0.4227399	0.1425973	0.3192898	0.7975118	0.3669601	0.1957637	0.0045362	0.5845880	0.6139071	0.1915807	0.7667203	0.4286416	0.5829004	0.2265829	0.2595707	0.3714315	0.4773852	0.5789240
650	0.2892264	0.3623574	0.2505661	0.2348797	0.7824369	0.7000404	0.0367427	0.5901767	0.1647247	0.3130140	0.7297903	0.3373225	0.1352580	0.0062651	0.5277933	0.6178341	0.2293019	0.7256721	0.4485088	0.6155730	0.2276519	0.2478611	0.4341426	0.6981134	0.6312076
700	0.1869428	0.2256928	0.2850954	0.4298775	0.6820215	0.6107075	0.0456070	0.7322784	0.1888443	0.3912043	0.7753910	0.2695033	0.1595097	0.0256592	0.5994405	0.6897119	0.2223222	0.6722072	0.6167164	0.5225052	0.1638466	0.3305911	0.3542618	0.6184433	0.6569137
750	0.2012935	0.1673461	0.3270048	0.4859092	0.4992805	0.6960840	0.0389299	0.7253692	0.2208185	0.4112509	0.7363379	0.3656574	0.1630769	0.0171044	0.7095026	0.5960062	0.2265450	0.7395064	0.4543385	0.3885768	0.1796088	0.2808924	0.3672805	0.5835488	0.7990009
800	0.2200639	0.1436061	0.4034610	0.4950902	0.6947249	0.6089594	0.0308220	0.8337280	0.2928286	0.3783647	0.6134219	0.3785278	0.1372320	0.0438611	0.6880302	0.7890999	0.2585691	0.6921198	0.6046262	0.3476952	0.2788989	0.2473613	0.4316193	0.6286914	0.5921201
850	0.1864674	0.1178555	0.4256992	0.5469213	0.4720790	0.5937902	0.0610567	0.6189503	0.2990667	0.2864509	0.7366337	0.3356720	0.1651457	0.0056262	0.7381952	0.5763667	0.1979801	0.6682246	0.5436389	0.4211928	0.1995778	0.2236396	0.3861064	0.6291330	0.6946297
900	0.1694034	0.0803796	0.3603298	0.4926326	0.5455220	0.6055358	0.0192717	0.7978366	0.2576112	0.2777298	0.7336606	0.3140124	0.2673455	0.0051313	0.6314842	0.8085673	0.1943442	0.7211802	0.5410052	0.4504500	0.1439859	0.2555667	0.4604199	0.5935221	0.7474233
950	0.1153925	0.1171752	0.3566392	0.5457852	0.4478535	0.7823934	0.0284570	0.7576568	0.2959297	0.2413807	0.6203624	0.3242929	0.1539892	0.0089310	0.6883229	0.5829217	0.1821655	0.9980159	0.4844803	0.6645775	0.1870874	0.3207952	0.3307122	0.5969948	0.7207038
1000	0.1790876	0.1051441	0.3359839	0.5026264	0.3738007	0.6909957	0.0463900	0.7125228	0.2402190	0.3738142	0.7241767	0.4656880	0.1115797	0.0190216	0.7160069	0.7068969	0.1745533	0.7728799	0.4650823	0.4885362	0.1890679	0.2678502	0.4324657	0.5980736	0.6472432

0	0.2027162	0.1499505	0.3392663	0.4451855	0.5376510	0.7158862	0.0266261	0.5771975	0.2171221	0.4016292	0.7819589	0.3510537	0.0949003	0.0252759	0.7150943	0.7812482	0.2675385	0.7829848	0.4883256	0.5813638	0.2205642	0.2885557	0.3697568	0.5786536	0.7681836
50	0.2015523	0.2724809	0.4264024	0.4878158	0.5423473	0.7760479	0.0127177	0.6802823	0.2870099	0.2476032	0.7173536	0.2828800	0.3142863	0.5345080	0.5608040	0.6867435	0.0976403	0.2752486	0.4678068	0.5455349	0.0363806	0.5105167	0.4163133	0.7167505	0.4633836
100	0.2285135	0.3740793	0.3703111	0.5226023	0.5531505	0.5871869	0.0028742	0.8036274	0.2130719	0.3640405	0.6134608	0.3264851	0.4561251	0.5767200	0.5120878	0.6754360	0.0922122	0.1693760	0.4291019	0.6941189	0.0131424	0.5111544	0.4105445	0.4698931	0.4109662
150	0.3757520	0.4357015	0.3604463	0.3037746	0.7004904	0.7219349	0.0009384	0.6713754	0.1718400	0.2644804	0.7986266	0.3424662	0.4773416	0.6973618	0.5322344	0.6702020	0.0656927	0.1911780	0.3609301	0.7318866	0.0582811	0.7875756	0.3889845	0.3745347	0.4016922
200	0.4759366	0.5128819	0.3075175	0.2360655	0.6831679	0.6419433	0.0014141	0.6081377	0.1456469	0.2776048	0.6435696	0.3964832	0.4460107	0.5990788	0.5774326	0.6657216	0.0332586	0.1205616	0.2614247	0.7971429	0.0417088	0.6663681	0.4806046	0.3967976	0.2503129
250	0.4334314	0.6016980	0.2373492	0.1621075	0.7380842	0.6022549	0.0050907	0.5996878	0.1165815	0.3164521	0.8510677	0.3288180	0.4373812	0.5283304	0.5606301	0.6622546	0.0441173	0.1467861	0.2724287	0.6931124	0.0632307	0.6275209	0.4196807	0.4119553	0.3219505
300	0.4178157	0.5218444	0.1841769	0.1387749	0.6944213	0.7092855	0.0001935	0.6354635	0.0885604	0.1381302	0.6599222	0.2763245	0.4499100	0.5750796	0.4502072	0.6624081	0.0370475	0.1038669	0.1921120	0.7412420	0.0256606	0.6290054	0.4964905	0.3168296	0.3070255
350	0.4672348	0.6137632	0.2433374	0.1517311	0.6865932	0.7268220	0.0013605	0.5149719	0.0944617	0.2043395	0.8417593	0.4070243	0.4626567	0.6525979	0.4642315	0.5403801	0.0892032	0.1899859	0.2085602	0.6072129	0.0505123	0.6754523	0.3885101	0.4040192	0.3888194
400	0.4920834	0.4490169	0.1957028	0.1390011	0.7689055	0.6157301	0.0004275	0.4462298	0.0944352	0.1815312	0.8047403	0.3464570	0.4359550	0.6160729	0.5250937	0.5783002	0.0668171	0.1325143	0.1491595	0.6636878	0.0705957	0.6765975	0.4641039	0.3191134	0.3867452
450	0.4333497	0.5132475	0.2286765	0.1257198	0.7851684	0.6980160	0.0000000	0.4751819	0.0766217	0.1663279	0.7370662	0.3710858	0.3481453	0.5173790	0.5372015	0.6860881	0.0428641	0.1270254	0.1937675	0.6413653	0.0342040	0.6403055	0.5033158	0.3028245	0.2942931
500	0.3979246	0.5673183	0.1864266	0.1246149	0.7294351	0.6830857	0.0004376	0.6216138	0.0921835	0.1650446	0.6489963	0.3750005	0.5858284	0.6357071	0.4253205	0.7547777	0.0344504	0.1283221	0.1957493	0.6575513	0.0730093	0.5825648	0.3474112	0.3285099	0.3072043
550	0.4092772	0.3356126	0.2019680	0.1670622	0.6686719	0.7102090	0.0325218	0.6286361	0.0990540	0.1766301	0.6877325	0.2675762	0.4187512	0.0412111	0.5485910	0.7216341	0.0879622	0.4767649	0.2000065	0.7027948	0.3342439	0.4470209	0.4036047	0.4503445	0.6000256
600	0.3736304	0.4033011	0.2532828	0.1342945	0.6192106	0.7167514	0.0240100	0.5431336	0.1533493	0.2182004	0.6060140	0.2102280	0.0919214	0.0014961	0.4136618	0.6215832	0.0940282	0.6285454	0.2051488	0.7080784	0.4300016	0.4125588	0.3878067	0.5672851	0.6534749
650	0.2382662	0.3432803	0.2425401	0.2516779	0.6969956	0.7975848	0.0153093	0.7961647	0.1769248	0.3230138	0.7437836	0.2316352	0.0460335	0.0050621	0.6376354	0.8383431	0.2089764	0.6498335	0.3452393	0.7580626	0.3072362	0.2811108	0.3957089	0.5913775	0.6926301
700	0.2402733	0.1707406	0.3375215	0.3461608	0.7120439	0.8955492	0.0200946	0.6397527	0.1628918	0.3150012	0.6649665	0.3261363	0.0389712	0.0035385	0.6190645	0.8616312	0.2747127	0.5977432	0.3787026	0.5012282	0.2379230	0.3010181	0.4009146	0.5369801	0.7182003
750	0.2037885	0.1581279	0.3578612	0.4614767	0.5422321	0.7834047	0.0216925	0.6799957	0.2309856	0.3346374	0.6819876	0.3174029	0.1130695	0.0073609	0.6595460	0.6898747	0.2660242	0.6572669	0.5131622	0.2328703	0.1524497	0.2945697	0.3320438	0.6825263	0.5869124
800	0.1776819	0.1494933	0.3583167	0.4528250	0.5925438	0.8265785	0.0687436	0.6907444	0.2170480	0.3853593	0.6792767	0.3440561	0.1902129	0.0046925	0.7984403	0.7371160	0.2682549	0.6903941	0.5940477	0.2522103	0.1673930	0.2362773	0.4513771	0.6459149	0.5249515
850	0.2205533	0.1691816	0.5073072	0.5693504	0.4504981	0.6604057	0.0246558	0.8454923	0.2642469	0.2898708	0.8471468	0.3580189	0.2987645	0.0364615	0.7442605	0.7827406	0.2911853	0.7631847	0.6016541	0.5429526	0.1931816	0.3094944	0.3893160	0.7958143	0.5995199
900	0.3104151	0.1230614	0.4027951	0.6168441	0.5265008	0.6663785	0.0317408	0.7555982	0.2647327	0.3202176	0.7744059	0.3567416	0.4800282	0.0237800	0.6229007	0.7538316	0.1802904	0.6588306	0.5058441	0.6483170	0.2025516	0.2652498	0.4237524	0.6039188	0.7382016
950	0.2184701	0.1682262	0.3482383	0.4872523	0.5651891	0.7420761	0.0243799	0.6575262	0.2484049	0.3119496	0.7314076	0.3687581	0.3711564	0.0446444	0.6468444	0.7135161	0.0903500	0.7509961	0.3279587	0.5736443	0.1937650	0.3885588	0.4081157	0.5586132	0.5897596
1000	0.2111318	0.1336442	0.2749111	0.4022616	0.5440307	0.6953223	0.0265829	0.6636273	0.2984199	0.2819719	0.7455543	0.3543293	0.2443703	0.0163329	0.5547059	0.7954391	0.0806898	0.6210199	0.2974944	0.7072127	0.2462436	0.3406446	0.3892405	0.5790692	0.7650349

0	0.1565160	0.1206331	0.3877242	0.5139864	0.5100177	0.6381948	0.0347856	0.6913024	0.1945755	0.3521827	0.7407841	0.3586224	0.1164487	0.0080767	0.7900958	0.7583187	0.2458317	0.6766670	0.5403449	0.5047273	0.1975407	0.2708023	0.4622830	0.7403446	0.7499116
50	0.1384721	0.1217411	0.1119009	0.0968334	0.5391267	0.6881463	0.0190896	0.7887277	0.2967865	0.4247173	0.7529867	0.3588654	0.4126057	0.0051210	0.6209421	0.6099534	0.1767219	0.6305313	0.5218000	0.6006688	0.0490748	0.3099680	0.5202507	0.5714006	0.2504666
100	0.2647047	0.1551273	0.0286146	0.0561271	0.4921571	0.8526435	0.0290867	0.6658237	0.2097778	0.2970526	0.7064203	0.2481888	0.8118350	0.0005120	0.5743353	0.6585326	0.0885750	0.6109014	0.3756913	0.6734561	0.1368408	0.4119541	0.3734639	0.3839274	0.1037730
150	0.3429485	0.1309204	0.0209733	0.0325817	0.7610906	0.7170512	0.0228691	0.5758542	0.3053970	0.1944055	0.7169384	0.2120938	0.6672625	0.0233793	0.5213775	0.7212891	0.0400406	0.6318549	0.2601152	0.6273942	0.0569955	0.3759974	0.4349317	0.3968638	0.1247274
200	0.4085336	0.2322034	0.0030024	0.0177195	0.7232707	0.6889390	0.0249000	0.6089560	0.2531550	0.1478218	0.6285538	0.1612439	0.6443830	0.0084444	0.4128058	0.6992445	0.0594794	0.6574548	0.2078984	0.6904315	0.0757783	0.3749748	0.4422945	0.3112788	0.0930209
250	0.5141116	0.3412699	0.0072733	0.0064457	0.6241957	0.6942946	0.0364448	0.6223119	0.2148615	0.1318069	0.6034709	0.1608778	0.6250494	0.0219353	0.3667167	0.6896550	0.1234581	0.6217231	0.1800781	0.7106707	0.1320448	0.4461871	0.5299413	0.3961020	0.1430839
