"Time"	G1	G3	G5	G22	G7	G8	G4	G83	G6	G87	G86	G88	G54	G85	G89
450	0.6456885	0.4089651	0.1641508	0.6449094	0.1010594	0.2405343	0.5963227	0.6947274	0.1114001	0.2841339	0.0922683	0.4657011	0.7383081	0.0908797	0.1068951
500	0.6361973	0.4691901	0.2266818	0.7849907	0.0883874	0.2953157	0.4901215	0.8700490	0.0934352	0.2753924	0.0899862	0.3129731	0.6620329	0.0737293	0.0826528
550	0.7641604	0.4484819	0.2339773	0.7342795	0.1500768	0.3075089	0.3999624	0.7309307	0.1224540	0.2613417	0.1154925	0.4569832	0.7200279	0.0844421	0.0353046
600	0.7111919	0.3989660	0.2058658	0.6984379	0.0863703	0.2335581	0.3719317	0.7800451	0.1630250	0.2821486	0.1091638	0.3775768	0.6982720	0.0544468	0.0855883
650	0.7486303	0.5207465	0.2167293	0.7197919	0.1387335	0.2468522	0.4451653	0.6577161	0.1487171	0.3708601	0.1113348	0.4080907	0.6567145	0.0472372	0.0614021
700	0.7400949	0.4500567	0.1539852	0.7769980	0.0976961	0.2449890	0.4433956	0.7855041	0.0996381	0.3183893	0.1074947	0.4234552	0.6952235	0.0750340	0.0499120
750	0.6843238	0.4662547	0.1559077	0.6436922	0.1257274	0.2679693	0.4620555	0.8022940	0.1063106	0.2536571	0.0908704	0.3682634	0.6105102	0.0793832	0.0524611
800	0.6318006	0.4029939	0.2127887	0.7292027	0.0944623	0.3055698	0.5231921	0.6000909	0.1302913	0.2671659	0.0983269	0.3984834	0.8415748	0.1181530	0.0531374
850	0.6585539	0.4665571	0.1649942	0.7258288	0.0970792	0.2206481	0.4701330	0.7253670	0.1208480	0.2684862	0.1133306	0.4303722	0.7724518	0.0703322	0.0716176
900	0.6277674	0.6180153	0.1277711	0.7315887	0.0952962	0.3081458	0.4262142	0.6370296	0.0762473	0.3392122	0.1208175	0.4120154	0.6883071	0.0845339	0.0986330
950	0.5700558	0.4505299	0.2171498	0.6580356	0.1123247	0.2994045	0.4894938	0.5881780	0.0933458	0.2234934	0.1352664	0.4631845	0.7353646	0.1296010	0.0640130
1000	0.8261764	0.4420815	0.2089676	0.6933870	0.0940480	0.2605730	0.4689823	0.8854967	0.1352244	0.2909758	0.1124109	0.4556066	0.7452835	0.0835941	0.0730900

0	0.6721894	0.3698830	0.1744380	0.7108020	0.0797297	0.2832057	0.4374203	0.6274815	0.1298091	0.3066460	0.1183932	0.4730867	0.7192562	0.0664667	0.0595291
50	0.6882195	0.5469134	0.2173924	0.6004896	0.1266110	0.1436563	0.4709489	0.7545355	0.1913166	0.3049049	0.1577888	0.4669748	0.5129341	0.1521576	0.1572133
100	0.6493430	0.6957018	0.1973006	0.7210198	0.0868983	0.1049297	0.4813108	0.7062873	0.1187942	0.3032160	0.2367103	0.5065509	0.4543926	0.1081165	0.0698337
150	0.6922187	0.6077215	0.2187561	0.5963777	0.0972311	0.1072161	0.4422941	0.6868625	0.0951770	0.3710846	0.2172898	0.5508684	0.5396331	0.1283371	0.0638816
200	0.7505256	0.7256471	0.1735821	0.5927570	0.1378372	0.0525480	0.4163738	0.7542278	0.0648399	0.3681170	0.2441934	0.4614120	0.4493161	0.1179912	0.0692900
250	0.6350722	0.6745876	0.1456608	0.8582424	0.1857127	0.0479740	0.4822052	0.7874913	0.0515329	0.3511771	0.3076916	0.4597197	0.5123888	0.1385254	0.0783599
300	0.5993922	0.5819341	0.2132864	0.8425781	0.1208351	0.0534355	0.3741003	0.6799222	0.0840230	0.3698945	0.2288362	0.5229040	0.4544374	0.1047110	0.0658590
350	0.7941581	0.7195087	0.1736021	0.9351788	0.0891914	0.0509546	0.4198508	0.7299772	0.0741656	0.4088913	0.1862925	0.4292734	0.5241216	0.0787400	0.1182372
400	0.7307118	0.8345250	0.1709385	0.6377319	0.1030743	0.0779537	0.5336224	0.6193523	0.0910542	0.2832427	0.2028879	0.3968454	0.5191423	0.0938426	0.0491236
450	0.7804787	0.7619312	0.1786883	0.7505858	0.0842428	0.0462319	0.4226546	0.7618320	0.0891341	0.3123048	0.3012037	0.4234431	0.5896795	0.0640794	0.0403761
500	0.7674076	0.7229473	0.1223996	0.7647156	0.1449744	0.0429618	0.3848527	0.6604426	0.1027971	0.3763721	0.1710253	0.5024071	0.4517560	0.1286119	0.0727709
550	0.7250939	0.5459813	0.1618254	0.7994908	0.0978816	0.1688565	0.3537530	0.6964345	0.0756143	0.3555171	0.1967944	0.4285724	0.5816469	0.0811575	0.0483647
600	0.6457540	0.5396206	0.1842468	0.7227898	0.1363667	0.2508094	0.5030417	0.6081146	0.1207839	0.2791552	0.1545770	0.4485295	0.7545422	0.0720639	0.0684983
650	0.6681382	0.4265548	0.1356399	0.7620199	0.1602558	0.2727187	0.4615464	0.7393601	0.0940576	0.2888347	0.1260462	0.3654414	0.7755836	0.0742382	0.1097204
700	0.7983349	0.4030601	0.2107749	0.7491409	0.0866950	0.3048404	0.4423250	0.6609992	0.1074519	0.2573332	0.0801178	0.3987725	0.5878502	0.0458298	0.0998682
750	0.6704184	0.4134573	0.1363485	0.6778271	0.0766860	0.3010656	0.4879697	0.6767853	0.0967771	0.3201463	0.1872153	0.4306057	0.7706218	0.0807613	0.0722779
800	0.6845863	0.4427463	0.2314679	0.8803944	0.0765761	0.3123581	0.4894634	0.7246570	0.1488977	0.2933457	0.1018977	0.4489252	0.6361964	0.0509057	0.0636292
850	0.7767616	0.5032488	0.1692457	0.6404036	0.1288719	0.3565613	0.4555104	0.7828335	0.0804899	0.2801411	0.1207911	0.4830679	0.7139077	0.0643848	0.0867172
900	0.8448111	0.4516070	0.1756228	0.7061762	0.0869834	0.2386016	0.5304532	0.6168030	0.0863777	0.1892981	0.1913966	0.4197576	0.8003119	0.0470538	0.0807349
950	0.6513143	0.4726490	0.1593946	0.6772675	0.1043639	0.2312179	0.4360079	0.6314821	0.0910147	0.3350995	0.1578787	0.3833993	0.8084791	0.0907050	0.0484217
1000	0.6374569	0.3705471	0.2484586	0.7188550	0.1591124	0.2674997	0.3952877	0.6419073	0.2008438	0.2418011	0.0869177	0.3233271	0.7132940	0.0597690	0.0516553

0	0.7395626	0.3929470	0.2507099	0.5972492	0.1266952	0.3257350	0.3790737	0.6524605	0.1328683	0.3297817	0.1209815	0.4002025	0.7154619	0.0698758	0.1554116
50	0.7091211	0.4501685	0.1798962	0.6510239	0.1668601	0.2030879	0.4911630	0.7575115	0.0696910	0.1517992	0.1620986	0.4052066	0.8270102	0.0698255	0.4409985
100	0.7989647	0.4815949	0.2222045	0.5747441	0.1534473	0.1785759	0.4848856	0.7444418	0.0910899	0.1265915	0.1039393	0.3364008	0.7123424	0.0765444	0.5933406
150	0.8418648	0.4518318	0.1870460	0.7536785	0.0985427	0.1346949	0.4900465	0.7035284	0.0904704	0.1879249	0.1085541	0.3445769	0.8470183	0.0874383	0.6586319
200	0.8668604	0.4117142	0.2017326	0.7545270	0.1126193	0.1846152	0.3985429	0.6205795	0.1054505	0.1303609	0.1002720	0.3545062	0.7558523	0.1263407	0.6203098
250	0.6633880	0.4235231	0.1400972	0.6726888	0.0859952	0.1706180	0.3532913	0.6740882	0.0933665	0.1796787	0.1663433	0.4137901	0.7819169	0.1024915	0.6070374
300	0.6827817	0.4724828	0.1783643	0.6426407	0.1021064	0.2042653	0.4532975	0.8970041	0.1065425	0.1065256	0.0932303	0.4395925	0.6936767	0.0797059	0.5567503
350	0.6375319	0.3470911	0.1751594	0.6334767	0.1241434	0.2059887	0.5134842	0.7473329	0.0896289	0.0993283	0.1889220	0.5634960	0.5764058	0.0862637	0.7888277
400	0.7926893	0.3669184	0.1969867	0.6836976	0.1580602	0.1797546	0.4698197	0.6104282	0.1166133	0.1147116	0.1520677	0.5599993	0.8002198	0.0673073	0.5534145
450	0.6469164	0.3882329	0.1517723	0.6370450	0.0841363	0.1632913	0.6328255	0.7242950	0.1507224	0.1335838	0.1224568	0.4626565	0.7156633	0.0788986	0.6560530
500	0.7797364	0.4962499	0.1474417	0.5768911	0.1660119	0.2262889	0.3592603	0.6915653	0.0968356	0.1510573	0.0730245	0.4668164	0.7275607	0.0740984	0.6252232
550	0.6530962	0.3628657	0.2573434	0.6916751	0.1874841	0.2973817	0.4335457	0.7841093	0.1202576	0.2319193	0.1495513	0.4556792	0.7646254	0.1398249	0.1902879
600	0.7542773	0.3554347	0.2176871	0.8544913	0.1380858	0.3125279	0.3361893	0.7098089	0.1068084	0.2947871	0.1283273	0.5312255	0.5889241	0.0999439	0.0985477
650	0.6181889	0.4551197	0.1960367	0.8318248	0.1400050	0.2758727	0.5460530	0.6616550	0.0853862	0.3102655	0.1559381	0.4706073	0.8202877	0.0583632	0.0609404
700	0.7620817	0.4176561	0.1907383	0.7276200	0.0836892	0.2937247	0.4285588	0.7890271	0.0921631	0.3134366	0.1665255	0.3784573	0.7397901	0.0937188	0.0636285
750	0.7459064	0.6010863	0.1965700	0.7781573	0.0772392	0.2466014	0.4123649	0.7751123	0.1326464	0.2856905	0.1462452	0.4029808	0.5950118	0.1085205	0.0993776
800	0.8512205	0.5709212	0.1377188	0.6981484	0.1378171	0.3415643	0.5124687	0.7063424	0.0667123	0.2772974	0.1450556	0.3488580	0.6484642	0.0600807	0.0918435
850	0.8333368	0.5128200	0.1827403	0.7554044	0.0921423	0.2385022	0.5381815	0.5884842	0.1339817	0.2951364	0.1135578	0.4071315	0.5760637	0.0672820	0.0620708
900	0.6562599	0.4582995	0.1852336	0.7821399	0.0734603	0.2713695	0.4879110	0.7088552	0.0779393	0.2815313	0.0948838	0.3986776	0.6523581	0.0771745	0.0735276
950	0.6758616	0.4307738	0.1618689	0.7786381	0.1287963	0.2409112	0.5929914	0.7553127	0.0950316	0.2679794	0.1701300	0.4348996	0.7443265	0.0880504	0.0477633
1000	0.6922473	0.3764044	0.1284786	0.5781359	0.1322224	0.3106246	0.5223990	0.5492199	0.0600131	0.2498741	0.1090962	0.4766948	0.6820097	0.0831629	0.0500339

0	0.7771079	0.4076434	0.1973848	0.7112591	0.1243254	0.2227076	0.4590756	0.7555324	0.0812965	0.3076261	0.1223255	0.3807160	0.6659996	0.0789101	0.0684678
50	0.6484623	0.5637310	0.1341915	0.7077037	0.0949456	0.2689325	0.4470959	0.7004968	0.0485258	0.1033243	0.0692881	0.4473132	0.7661251	0.0915402	0.0795025
100	0.6983366	0.4226524	0.1654728	0.7482524	0.1186649	0.2516789	0.3030483	0.7755767	0.0104762	0.1273768	0.0530564	0.4615160	0.6407706	0.0374116	0.0401828
150	0.6822335	0.4505471	0.1865399	0.7953834	0.1260900	0.2723036	0.4361015	0.7366033	0.0059639	0.0870016	0.0662916	0.3826063	0.7358189	0.0675294	0.0451286
200	0.6935939	0.4675237	0.1775128	0.7209753	0.0719344	0.2828157	0.3321283	0.7675214	0.0024540	0.1341042	0.0745320	0.5148801	0.5574870	0.0438640	0.0773740
250	0.6994293	0.4797823	0.2312788	0.8393813	0.1234988	0.2697252	0.4844380	0.7291506	0.0004756	0.0730669	0.0654032	0.4885592	0.5820557	0.0705156	0.0260573
300	0.7000288	0.4405425	0.1881814	0.7171807	0.1469431	0.2693794	0.4255126	0.8105443	0.0058640	0.0882174	0.0902309	0.4065825	0.6481560	0.0554198	0.0597719
350	0.7757242	0.4267004	0.1434329	0.6567870	0.0507413	0.2073551	0.4049945	0.7189172	0.0023664	0.0481134	0.0345274	0.4116958	0.6355529	0.0554711	0.0376548
400	0.7999376	0.4373740	0.1338066	0.6154231	0.1117186	0.3018443	0.4168593	0.8174083	0.0052566	0.0845945	0.0502315	0.3535267	0.7914950	0.0618427	0.0594595
450	0.8176777	0.3739132	0.0932027	0.6823227	0.1224843	0.2575331	0.3575957	0.6614656	0.0089707	0.1106395	0.0326749	0.3991731	0.6902770	0.0543444	0.0368425
500	0.6573387	0.4697281	0.1853883	0.7112761	0.0985174	0.2015305	0.3578438	0.9062752	0.0026075	0.0607226	0.0334574	0.4200819	0.6349093	0.0575001	0.0376625
550	0.6425858	0.4079965	0.2060858	0.6273724	0.0741882	0.2602972	0.4605868	0.6780760	0.0795696	0.1985902	0.0888548	0.4030526	0.7507950	0.0840138	0.0427843
600	0.6994890	0.5678304	0.1677471	0.7232341	0.1010645	0.3306254	0.4214995	0.6473606	0.0902666	0.3103378	0.1051878	0.3638982	0.6688379	0.0483436	0.0519789
650	0.6322394	0.4742780	0.2157943	0.6328601	0.0752859	0.1662011	0.5136446	0.8108864	0.0617767	0.3143660	0.1257048	0.4308279	0.6932743	0.0483905	0.0558294
700	0.7715751	0.4704981	0.2255368	0.7908919	0.1180248	0.1818382	0.4295448	0.6057419	0.0754097	0.1882328	0.0651591	0.4103219	0.5956042	0.0687337	0.1003819
750	0.6329532	0.4595492	0.2050630	0.6505892	0.0941044	0.2051052	0.3805002	0.5840468	0.1011755	0.2336910	0.0745807	0.4173149	0.6024935	0.1006528	0.0365102
800	0.7469806	0.4610715	0.1922385	0.7396685	0.1234241	0.2274500	0.4411878	0.6263630	0.0993130	0.3389697	0.1268419	0.4575300	0.6705591	0.1240004	0.1076465
850	1.0000000	0.4291582	0.1508472	0.8736174	0.0861056	0.2699959	0.4410765	0.7767717	0.0796018	0.3738085	0.1505683	0.3648427	0.6376829	0.0663088	0.0641384
900	0.8124294	0.4732906	0.1533062	0.6672303	0.0836511	0.3423268	0.4761860	0.8270445	0.0763553	0.3442154	0.1241276	0.4526195	0.7932072	0.0945225	0.0591421
950	0.7093366	0.4399033	0.1081808	0.8058886	0.1269231	0.2498240	0.4756417	0.6925242	0.1409808	0.2552787	0.1316109	0.4554716	0.8217358	0.0838144	0.0847206
1000	0.7593838	0.4947706	0.1644087	0.5681400	0.1067472	0.2672330	0.4859578	0.7062517	0.1161334	0.2527506	0.1494607	0.3568648	0.7428599	0.0862834	0.0846501

0	0.7281276	0.4120039	0.1907333	0.6402070	0.0898195	0.2757422	0.4273791	0.7468570	0.0858334	0.3145894	0.1370076	0.4108334	0.6496390	0.0765932	0.0595385
50	0.8014182	0.5327838	0.2094284	0.5762003	0.0827461	0.1878878	0.4521109	0.6982747	0.1481471	0.3009479	0.1432452	0.4423530	0.6834672	0.0422711	0.0803230
100	0.6988044	0.5889778	0.1863083	0.6542754	0.0621879	0.2257714	0.4872561	0.5949727	0.0761736	0.2977340	0.1227195	0.4076609	0.6664343	0.0200384	0.0551222
150	0.6900236	0.5445054	0.1573537	0.8571354	0.0954872	0.1749798	0.5270456	0.6724836	0.1245020	0.2716941	0.1494295	0.4812222	0.5549818	0.0427674	0.0932668
200	0.8083671	0.5147928	0.1792112	0.6845495	0.0656140	0.1053350	0.4428212	0.5180573	0.0829087	0.2838311	0.1917380	0.3792721	0.6352743	0.0237087	0.0684860
250	0.7285404	0.5216672	0.1305065	0.6575588	0.1402913	0.0924083	0.5552799	0.7217399	0.1274607	0.3880835	0.1226586	0.3581403	0.5960487	0.0259597	0.0589927
300	0.7848436	0.4766772	0.1815670	0.5702623	0.1935874	0.1104076	0.4376319	0.6089876	0.1635080	0.2588684	0.1121421	0.4295805	0.6755525	0.0543505	0.0622201
350	0.6891628	0.4196447	0.1441824	0.5607764	0.1157090	0.1284846	0.4587693	0.6373773	0.1145421	0.2428468	0.1336562	0.4944927	0.6335466	0.0351782	0.0890483
400	0.7363616	0.5724676	0.2106884	0.6933078	0.1479951	0.1588459	0.4648207	0.6722087	0.0918793	0.2749975	0.1739732	0.5479867	0.5151771	0.0252794	0.0756537
450	0.6212520	0.4470193	0.1720385	0.7040545	0.1459044	0.1608346	0.4458822	0.6724139	0.1062528	0.2582531	0.1335809	0.3956197	0.5751550	0.0707275	0.0711783
500	0.6386504	0.5040168	0.1293339	0.6839401	0.1805253	0.2129169	0.4344941	0.9000175	0.0864375	0.2967095	0.1162146	0.4884933	0.5950735	0.0364639	0.0426639
550	0.7288688	0.5222607	0.1665441	0.6388681	0.1192669	0.2002871	0.4404355	0.6901743	0.1515327	0.3759651	0.1916188	0.4756363	0.7224695	0.0511771	0.0599743
600	0.7806946	0.4505214	0.2567840	0.6142260	0.1266645	0.2678902	0.3152933	0.7099385	0.2034746	0.3013562	0.1103878	0.3979229	0.7632414	0.0757588	0.0907573
650	0.7613608	0.4411392	0.2024398	0.9392899	0.0964985	0.2727231	0.3715060	0.7050050	0.0939995	0.2593996	0.1752848	0.5009515	0.8215862	0.1151225	0.0689541
700	0.5820947	0.3800792	0.1811174	0.7290821	0.1464549	0.2482285	0.4030213	0.6863421	0.0925661	0.2633126	0.0939911	0.4432091	0.6702866	0.0498788	0.0684360
750	0.7000528	0.5668752	0.1289463	0.6835733	0.0912134	0.2696905	0.4621038	0.8625072	0.0715399	0.2843493	0.1760123	0.3876265	0.8257257	0.0828395	0.0666877
800	0.6934452	0.4662117	0.1463552	0.7727957	0.1465681	0.3100002	0.4348512	0.7461041	0.1154160	0.2938804	0.1229654	0.3728440	0.7173415	0.1201048	0.0362614
850	0.6744309	0.4363366	0.2017132	0.6771623	0.1758171	0.2097598	0.3963800	0.7141424	0.1444186	0.3045564	0.1351120	0.3630668	0.6844304	0.1121907	0.0739660
900	0.8419478	0.4224543	0.1780217	0.8398143	0.1142371	0.2241626	0.4325273	0.7481907	0.1071647	0.2430090	0.1114454	0.2997176	0.7890653	0.0523259	0.0865638
950	0.8800333	0.4338975	0.2368491	0.7264910	0.1010861	0.3291278	0.3673022	0.6696017	0.1452884	0.2742322	0.1171276	0.4295136	0.7202310	0.0904743	0.0986400
1000	0.7749501	0.6241743	0.1807032	0.7200392	0.1110933	0.3445379	0.4352385	0.6756042	0.1500467	0.2598562	0.1261384	0.4642946	0.7143918	0.0891759	0.0744511

0	0.7914112	0.4750384	0.1800611	0.7254354	0.1280352	0.2938764	0.3985869	0.8092937	0.1467567	0.3030132	0.1114106	0.3415833	0.6355618	0.0997572	0.0593097
50	0.6843380	0.4524440	0.1236352	0.7033562	0.0861628	0.3660630	0.5749733	0.6657276	0.0455272	0.2769497	0.1828658	0.2516802	0.3438383	0.1006953	0.0615925
100	0.6846435	0.4736112	0.1399709	0.5828389	0.0812853	0.2329262	0.5193085	0.7405600	0.0228391	0.4063768	0.3036908	0.2011225	0.2414344	0.1128351	0.0466690
