"Time"	G1	G3	G8	G5	G22	G4	G83	G7	G6	G87
650	0.6551593	0.3319735	0.1699611	0.1125675	0.7850276	0.5723595	0.2727187	0.0643200	0.0483819	0.0175768
700	0.5572326	0.3683998	0.1052347	0.0805201	0.6089583	0.5337011	0.3434643	0.0788517	0.0100741	0.0197781
750	0.5793896	0.3491541	0.1990225	0.1001109	0.6053041	0.5868224	0.3931824	0.0465742	0.0089498	0.0298544
800	0.6608123	0.3511235	0.1345065	0.0794028	0.7187711	0.5947849	0.3707006	0.0817578	0.0300851	0.0351144
850	0.6123259	0.4226025	0.1722608	0.0917648	0.6602125	0.6368528	0.2530406	0.0547312	0.0272726	0.0150815
900	0.7555400	0.4860466	0.3099783	0.1367020	0.7583184	0.5804610	0.2923960	0.0612505	0.0195698	0.0326323
950	0.7271325	0.5441459	0.1672162	0.0909582	0.7465229	0.7001541	0.2748100	0.0364387	0.0186404	0.0230410
1000	0.6606191	0.4741262	0.2258208	0.1060155	0.6024826	0.6002412	0.2681855	0.0693840	0.0166623	0.0181252

0	0.5757076	0.4759973	0.2238091	0.1115689	0.6783708	0.7184799	0.3608818	0.0549536	0.0092045	0.0239675
50	0.6378432	0.4232593	0.0658265	0.1023806	0.5198663	0.6439905	0.3025196	0.0387715	0.0136792	0.0268411
100	0.6862348	0.3995534	0.0289687	0.1192267	0.3391259	0.6663877	0.3020196	0.0023571	0.0339045	0.0380543
150	0.6753458	0.4329323	0.0001005	0.1210217	0.3666372	0.6445627	0.2708466	0.0046833	0.0071879	0.0235323
200	0.5432082	0.4166851	0.0001996	0.1381813	0.2284718	0.5711683	0.3696294	0.0047435	0.0197760	0.0204280
250	0.8064991	0.3993270	0.0001613	0.1495423	0.3971649	0.5736971	0.3883669	0.0000674	0.0310773	0.0227262
300	0.8727593	0.4538639	0.0000243	0.1486435	0.3981015	0.6081038	0.2886105	0.0019196	0.0099557	0.0185528
350	0.5661502	0.5757985	0.0008040	0.1223092	0.3760060	0.6230654	0.3103437	0.0001990	0.0163115	0.0240319
400	0.6036262	0.4978993	0.0000914	0.1300163	0.2125080	0.5462004	0.3000911	0.0000031	0.0372306	0.0389163
450	0.6735103	0.4534554	0.0000909	0.1513686	0.3219655	0.5675349	0.3005282	0.0000983	0.0351144	0.0320351
500	0.6068671	0.3821809	0.0007434	0.1479272	0.3371616	0.5214491	0.3379132	0.0001320	0.0321281	0.0206473
550	0.8183182	0.3612982	0.1206402	0.2170054	0.6038017	0.5061555	0.3209744	0.0457096	0.0035111	0.0271060
600	0.6789386	0.4039479	0.0912120	0.1328112	0.7753171	0.5689467	0.2615627	0.0472124	0.0073803	0.0191883
650	0.7690087	0.5229276	0.1383579	0.0972335	0.7572557	0.5294824	0.3252856	0.0607251	0.0170734	0.0127222
700	0.7270766	0.4163174	0.1973122	0.1160625	0.5707496	0.6885378	0.3669516	0.0435180	0.0570705	0.0246484
750	0.6991268	0.4519570	0.2128299	0.1140997	0.7689049	0.6579005	0.2632309	0.0847710	0.0086122	0.0473700
800	0.5805623	0.5129894	0.1704652	0.0868612	0.6726963	0.6061772	0.3659845	0.0909033	0.0063763	0.0250656
850	0.6058705	0.4788210	0.1471073	0.0670676	0.8034810	0.5936192	0.2731735	0.0646731	0.0233488	0.0179412
900	0.6952929	0.3586465	0.1898587	0.0771755	0.5933252	0.6501447	0.2972747	0.0826959	0.0115941	0.0290886
950	0.5684916	0.4020037	0.1449924	0.0534140	0.7763163	0.6374767	0.3124580	0.0575035	0.0331075	0.0427415
1000	0.6266897	0.5153206	0.2159045	0.0889399	0.6885690	0.6523243	0.2605167	0.0462278	0.0173935	0.0247405

0	0.5806932	0.4855415	0.1577132	0.1159493	0.7339189	0.6448735	0.3158935	0.0566807	0.0357111	0.0370101
50	0.2111700	0.3251468	0.1270946	0.1011602	0.7313670	0.5757289	0.2710723	0.0299604	0.0103836	0.0350495
100	0.1272885	0.2496199	0.1447172	0.3159204	0.5549143	0.3624415	0.2476336	0.0258830	0.0006418	0.0292480
150	0.1346094	0.1311451	0.2038470	0.4269219	0.6589593	0.2123632	0.2580125	0.0025476	0.0096750	0.0616077
200	0.0701624	0.0747076	0.2342507	0.3839124	0.7398536	0.1516874	0.3406820	0.0105214	0.0104588	0.0380185
250	0.0928608	0.0611323	0.3883524	0.3656979	0.4999345	0.0588278	0.6379241	0.0184518	0.0104581	0.0192866
300	0.1049118	0.0174228	0.3513261	0.4692719	0.7149538	0.0269732	0.5702658	0.0293504	0.0082978	0.0319678
350	0.0792304	0.0084268	0.3877263	0.4438488	0.6455655	0.0039123	0.4660519	0.1051847	0.0145771	0.0222006
400	0.0930436	0.0161024	0.3572261	0.4169213	0.6255216	0.0209378	0.4955706	0.1417519	0.0174189	0.0552233
450	0.0816953	0.0169347	0.3449374	0.4589049	0.6674828	0.0112901	0.6910872	0.0767143	0.0163836	0.0385910
500	0.0685815	0.0153971	0.4337799	0.4021229	0.6854069	0.0405732	0.6185157	0.0781752	0.0059917	0.0342382
550	0.5727313	0.0199918	0.2590392	0.3272698	0.6298465	0.0598587	0.6578744	0.1188663	0.0064499	0.0146401
600	0.6797362	0.1368212	0.1577545	0.3173262	0.7602950	0.2933589	0.7601749	0.0465406	0.0824565	0.0446660
650	0.6502505	0.2112261	0.1301764	0.1404984	0.6683201	0.4327370	0.5441823	0.0345036	0.0666523	0.0319610
700	0.7302859	0.2732038	0.1295646	0.0945442	0.7456828	0.5535167	0.3816013	0.0735211	0.0202533	0.0340002
750	0.8203063	0.2905031	0.1494340	0.1223369	0.7079565	0.5854988	0.2588439	0.0277131	0.0019544	0.0202303
800	0.7138398	0.2812001	0.1317705	0.1003935	0.7924977	0.6666536	0.2735496	0.0603935	0.0155243	0.0307528
850	0.7034994	0.4363025	0.1636787	0.1287031	0.5961917	0.8001213	0.2453993	0.0804335	0.0175713	0.0316352
900	0.7375794	0.4116026	0.1428998	0.1164718	0.6580541	0.5793899	0.3308435	0.0465920	0.0277144	0.0334003
950	0.7142764	0.3678718	0.2213253	0.0857390	0.7599343	0.4910356	0.3290630	0.0788465	0.0205810	0.0400382
1000	0.7557712	0.4433013	0.1566415	0.0775899	0.6787484	0.6741716	0.3416328	0.0711418	0.0300390	0.0292671

0	0.6160420	0.4773975	0.2621774	0.1188860	0.6171864	0.6888244	0.3656449	0.0426017	0.0364913	0.0622248
50	0.5985270	0.4803692	0.0587490	0.0627905	0.7377047	0.6568074	0.1075162	0.0270156	0.0033286	0.0243532
100	0.5981260	0.3560303	0.0151340	0.0823749	0.5920234	0.6854392	0.0493651	0.0103023	0.0020703	0.0149471
150	0.6599008	0.4207470	0.0092986	0.0391182	0.6404601	0.6505168	0.0095896	0.0177987	0.0064609	0.0189857
200	0.6622743	0.5181293	0.0000895	0.0276468	0.7871730	0.6766698	0.0174582	0.0013660	0.0022258	0.0255720
250	0.6074153	0.3057606	0.0000000	0.0557952	0.7159970	0.6264700	0.0385742	0.0009631	0.0004274	0.0459538
300	0.6590318	0.3848907	0.0001352	0.0629282	0.7120301	0.7195329	0.0400572	0.0003163	0.0007866	0.0349198
350	0.7380240	0.3154245	0.0000068	0.0434838	0.6516860	0.7265098	0.0260882	0.0025213	0.0013040	0.0368864
400	0.7342666	0.3915517	0.0004601	0.0412149	0.7398481	0.7349284	0.0991561	0.0019048	0.0023684	0.0328709
450	0.6844906	0.4256322	0.0000000	0.0937399	0.6305092	0.5847357	0.0298772	0.0000491	0.0003320	0.0236444
500	0.6947326	0.3531357	0.0047634	0.0658665	0.5031937	0.7816043	0.0811949	0.0000000	0.0005391	0.0391905
550	0.8028291	0.3818484	0.1441020	0.1114110	0.6811704	0.7803191	0.2355358	0.0341685	0.0075327	0.0466640
600	0.7645694	0.5665898	0.1078471	0.0880991	0.7983115	0.8739037	0.3018833	0.0311738	0.0215817	0.0315134
650	0.7147642	0.4798793	0.1818323	0.0934878	0.6706988	0.5946709	0.2559574	0.0302906	0.0211968	0.0251070
700	0.6703452	0.5319029	0.1739672	0.1113910	0.6553223	0.6205490	0.1994724	0.0218503	0.0184563	0.0285462
750	0.6954115	0.3772135	0.1478657	0.0984084	0.6496753	0.6159167	0.3204606	0.0656208	0.0104298	0.0470284
800	0.6792493	0.3632236	0.1551885	0.0930705	0.7977100	0.7027526	0.3918693	0.0489380	0.0137274	0.0439812
850	0.6964630	0.3309182	0.1640878	0.0858349	0.7207032	0.5702604	0.3034118	0.0427608	0.0513285	0.0256153
900	0.7270808	0.4531637	0.1738335	0.1060524	0.6241491	0.6097692	0.2965987	0.0639077	0.0253857	0.0161463
950	0.6299904	0.4460227	0.1665720	0.0605565	0.6834209	0.6484286	0.3560391	0.0690671	0.0206583	0.0374267
1000	0.6278371	0.3931608	0.1784483	0.0920845	0.7355774	0.5986907	0.2587920	0.0924564	0.0116813	0.0273332

0	0.6135037	0.4947602	0.1985746	0.1102677	0.7043773	0.6032918	0.3258990	0.0735864	0.0190037	0.0278325
50	0.2070790	0.4752407	0.1222641	0.0566188	0.3046638	0.5474173	0.2990222	0.0594556	0.0231269	0.0541928
100	0.1050282	0.4098765	0.0918735	0.0897804	0.2242931	0.4576883	0.3603446	0.0481747	0.0331419	0.0245315
150	0.0905332	0.2749994	0.0997020	0.1455657	0.1815638	0.4105420	0.3761657	0.0622343	0.0202738	0.0443992
200	0.0752040	0.2243703	0.2164121	0.1977078	0.1225554	0.3751084	0.2631892	0.1840602	0.0518027	0.0133556
250	0.0529469	0.2437098	0.2536020	0.2003190	0.1393346	0.2761780	0.3399906	0.2343372	0.0418479	0.0306449
300	0.0547130	0.1586751	0.2929798	0.2400929	0.1474174	0.2177169	0.2956062	0.5045430	0.0935119	0.0782119
350	0.0666884	0.1901010	0.3212789	0.2208143	0.1363492	0.3292954	0.4454328	0.5599228	0.1512614	0.0586776
400	0.0462718	0.2666067	0.3681688	0.2525609	0.1918985	0.2555745	0.4076642	0.5119339	0.0378712	0.0277687
450	0.0529446	0.2917898	0.2848045	0.2380147	0.1418026	0.2306039	0.4599847	0.3678739	0.0422502	0.0300255
500	0.0481092	0.2125818	0.4136964	0.2071425	0.1505441	0.2398684	0.4874595	0.5476284	0.0843567	0.0562684
550	0.5176633	0.1449600	0.2815090	0.4346533	0.5558283	0.1306963	0.4492768	0.3277280	0.0455921	0.0277159
600	0.6676880	0.1240680	0.2809347	0.3498791	0.6080826	0.3427504	0.5639931	0.1695009	0.0334059	0.0217596
650	0.6937855	0.2830917	0.1615762	0.2351843	0.6961196	0.6308028	0.3501807	0.1076829	0.0104354	0.0243398
700	0.8433936	0.3386994	0.1732594	0.1064522	0.6688891	0.6212731	0.3048354	0.0629980	0.0070275	0.0124086
750	0.6168531	0.4127824	0.2143292	0.0900249	0.7128029	0.7360705	0.3741155	0.0455423	0.0044954	0.0301278
800	0.7175832	0.5026909	0.1027793	0.0741545	0.5378408	0.6373206	0.3605999	0.0523699	0.0147776	0.0207595
850	0.8002915	0.3829711	0.1580870	0.0644025	0.5899514	0.5773410	0.3312974	0.0732249	0.0304505	0.0308270
900	0.6320745	0.3764183	0.1769127	0.1455918	0.7201313	0.7575504	0.3288473	0.0448536	0.0139569	0.0340058
950	0.7058399	0.3376971	0.1505673	0.1013379	0.7115031	0.5655741	0.3524979	0.0812931	0.0151153	0.0525212
1000	1.0000000	0.4101557	0.1860447	0.0726751	0.6499267	0.6399709	0.2943531	0.0574161	0.0196712	0.0291776
