"Time"	G1	G3	G5	G7	G4	G22	G83	G8	G6	G86	G87	G85	G54	G89	G88	G30	G29	G35	G100	G99	G32	G81	G23	G82	G80	G19	G18	G20	G50	G58	G51	G31	G78	G93	G94	G95	G91	G90	G2	G69	G70	G84	G97	G43	G44
650	0.2453392	0.2773533	0.0156090	0.2813210	0.2117917	0.6630107	0.5872901	0.5277331	0.4961453	0.7464388	0.7200167	0.5855488	0.0041474	0.0256132	0.2121678	0.0759502	0.5691097	0.3699520	0.6602473	0.0605301	0.4278562	0.0398144	0.4961888	0.3276503	0.2101060	0.2375755	0.5729044	0.6275596	0.1869908	0.7201120	0.0276484	0.1461007	0.5476744	0.2967037	0.7528595	0.3353622	0.0112110	0.6629635	0.6206463	0.7822550	0.5662157	0.6809175	0.6551013	0.2778758	0.0858916
700	0.1903449	0.3594191	0.0176577	0.2787645	0.2108604	0.5916439	0.7421676	0.5595939	0.3952944	0.6537314	0.6613241	0.4708594	0.0204507	0.0418479	0.3189745	0.0703909	0.6955210	0.3037223	0.7096217	0.0845095	0.3907483	0.0307227	0.6332595	0.4292240	0.2202807	0.2020727	0.6510417	0.6208979	0.0536981	0.6818745	0.0123857	0.1179435	0.6676965	0.4331725	0.7448132	0.4803676	0.0060669	0.7378638	0.6302635	0.7022547	0.6326737	0.6224878	0.7268569	0.2769742	0.1116694
750	0.2279172	0.2670732	0.0145209	0.3198992	0.1980161	0.6182672	0.6058130	0.4477988	0.4989606	0.6187239	0.5536886	0.5466211	0.0117899	0.0404919	0.4670679	0.0974412	0.5843701	0.2329836	0.6192300	0.0750009	0.2862485	0.0152240	0.5668840	0.3657701	0.1808870	0.1899969	0.8511839	0.5717950	0.0314285	0.7539417	0.0010650	0.0821209	0.6952745	0.4144300	0.6629265	0.4294414	0.0244390	0.8361463	0.7613091	0.6568968	0.7255973	0.6715898	0.6927319	0.1965434	0.0706041
800	0.2326111	0.3055688	0.0125074	0.2295184	0.1994930	0.7135591	0.6994629	0.5782164	0.4557536	0.6486607	0.7565687	0.5448016	0.0154521	0.0288394	0.3784865	0.0328006	0.7425551	0.2200450	0.6133243	0.0849904	0.3321676	0.0274101	0.4977014	0.4425308	0.1641971	0.1944871	0.7660257	0.6722214	0.0123170	0.7330650	0.0089171	0.0560806	0.7885285	0.4933731	0.6929744	0.4734582	0.0105744	0.7484101	0.4824493	0.6993799	0.5284052	0.6103246	0.8035169	0.1703643	0.0875086
850	0.2086243	0.2657760	0.0248712	0.2774481	0.1887253	0.6690900	0.7462661	0.5433781	0.4716776	0.6670437	0.7475464	0.4774583	0.0116507	0.0291648	0.2970160	0.0550308	0.6876177	0.2222585	0.6464915	0.0463566	0.3388562	0.0270614	0.5092780	0.3919615	0.1577437	0.2543677	0.5759651	0.5382919	0.0366554	0.7297182	0.0103898	0.1050708	0.6380005	0.5710894	0.8176661	0.5384289	0.0266149	0.6245850	0.6483835	0.7349389	0.6228780	0.6401700	0.7475107	0.3015014	0.0683576
900	0.2364335	0.3231626	0.0183758	0.2729224	0.2128102	0.6033544	0.7109840	0.4478515	0.5861266	0.7070704	0.5976015	0.4938131	0.0094904	0.0351437	0.4216424	0.0484549	0.7221857	0.3070059	0.6912837	0.0847085	0.2530362	0.0246574	0.5664964	0.4204133	0.2383881	0.3010761	0.7816563	0.5214342	0.0156418	0.6985513	0.0017538	0.0675097	0.6377570	0.4150964	0.6855730	0.6490876	0.0169926	0.7434007	0.7425860	0.6709613	0.6212235	0.6620524	0.6339934	0.1976605	0.0918704
950	0.3001429	0.2838779	0.0308548	0.2281445	0.2135183	0.7023418	0.6599191	0.4646856	0.5435970	0.7331991	0.6700531	0.5593623	0.0323666	0.0369303	0.3370340	0.0256378	0.7501544	0.2122919	0.9586885	0.1000814	0.2589307	0.0439837	0.5088066	0.4187993	0.1716872	0.2561718	0.6980860	0.5560121	0.0158142	0.5580045	0.0013496	0.0756946	0.4897142	0.4007963	0.7322696	0.5935307	0.0386104	0.8323095	0.6689711	0.6336632	0.5858923	0.5923902	0.6050489	0.2580064	0.1134542
1000	0.3717335	0.3664662	0.0305556	0.2489891	0.1303768	0.5104954	0.7339433	0.4213480	0.4866506	0.6476695	0.7414517	0.4981434	0.0106702	0.0442621	0.3730368	0.0638163	0.6270712	0.2497332	0.6576600	0.0927424	0.2922740	0.0173106	0.4190991	0.4969317	0.1370848	0.2791710	0.6732426	0.5587149	0.0166253	0.6097838	0.0081152	0.0650320	0.6821857	0.5080310	0.7954518	0.5083638	0.0267241	0.7262607	0.6724162	0.7026139	0.6708524	0.6493462	0.7276448	0.2537150	0.1353224

0	0.3423473	0.2757045	0.0218331	0.2219039	0.2453333	0.7189400	0.6641889	0.5600959	0.4531073	0.6713189	0.7164931	0.4461205	0.0258493	0.0377850	0.4467039	0.1025635	0.7005791	0.2891234	0.6709053	0.0660216	0.4187632	0.0633155	0.5435338	0.5070484	0.2437053	0.2659882	0.7681033	0.6473558	0.0123696	0.6119530	0.0034218	0.0926701	0.6102358	0.4034413	0.7748034	0.4949591	0.0084768	0.7288775	0.7021399	0.7223926	0.6043538	0.6028355	0.7982470	0.2211694	0.0706048
50	0.3003642	0.3983143	0.0242012	0.2930230	0.2072067	0.3269356	0.6696145	0.2814950	0.3090856	0.3090258	0.4190167	0.5346388	0.0007562	0.4219572	0.4416162	0.0253023	0.6786274	0.3576276	0.6313475	0.1121636	0.3500185	0.0318914	0.6770366	0.3937489	0.3150101	0.3079865	0.6225928	0.6630110	0.1040012	0.4561470	0.0286877	0.0750678	0.4057779	0.5330070	0.6486597	0.5180168	0.0090287	0.7040243	0.7128135	0.7051943	0.5960018	0.6606405	0.7634079	0.2879680	0.0980374
100	0.2131439	0.3795263	0.0627751	0.2556606	0.1764855	0.2522458	0.6932511	0.2032519	0.2311045	0.1641732	0.2006215	0.4769269	0.0159135	0.6102970	0.5038422	0.0382639	0.7128536	0.3772498	0.5725468	0.0694068	0.3411832	0.0470614	0.6288176	0.3258720	0.2043145	0.3829802	0.6110366	0.6453454	0.1302029	0.3341000	0.0059706	0.1204672	0.4369484	0.5462506	0.7204247	0.4524802	0.0084689	0.9282202	0.7383832	0.6782328	0.6924754	0.4806296	0.7083137	0.3063010	0.1150633
150	0.2760618	0.4472172	0.0406295	0.2587515	0.1386646	0.2702677	0.7504384	0.1811549	0.2083439	0.1001163	0.2002549	0.3666842	0.0136739	0.5771132	0.3887630	0.0609526	0.7164713	0.3428670	0.7666201	0.0625189	0.3490659	0.0235515	0.5488194	0.3338964	0.2032959	0.3871496	0.6655753	0.6904367	0.1689076	0.3171981	0.0063165	0.0742694	0.4650070	0.5585705	0.6430846	0.3668065	0.0192147	0.7020043	0.6919472	0.6943567	0.6550441	0.6421548	0.6763738	0.2828472	0.1230109
200	0.3063226	0.3742978	0.0461997	0.3082038	0.2490352	0.2766444	0.5660020	0.1345795	0.2180321	0.1341605	0.1797395	0.4502536	0.0000991	0.5293269	0.5145503	0.0744354	0.5662888	0.3907114	0.7132568	0.1419062	0.2885887	0.0230229	0.5854571	0.3601330	0.2508068	0.4954651	0.6423151	0.6623962	0.1223010	0.3473354	0.0172972	0.0537294	0.4047749	0.5807928	0.6326398	0.3687205	0.0106413	0.7197899	0.7030643	0.6207121	0.7147960	0.6752119	0.6667955	0.1954716	0.0891568
250	0.2321848	0.3297946	0.0203889	0.2877425	0.2807480	0.1622049	0.5144047	0.1509766	0.1855220	0.1257139	0.1988993	0.5298012	0.0060755	0.5766172	0.6716660	0.0454022	0.6402697	0.2890037	0.6406754	0.0661088	0.2831151	0.0428633	0.6542784	0.2997862	0.1927191	0.4244392	0.7243658	0.7804528	0.1495173	0.3275423	0.0093542	0.0535942	0.3713881	0.5703776	0.5479126	0.3477561	0.0111399	0.5747504	0.7436943	0.6448377	0.5299483	0.5684284	0.7649496	0.3023283	0.0991032
300	0.2333207	0.3918022	0.0226695	0.2261480	0.2639764	0.2390817	0.5863123	0.1238165	0.1751302	0.1617163	0.2179021	0.4906126	0.0023983	0.7804030	0.7945364	0.0895699	0.7985142	0.3856019	0.8379852	0.0882190	0.3498398	0.0196791	0.5429872	0.3640716	0.2414800	0.3586995	0.6596733	0.6923524	0.1618172	0.4066563	0.0163133	0.0515345	0.4290120	0.6154753	0.5679009	0.3031435	0.0222558	0.6894645	0.7117225	0.6336512	0.5768737	0.6516537	0.7049946	0.2163147	0.0961829
350	0.3081254	0.3739566	0.0319924	0.2726447	0.2923383	0.2265018	0.5993117	0.1087091	0.1735781	0.1160484	0.2125524	0.3142833	0.0044651	0.6350680	0.6940831	0.0429462	0.7036886	0.4469359	0.6722972	0.0515153	0.3427643	0.0197028	0.6986073	0.3024324	0.1614444	0.3611641	0.7649402	0.6904220	0.1306593	0.3247999	0.0183965	0.0675207	0.4367295	0.5353523	0.6337820	0.3089822	0.0074313	0.5080317	0.6106677	0.5927090	0.6891895	0.5904860	0.7035989	0.2289526	0.0946746
400	0.2941954	0.3119573	0.0328362	0.2997480	0.2335732	0.3161125	0.6978554	0.1094817	0.2420254	0.1570675	0.1962541	0.4498412	0.0007818	0.5594962	0.7103659	0.0347421	0.7974591	0.3309163	0.7236012	0.0683084	0.2547236	0.0330146	0.5809218	0.3151255	0.1696353	0.3886793	0.6216713	0.5843249	0.1246616	0.4052785	0.0067674	0.0417113	0.4355613	0.7088787	0.5794433	0.3657380	0.0048215	0.6900686	0.7522010	0.6842782	0.5815415	0.5536647	0.6909369	0.2196528	0.0914958
450	0.1863607	0.4664515	0.0668012	0.2392740	0.2224261	0.3142033	0.4722074	0.1270337	0.2325249	0.1037965	0.1904411	0.5271912	0.0011845	0.7098015	0.6948142	0.0478329	0.7287652	0.3691052	0.7088079	0.0936674	0.3545853	0.0180250	0.5967238	0.2936851	0.2120752	0.3847314	0.7175831	0.6608699	0.1066454	0.3576886	0.0045379	0.0764794	0.3742426	0.6348856	0.7230130	0.3493037	0.0120371	0.5792822	0.6277198	0.6298158	0.5923836	0.5824248	0.6038183	0.2480409	0.1122356
500	0.2594526	0.3707973	0.0374156	0.2414165	0.2289452	0.2183164	0.6309509	0.1383465	0.1965384	0.1639179	0.2253779	0.3831726	0.0008554	0.7229417	0.7321557	0.0446810	0.6048614	0.3780723	0.6835429	0.0402010	0.3066385	0.0479546	0.5548253	0.4546186	0.2239312	0.3029663	0.6321150	0.6604029	0.1646253	0.3200172	0.0036983	0.0429475	0.4239386	0.5472091	0.6947325	0.3978294	0.0141959	0.7409794	0.6312693	0.8748299	0.5920776	0.7052727	0.6610175	0.2812425	0.0822006
550	0.2950071	0.3356108	0.0399293	0.2166642	0.2347822	0.6845818	0.7675125	0.3719026	0.4000070	0.4915730	0.5714217	0.4730646	0.0142234	0.2648307	0.6182835	0.2228434	0.7361745	0.2687235	0.6458487	0.0463995	0.3768390	0.0329712	0.2242678	0.5332718	0.2362359	0.2495808	0.7014875	0.5336818	0.0516453	0.5654351	0.0087886	0.0414836	0.6581399	0.4506437	0.6319079	0.3518506	0.0174815	0.7072371	0.7547782	0.6174031	0.5908928	0.6217578	0.6768194	0.3580833	0.1268924
600	0.2212781	0.3668228	0.0330768	0.2361960	0.1803820	0.8253632	0.7819993	0.5428436	0.3823648	0.6401308	0.6374852	0.5053671	0.0035562	0.0930267	0.5712001	0.1773054	0.7672754	0.2416621	0.6917808	0.0692563	0.3141130	0.0487014	0.3260227	0.4803549	0.3082821	0.2286065	0.6408575	0.7222251	0.0150411	0.6482802	0.0290442	0.0795241	0.5663304	0.4627259	0.6624689	0.3668921	0.0134707	0.7699795	0.8749125	0.7247278	0.6020055	0.6424835	0.6955915	0.2753815	0.1510805
650	0.3141348	0.2688264	0.0271517	0.3042975	0.2118593	0.7133589	0.7406818	0.5978369	0.4854564	0.6784174	0.6285951	0.5729726	0.0203601	0.0653223	0.5888805	0.0650544	0.6630338	0.2834664	0.5831553	0.0753038	0.3463960	0.0353804	0.4542549	0.5863495	0.1796654	0.2562958	0.5955417	0.6289171	0.0194242	0.5856266	0.0204220	0.0541257	0.8064677	0.3785656	0.7196943	0.4768804	0.0064842	0.7208663	0.7760241	0.6832155	0.6714183	0.6840769	0.7130108	0.3163730	0.0931848
700	0.2519865	0.3148762	0.0236011	0.3117583	0.2522491	0.8349438	0.8717405	0.4218435	0.4513496	0.5886194	0.5950464	0.5360764	0.0221642	0.0307850	0.4344608	0.0739193	0.8021686	0.2892988	0.8142962	0.1128857	0.2525244	0.0339073	0.4671482	0.4593323	0.2100809	0.1749707	0.6855451	0.6094000	0.0081513	0.7244347	0.0054940	0.0825597	0.6415744	0.4937189	0.6986237	0.4981504	0.0294052	0.6777152	0.8031313	0.7812386	0.7845792	0.5761009	0.6754422	0.2396596	0.1026235
750	0.2439543	0.3292078	0.0088267	0.3218677	0.3236811	0.6572771	0.6972218	0.5403138	0.4986513	0.7517193	0.6417944	0.3822055	0.0110042	0.0213534	0.4146190	0.1417941	0.7589237	0.2448039	0.7438848	0.1188461	0.2575815	0.0336212	0.5578820	0.5321036	0.1715881	0.2252302	0.6957941	0.5982727	0.0336318	0.6424208	0.0162002	0.0829550	0.6158946	0.4644601	0.6375842	0.5042967	0.0199336	0.6087952	0.5567591	0.7056206	0.6458356	0.5046359	0.6793872	0.1885432	0.1374904
800	0.2148868	0.3822343	0.0256268	0.1750839	0.2840702	0.6225141	0.7362617	0.5789036	0.3431366	0.7387739	0.6823415	0.4001688	0.0120950	0.0318268	0.4500116	0.0895646	0.7000875	0.2821466	0.5952386	0.0906876	0.2973139	0.0300931	0.4850737	0.4061186	0.1799628	0.2120281	0.5985217	0.5961445	0.0296782	0.6698299	0.0219502	0.0878132	0.6447576	0.4527298	0.6961530	0.5295604	0.0068825	0.7427991	0.6652445	0.7420245	0.5673411	0.6043362	0.7752691	0.2827589	0.1320005
850	0.2182578	0.3315333	0.0189216	0.3149776	0.2511551	0.7027074	0.6442394	0.5396793	0.4991762	0.6452088	0.6391125	0.4963577	0.0107586	0.0178462	0.3289770	0.1181223	0.6102644	0.2736223	0.6446227	0.0984202	0.3401130	0.0616594	0.5339280	0.3999875	0.1720964	0.1821768	0.6099288	0.5941706	0.0083965	0.7249315	0.0109188	0.0769899	0.7844731	0.4474535	0.7021918	0.6011056	0.0439516	0.7328067	0.7445447	0.7001032	0.6469016	0.5236277	0.6923235	0.2719476	0.0958920
900	0.2698445	0.2423974	0.0183065	0.2368871	0.1340662	0.6591342	0.7185164	0.6333730	0.4636627	0.7048926	0.7278814	0.4379600	0.0221614	0.0470748	0.4068923	0.0687479	0.7222795	0.2548526	0.7017843	0.0867979	0.3216708	0.0292180	0.5141709	0.3715384	0.1527517	0.2151450	0.5314162	0.5361933	0.0160006	0.6450885	0.0142212	0.0549778	0.7637746	0.5120185	0.6300071	0.5405369	0.0247408	0.6699422	0.7334477	0.6968088	0.5852845	0.6947095	0.6959948	0.2680400	0.1129089
950	0.3015443	0.2339579	0.0200858	0.2395242	0.1879391	0.6193258	0.7089803	0.6645174	0.5009094	0.6808682	0.6651578	0.4911093	0.0098019	0.0180712	0.4358407	0.0960149	0.5867511	0.2395742	0.6153527	0.0822613	0.3142537	0.0273106	0.5274401	0.4159960	0.2112758	0.2900063	0.7328787	0.6339059	0.0199649	0.6312280	0.0042041	0.1019035	0.7198353	0.4975814	0.6681943	0.4488839	0.0091254	0.8392532	0.7382589	0.7011677	0.5463838	0.6221444	0.5860283	0.2659813	0.0961705
1000	0.2776570	0.2465274	0.0151899	0.2432245	0.1785199	0.6998741	0.7671043	0.5359690	0.4894263	0.6832410	0.7471491	0.5461126	0.0039593	0.0321608	0.4337188	0.0652968	0.7716553	0.3060139	0.5988083	0.0719089	0.3033816	0.0425329	0.5495964	0.4082346	0.2176985	0.1603362	0.6398852	0.6275645	0.0121344	0.7902983	0.0064420	0.0727205	0.7345294	0.3934910	0.6653180	0.5647462	0.0163711	0.6629994	0.6446085	0.7020033	0.6932642	0.5367423	0.7211375	0.2903735	0.1481673

0	0.2812133	0.2397578	0.0110029	0.2509551	0.1467982	0.7817614	0.6126975	0.5841482	0.4328758	0.6450569	0.7351237	0.5274869	0.0193767	0.0542496	0.4141092	0.0470990	0.6508658	0.2812837	0.6935811	0.0425221	0.4140004	0.0471451	0.5208727	0.4458706	0.2255225	0.2508893	0.8719983	0.6452241	0.0042033	0.7531693	0.0040332	0.0847733	0.6530087	0.5252471	0.6868338	0.4869585	0.0211032	0.6507703	0.8509017	0.8287178	0.5604299	0.7334875	0.7996704	0.2064835	0.0821901
50	0.2670118	0.2592234	0.0172652	0.2925715	0.1317101	0.6917612	0.4408707	0.5030686	0.5887676	0.6988500	0.7482948	0.5872262	0.0102914	0.0392439	0.4621163	0.0735010	0.6854132	0.1545494	0.5935026	0.1132314	0.0945417	0.0362389	0.7953829	0.4843256	0.0644837	0.3469411	0.6119744	0.6464181	0.0123322	0.3052541	0.0245249	0.0385199	0.7243155	0.4846893	0.7857069	0.4781848	0.0154337	0.7272026	0.5966560	0.5849371	0.6629834	0.6551756	0.5121581	0.2698383	0.0778943
100	0.2114441	0.2570021	0.0090814	0.2833036	0.1743054	0.7371075	0.3322551	0.5484993	0.4232969	0.6985832	0.5192790	0.4452334	0.0996867	0.0713559	0.3870018	0.1145332	0.6644160	0.2576024	0.6457145	0.0829815	0.0250742	0.0254450	0.6827715	0.4268381	0.0202276	0.4681917	0.7867160	0.5513732	0.0253310	0.3087145	0.0165021	0.0215645	0.9322148	0.4994249	0.7222496	0.5392003	0.0125294	0.6968596	0.7895550	0.4461521	0.6932573	0.7225260	0.4329406	0.2542740	0.1231058
150	0.1726495	0.3210269	0.0277860	0.3093531	0.1188399	0.7218861	0.3026485	0.5706757	0.4804080	0.7847906	0.4702729	0.5249086	0.4175044	0.0326708	0.2836316	0.1004252	0.7032420	0.2480268	0.6306537	0.1307097	0.0173439	0.0636634	0.6447549	0.4953351	0.0290188	0.6334401	0.6848025	0.6042482	0.2139478	0.2630812	0.0277102	0.0445740	0.3946767	0.4598961	0.5522185	0.5575024	0.0050984	0.6330408	0.7002390	0.5188468	0.6914872	0.6701692	0.4279251	0.3422265	0.2192984
200	0.2605688	0.2729213	0.0206898	0.3198385	0.1345098	0.5595216	0.3170033	0.6405347	0.5415135	0.5461962	0.3020537	0.4470978	0.6614722	0.1015317	0.1507778	0.1524232	0.5753713	0.2221709	0.5798823	0.4727566	0.0156304	0.1839914	0.5142644	0.3728349	0.0060693	0.7086952	0.7314027	0.6043663	0.4619510	0.2920997	0.1859916	0.0341899	0.2091047	0.4111713	0.6557449	0.5134308	0.0164060	0.6589045	0.7803325	0.4994847	0.6000247	0.7047243	0.5991738	0.2696690	0.2235502
250	0.2413182	0.3083026	0.0240509	0.3607188	0.1304853	0.7292742	0.3157969	0.7009691	0.5633650	0.4832701	0.2006582	0.4525705	0.6093863	0.1495852	0.1059548	0.2084931	0.6540052	0.1619406	0.5090739	0.7799342	0.0147942	0.3064803	0.6140638	0.3253132	0.0121014	0.6273988	0.6267797	0.6397336	0.5271992	0.2735013	0.3078842	0.0413917	0.1441791	0.3516373	0.6473673	0.4245789	0.0480771	0.6503159	0.6682525	0.5149774	0.6628204	0.6791478	0.3840234	0.4521497	0.1884849
300	0.2214966	0.2457238	0.0384196	0.3393440	0.1622226	0.7889397	0.2824525	0.5816563	0.4669219	0.4948763	0.1949613	0.3529351	0.7433202	0.3091504	0.0841183	0.1459241	0.7380311	0.1689397	0.4547173	0.7101095	0.0032591	0.3317427	0.7034745	0.4538383	0.0107907	0.5556937	0.6709061	0.6182161	0.6373323	0.2123272	0.4033988	0.0351059	0.1170195	0.2180687	0.6443157	0.2146275	0.0100290	0.7232522	0.7371910	0.4817676	0.6206466	0.7163083	0.4329382	0.3428960	0.2425312
350	0.2680517	0.3299109	0.0207561	0.2946045	0.1451813	0.7912913	0.2376401	0.6307894	0.3961601	0.4211534	0.2184150	0.3534442	0.6034861	0.3145261	0.1152346	0.1780071	0.6454614	0.1123559	0.3188041	0.6984379	0.0023390	0.4039940	0.5128309	0.3857640	0.0096351	0.5905971	0.6279728	0.6655567	0.5264148	0.3019423	0.5474923	0.0303945	0.0852815	0.1889202	0.4682477	0.1368474	0.0087488	0.6471444	0.7226844	0.5122574	0.6614569	0.7922285	0.5380152	0.3224857	0.2638026
