"Time"	G1	G2	G10	G20	G4	G17	G16	G8	G9	G11	G56	G3	G5	G19	G13	G15	G14	G12	G50	G41	G52	G53	G51	G21	G22	G55	G42	G54	G40	G49	G39	G35	G44	G45	G47	G18	G94	G98	G95	G43	G48	G61	G57	G79	G60	G84	G81	G80	G83	G88	G82	G89	G85	G90	G91
750	0.4279814	0.4099185	0.5779248	0.5546044	0.3615534	0.3718474	0.0121698	0.1354566	0.1086756	0.2844667	0.3367604	0.0311864	0.4526126	0.0654974	0.5968050	0.1005817	0.2015860	0.2463766	0.0757694	0.7236420	0.3032539	0.7233192	0.2191039	0.4698287	0.6624865	0.5456076	0.5593038	0.4125371	0.0654738	0.1679491	0.2294373	0.5975681	0.3822497	0.2560140	0.4489288	0.5473240	0.7634563	0.6700463	0.5952799	0.2139845	0.3594587	0.0256098	0.6495300	0.3570843	0.2705284	0.6197481	0.7439390	0.6901299	0.0616770	0.0325216	0.6230088	0.5286220	0.0344355	0.1998590	0.5679102
800	0.4038103	0.4100151	0.4671593	0.5095248	0.4328139	0.4096158	0.0089444	0.1680729	0.0609555	0.2608047	0.4322019	0.0216254	0.3575785	0.0824960	0.5791385	0.0927620	0.1884839	0.1357043	0.0430864	0.8891846	0.2662158	0.7399269	0.2689097	0.4051098	0.7155741	0.5204590	0.6070327	0.4776484	0.1211413	0.1895653	0.2147812	0.5404727	0.3288959	0.3052831	0.4069930	0.6165070	0.7215439	0.7460364	0.5142564	0.2642015	0.3088710	0.0713176	0.7027221	0.3110580	0.2900436	0.6662199	0.7014828	0.6478117	0.0580784	0.0477199	0.8036777	0.4317108	0.0338573	0.2153619	0.6943575
850	0.3984940	0.4514165	0.5800891	0.4626139	0.3073589	0.3508407	0.0187341	0.1800729	0.0708132	0.3597150	0.4611732	0.0214958	0.3487771	0.1158893	0.6591289	0.0732690	0.2662579	0.1431632	0.0540469	0.5827447	0.2920118	0.6889040	0.1576295	0.4979393	0.6924198	0.5566065	0.5304217	0.3988569	0.0183741	0.1758213	0.2022219	0.4562218	0.2172604	0.2510658	0.4678678	0.5862665	0.6775662	0.8336966	0.4197359	0.2311913	0.2975817	0.0467919	0.6626209	0.3152160	0.3603908	0.7748872	0.7102717	0.4835514	0.0717456	0.0660977	0.8121949	0.5286644	0.0461117	0.1123511	0.6641583
900	0.3646925	0.3192404	0.6040307	0.3308959	0.4166988	0.4522664	0.0083399	0.3069948	0.0723418	0.3576456	0.4932400	0.0154248	0.5136731	0.0318011	0.5822465	0.0893323	0.2344049	0.1465186	0.0476318	0.7614869	0.3206999	0.8293748	0.2272800	0.5531112	0.7415126	0.6590069	0.5137472	0.5351495	0.0341444	0.2461065	0.1692508	0.4746309	0.2235730	0.2532127	0.3755145	0.5790995	0.6788909	0.7078838	0.3755785	0.1496117	0.3458027	0.0284446	0.5321697	0.3446843	0.3210331	0.6736821	0.7060095	0.5947420	0.0598969	0.0797089	0.6442505	0.4560498	0.0316408	0.2012991	0.6452510
950	0.4405091	0.3434404	0.6390337	0.3072342	0.3323614	0.4794934	0.0111752	0.2031613	0.0737484	0.2552977	0.4881608	0.0451762	0.3866476	0.0302109	0.4969350	0.0918889	0.2979767	0.1218020	0.0937118	0.7815626	0.3347015	0.6358543	0.3135725	0.4406726	0.6902963	0.5695254	0.5506904	0.5378756	0.0308204	0.2062508	0.3144818	0.4776373	0.3694627	0.2795495	0.4341784	0.5372524	0.6340180	0.7190349	0.3903567	0.2135768	0.3759673	0.0181674	0.6670051	0.3155992	0.2926904	0.6104423	0.7842518	0.6511731	0.0768826	0.0491591	0.6857224	0.4245185	0.0235566	0.1924847	0.6640626
1000	0.4715429	0.3688839	0.5894404	0.3286809	0.3146479	0.4166493	0.0035935	0.3007355	0.0558349	0.3231171	0.3415182	0.0184595	0.3776959	0.0417365	0.5835169	0.0685084	0.2015674	0.1759594	0.0742719	0.7726550	0.3003577	0.7912137	0.2457317	0.4622191	0.7617582	0.6401178	0.5312841	0.4902903	0.0376769	0.1525397	0.2129803	0.6164414	0.4034847	0.2424752	0.4413692	0.5259277	0.7763793	0.7251319	0.4337695	0.2569368	0.2769437	0.0286994	0.6093106	0.2856666	0.2289313	0.6642100	0.7870084	0.7180617	0.0609349	0.0525459	0.6657275	0.3606213	0.0174510	0.1759452	0.6401814

0	0.5455925	0.4716009	0.6251419	0.4152850	0.3345572	0.4308943	0.0239979	0.2643874	0.0972519	0.3602266	0.3759984	0.0134834	0.2518280	0.0641144	0.5481989	0.1123933	0.2607900	0.1964777	0.0701576	0.7068535	0.2709658	0.6427630	0.1781119	0.5371268	0.7154756	0.6275517	0.5243310	0.4738317	0.0403008	0.1696580	0.2006393	0.5620450	0.2403873	0.3428741	0.4970812	0.6070149	0.7451968	0.7381203	0.5362412	0.2415124	0.2866516	0.0253324	0.5926265	0.3618965	0.3829994	0.7037973	0.8293520	0.5607970	0.1215860	0.0593082	0.6246557	0.4310268	0.0717325	0.2392104	0.5600270
50	0.2846906	0.4457178	0.5147680	0.2902387	0.3894078	0.4350793	0.0110336	0.2513292	0.1824648	0.7035164	0.0769809	0.0319318	0.5375404	0.0467077	0.5575880	0.2130328	0.3266109	0.1718970	0.0787731	0.3181804	0.2486597	0.6811825	0.1823545	0.4506627	0.7989737	0.6877027	0.6302551	0.3361738	0.0536848	0.1398350	0.1952896	0.5012572	0.2140045	0.2311371	0.3625708	0.6640927	0.7248863	0.6212020	0.5125420	0.2639220	0.3024677	0.0489029	0.5824258	0.4237403	0.2714232	0.6501397	0.6444104	0.3119386	0.2654805	0.0648208	0.6293071	0.3978313	0.0666824	0.0663007	0.5770078
100	0.4460698	0.4474855	0.6093122	0.2497052	0.3846813	0.5052833	0.0108364	0.1400206	0.1711093	0.6780352	0.0314544	0.0791161	0.5054764	0.0195052	0.6575277	0.2472658	0.6989744	0.1978752	0.0648024	0.2208259	0.2874879	0.6029929	0.1988330	0.5153956	0.8714069	0.7665410	0.5104129	0.4365068	0.0955829	0.1477642	0.2507394	0.5669813	0.4244544	0.3452438	0.4763275	0.5784990	0.7874749	0.4398706	0.4212210	0.2742603	0.4084346	0.0417306	0.5498109	0.4180779	0.1878765	0.6892372	0.7155198	0.1879830	0.2857992	0.0814952	0.7998976	0.3187864	0.0757643	0.0118061	0.5593044
150	0.4915901	0.4345569	0.4175125	0.4149905	0.4254500	0.5390073	0.0026300	0.0838075	0.2210420	0.6758731	0.0804535	0.0160905	0.4746506	0.0509208	0.6510295	0.1883172	0.4483659	0.2432948	0.0463357	0.1967194	0.3892074	0.6275839	0.3161984	0.4646277	0.8142983	0.5796590	0.5188689	0.3674714	0.0827559	0.0732802	0.2305422	0.6096222	0.3399283	0.2935290	0.5497507	0.6632311	0.8316170	0.6645534	0.5287645	0.2020674	0.3166520	0.0432904	0.6599379	0.5593556	0.0977039	0.6778588	0.6988293	0.1325594	0.2489862	0.0833256	0.7273007	0.3723494	0.1890255	0.0141674	0.3139372
200	0.5241690	0.3841240	0.3405734	0.3207045	0.3709049	0.5937319	0.0051699	0.0646353	0.1978816	0.5872496	0.0430354	0.0287552	0.3595986	0.0698620	0.5591032	0.2878656	0.4519726	0.3164247	0.0362559	0.1391877	0.3314625	0.7865764	0.2304385	0.5590260	0.7899388	0.7905236	0.5906038	0.4278894	0.0674676	0.1802410	0.1813452	0.3921993	0.4540317	0.2079401	0.4454588	0.6934327	1.0000000	0.4685556	0.4950272	0.1835398	0.3578850	0.0411232	0.7022988	0.7956023	0.1552862	0.5902301	0.8046845	0.1079204	0.2001914	0.0401182	0.5733854	0.4112979	0.1558089	0.0175013	0.2677192
250	0.4906264	0.4505746	0.3326433	0.4400608	0.4228147	0.3979677	0.0220183	0.0571821	0.2214736	0.5947266	0.0648971	0.0479796	0.3287736	0.0956105	0.6695978	0.2613652	0.4822862	0.2089960	0.1303795	0.1627314	0.2475528	0.7571331	0.1877122	0.4909073	0.7056850	0.5583438	0.5848555	0.3167363	0.0497087	0.1076147	0.2256670	0.4801477	0.4211930	0.2176011	0.5601782	0.6120587	0.8629148	0.4847167	0.4818495	0.1180560	0.4225192	0.0512915	0.6506214	0.5627916	0.2340357	0.5326106	0.6723197	0.1230034	0.2822668	0.1011749	0.5958509	0.4203192	0.2181606	0.0176089	0.2502975
300	0.4663040	0.4223805	0.3583036	0.2839650	0.4397871	0.5154083	0.0016335	0.0493412	0.2148029	0.5195220	0.1319931	0.0385181	0.4103181	0.0607754	0.5999514	0.3052712	0.6144752	0.2995060	0.1082809	0.0976166	0.2931614	0.8673530	0.1372366	0.5025844	0.6991819	0.7050101	0.5115376	0.3220083	0.0649855	0.0148008	0.2733149	0.5132654	0.2851514	0.0899779	0.6858217	0.7182603	0.7678637	0.5622050	0.5055212	0.1386297	0.3592716	0.0278598	0.6037387	0.7249134	0.2217047	0.6147477	0.6855790	0.1730091	0.2004058	0.0440697	0.4690517	0.3859808	0.1892802	0.0584025	0.2476175
350	0.4328784	0.5097621	0.3931120	0.2281344	0.3550733	0.4577187	0.0093798	0.0481497	0.2564870	0.5850624	0.0758721	0.0262075	0.3901520	0.1026648	0.6846525	0.1724392	0.7202392	0.2770487	0.0512994	0.1006733	0.3022458	0.7991345	0.3140737	0.3221446	0.7444721	0.6205535	0.5093656	0.3246415	0.0383974	0.0079288	0.2937027	0.5136156	0.3273150	0.0844613	0.6461425	0.6135764	0.5870964	0.4967709	0.4461600	0.1057209	0.4290871	0.0327925	0.7695665	0.6827348	0.2682640	0.5155496	0.7150193	0.0626034	0.2183533	0.0510646	0.5539929	0.4111549	0.2360884	0.0567814	0.2891620
400	0.5705163	0.5228445	0.3931693	0.3135139	0.5359997	0.5051959	0.0292866	0.0329320	0.1649672	0.6196253	0.1082557	0.0372414	0.4167776	0.1293674	0.6880297	0.2597258	0.5976808	0.2529410	0.0456328	0.1213000	0.2985899	0.8768026	0.2457313	0.5178780	0.7434041	0.6973381	0.5213009	0.2794921	0.1396852	0.0158897	0.2538728	0.4940370	0.3641734	0.1109590	0.6050531	0.5361851	0.6854936	0.7034155	0.4586834	0.1430300	0.2791024	0.0032538	0.6817681	0.6619894	0.1945936	0.4953185	0.6625136	0.0532069	0.2482799	0.0391760	0.4758565	0.4228058	0.3443632	0.0381413	0.2155786
450	0.4123981	0.3892370	0.3997152	0.5684373	0.4872645	0.3923010	0.0044877	0.0347178	0.2543486	0.4634411	0.0582843	0.0387677	0.3138343	0.2963426	0.8692488	0.2580505	0.4280776	0.2678158	0.0609036	0.0852617	0.3467860	0.7961463	0.2217441	0.4593960	0.8033174	0.6672943	0.6449837	0.3181657	0.0874396	0.0071173	0.3753421	0.5738608	0.3656519	0.0459388	0.6723227	0.4991595	0.6680205	0.5292342	0.4318597	0.1257885	0.4169333	0.0189099	0.4930691	0.6311859	0.2987781	0.4460780	0.6846055	0.1006785	0.2168694	0.0336523	0.3776971	0.4237511	0.2383752	0.0582436	0.3254103
500	0.2753894	0.3946270	0.3477109	0.3807955	0.4818189	0.4334244	0.0042033	0.0467320	0.2330941	0.4842822	0.0464666	0.0541633	0.2992966	0.1855138	0.7433003	0.2795795	0.6596476	0.2800829	0.0906696	0.1187999	0.2728825	0.7755661	0.2357764	0.5437681	0.7335429	0.8550896	0.5676981	0.3179459	0.0670784	0.0150961	0.1660289	0.5696110	0.2444415	0.1278242	0.4787698	0.6392587	0.6906540	0.4419724	0.4884097	0.1766077	0.4389414	0.0544491	0.5300388	0.6035022	0.2540778	0.5470100	0.7853600	0.1124918	0.2522815	0.0585738	0.5396349	0.3771938	0.2094936	0.0629571	0.3066509
550	0.2730054	0.4875945	0.5605800	0.1975927	0.3429359	0.3706464	0.0049112	0.1491881	0.0771921	0.5100800	0.5428176	0.0602102	0.5191574	0.0215167	0.5952234	0.3229804	0.5708523	0.3016734	0.0494235	0.4062625	0.2746982	0.5813601	0.2109330	0.4632291	0.6889746	0.6556958	0.4454118	0.3586314	0.0334511	0.0249535	0.2098716	0.5131068	0.2406049	0.1093286	0.5548056	0.7117499	0.8160593	0.7192030	0.4981327	0.1895052	0.4344135	0.0231656	0.6067637	0.5958093	0.3119105	0.5693295	0.7708057	0.3033057	0.1964750	0.0954207	0.4546985	0.4347595	0.2392549	0.0897513	0.1697198
600	0.4479919	0.4579136	0.6501217	0.2914663	0.3952858	0.4494683	0.0043190	0.1771615	0.0596924	0.3211129	0.3760575	0.0235884	0.3976889	0.0442332	0.5417640	0.2470167	0.5751146	0.1888655	0.0904527	0.6447833	0.2740229	0.5879559	0.2154483	0.3864310	0.7557046	0.6866840	0.3784297	0.3039909	0.0471980	0.0810941	0.2517632	0.5040786	0.3261142	0.2290246	0.5524515	0.5228602	0.8106814	0.8049573	0.3988266	0.1909009	0.4744437	0.0376665	0.5697610	0.5043265	0.2013471	0.6238160	0.7283655	0.2706831	0.0751121	0.1274582	0.5585145	0.4186867	0.1559846	0.0525192	0.3454237
650	0.4993117	0.3692275	0.7597649	0.3785491	0.3593610	0.2786587	0.0200854	0.0867048	0.0325324	0.2690759	0.4111679	0.0127945	0.3551528	0.0367061	0.6669040	0.1830844	0.4331914	0.2474446	0.0743162	0.6993144	0.2837090	0.7201635	0.2356394	0.4508785	0.7150571	0.5403388	0.4099947	0.4523593	0.0750544	0.2066546	0.2191964	0.6067438	0.3652180	0.3053922	0.4102569	0.5877350	0.7832390	0.6972357	0.4666678	0.1520993	0.3858377	0.0266779	0.6202350	0.5162303	0.1743235	0.5678088	0.6800151	0.4268694	0.0813424	0.1127235	0.5791372	0.4347412	0.1475238	0.0903598	0.4530564
700	0.4263854	0.3312431	0.5573481	0.4684688	0.4326429	0.3331548	0.0084018	0.2025312	0.0244215	0.2722110	0.4612468	0.0159152	0.3274402	0.0674289	0.5795256	0.1486566	0.2719310	0.1865257	0.0816663	0.6526131	0.3215478	0.6000606	0.2666225	0.4042809	0.7839531	0.5611698	0.4800142	0.3706556	0.0546226	0.2019604	0.2247813	0.5520990	0.3456328	0.2895185	0.4906702	0.5839781	0.8478703	0.6690084	0.4754775	0.2078849	0.3266978	0.0362200	0.5925218	0.4529745	0.2530242	0.5639572	0.7686917	0.4807434	0.1142749	0.1088054	0.6597136	0.5386531	0.0995313	0.1406548	0.6815802
750	0.3202841	0.3424373	0.4976662	0.4247791	0.4049479	0.3552053	0.0108487	0.1608838	0.0456832	0.2431875	0.4844331	0.0330923	0.2288718	0.0763666	0.6833782	0.0673616	0.3722754	0.1741437	0.1046568	0.6596593	0.2652012	0.6776304	0.2973656	0.4225089	0.7119994	0.5511058	0.5901875	0.4220298	0.0277393	0.2370289	0.1636075	0.5589897	0.2816136	0.2558684	0.3980923	0.5198759	0.7456739	0.8359866	0.3655717	0.2867498	0.2923339	0.0300751	0.5394485	0.4175009	0.2146177	0.6097013	0.7431338	0.5459427	0.1225281	0.1122695	0.7287110	0.3615924	0.0935041	0.1678470	0.5619565
800	0.3162329	0.5010652	0.4725606	0.1724441	0.3963230	0.4340846	0.0068048	0.2994921	0.0884045	0.3833412	0.4903217	0.0188198	0.4499658	0.0350623	0.6162726	0.0953955	0.4524832	0.1911262	0.0532898	0.5905064	0.3251422	0.7479119	0.2793474	0.4128279	0.9125669	0.6268749	0.4169629	0.3708589	0.0331841	0.1573434	0.1656329	0.5095720	0.2573069	0.2756242	0.4453257	0.6190238	0.7135678	0.7482872	0.5211704	0.3027502	0.3300386	0.0377433	0.5337449	0.3951804	0.3030544	0.6303497	0.6240407	0.6339521	0.0979299	0.1066707	0.8625897	0.4322296	0.0758280	0.1787061	0.6717897
850	0.4844085	0.4754605	0.5513418	0.2510839	0.3231519	0.5161288	0.0093667	0.3804961	0.0829506	0.4590333	0.5075010	0.0272318	0.4382629	0.0175870	0.5571034	0.1880389	0.3202935	0.2356234	0.0461291	0.7008435	0.3557468	0.7877630	0.2366383	0.3708740	0.7106601	0.5385962	0.5267250	0.3932281	0.0393787	0.2639497	0.2731093	0.4699389	0.3360764	0.2690649	0.4016526	0.8041536	0.6555881	0.9398289	0.3287789	0.1935538	0.4033464	0.0288436	0.6399080	0.3473265	0.4331100	0.6910168	0.6969953	0.6037374	0.0668991	0.0815881	0.7267567	0.4153204	0.1294267	0.1887618	0.7110166
900	0.5709501	0.4137518	0.5184312	0.3690736	0.4586724	0.5192567	0.0100342	0.2097254	0.0420571	0.2795127	0.5069658	0.0207823	0.4376349	0.0573420	0.4477978	0.1109804	0.2456268	0.2168548	0.0550156	0.8056515	0.3894545	0.6988079	0.2059645	0.3876211	0.6428185	0.5357543	0.4792745	0.4025618	0.1018747	0.2551049	0.2627733	0.4638033	0.3324732	0.3230871	0.5396827	0.5131363	0.7848767	0.7098089	0.4947374	0.2786959	0.3156514	0.0615790	0.5268425	0.3915338	0.2246935	0.6259211	0.6605695	0.5784569	0.0846832	0.0439657	0.6856551	0.4198116	0.0582655	0.1666001	0.7062671
950	0.4705015	0.4295020	0.5310507	0.3473062	0.4357500	0.4820028	0.0121499	0.2102528	0.0565157	0.3177502	0.4192890	0.0083597	0.3238431	0.0653283	0.5904867	0.1388501	0.2128462	0.1556388	0.0915697	0.7308601	0.2756707	0.7324531	0.1926117	0.4583866	0.7554167	0.5379340	0.5141765	0.3468725	0.0382977	0.3155478	0.2583092	0.7687270	0.3483476	0.2840574	0.4847778	0.5920111	0.8145098	0.6510452	0.4004028	0.1769092	0.3509103	0.0382481	0.7204565	0.3212267	0.1913174	0.7022845	0.6836152	0.5152391	0.0440878	0.1115403	0.7497398	0.4113603	0.0593759	0.2208322	0.5847678
