"Time"	G1	G10	G2	G20	G17	G16	G4	G9	G11	G18	G94	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G15	G12	G13	G14	G41	G50	G52	G53	G51	G21	G22	G55	G42	G44	G39	G49	G40	G54	G45	G47	G43	G61	G72	G67	G57	G48	G95	G8	G60	G59	G99	G58	G79	G82	G83	G81	G89	G84	G80	G88	G91	G90	G75	G78	G77	G86	G85	G69	G93	G92	G87	G68	G27	G96	G97	G63	G26	G25	G23	G24	G62	G76	G71	G74	G31
450	0.3611081	0.0003957	0.0053410	0.1263087	0.2022786	0.2407039	0.7670358	0.1135524	0.5030762	0.2962628	0.3359388	0.6461698	0.3426922	0.3125825	0.1167557	0.0843196	0.7709409	0.6757516	0.7593492	0.6856111	0.4538122	0.0598451	0.7278940	0.2734155	0.6574367	0.6355303	0.7106164	0.2048957	0.6732944	0.2118190	0.3684343	0.7522022	0.0155719	0.3232512	0.4247267	0.0888532	0.8436231	0.2710803	0.6312008	0.4031408	0.5566677	0.4370388	0.5700612	0.4159591	0.5258805	0.4455018	0.0345097	0.5650157	0.5543100	0.2276648	0.3575830	0.6668044	0.0345827	0.4905283	0.0696598	0.7226503	0.0124613	0.6495274	0.6244333	0.0892288	0.6493906	0.4463825	0.5960579	0.0632241	0.5242326	0.5301193	0.4901093	0.0008022	0.2556554	0.4190376	0.6969322	0.1165099	0.3982409	0.1924011	0.4433997	0.2607930	0.5465859	0.0000000	0.5061456	0.2861148	0.3961254	0.0069993	0.3817462	0.0080880	0.0023847	0.6560806	0.3000562	0.5270453	0.1711140	0.7706183
500	0.2375563	0.0005014	0.0099999	0.0773302	0.2205191	0.2498390	0.7926189	0.0963555	0.6421944	0.2510171	0.4124616	0.6131095	0.4941111	0.2462775	0.1804909	0.1383204	0.6215375	0.5785243	0.6531919	0.6688061	0.4750843	0.0638868	0.6607842	0.1862897	0.5409256	0.5346131	0.6034742	0.2503632	0.6587608	0.1281369	0.3753109	0.7829546	0.0098271	0.2850764	0.3662278	0.1038693	0.6260611	0.2424299	0.5953682	0.4287378	0.7073756	0.4367039	0.5713602	0.4776752	0.6549317	0.4895479	0.0220823	0.6791239	0.5701974	0.2152920	0.4210436	0.6395357	0.0502724	0.5668738	0.0678472	0.6826372	0.0192210	0.6831716	0.6535162	0.0587431	0.6358265	0.2074200	0.6167676	0.0524939	0.5032062	0.5530425	0.5289572	0.0056615	0.2257864	0.3213997	0.4966131	0.1059523	0.4919661	0.2130008	0.3916706	0.1633916	0.5765803	0.0009860	0.5442221	0.2508115	0.4262975	0.0048976	0.3526134	0.0069514	0.0071473	0.7064339	0.4065559	0.5105066	0.0891772	0.6425056
550	0.2334622	0.0722802	0.0420936	0.1032758	0.3469231	0.2632528	0.7437836	0.1905626	0.7244484	0.1538721	0.6574082	0.6581458	0.4183824	0.2838024	0.2084328	0.5163364	0.5845864	0.6351049	0.7328024	0.8727196	0.5488730	0.2425313	0.6346794	0.2802417	0.5602258	0.5247813	0.5955391	0.3334013	0.5828431	0.1378190	0.2778161	0.6957130	0.0889951	0.5225294	0.4594287	0.0499460	0.4482267	0.3039454	0.5776308	0.6907536	0.6888903	0.5519629	0.5553572	0.4938212	0.5879889	0.3774302	0.0193834	0.7039125	0.6069408	0.1887782	0.3607851	0.5809378	0.0223144	0.5151420	0.1159702	0.6276008	0.0276423	0.5849096	0.6494972	0.0983296	0.5524938	0.3627202	0.1242095	0.2592902	0.5727436	0.5306028	0.4572746	0.0574442	0.1150644	0.5027550	0.5285373	0.1375603	0.3945682	0.2499704	0.5091190	0.2753959	0.5297999	0.0000000	0.6769231	0.2308054	0.3987081	0.0969866	0.3316453	0.5999228	0.0096603	0.6847003	0.3584014	0.5634536	0.1617912	0.7833212
600	0.2538793	0.1158067	0.1377556	0.0182166	0.5145622	0.3453913	0.7278227	0.1284026	0.6068196	0.1617606	0.6284124	0.7745298	0.3013133	0.2394347	0.2257811	0.6855752	0.7051492	0.6640734	0.6174947	0.7700298	0.5948800	0.1124106	0.5196327	0.5384972	0.5421665	0.6210146	0.6358048	0.2825123	0.7381203	0.1279044	0.2933607	0.7709570	0.1042629	0.5624904	0.4325209	0.0802648	0.4918914	0.2231656	0.7211485	0.5010170	0.6151790	0.4518532	0.6001995	0.5778319	0.5448398	0.4213957	0.1686475	0.6199380	0.5160105	0.1448158	0.4992735	0.7309059	0.0299075	0.2795983	0.1238252	0.7395564	0.0571488	0.1049827	0.5681545	0.1928842	0.5842583	0.6340454	0.0771896	0.3315335	0.5951487	0.4526416	0.3018211	0.0305626	0.0509054	0.6046080	0.4020846	0.1551861	0.6044533	0.3560356	0.5055762	0.3825687	0.5254996	0.0000526	0.7989064	0.2048616	0.4071498	0.1060384	0.2375293	0.6451810	0.1041378	0.6089714	0.4423575	0.3969387	0.0938671	0.7009674
650	0.3104047	0.0977787	0.0793601	0.0268907	0.4566837	0.3710079	0.8342716	0.1575419	0.6362962	0.1904422	0.6284190	0.6789604	0.2886843	0.0818460	0.0578655	0.6594675	0.5508704	0.6431534	0.5703295	0.6088569	0.5652489	0.0849120	0.7138971	0.4075290	0.5589678	0.5035624	0.5820586	0.3432329	0.6617877	0.1524564	0.2188641	0.7610884	0.1308461	0.7798621	0.5534987	0.1935896	0.3566465	0.3621938	0.7136863	0.7243623	0.6145942	0.3845711	0.5402832	0.6086574	0.5382264	0.2057524	0.1951657	0.7632397	0.4566551	0.0830185	0.6699067	0.7919428	0.0350306	0.2837141	0.0310365	0.8665182	0.0253858	0.0957091	0.7593967	0.1494763	0.5477946	0.7289760	0.0303102	0.5878789	0.5374045	0.2590526	0.4088405	0.1031596	0.0440569	0.5942399	0.2710032	0.1526247	0.4181254	0.1763871	0.4615410	0.4360742	0.3374412	0.0007358	0.6961969	0.1965661	0.3663425	0.0812352	0.0659671	0.6455719	0.3306511	0.6793785	0.3699596	0.3357402	0.1309752	0.6907608
700	0.4860776	0.1100456	0.1300927	0.0453836	0.4740914	0.2678917	0.7334828	0.0777553	0.6466194	0.2142208	0.7202414	0.7508304	0.3341251	0.0935290	0.1729638	0.6042343	0.7155139	0.5864794	0.6582289	0.7376492	0.5797051	0.0306268	0.7405417	0.2957718	0.6863004	0.7297773	0.4884393	0.3522284	0.7418019	0.2067365	0.2073898	0.7282214	0.2063655	0.7442044	0.6192099	0.3215877	0.3879738	0.4563389	0.6473089	0.7883002	0.7266506	0.4764773	0.6008198	0.6013257	0.4022167	0.2211653	0.2316270	0.8022754	0.3923361	0.0379405	0.6630655	0.5933261	0.0040286	0.4787546	0.0228537	0.7866663	0.0653018	0.0754537	0.6480616	0.1165253	0.4222243	0.6329851	0.0524541	0.6740175	0.3391753	0.3265927	0.4912867	0.1792696	0.2059073	0.5803294	0.1935107	0.1495250	0.4929870	0.0573633	0.5521588	0.4386111	0.4277527	0.0000644	0.6172622	0.1689412	0.4154884	0.0870189	0.0502985	0.6648129	0.4302683	0.6987364	0.3564235	0.4286516	0.1465928	0.6608322
750	0.3241004	0.1139082	0.0368823	0.0809479	0.3878155	0.3072122	0.6986406	0.1294168	0.7012800	0.1872879	0.6621700	0.6885467	0.3461839	0.1467959	0.2376974	0.7012292	0.6777096	0.5759024	0.7151416	0.6319986	0.5590343	0.0598432	0.7052005	0.3026724	0.5229886	0.7039408	0.3807864	0.2731844	0.5633392	0.1232358	0.2023250	0.8044835	0.1465638	0.9178225	0.7219302	0.2468434	0.3788251	0.3176388	0.7103171	0.8692202	0.5837380	0.4596439	0.4970243	0.5301613	0.2438332	0.2811682	0.1259060	0.7061485	0.4763810	0.0115081	0.8366848	0.5930487	0.0225570	0.5107799	0.0023121	0.8334527	0.0131323	0.0992911	0.7391608	0.1561643	0.4281534	0.5708101	0.0219796	0.6133708	0.4511381	0.2726232	0.5058636	0.1481809	0.2293956	0.6329707	0.0737546	0.1366474	0.3112685	0.0454468	0.6189337	0.4724669	0.4333809	0.0001650	0.8464953	0.2050627	0.4731739	0.0845195	0.0773241	0.6718852	0.4532684	0.6158618	0.3371319	0.3903380	0.1926407	0.6446029
800	0.3341541	0.1210928	0.0543687	0.1115972	0.4501678	0.2460559	0.7141076	0.0592640	0.7427282	0.1956817	0.7069223	0.6766553	0.3247744	0.1574689	0.2658983	0.5403319	0.6476220	0.6349264	0.7108334	0.6787026	0.5644563	0.0735367	0.6610961	0.2531093	0.7830815	0.6515364	0.4308697	0.3440856	0.7651784	0.1680337	0.2408687	0.7348665	0.1535552	0.6080098	0.6560438	0.1942732	0.2975044	0.2427103	0.6275842	0.7895312	0.5756749	0.4310087	0.5328104	0.5308333	0.4459628	0.2724197	0.1298894	0.7363847	0.4619499	0.0057688	0.7104235	0.5394086	0.0228819	0.4584644	0.0083497	0.6406255	0.0208956	0.1027801	0.6932094	0.1369621	0.5326882	0.6322082	0.0480180	0.6469647	0.3783768	0.2798813	0.5682432	0.1964377	0.2125948	0.5685433	0.0969846	0.1966342	0.3597854	0.0466917	0.4388348	0.4146712	0.4651651	0.0027954	0.6177460	0.3087132	0.4040385	0.1879476	0.1089961	0.6171374	0.3855892	0.6181943	0.2962816	0.4082910	0.1829226	0.7296499
850	0.4549276	0.1442833	0.0359459	0.1075098	0.2761844	0.2429404	0.7925632	0.0698872	0.7454552	0.2122573	0.7406219	0.6421205	0.4482581	0.2406451	0.2205469	0.6884799	0.7416050	0.6204100	0.4807646	0.5504910	0.4827210	0.0757019	0.6401921	0.2133637	0.5707404	0.6197267	0.3270469	0.2987030	0.7757649	0.1247782	0.2624486	0.6487381	0.1341856	0.6628574	0.6389629	0.2314500	0.2949047	0.2440182	0.7619141	0.7810548	0.5133075	0.4921374	0.5683321	0.4774611	0.3600536	0.2787417	0.0995557	0.6713560	0.5094271	0.0172680	0.5546502	0.7161291	0.0300446	0.3726856	0.0064916	0.7499767	0.0536361	0.0954732	0.6072265	0.1139305	0.4090339	0.5004959	0.0156217	0.7210442	0.4326717	0.2388152	0.5734974	0.2243489	0.2493160	0.4580798	0.0712575	0.1951730	0.4081288	0.0339853	0.5274071	0.4804110	0.4142266	0.0012972	0.7629159	0.2912162	0.3865844	0.1073654	0.0808955	0.5585611	0.3743229	0.7309341	0.3082845	0.4028276	0.1471090	0.7255138
900	0.3229896	0.0930336	0.0330401	0.1782491	0.4367313	0.2474624	0.7990559	0.0841380	0.7108078	0.1902565	0.7171816	0.5748535	0.3612063	0.2117676	0.1750809	0.6858079	0.8582003	0.8154147	0.7705799	0.7722990	0.3742261	0.0820530	0.6231833	0.3165192	0.6445956	0.6876519	0.3369749	0.4360169	0.7763432	0.1689240	0.3360459	0.6970176	0.0834409	0.6948806	0.6752279	0.2380500	0.2630924	0.1974639	0.6857438	0.6641854	0.6814052	0.4798162	0.5613371	0.4620414	0.2969350	0.2777009	0.1192160	0.5885519	0.4105011	0.0284338	0.6951484	0.5580330	0.0311533	0.4177072	0.0059389	0.5905003	0.0173817	0.0751342	0.7728294	0.1595879	0.4427793	0.5812599	0.0248066	0.6722239	0.3741914	0.2921367	0.5215026	0.1679370	0.3061340	0.4525109	0.0600185	0.2067226	0.3880056	0.0336218	0.4022461	0.4602688	0.4313268	0.0009881	0.7984177	0.2722537	0.4228341	0.2033732	0.0830099	0.7669584	0.3514535	0.6604844	0.3687104	0.2774690	0.1529301	0.8742061
950	0.3801543	0.1233049	0.0307422	0.0950818	0.4431063	0.3008933	0.8372088	0.0865703	0.7312573	0.1391207	0.7686339	0.7291155	0.3995268	0.2365166	0.1529440	0.6537370	0.6424898	0.6717804	0.6433388	0.6057808	0.4248839	0.1008207	0.6507236	0.2780623	0.6922512	0.6584138	0.4222694	0.4265323	0.6813329	0.1828800	0.3417183	0.7396335	0.1007791	0.7681165	0.6127035	0.1928874	0.3282901	0.2815728	0.6312901	0.6114574	0.5029740	0.4873982	0.6340832	0.5423337	0.3972717	0.1900481	0.1280549	0.5929924	0.4962843	0.0138515	0.7061292	0.7410929	0.0219217	0.4073672	0.0011778	0.6778457	0.0431924	0.0625338	0.7548258	0.0891751	0.5494371	0.5288791	0.0241837	0.6329368	0.3158381	0.2682199	0.5244346	0.1903764	0.2511288	0.4841363	0.0416015	0.1590118	0.4164053	0.0672273	0.5266026	0.4333446	0.4578565	0.0000754	0.7566826	0.2939159	0.4686847	0.1184852	0.0453264	0.6884793	0.4537247	0.6194791	0.3499899	0.4551157	0.1223656	0.8212699
1000	0.4099216	0.1225503	0.0382496	0.0775053	0.4487747	0.3601563	0.7518060	0.1436011	0.6832550	0.1548138	0.6898477	0.6804580	0.3352107	0.2161537	0.1711087	0.6428970	0.7922855	0.6960720	0.6150269	0.7483212	0.7068625	0.1253395	0.6264423	0.2311034	0.6417974	0.6417224	0.3331985	0.3902370	0.6532159	0.1221108	0.3336579	0.7522787	0.0758443	0.6716905	0.5747432	0.1545833	0.3036584	0.1971830	0.6925881	0.7139355	0.6741149	0.4107546	0.7692122	0.5134221	0.2891050	0.2422493	0.0851331	0.6375403	0.5399959	0.0308941	0.7520146	0.6964971	0.0289161	0.5438053	0.0011874	0.6664611	0.0138269	0.1126867	0.7405282	0.1543059	0.3789274	0.5827312	0.0242719	0.7162183	0.3870084	0.2640556	0.5396755	0.1892157	0.3343845	0.6451852	0.0776150	0.1334178	0.3409741	0.0576970	0.4524048	0.4130668	0.4719178	0.0000884	0.7236563	0.3699537	0.4142151	0.0980855	0.0664317	0.6925424	0.4606136	0.5653313	0.4042869	0.3721027	0.1452681	0.6706700

0	0.3281509	0.1012542	0.0390040	0.0940223	0.3620715	0.2464992	0.6557647	0.1116155	0.6641295	0.2370884	0.6625039	0.5785456	0.3840015	0.2679913	0.1386521	0.6720035	0.6051453	0.7315075	0.7417907	0.7369619	0.5453678	0.1315875	0.5411469	0.2870986	0.5999454	0.6094397	0.4018360	0.4199673	0.7513555	0.1472296	0.3364608	0.6892179	0.1906830	0.6285824	0.6061477	0.1485174	0.4351187	0.3306273	0.6516597	0.7827702	0.7305252	0.5525938	0.6701188	0.4427288	0.3237108	0.2648257	0.1228705	0.6901950	0.4129714	0.0297759	0.6691891	0.6616104	0.0186862	0.5515448	0.0002721	0.6640812	0.0164732	0.0756169	0.6076179	0.1715429	0.3733028	0.6421787	0.0427429	0.6466579	0.3390890	0.1975140	0.4749919	0.1692537	0.3740955	0.5077998	0.0846687	0.1350611	0.4014621	0.0340815	0.5146223	0.4024085	0.4222656	0.0000054	0.6296800	0.2964465	0.3773204	0.1093089	0.0418208	0.7350612	0.4757295	0.7047175	0.4496781	0.4105213	0.1507925	0.6442983
50	0.2981169	0.0067289	0.0597324	0.1396931	0.3006397	0.3142626	0.7575819	0.1097740	0.3687884	0.2106379	0.7246909	0.6987631	0.4942511	0.2353295	0.1572667	0.3613948	0.7181918	0.7693589	0.5482086	0.6389804	0.4681317	0.1059755	0.6891620	0.2423270	0.7570126	0.5647867	0.2394767	0.3717450	0.8044875	0.1235180	0.3627275	0.6178295	0.1694377	0.6210442	0.4753889	0.2916278	0.3892391	0.2715795	0.6825076	0.6085481	0.6909762	0.3961376	0.5763777	0.4462686	0.1614913	0.2304624	0.0822501	0.7417821	0.6946191	0.0077889	0.7660487	0.7204076	0.0209857	0.1184031	0.2262169	0.6118850	0.0097359	0.0005238	0.6730346	0.0461914	0.4398672	0.4227982	0.0195100	0.1811262	0.2516114	0.3500292	0.7319590	0.1110085	0.1985410	0.6620473	0.0297355	0.0783975	0.4190934	0.2277634	0.5888426	0.3811417	0.3605027	0.0016227	0.6715789	0.1337304	0.4865026	0.1432314	0.0411700	0.7019162	0.4369137	0.7113726	0.3188835	0.4593187	0.1266694	0.7532864
100	0.3019110	0.0052514	0.0605287	0.1199105	0.3481645	0.3014974	0.6132331	0.0913857	0.3086700	0.2074455	0.7366604	0.7215478	0.4093778	0.2556831	0.2663179	0.2344883	0.7621236	0.8569464	0.6001097	0.6741898	0.4996899	0.2143322	0.6163562	0.2027050	0.7641889	0.5563116	0.2578910	0.2859867	0.7734169	0.0841428	0.3818904	0.6537254	0.0730620	0.5313836	0.4281857	0.4047869	0.2730427	0.3546892	0.5409098	0.7535521	0.5892895	0.2573510	0.5945450	0.3738086	0.0699051	0.2927885	0.0246611	0.6765576	0.6226732	0.0096197	0.5244878	0.7676382	0.0156779	0.0365515	0.2004177	0.8014134	0.0532029	0.0002202	0.3241280	0.0311583	0.4064199	0.0928304	0.0581361	0.0909811	0.1203360	0.3063604	0.7348880	0.0262026	0.0677039	0.5939650	0.0123998	0.0984018	0.3690892	0.3434950	0.6016173	0.4822937	0.3606194	0.0000065	0.6231878	0.1627511	0.4208432	0.1960915	0.0716478	0.6219997	0.4764074	0.6223318	0.4071179	0.6012253	0.1691314	0.6462900
