"Time"	G1	G3	G5	G7	G4	G22	G83	G8	G6	G86	G87	G85	G54	G89	G88	G30	G29	G35	G100	G99	G32	G81	G23	G82	G80	G19	G18	G20	G50	G58	G51	G31	G78	G93	G94	G95	G91	G90	G2	G69	G70	G84	G97	G43	G44
650	0.1908165	0.3418060	0.0247403	0.3177502	0.1327753	0.5943534	0.7263978	0.5284499	0.4201409	0.5898615	0.6373030	0.5354579	0.0069064	0.0371341	0.5975070	0.0879376	0.6280719	0.2710035	0.7641043	0.0864109	0.4615223	0.0405663	0.4943905	0.6390065	0.3822673	0.1278638	0.7737532	0.7277932	0.0074202	0.7427198	0.0137843	0.1680475	0.7178285	0.4783106	0.7118746	0.5052497	0.0371235	0.6817057	0.7295383	0.7238552	0.6960957	0.6709388	0.7640384	0.3291665	0.1534972
700	0.2304723	0.3454579	0.0269686	0.2696784	0.2225108	0.6957441	0.7600044	0.6079704	0.4242921	0.6264151	0.7245334	0.4906525	0.0027442	0.0240876	0.4348172	0.1001007	0.6655104	0.2892087	0.6269610	0.0622274	0.3420567	0.0684750	0.5696548	0.4238346	0.3118078	0.1945109	0.6591812	0.6463071	0.0082264	0.7659420	0.0058614	0.1210865	0.6394077	0.5558051	0.7255177	0.5389869	0.0261418	0.8205617	0.7601984	0.7380056	0.6324571	0.7130624	0.7932758	0.3382465	0.0860940
750	0.3689995	0.4319188	0.0105210	0.2867289	0.3064963	0.8292824	0.6533640	0.5272615	0.3845449	0.7121060	0.6442220	0.5060004	0.0187494	0.0529761	0.4843537	0.0935960	0.6841592	0.3012388	0.6517323	0.0928117	0.3470892	0.0361110	0.5232863	0.4716540	0.2054884	0.2366937	0.8206092	0.6243988	0.0083889	0.7594087	0.0080048	0.1230763	0.7337372	0.5133054	0.7317285	0.5540702	0.0248837	0.8006736	0.7729101	0.8395737	0.6823483	0.7299014	0.6927107	0.1776820	0.0889294
800	0.3101681	0.3418907	0.0077373	0.2927685	0.2843001	0.8717310	0.6797181	0.5297685	0.3282418	0.5832068	0.6677212	0.3858011	0.0182991	0.0231173	0.4571503	0.1005960	0.6829008	0.3935334	0.7606995	0.0636348	0.3114402	0.0292316	0.5693040	0.5157106	0.2163672	0.1797819	0.8840787	0.7555264	0.0165391	0.7353209	0.0090092	0.0988808	0.6909617	0.3985005	0.6209298	0.5681116	0.0176605	0.7137675	0.6436971	0.7114672	0.6482264	0.6700265	0.7306991	0.2997908	0.1208306
850	0.3369196	0.3207440	0.0140249	0.2841611	0.2413365	0.7746362	0.5893237	0.5187815	0.4926771	0.6586338	0.7363157	0.4421937	0.0092085	0.0377836	0.4224697	0.1541280	0.7187509	0.3122370	0.8222374	0.0841644	0.3449123	0.0520305	0.6306997	0.3481871	0.1849446	0.2937148	0.6608869	0.6321655	0.0177760	0.6461120	0.0127323	0.0736447	0.6780155	0.4558918	0.5725846	0.5270492	0.0297887	0.6911485	0.6342841	0.6194320	0.6396021	0.6047760	0.7008479	0.3895455	0.1106304
900	0.3333772	0.4365800	0.0203672	0.2844995	0.2544785	0.6016999	0.7250360	0.6763532	0.4081820	0.7493531	0.7092282	0.4489730	0.0075513	0.0325426	0.4326696	0.0683393	0.7201632	0.2896402	0.8110916	0.0873707	0.3709660	0.0349495	0.6498203	0.4482926	0.2254964	0.1955620	0.7627945	0.5990128	0.0109730	0.6176553	0.0034166	0.0847989	0.6931931	0.5021243	0.7291414	0.4529644	0.0137834	0.6900558	0.6592935	0.7347124	0.6538700	0.7725748	0.7554501	0.2498857	0.0993633
950	0.2703099	0.3767833	0.0284495	0.2632633	0.2198181	0.7071805	0.6092784	0.6260971	0.4889826	0.7361655	0.6340067	0.5122036	0.0042023	0.0248012	0.4397972	0.0945853	0.7202395	0.3143594	0.7114183	0.1035442	0.3881447	0.0286863	0.7401521	0.5049600	0.1244521	0.1718389	0.8576223	0.8546958	0.0242746	0.6622342	0.0150237	0.1138794	0.8071461	0.4325910	0.6586241	0.5381810	0.0337175	0.8245334	0.6779840	0.6822369	0.6832491	0.6327601	0.7121351	0.3972952	0.1534814
1000	0.2703934	0.4164325	0.0143901	0.3312261	0.2671531	0.6987044	0.7878362	0.5133170	0.5196812	0.6130655	0.6941988	0.4849673	0.0168598	0.0181054	0.4007979	0.0636761	0.7833169	0.2415230	0.7635984	0.0654753	0.4449084	0.0537997	0.5594397	0.5837344	0.2089858	0.2146968	0.7977486	0.7139396	0.0290954	0.7878692	0.0107286	0.0742537	0.7480791	0.4413552	0.6492191	0.5452018	0.0084080	0.8347256	0.7941948	0.7522564	0.6242667	0.6193692	0.6325105	0.2933318	0.1302292

0	0.2127682	0.3156837	0.0054823	0.2296674	0.1801443	0.7665555	0.7556825	0.6280086	0.4764134	0.7678295	0.6889073	0.5709475	0.0076863	0.0156490	0.4050765	0.0628074	0.6923715	0.3343596	0.7267937	0.1035878	0.4741516	0.0337455	0.5815937	0.4647528	0.1790277	0.1806440	0.6876976	0.5785989	0.0128171	0.6194980	0.0073112	0.0550423	0.9106738	0.4486696	0.6823152	0.5947544	0.0300419	0.7135509	0.7922544	0.6835160	0.7255973	0.5856093	0.7133584	0.2936808	0.1271445
50	0.2309173	0.5922526	0.0053683	0.0929717	0.3092095	0.6912565	0.2242367	0.3949801	0.4737154	0.6266160	0.7295179	0.5704982	0.0240851	0.0357916	0.3885430	0.0602118	0.6519802	0.0770152	0.7812963	0.0976858	0.3745285	0.0376223	0.5312746	0.4301382	0.2117469	0.2982421	0.5372937	0.5686133	0.0963020	0.7337435	0.3060198	0.0693045	0.7350646	0.5071676	0.5780189	0.5317180	0.0122956	0.3561604	0.7029963	0.7766280	0.5487376	0.6524053	0.4653395	0.3998533	0.1282724
100	0.3251248	0.4516314	0.0087677	0.0835017	0.2579307	0.5922663	0.1414846	0.2725681	0.4159324	0.6914891	0.6531206	0.5175341	0.0119763	0.0325924	0.4902915	0.1299534	0.7128371	0.0398489	0.7527419	0.0826666	0.3856303	0.0458599	0.4352558	0.3968613	0.2325703	0.2376403	0.5888812	0.5489663	0.1244447	0.7517518	0.4317875	0.0787751	0.7215185	0.4477397	0.7563729	0.4661688	0.0408502	0.2329553	0.7461679	0.6857764	0.6399063	0.6742687	0.2490110	0.3677606	0.2981269
150	0.3913168	0.4942920	0.0057301	0.0438674	0.3684564	0.7257156	0.1323583	0.3733826	0.3337438	0.7402563	0.6638411	0.4065172	0.0068619	0.0264009	0.5095454	0.1400624	0.7177099	0.0331419	0.8333819	0.0695102	0.3655451	0.0142135	0.5088871	0.5827679	0.1792318	0.2204553	0.4759224	0.2678103	0.1343498	0.7040069	0.5932186	0.0802598	0.7982258	0.6271873	0.7419012	0.6450710	0.0599255	0.2177385	0.7468040	0.7959378	0.5973359	0.7811862	0.1937256	0.4395381	0.5114482
200	0.3930288	0.5737514	0.0129362	0.0479106	0.3809603	0.8128293	0.0763497	0.3210323	0.3353071	0.7980793	0.7108299	0.4786660	0.0254052	0.0203962	0.6022836	0.1603442	0.6355280	0.0265066	0.7513047	0.0696892	0.2970792	0.0303586	0.7207489	0.4836532	0.1780631	0.1773151	0.3937442	0.2689148	0.1258477	0.7984271	0.4402558	0.0813880	0.7081969	0.5926256	0.8038073	0.6297886	0.1228237	0.2684054	0.7041211	0.7044428	0.7934187	0.7804857	0.2417106	0.4244706	0.6441303
250	0.3885633	0.6664059	0.0047424	0.0561432	0.5217875	0.6440858	0.0856510	0.2983235	0.3448101	0.7308844	0.6568489	0.4559689	0.0155008	0.0276595	0.5413666	0.2469175	0.7178050	0.0201293	0.8881755	0.1352634	0.3142768	0.0444400	0.6006190	0.4801076	0.2000808	0.1830682	0.4578493	0.2817401	0.1052212	0.6952542	0.5597593	0.0803156	0.7415671	0.5733120	0.6615897	0.4855720	0.1914446	0.2397412	0.6424838	0.6589291	0.7186503	0.6848886	0.2681110	0.3501615	0.7089373
300	0.4079030	0.6908890	0.0077347	0.0531474	0.5424781	0.7486883	0.0813217	0.2777298	0.2326832	0.8167523	0.7508490	0.6162614	0.0074281	0.0457001	0.5360838	0.2312655	0.7072834	0.0616825	0.9097994	0.0805833	0.3852972	0.0392040	0.5446701	0.5170143	0.2307477	0.1818470	0.4058753	0.1861027	0.1207807	0.7721389	0.6658415	0.0453499	0.7604392	0.4125904	0.5793933	0.6076764	0.3247118	0.1794904	0.5908249	0.5852122	0.6347853	0.6407808	0.3450562	0.5132196	0.5311647
350	0.4665461	0.6827418	0.0094112	0.0108175	0.6159552	0.8285315	0.0800258	0.2907775	0.3796584	0.6435725	0.7177528	0.4120876	0.0176622	0.0491453	0.5560388	0.1382068	0.5670159	0.0678736	0.6374503	0.0919636	0.2801726	0.0171674	0.5317846	0.4388399	0.2500157	0.1490687	0.3309652	0.1273271	0.0984005	0.7059556	0.6692355	0.1265658	0.7285179	0.5038595	0.7584186	0.6107659	0.2434740	0.1534355	0.5420811	0.7299734	0.6408196	0.7013501	0.3046806	0.6075621	0.5955148
400	0.5899216	0.5935797	0.0103184	0.0400421	0.6764984	0.6695683	0.0599036	0.3054677	0.2129816	0.7496839	0.6847803	0.4388667	0.0101486	0.0298079	0.5251012	0.2834812	0.6354106	0.0448391	0.7160953	0.0882347	0.3485754	0.0524809	0.4294946	0.3141531	0.2105728	0.2649682	0.3568343	0.1019130	0.1070136	0.8331629	0.5456418	0.0784941	0.7808950	0.5021084	0.6701953	0.4927475	0.2039911	0.2217404	0.6293624	0.7340237	0.6030078	0.7389740	0.1956696	0.4963407	0.4871519
450	0.3252186	0.6929680	0.0051205	0.0335677	0.6807930	0.6807452	0.0974997	0.2066956	0.2496601	0.6421747	0.6990812	0.5183070	0.0089832	0.0234280	0.6148840	0.1903476	0.7150527	0.0564472	0.6311816	0.1109564	0.3650854	0.0839621	0.5350376	0.4474161	0.1989212	0.1780449	0.4438966	0.1695019	0.1183503	0.6266719	0.6424068	0.0679093	0.7660169	0.5768620	0.6640854	0.6069470	0.1281456	0.2389677	0.6411840	0.7239954	0.6347539	0.6485979	0.2550962	0.5587484	0.5369255
500	0.4259320	0.5327356	0.0013650	0.0250806	0.6278913	0.6529101	0.0990134	0.2163906	0.2531746	0.6799960	0.7488555	0.4469991	0.0075753	0.0439396	0.5610781	0.2729403	0.6452321	0.0489561	0.8329064	0.0543907	0.3353330	0.0409091	0.5571362	0.4483566	0.1684842	0.1977521	0.3450537	0.2151900	0.1240497	0.6495664	0.5391040	0.0612956	0.7415903	0.6893053	0.7127837	0.6516407	0.2135426	0.1613481	0.6781829	0.6788269	0.7389709	0.7134927	0.2691711	0.5760710	0.5588378
550	0.4707247	0.5148462	0.0087681	0.1684485	0.6929736	0.6885074	0.2026998	0.2695924	0.2510282	0.6395540	0.7258675	0.5162658	0.0191872	0.0714104	0.7039886	0.2744230	0.7703630	0.2161026	0.7474220	0.0697654	0.2108578	0.0452402	0.5186892	0.3722901	0.2214052	0.2150090	0.5340296	0.2333241	0.0590434	0.6729191	0.2372536	0.0720304	0.7643581	0.4709391	0.7005311	0.6343816	0.1251175	0.5432728	0.6254123	0.5865733	0.6084376	0.6390057	0.5263819	0.3995769	0.5085140
600	0.3978904	0.4613056	0.0069893	0.2417404	0.6770587	0.7068560	0.3106613	0.3997465	0.2834338	0.6111957	0.8191151	0.4185100	0.0291162	0.0278313	0.6484096	0.2698081	0.7488088	0.3460087	0.6785297	0.0810285	0.3046339	0.0345301	0.5089004	0.4775322	0.2330494	0.3360035	0.6943670	0.4000963	0.0288994	0.6367320	0.0704895	0.0484057	0.6316763	0.5278786	0.5353066	0.5751912	0.0340526	0.4823052	0.6023267	0.7898764	0.5765899	0.6471683	0.5419275	0.4356944	0.2792564
650	0.3815344	0.5506044	0.0272306	0.2567050	0.4737781	0.7275112	0.3272452	0.4270662	0.4804331	0.6523513	0.5856723	0.5152112	0.0177006	0.0164603	0.6217954	0.2340186	0.7859818	0.2963597	0.8069405	0.0681311	0.2988925	0.0425246	0.5429849	0.5164929	0.2403768	0.3125855	0.7909619	0.4978545	0.0117012	0.6658418	0.0508837	0.0642987	0.7774709	0.4563994	0.7298282	0.5746687	0.0214291	0.5642613	0.6623619	0.7923284	0.7488753	0.7587456	0.7515650	0.2976108	0.1139096
700	0.3752779	0.5029283	0.0028036	0.2427604	0.4946343	0.7222820	0.5619422	0.4310151	0.4627737	0.7917957	0.7514666	0.3727463	0.0051164	0.0617699	0.5759487	0.1520126	0.7585689	0.3034829	0.6937003	0.0716106	0.2665536	0.0229240	0.4917665	0.4060352	0.1568278	0.2159330	0.5466769	0.7211725	0.0139601	0.7680919	0.0158460	0.0609340	0.7670346	0.5613907	0.8278180	0.5752813	0.0072858	0.7508800	0.5403822	0.7454885	0.5853729	0.5706193	0.6580977	0.2528342	0.1171255
750	0.2686825	0.3591174	0.0492089	0.2395709	0.4010278	0.7645515	0.6019860	0.5038476	0.4452778	0.6557362	0.6994235	0.4191692	0.0025847	0.0283665	0.5048506	0.1733120	0.8620563	0.2405726	0.7595688	0.1154996	0.4063934	0.0551589	0.4638738	0.5056953	0.2648860	0.3293127	0.5628585	0.5868307	0.0081144	0.7391687	0.0060449	0.0340815	0.7284574	0.5160792	0.8061057	0.5266147	0.0092202	0.6584667	0.6340723	0.6960727	0.6943952	0.5684916	0.7094995	0.2729456	0.1193219
800	0.3082523	0.3549057	0.0010513	0.2908298	0.4377928	0.7175846	0.5351304	0.6782744	0.4488901	0.6521613	0.6803601	0.4014464	0.0154493	0.0298809	0.5127901	0.1596224	0.5978402	0.2993618	0.7052151	0.1082247	0.3209147	0.0399235	0.5494899	0.4504327	0.1989129	0.2541241	0.5940413	0.5537791	0.0217189	0.6920383	0.0030019	0.1000347	0.7338591	0.4844885	0.7142463	0.5630216	0.0085528	0.7272581	0.6425019	0.7483532	0.5583310	0.5983598	0.6262434	0.3534982	0.1138457
850	0.3543741	0.3318671	0.0093118	0.2839524	0.2934318	0.6847549	0.6974217	0.5417518	0.5370414	0.7883160	0.7498326	0.5680386	0.0177585	0.0651756	0.5154087	0.1324318	0.8802726	0.3061724	0.7262239	0.1122387	0.4019915	0.0189046	0.4881942	0.4538266	0.2317422	0.3172647	0.7226971	0.5716314	0.0016618	0.7327857	0.0198307	0.0778300	0.6589166	0.4506415	0.7607321	0.5958039	0.0121262	0.7679505	0.8662893	0.7002310	0.6343748	0.6204978	0.8381412	0.2817184	0.1185823
900	0.3003565	0.2912249	0.0064241	0.2804111	0.3247867	0.7164243	0.6947208	0.5832291	0.5464869	0.8203451	0.6651069	0.5271901	0.0048727	0.0430249	0.4980393	0.0706617	0.8773101	0.3146354	0.6283385	0.0795387	0.3532001	0.0342843	0.6427390	0.5450936	0.2569558	0.2900097	0.7914166	0.6269537	0.0192012	0.7638197	0.0136454	0.0580728	0.6938481	0.5107254	0.6009009	0.5148053	0.0298458	0.6957573	0.6302177	0.7966108	0.5499926	0.6444734	0.6501583	0.2619236	0.1615506
950	0.2861279	0.2940786	0.0084178	0.2134889	0.2205577	0.6121517	0.6705800	0.5365083	0.4714153	0.7706309	0.7638281	0.5108258	0.0138974	0.0283609	0.4733335	0.0423992	0.7018313	0.3260498	0.6471536	0.0768594	0.2801361	0.0384719	0.6073716	0.5917506	0.2147935	0.2480285	0.6734973	0.6091487	0.0154154	0.6854063	0.0076511	0.0563923	0.7207975	0.5458614	0.7279789	0.5401547	0.0076357	0.8151008	0.5755114	0.7316811	0.6538821	0.6642170	0.6182486	0.3208385	0.1549351
1000	0.2530928	0.4140684	0.0177119	0.2131597	0.2650208	0.7176159	0.7135118	0.5852879	0.4730449	0.7760626	0.7101871	0.4465799	0.0227671	0.0218745	0.5710751	0.0794349	0.7275386	0.2861243	0.6130186	0.0936126	0.3600553	0.0206466	0.5515128	0.3704249	0.1941427	0.2447060	0.6738660	0.5711093	0.0183081	0.7182182	0.0045772	0.0567661	0.9136417	0.4157646	0.6507033	0.5398743	0.0049285	0.7237247	0.6717885	0.6417634	0.5874202	0.5946498	0.5762524	0.3519008	0.1177471

0	0.2945091	0.2484845	0.0072230	0.2308381	0.1766867	0.7671145	0.6575543	0.5545829	0.5365753	0.7156565	0.6847471	0.5372836	0.0062422	0.0268054	0.4701792	0.0342494	0.6423788	0.2983875	0.5452085	0.0815141	0.4322193	0.0351976	0.6167141	0.4386939	0.2348227	0.2489045	0.6485121	0.6750004	0.0135908	0.7351231	0.0307764	0.1132418	0.7484028	0.4878270	0.7041962	0.5379395	0.0225205	0.6859624	0.7063835	0.7072864	0.6039258	0.7431517	0.6935712	0.2786236	0.1239363
50	0.3155970	0.3348430	0.0239732	0.2466137	0.3437807	0.1897441	0.6712740	0.6482680	0.4451155	0.7384595	0.7412319	0.6009701	0.0071883	0.0152062	0.4684720	0.0466617	0.6814994	0.2537731	0.6131029	0.0585921	0.2851481	0.0114331	0.4422036	0.5969163	0.1091367	0.1825201	0.5944825	0.7037772	0.0097715	0.6223213	0.0034710	0.0638064	0.6598191	0.5037761	0.7368194	0.4915025	0.1710954	0.6642357	0.2331777	0.5013164	0.6510337	0.6334146	0.7773097	0.2895325	0.1724693
100	0.2626937	0.3221878	0.0034072	0.2797956	0.2994946	0.1280561	0.7097071	0.6570510	0.4811739	0.7040139	0.6331182	0.5156205	0.0231922	0.0227433	0.4630470	0.0620118	0.5187104	0.2328542	0.5580911	0.0569566	0.2091274	0.0589014	0.3281210	0.5602800	0.1284875	0.3362631	0.7740780	0.5860537	0.0172799	0.7090216	0.0039529	0.0770752	0.6242935	0.4592146	0.7427997	0.5130812	0.2385410	0.6131248	0.0825915	0.6516037	0.7416256	0.6052579	0.7863027	0.4204095	0.1248737
150	0.3054508	0.2830209	0.0224021	0.2700890	0.3385178	0.1417993	0.6018319	0.5955491	0.4620765	0.7570890	0.6656932	0.5129181	0.0127453	0.0481503	0.5338802	0.1168022	0.5926035	0.3432497	0.6000507	0.0882235	0.3174909	0.0392229	0.2503279	0.5432721	0.1974280	0.2465731	0.5911981	0.5715346	0.0027315	0.7744936	0.0057061	0.0964934	0.6192094	0.4296380	0.6685690	0.4227821	0.3741587	0.7535639	0.0205130	0.3939990	0.7439887	0.6133632	0.7182979	0.4258907	0.0671294
200	0.3525212	0.3393311	0.0172323	0.3035550	0.2963685	0.2095323	0.6467806	0.5322673	0.5104157	0.6727321	0.7728525	0.4807392	0.0142756	0.0093607	0.4531559	0.0986957	0.5854926	0.2131785	0.5593633	0.0677091	0.3531966	0.0312330	0.2268269	0.6514023	0.1722432	0.2552995	0.6351686	0.4211901	0.0179746	0.8535684	0.0108051	0.1125665	0.6433827	0.3935289	0.6043548	0.5471708	0.2916969	0.7529195	0.0437656	0.4554868	0.6645291	0.6479067	0.7021761	0.4848303	0.1925759
250	0.3744230	0.3420975	0.0084459	0.3577487	0.3703984	0.1066927	0.7560412	0.5113145	0.3637336	0.6937535	0.8816423	0.5692091	0.0352352	0.0320592	0.4492485	0.1751698	0.6211817	0.2932357	0.4828583	0.1078888	0.2939114	0.0223417	0.2632644	0.7394946	0.1689271	0.3301256	0.5905437	0.4912802	0.0190981	0.6594676	0.0032779	0.1171397	0.5400582	0.4538938	0.6268207	0.4522723	0.2838418	0.6764901	0.0291378	0.4399749	0.6887205	0.7745006	0.5685951	0.5206371	0.1323790
300	0.3950196	0.4349041	0.0119544	0.3002795	0.4029735	0.1343918	0.7286351	0.6390697	0.4036332	0.6419495	0.6955619	0.5367566	0.0127117	0.0295498	0.5099511	0.1298768	0.4899229	0.3054120	0.5919345	0.0642466	0.4064810	0.0341038	0.3511058	0.7616426	0.3172528	0.2583703	0.5790021	0.3963993	0.0067184	0.6921197	0.0061872	0.1064764	0.6329062	0.4988607	0.7027509	0.4577309	0.3326628	0.6901356	0.0233009	0.5127654	0.6498289	0.6248855	0.7156701	0.4252613	0.1089268
350	0.4454426	0.4036679	0.0121058	0.3144384	0.3963178	0.1515828	0.6027473	0.4973051	0.3836734	0.6820291	0.7802070	0.5315544	0.0311621	0.0279395	0.5705445	0.0799465	0.5721094	0.2596568	0.6874057	0.0808835	0.3458317	0.0264972	0.2450150	0.6903364	0.2499352	0.2699016	0.5881301	0.4825744	0.0059853	0.6474956	0.0099570	0.2124567	0.5763137	0.4089012	0.5794575	0.4563534	0.3177950	0.6166905	0.0362968	0.5553700	0.6029833	0.8193516	0.7356368	0.5201984	0.0803051
