"Time"	G1	G3	G8	G4	G7	G83	G6	G89	G85	G5	G88	G54	G87	G86	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G22	G23	G80	G82	G58	G51
450	0.0218285	0.0164343	0.4486707	0.0573758	0.5093010	0.5543418	0.2987885	0.3829991	0.7346369	0.0405393	0.1498155	0.5024140	0.1668639	0.0788912	0.3939161	0.3295793	0.1143049	0.7259487	0.5001814	0.4342237	0.5647998	0.7105602	0.5531633	0.2511795	0.4488473	0.9831440	0.3576976	0.0108422	0.6530725	0.4431718
500	0.0570202	0.0219078	0.6903911	0.0387374	0.5078925	0.5572627	0.2027539	0.3332866	0.6267392	0.0525353	0.1017030	0.5077794	0.0624821	0.0770895	0.2281388	0.3494835	0.0573691	0.5721655	0.5056531	0.4702093	0.5780908	0.6932796	0.5208044	0.2973946	0.3597970	0.8807861	0.3251449	0.0214591	0.7004399	0.4146867
550	0.0315780	0.0366824	0.5209515	0.0491418	0.5431605	0.6298349	0.2351559	0.2218591	0.5294005	0.3286789	0.2967715	0.4039151	0.0778398	0.0420337	0.5053019	0.2799754	0.0685261	0.6086709	0.4637980	0.4642774	0.4197639	0.7387591	0.5083662	0.2272527	0.4956181	0.8445275	0.3627718	0.0071449	0.8647225	0.3474895
600	0.0292529	0.0337065	0.6322480	0.0571809	0.5653499	0.5703397	0.2882685	0.2681995	0.4435514	0.3689466	0.4177049	0.4987907	0.0531740	0.0487343	0.5886562	0.2476799	0.0776121	0.6193538	0.4937405	0.5218137	0.4874449	0.7337955	0.5194259	0.2804387	0.6687213	0.6650803	0.3332865	0.0047937	0.6438603	0.3423865
650	0.0393141	0.0366595	0.7523209	0.1031557	0.6927673	0.5490555	0.2188677	0.2064814	0.6159350	0.3944486	0.3913660	0.4872579	0.0755620	0.0847961	0.6419126	0.2347655	0.0798480	0.6769224	0.5315188	0.5817194	0.5459200	0.7018401	0.4892570	0.2511591	0.7909438	0.6302022	0.3313408	0.0170168	0.7716878	0.3401881
700	0.0525886	0.0315422	0.6298173	0.0473684	0.7867586	0.5863762	0.1778126	0.2053024	0.4753594	0.3425936	0.3869152	0.3587681	0.0709261	0.0608079	0.6102011	0.3148189	0.0391508	0.6870242	0.5024367	0.5040152	0.4664996	0.6999924	0.5568108	0.2139333	0.6497558	0.6148054	0.2877758	0.0033071	0.6203076	0.3659625
750	0.0477738	0.0212476	0.6728099	0.0646155	0.6279364	0.6139884	0.2998746	0.1866665	0.4475068	0.3481659	0.3011740	0.4529117	0.0950176	0.0607538	0.6801000	0.2244723	0.0462602	0.6146198	0.5996278	0.4983096	0.4376255	0.7015629	0.5720195	0.2437841	0.7366351	0.6542138	0.3915793	0.0070723	0.5952824	0.3225383
800	0.0414111	0.0383896	0.6345406	0.0710539	0.6114402	0.6576756	0.4470830	0.2170060	0.5549003	0.3867095	0.3418850	0.4046561	0.0680080	0.0730435	0.7136051	0.3146312	0.0974142	0.6945824	0.6422529	0.6202817	0.6406098	0.6395836	0.5073182	0.2643452	0.5806562	0.6352909	0.3901853	0.0192663	0.6950967	0.3138864
850	0.0279005	0.0575806	0.5539308	0.1032185	0.7124879	0.6297898	0.3864764	0.2147662	0.5625845	0.3969818	0.4104719	0.4621909	0.0894751	0.0778538	0.5677631	0.3392713	0.0678575	0.7433782	0.5926984	0.5482081	0.4738093	0.7122554	0.5214326	0.2327168	0.6172340	0.6664990	0.4414303	0.0090209	0.6584273	0.3724854
900	0.0231589	0.0293788	0.6136285	0.0639358	0.6871610	0.6664185	0.1918787	0.2661796	0.5000550	0.3585844	0.3383835	0.3467037	0.0814713	0.0874745	0.5744368	0.2416808	0.0491761	0.7193607	0.5276745	0.5561571	0.4672701	0.5515338	0.4736543	0.1963028	0.6549750	0.7068836	0.3621788	0.0173052	0.5710580	0.3623386
950	0.0285338	0.0459641	0.5656210	0.0763370	0.5612565	0.5377676	0.2477576	0.2087282	0.5738921	0.3861824	0.2871823	0.4622680	0.0629153	0.0678998	0.5852423	0.3300290	0.0657216	0.5576163	0.5542217	0.6543767	0.4437030	0.5475016	0.5502320	0.2575318	0.7787921	0.6636041	0.3354697	0.0062842	0.7546600	0.3063938
1000	0.0321295	0.0425977	0.4927048	0.0451669	0.6586229	0.5689491	0.3207639	0.1519204	0.4632374	0.3248021	0.3803140	0.4015920	0.0717402	0.0915069	0.5914932	0.2965861	0.0334598	0.6663271	0.4882886	0.4777996	0.4488630	0.6992443	0.4662713	0.1586091	0.7575099	0.7127891	0.2982874	0.0078159	0.9639287	0.2299843

0	0.0406848	0.0360038	0.5382978	0.0352097	0.6681788	0.6293097	0.2061734	0.2652271	0.3670593	0.2982642	0.3878940	0.4120888	0.0634376	0.1384590	0.6974887	0.2582696	0.1005973	0.6047790	0.5880426	0.5640959	0.4362077	0.7457228	0.5315933	0.1717283	0.7401855	0.8262599	0.3723469	0.0100227	0.7371373	0.2714645
50	0.0372668	0.0143217	0.5422735	0.0420032	0.7553431	0.6618480	0.1468418	0.1728155	0.3606794	0.2760878	0.3327969	0.3315157	0.0348650	0.0629700	0.2086715	0.2819513	0.0640852	0.6367501	0.3005887	0.5650851	0.5028463	0.6788213	0.6871624	0.2528014	0.7134411	0.6006010	0.2681802	0.0187329	0.6367551	0.3205661
100	0.0585542	0.0215790	0.6610202	0.0391535	0.6409742	0.7053799	0.3033468	0.1625350	0.5801082	0.4219415	0.3329421	0.3702567	0.0502734	0.0922022	0.0884620	0.2767604	0.0908021	0.6547271	0.2550538	0.4612307	0.5957039	0.7331993	0.6243078	0.3585735	0.6182734	0.5652535	0.3941730	0.0158695	0.6085406	0.3299638
150	0.0666364	0.0205721	0.6005254	0.0651962	0.7005535	0.7050371	0.3406956	0.2178874	0.4776577	0.3298611	0.2431449	0.3589524	0.0732739	0.1140030	0.1147584	0.2357713	0.0654348	0.6987376	0.2269655	0.5740904	0.7050962	0.6915194	0.4416434	0.4007722	0.6294691	0.6483017	0.2521975	0.0216740	0.7476400	0.3257394
200	0.0717311	0.0663283	0.5774038	0.0279736	0.6993436	0.5816287	0.2487033	0.1945219	0.4506279	0.4207768	0.2802822	0.4228225	0.0504554	0.0660119	0.1548486	0.2762287	0.0868308	0.6397400	0.1871114	0.5765518	0.5991074	0.6766926	0.5028592	0.4202400	0.6795085	0.7622686	0.2343968	0.0227517	0.6427323	0.4279794
250	0.0529004	0.0289633	0.6833930	0.0416825	0.7149649	0.6180455	0.3986235	0.1543178	0.4595349	0.3408011	0.3136528	0.4513179	0.0897958	0.0649541	0.0838050	0.2613628	0.0318231	0.5275716	0.2201860	0.6072016	0.5633769	0.6943870	0.6429227	0.3925305	0.6678931	0.9453545	0.2663977	0.0135113	0.6237364	0.2628657
300	0.0326492	0.0315220	0.6723691	0.0255528	0.6885566	0.6466152	0.3064799	0.1772467	0.5814635	0.3565275	0.3249134	0.3811377	0.0973386	0.0651750	0.1131014	0.2878416	0.0504955	0.6421033	0.3100320	0.5841172	0.5877722	0.6475389	0.5250879	0.3959299	0.5624497	0.8328752	0.2617393	0.0099263	0.6730149	0.3385316
350	0.0188288	0.0373962	0.6782736	0.0679374	0.6409127	0.6431860	0.1819067	0.2054398	0.6001224	0.3817953	0.3077736	0.3808290	0.1024659	0.0592393	0.1326602	0.2574980	0.0259946	0.6613092	0.2035845	0.5500823	0.5564048	0.7947218	0.7459004	0.3403964	0.7158039	0.8943810	0.2908346	0.0078533	0.6942109	0.2937820
400	0.0468918	0.0143308	0.6974592	0.0388316	0.6242057	0.7650954	0.1917522	0.2138615	0.5037727	0.5082068	0.3212279	0.4234376	0.0602748	0.0933934	0.1098472	0.2756323	0.0440641	0.5406960	0.1869009	0.5562265	0.6633109	0.7447214	0.6169704	0.3689821	0.8006499	0.7162689	0.3504890	0.0075098	0.6431989	0.2584862
450	0.0817897	0.0432439	0.6244804	0.0539232	0.7164209	0.7385066	0.2048813	0.1616191	0.5340333	0.4087587	0.2832335	0.3170794	0.0481454	0.1028749	0.1474356	0.3381776	0.0796491	0.5742210	0.2429763	0.5558045	0.5926349	0.6087097	0.6271521	0.3549957	0.7443400	0.6885115	0.3586650	0.0124000	0.5724248	0.3922207
500	0.0286710	0.0433773	0.7076409	0.0454599	0.8225355	0.6735436	0.0755309	0.1153313	0.4751319	0.3379463	0.4049756	0.3254417	0.0262621	0.0878617	0.1080639	0.2787295	0.0764621	0.5307369	0.2547054	0.4927468	0.7441298	0.8159542	0.5202841	0.3701614	0.6513722	0.6879525	0.2913989	0.0229908	0.7340497	0.2090142
550	0.0589285	0.0805590	0.5670427	0.0601974	0.6041193	0.8514114	0.1380924	0.2186846	0.3430220	0.3586693	0.3838915	0.3240629	0.0231019	0.0604555	0.5467159	0.2635170	0.1325748	0.7150197	0.4442369	0.6197536	0.3807547	0.8121029	0.5813459	0.3462458	0.6088331	0.6907666	0.3161222	0.0213549	0.6585850	0.3062812
600	0.0280704	0.0775318	0.5174789	0.0506503	0.6075112	0.7387668	0.0959689	0.2087559	0.2659776	0.4380994	0.4916366	0.3985694	0.0150421	0.0998536	0.6554452	0.2525405	0.0914581	0.7620096	0.5203418	0.5492726	0.5099869	0.7657875	0.4944803	0.2384937	0.7900279	0.6846923	0.3096057	0.0132637	0.6156231	0.3828835
650	0.0411798	0.0146596	0.5923593	0.0590105	0.6381626	0.9208788	0.2149158	0.2214932	0.3433649	0.3600166	0.4197421	0.4026641	0.0233428	0.0654768	0.7411020	0.2431794	0.0690964	0.6501826	0.5976031	0.5887502	0.4587753	0.6661660	0.4543125	0.2396851	0.8119104	0.5300415	0.3327213	0.0115576	0.6706778	0.3250300
700	0.0525288	0.0360213	0.5353593	0.0455685	0.5724720	0.7856010	0.3658396	0.1961348	0.2743085	0.2876478	0.3717956	0.2547776	0.0526731	0.0955442	0.6521440	0.2627461	0.0684924	0.6709182	0.5292940	0.6149973	0.3997343	0.7478344	0.4329037	0.2752485	0.9789750	0.6872787	0.4889426	0.0090861	0.6985782	0.3710656
750	0.0238710	0.0431366	0.6615935	0.0589707	0.6000785	0.5929799	0.2225656	0.1474354	0.4029415	0.2791192	0.2969752	0.2808819	0.1118163	0.0963769	0.6966314	0.2553073	0.0548443	0.4590061	0.5612420	0.6988892	0.4633520	0.6909361	0.6189406	0.1309282	0.6666540	0.6901016	0.3885876	0.0104737	0.8364810	0.2127496
800	0.0697791	0.0580918	0.5992286	0.0529481	0.7903104	0.4773558	0.2069242	0.1895926	0.6034148	0.3281741	0.4417356	0.3550384	0.1282850	0.1391188	0.5733732	0.2803234	0.0508199	0.5753559	0.6567560	0.5918361	0.5456305	0.5789033	0.7389980	0.1393578	0.6961117	0.7156786	0.3389186	0.0322237	0.8884024	0.2449046
850	0.0330325	0.0331869	0.6261553	0.0453607	0.7325342	0.6503512	0.3123105	0.1263636	0.4751669	0.2770706	0.4588154	0.5148049	0.0653234	0.1724237	0.5835687	0.2133760	0.0756108	0.6958123	0.6525573	0.6665689	0.4636242	0.7733523	0.4993133	0.1956331	0.7449797	0.7014988	0.3081577	0.0067777	0.6951875	0.2142221
900	0.0153863	0.0303115	0.6990761	0.0773395	0.7579187	0.6937374	0.2017033	0.1581192	0.3547957	0.2896802	0.3248110	0.4226867	0.0590291	0.0653544	0.6194378	0.2583331	0.0496744	0.6636040	0.6433591	0.6285159	0.5663139	0.7263547	0.5789921	0.2076115	0.6464331	0.7135764	0.3384544	0.0092420	0.8280887	0.3318586
950	0.0519915	0.0372576	0.7747313	0.0867918	0.7189520	0.7095822	0.1408930	0.2095387	0.3285373	0.3246223	0.4715281	0.4007318	0.0285448	0.1206293	0.6676457	0.3089232	0.0561572	0.6282266	0.5391134	0.6185357	0.4043187	0.7515082	0.6266126	0.2035499	0.6059872	0.7102744	0.3763798	0.0303809	0.6303988	0.3206686
1000	0.0272587	0.0565311	0.6670631	0.0604747	0.5657910	0.7109362	0.1754582	0.1149153	0.3678580	0.2720869	0.4341628	0.2978006	0.0377963	0.1002679	0.7430105	0.2321732	0.0995635	0.6238865	0.6117565	0.5976260	0.6422991	0.7331137	0.5047442	0.2139148	0.7364201	0.7277746	0.3434736	0.0165727	0.7465110	0.2577846

0	0.0683515	0.0443607	0.8270773	0.0716482	0.6524485	0.7458145	0.1684812	0.1824427	0.4970605	0.3290312	0.4252567	0.4313971	0.0424217	0.1248984	0.5965611	0.3246226	0.0548091	0.6387324	0.6448259	0.5291294	0.5482466	0.7297983	0.5613237	0.2357324	0.7958404	0.7952845	0.4212368	0.0010877	0.7410295	0.2539593
50	0.0730438	0.5510530	0.5981769	0.4570959	0.3027548	0.5860446	0.3479040	0.1686810	0.6277090	0.4831594	0.4113664	0.4533475	0.1033240	0.2237525	0.5909113	0.2395035	0.0805477	0.6850743	0.5966049	0.3046573	0.5061784	0.6725078	0.4842171	0.3846070	0.5669898	0.6675216	0.1558873	0.0145838	0.0851151	0.2966426
100	0.0315815	0.4938991	0.9093834	0.6743847	0.1833287	0.4209170	0.2886703	0.1915086	0.5723249	0.4256114	0.2557915	0.6571769	0.0817906	0.2972906	0.5799538	0.1976002	0.1711044	0.6322995	0.5365638	0.3186295	0.5461129	0.6035077	0.5706666	0.4829514	0.5232791	0.7424804	0.1179257	0.0035517	0.0556801	0.3659108
150	0.0599404	0.6894915	0.8373258	0.6717382	0.1459655	0.3934187	0.2833832	0.2472519	0.5419281	0.4124083	0.2744933	0.7596434	0.0660317	0.2902231	0.6640680	0.1790600	0.1564047	0.5309728	0.4319629	0.2620240	0.5812790	0.5836899	0.4049676	0.6413293	0.3893958	0.8785982	0.0760275	0.0009497	0.0545609	0.6014543
200	0.0735795	0.6584957	0.7046210	0.7150698	0.1408208	0.4221422	0.2335988	0.4330960	0.4333315	0.3746613	0.3175945	0.6494534	0.0645297	0.2956932	0.7536504	0.1104199	0.1778894	0.5105978	0.4209424	0.2612796	0.7067336	0.5625200	0.4743802	0.5931519	0.3704369	0.8741751	0.1045589	0.0000000	0.0561259	0.7361030
250	0.0716549	0.6862091	0.6652825	0.7127040	0.0870544	0.4604697	0.0296689	0.5383100	0.4588865	0.2954458	0.4170708	0.7342748	0.0335909	0.2575494	0.7515146	0.0553452	0.1718088	0.7270107	0.3625137	0.2314919	0.6635748	0.6371749	0.4507424	0.5840510	0.4591935	0.7256717	0.1237749	0.0007873	0.0657470	0.7515121
300	0.0598734	0.7505151	0.5327136	0.7002825	0.0624978	0.5133012	0.0152311	0.4280604	0.2030335	0.2639576	0.5078887	0.6546310	0.0085441	0.2219477	0.7629444	0.0498934	0.1263515	0.6240795	0.3242154	0.2409220	0.6342909	0.6348095	0.4967529	0.6006612	0.4559288	0.7181466	0.1323936	0.0000230	0.0544538	0.6433043
350	0.0485593	0.7227347	0.6181432	0.7994188	0.0953956	0.4982578	0.0179176	0.5617702	0.2771622	0.3433405	0.6283558	0.6967523	0.0003542	0.2307749	0.6729518	0.0746033	0.1987020	0.7269865	0.3459448	0.2674690	0.5918514	0.4474717	0.4475360	0.6871519	0.4631958	0.6606173	0.1374192	0.0033855	0.0597935	0.6481420
400	0.0479131	0.7138025	0.6439804	0.6324815	0.0488821	0.4680162	0.0017921	0.6255891	0.2531616	0.2412950	0.6557878	0.6936797	0.0000000	0.2861529	0.7554929	0.0513312	0.2043842	0.6728251	0.2816587	0.2679173	0.5394702	0.6177377	0.4286835	0.6701352	0.5723478	0.6995025	0.1689184	0.0050017	0.0406206	0.8088956
450	0.0971369	0.6543641	0.5135415	0.7302006	0.0669594	0.4107893	0.0068194	0.5847263	0.1916617	0.2933362	0.7304288	0.8138923	0.0014159	0.2689985	0.6460708	0.0470291	0.2462420	0.6203014	0.3935727	0.3130084	0.5185466	0.5596604	0.4100539	0.7157034	0.5040119	0.8385524	0.1668243	0.0000803	0.0794182	0.5199707
500	0.0583502	0.6782876	0.5315283	0.5722658	0.0367644	0.3880015	0.0493112	0.5386717	0.1451396	0.2794718	0.7062969	0.5609449	0.0015177	0.2465247	0.7133134	0.0534661	0.4227530	0.7384234	0.3711479	0.2501824	0.6319486	0.4934998	0.4105475	0.5409941	0.5559027	0.6861317	0.1193753	0.0006599	0.0888536	0.6469705
550	0.0448930	0.2703406	0.5658747	0.2759225	0.3000107	0.4997890	0.0638991	0.4272116	0.1582946	0.3384137	0.6893839	0.5588593	0.0045273	0.0824638	0.7700199	0.0880902	0.2163047	0.7283001	0.3574909	0.6484184	0.6919360	0.7538204	0.4690402	0.5999403	0.5710937	0.7960220	0.2963217	0.0048475	0.6132261	0.7749197
