"Time"	G1	G3	G8	G4	G7	G83	G6	G89	G85	G5	G88	G54	G87	G86	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G22	G23	G80	G82	G58	G51
350	0.0909594	0.0542779	0.5346943	0.3943765	0.5324081	0.0977008	0.0674811	0.1680029	0.4397157	0.3135548	0.4369475	0.4385022	0.0275641	0.0456534	0.1461426	0.2813303	0.0509069	0.7758091	0.5614505	0.5773536	0.4439862	0.5092038	0.5600629	0.2531273	0.6638980	0.7233247	0.3066381	0.0125080	0.7323602	0.4762007
400	0.0205006	0.0686304	0.7262270	0.3181067	0.4427709	0.0583393	0.0785865	0.2271771	0.4324302	0.3004852	0.4220669	0.3856810	0.0297673	0.1220962	0.1867750	0.3197511	0.0768949	0.6874552	0.5116726	0.7522781	0.4266823	0.6196525	0.5154107	0.2270898	0.6296740	0.6804058	0.4101928	0.0142888	0.7525682	0.4711534
450	0.0772844	0.0482969	0.5543869	0.3177177	0.4589922	0.1030413	0.0493294	0.1095463	0.4608166	0.2540334	0.6422597	0.3551763	0.0633102	0.1406719	0.1560620	0.2880919	0.0659186	0.6430431	0.6140953	0.6169422	0.4880374	0.5461280	0.4781169	0.1336641	0.8448243	0.7271121	0.3358784	0.0120281	0.8097831	0.4193109
500	0.0768628	0.0858325	0.4244574	0.3907421	0.5470664	0.0578914	0.0657404	0.1366371	0.2761607	0.2330425	0.4123496	0.3317849	0.0309523	0.1114795	0.1224199	0.4278542	0.1004714	0.6019048	0.5120348	0.5622646	0.4157537	0.3696930	0.5683996	0.2136540	0.7219691	0.7734242	0.3468158	0.0160545	0.7528324	0.3371148
550	0.0442447	0.1009522	0.5584431	0.1811518	0.5069617	0.4410454	0.0610105	0.1609078	0.3853198	0.3132691	0.4904452	0.4472048	0.0494913	0.1466491	0.4813280	0.3119934	0.0796967	0.6329576	0.5449743	0.6067111	0.4493368	0.7269593	0.3884554	0.1398494	0.7457642	0.7238651	0.3767863	0.0139493	0.7387870	0.1750795
600	0.0295599	0.0341415	0.6206578	0.0948100	0.5509227	0.6811484	0.1281979	0.1777470	0.2974746	0.3061000	0.5455172	0.4256486	0.0787563	0.1437056	0.5676176	0.2711779	0.0742055	0.5591404	0.6776010	0.5333468	0.4456746	0.6820208	0.5228324	0.1343336	0.8647699	0.5373573	0.3082297	0.0144751	0.6312086	0.2519066
650	0.0586289	0.0273775	0.5753346	0.0770575	0.5573012	0.5796896	0.1112770	0.2554787	0.3492323	0.3685943	0.5275461	0.3834232	0.0198298	0.0690597	0.5955317	0.2323578	0.0626351	0.7865174	0.5791200	0.5409952	0.4767294	0.7845860	0.5988443	0.1911851	0.7205554	0.7362799	0.5334831	0.0144274	0.6675781	0.1615235
700	0.0654156	0.0311929	0.7160201	0.1053860	0.6218159	0.6532567	0.0830724	0.1880092	0.2585077	0.3527811	0.7150220	0.3674543	0.0066756	0.0582367	0.6575155	0.2138739	0.0776895	0.5593488	0.5278141	0.5624775	0.5695806	0.6588684	0.5139346	0.1508621	0.7381686	0.6162814	0.4343379	0.0068318	0.7053857	0.3119109
750	0.0296211	0.0600369	0.7968348	0.0330858	0.7518690	0.6860211	0.2124419	0.2064915	0.3152949	0.3998295	0.5040572	0.3534268	0.0192293	0.0690540	0.7615657	0.2006828	0.0413497	0.6394787	0.5622421	0.5693570	0.4978711	0.8243049	0.5340469	0.1903508	0.5917808	0.6207803	0.3416017	0.0115052	0.7164704	0.2800437
800	0.0197876	0.0302121	0.8193340	0.0766242	0.6384812	0.6744096	0.4649917	0.1779190	0.3770077	0.3332929	0.3332116	0.2823447	0.0697346	0.0716284	0.4927100	0.2876071	0.0950505	0.5498153	0.6067011	0.6823534	0.5059864	0.7808334	0.5075592	0.1401163	0.7378693	0.6754171	0.3903726	0.0163234	0.7620162	0.2316962
850	0.0318330	0.0194110	0.5886684	0.0700574	0.7302917	0.7794488	0.4144542	0.1081866	0.4577471	0.3561013	0.3279635	0.3255327	0.1499111	0.1031981	0.6566768	0.3003164	0.0662486	0.5762946	0.6506973	0.6700267	0.5218531	0.7411005	0.4529178	0.1175245	0.8712812	0.6231777	0.4201891	0.0081424	0.7059375	0.1846096
900	0.0407273	0.0255096	0.7234670	0.0481851	0.5972251	0.6797255	0.5479890	0.1888930	0.5856144	0.4101742	0.3423042	0.3258226	0.1034799	0.1038278	0.5059861	0.3256240	0.0676895	0.5809963	0.6695674	0.5767577	0.4844513	0.7123077	0.4969761	0.1785532	0.5682883	0.6916805	0.3009969	0.0055997	0.8360889	0.2678838
950	0.0098591	0.0304520	0.7275629	0.0304230	0.7339272	0.6539127	0.3518812	0.1634462	0.6034112	0.3676233	0.3065039	0.3330727	0.1101800	0.1244780	0.5026118	0.2776417	0.0759759	0.5877178	0.6218821	0.7050634	0.5151508	0.7187697	0.4605909	0.2015183	0.6113661	0.6723835	0.2869214	0.0397282	0.6838963	0.1845985
1000	0.0301798	0.0403688	0.7719058	0.0897095	0.6331563	0.6203736	0.3751471	0.1630059	0.7364002	0.4338451	0.3947170	0.3920668	0.1154595	0.1209954	0.4670214	0.3239104	0.0743361	0.5213511	0.5216849	0.4325529	0.5544824	0.7264266	0.5610948	0.1660309	0.6193233	0.6737009	0.3767916	0.0318854	0.6311315	0.2483623

0	0.0449096	0.0582092	0.7396043	0.0680423	0.8829455	0.6039031	0.2822768	0.1738403	0.4318547	0.3133036	0.3889953	0.3887011	0.0652141	0.1120707	0.6648619	0.3378990	0.0627889	0.6012448	0.5289516	0.6288530	0.4850277	0.6386089	0.5708753	0.1647351	0.7007133	0.7152149	0.2769798	0.0100897	0.7510765	0.2636683
50	0.0330358	0.0477262	0.2989523	0.0662295	0.5862301	0.6501749	0.0654701	0.1308271	0.4499563	0.2111732	0.3527481	0.3297167	0.0387936	0.2631388	0.5895334	0.2413892	0.0238034	0.5846444	0.3446164	0.5795106	0.5584684	0.7072024	0.5112761	0.2227486	0.3493947	0.8127568	0.2710774	0.0139751	0.1340365	0.5845403
100	0.0525860	0.0553503	0.1847757	0.0707248	0.6315914	0.8128246	0.0402157	0.1891158	0.3991584	0.1103339	0.3981903	0.3624971	0.0335449	0.3725525	0.6167877	0.1531547	0.0101229	0.5846675	0.3953785	0.7827906	0.4755525	0.6308888	0.5596484	0.2118786	0.2452390	0.6844317	0.2513287	0.0110862	0.1322681	0.6782598
150	0.0277748	0.0199812	0.1257126	0.1192186	0.5126583	0.6901411	0.0546110	0.0942839	0.2724799	0.1271208	0.6075629	0.2951308	0.1192254	0.3920711	0.6178025	0.0968564	0.0152202	0.5905029	0.4408148	0.6621793	0.4156148	0.6346975	0.5920337	0.1634505	0.2193856	0.8143598	0.2581453	0.0147610	0.1424792	0.6844725
200	0.0279580	0.0495849	0.0999123	0.0368974	0.6389092	0.6544897	0.1368737	0.1078612	0.2594031	0.0577131	0.5316504	0.3506313	0.0381824	0.4348869	0.6302522	0.0326316	0.0241916	0.6211266	0.4440605	0.6813805	0.5233134	0.7103640	0.4264343	0.1946901	0.1526508	0.7330236	0.2422631	0.0099264	0.1573853	0.8192798
250	0.0521948	0.0543180	0.1455131	0.0786753	0.6539082	0.7523690	0.0680560	0.1434295	0.2446356	0.0633001	0.5380078	0.3867238	0.0447843	0.4239906	0.6906452	0.0398799	0.0213583	0.5193639	0.3847231	0.6292898	0.4710210	0.7966979	0.4915309	0.1479490	0.2102889	0.7339414	0.3615113	0.0034906	0.1049077	0.6656543
300	0.0504283	0.0388971	0.1374650	0.0885806	0.5513675	0.6634705	0.0314006	0.1557972	0.3050622	0.0508725	0.6137205	0.2968364	0.0182232	0.3411258	0.7359522	0.1100872	0.0663371	0.6209734	0.4398703	0.6878559	0.3553586	0.7659650	0.6706037	0.1658686	0.1689012	0.8371481	0.2814995	0.0244345	0.1069714	0.7292432
350	0.0395140	0.0361720	0.1137652	0.1161028	0.6145040	0.7670151	0.0249117	0.1335751	0.2665618	0.0942891	0.6156124	0.2949124	0.0010094	0.3826410	0.6632820	0.0547683	0.0763839	0.5115703	0.3960998	0.7701856	0.3715689	0.7556683	0.5666993	0.1667093	0.1676766	0.6251423	0.3182527	0.0086869	0.1419135	0.7095195
400	0.0513648	0.0455369	0.1138437	0.0341284	0.6092774	0.6599743	0.0763889	0.1312851	0.2808435	0.0695357	0.6192298	0.2844422	0.0141350	0.3898973	0.7241784	0.0560667	0.1819335	0.5971280	0.3871808	0.6257069	0.5069502	0.6434954	0.5694919	0.1551656	0.1547167	0.7688932	0.2700030	0.0081146	0.1241005	0.6179432
450	0.0304092	0.0406594	0.0887057	0.0408522	0.5052117	0.7142576	0.0459971	0.0998509	0.2048908	0.0819310	0.6144067	0.2841020	0.0451832	0.3872544	0.8883188	0.0266370	0.1327323	0.6190943	0.3118277	0.7925791	0.4527708	0.7887721	0.5458475	0.1524425	0.1457506	0.7060996	0.3548081	0.0050536	0.1382659	0.5799375
500	0.0342790	0.0262687	0.0998473	0.0745349	0.5869391	0.6258900	0.0704652	0.1235569	0.3468081	0.0720292	0.6206320	0.2189764	0.0298474	0.4899256	0.7722700	0.0932129	0.0986470	0.6109236	0.4246467	0.6607811	0.4444375	0.7636958	0.4490617	0.1702929	0.1829258	0.6522053	0.3075231	0.0100986	0.0812713	0.6611944
550	0.0309046	0.0274790	0.3588423	0.0420516	0.6181527	0.5896372	0.2472338	0.1343415	0.3163798	0.3216769	0.5505618	0.3497161	0.0689738	0.2071668	0.7003881	0.2042579	0.1584279	0.5814456	0.5795391	0.7100583	0.4159408	0.6405042	0.5460137	0.1524473	0.5830947	0.8125208	0.3188246	0.0115180	0.8207699	0.2904102
