"Time"	G1	G3	G5	G22	G4
350	0.4748536	0.6087675	0.1137510	0.7649781	0.6545249
400	0.5074573	0.5560207	0.1269912	0.7950649	0.4654037
450	0.5055716	0.7812965	0.1208103	0.7004456	0.6290177
500	0.4885400	0.5748821	0.1728365	0.7746225	0.6149499
550	0.7335115	0.3625566	0.0918916	0.7940632	0.5330402
600	0.6977546	0.3996652	0.1016566	0.6814823	0.7258634
650	0.7587278	0.4140828	0.1302452	0.7071338	0.7754393
700	0.6081016	0.4548793	0.1036767	0.7723353	0.7774995
750	0.6256409	0.4432561	0.1075357	0.7162671	0.7741703
800	0.6920560	0.4242859	0.0995010	0.6628718	0.6624082
850	0.5956630	0.3884824	0.1027051	0.7793868	0.7029525
900	0.6468760	0.4391008	0.1015547	0.6625191	0.6020759
950	0.9036085	0.4053084	0.1681914	0.6211640	0.7408677
1000	0.6943720	0.3773280	0.1437996	0.5882634	0.7906529

0	0.8090669	0.4177653	0.1294895	0.7402081	0.7725558
50	0.8908247	0.6098967	0.0760878	0.7519989	0.8076349
100	0.8137994	0.6192761	0.0620537	0.7720485	0.6866920
150	0.7463890	0.6228429	0.0341320	0.7122768	0.7015771
200	0.7874023	0.5819596	0.0432624	0.7116376	0.7697571
250	0.6440179	0.7637280	0.1063345	0.6259717	0.7120513
300	0.8367820	0.7400275	0.0844837	0.5934351	0.6986097
350	0.6004535	0.6696198	0.0527310	0.6699070	0.7089430
400	0.7507143	0.7956034	0.0526850	0.7347282	0.6346744
450	0.7149312	0.7667074	0.0606107	0.6233928	0.5862919
500	0.7387601	0.6945792	0.0879273	0.8994207	0.8081002
550	0.7804284	0.6673962	0.0915156	0.6351284	0.6675487
600	0.7150526	0.4587343	0.1210985	0.7269202	0.7020307
650	0.6365890	0.5438210	0.0937233	0.7710905	0.6199027
700	0.7059116	0.3547637	0.1070218	0.8053126	0.6707962
750	0.6778562	0.4442135	0.0870283	0.6779490	0.6156621
800	0.8457360	0.4016598	0.1155048	0.6681496	0.6339368
850	0.7626368	0.3856166	0.1007158	0.6454388	0.8564955
900	0.8719795	0.4973520	0.1027531	0.8850689	0.8322427
950	0.6912166	0.4729850	0.0868899	0.8349571	0.7897949
1000	0.6503283	0.5312485	0.0705132	0.8081505	0.6889727

0	0.6663719	0.5076426	0.1114925	0.6706649	0.7299282
50	0.7505452	0.3838462	0.0553639	0.8212226	0.6447077
100	0.7114420	0.6186166	0.0760784	0.6600026	0.7272275
150	0.7064100	0.5666628	0.1378606	0.7157472	0.6652268
200	0.6254004	0.5222554	0.0634354	0.8026685	0.6746001
250	0.7689432	0.5069459	0.1042022	0.8418945	0.6358224
300	0.7144099	0.5344880	0.0845436	0.8178742	0.6739839
350	0.7089490	0.5211380	0.0978310	0.7592379	0.7219728
400	0.7835939	0.5443673	0.1358619	0.6544278	0.6453469
450	0.7544950	0.4564084	0.1577243	0.6525621	0.7025128
500	0.7121618	0.4440829	0.0690453	0.8358717	0.8672272
550	0.7852267	0.3810852	0.1208381	0.6709364	0.7326248
600	0.8174713	0.5302045	0.1149743	0.8701828	0.6268142
650	0.7735049	0.5633482	0.0724192	0.6678184	0.6454156
700	0.9946919	0.5280557	0.0967985	0.6504292	0.8684480
750	0.6877362	0.4883522	0.0764888	0.6741464	0.7863808
800	0.7139685	0.4753626	0.1251226	0.6667371	0.6150479
850	0.7638799	0.4843210	0.1192695	0.8701204	0.6734829
900	0.6726313	0.4092293	0.1412831	0.6765705	0.6638512
950	0.6676089	0.4458170	0.0805082	0.8508269	0.7779798
1000	0.8834623	0.5272793	0.1960723	0.7396132	0.6787889

0	0.6857932	0.4575804	0.1131722	0.7148650	0.8555243
50	0.7246749	0.5038526	0.1355830	0.6162585	0.7449228
100	0.7116988	0.7190619	0.1460448	0.3234901	0.6268688
150	0.6194608	0.6358910	0.2079275	0.2886531	0.7645246
200	0.7603069	0.5454025	0.2972037	0.2913722	0.7638305
250	0.7106605	0.4983979	0.2790294	0.2397882	0.7371061
300	0.9166523	0.5935598	0.2884323	0.2675511	0.6944768
350	0.6109806	0.6592734	0.3050717	0.2225721	0.8054960
400	0.8170790	0.6400474	0.2574120	0.2193318	0.5946579
450	0.7982248	0.6184270	0.2998555	0.2823560	0.5993880
500	0.7713740	0.6287865	0.2651060	0.2522092	0.6323668
550	0.7067379	0.6629254	0.1728346	0.5537995	0.5626536
600	0.8415207	0.7100599	0.1501072	0.6375688	0.8008321
650	0.8169003	0.5434193	0.1143535	0.7199760	0.6821051
700	0.7308314	0.5509682	0.1118890	0.7022253	0.6723190
750	0.7730170	0.4941301	0.0985014	0.7103579	0.7795960
800	0.6694781	0.4241301	0.1279247	0.6676214	0.7514180
850	0.7362309	0.5404478	0.0882764	0.7135842	0.6951061
900	0.7597676	0.6051254	0.1407098	0.6997064	0.6870061
950	0.6868492	0.5862321	0.0686165	0.6990556	0.7254344
1000	0.8232777	0.4514105	0.1071445	0.6631234	0.7516318

0	0.8087920	0.4179150	0.0703279	0.7039454	0.7908975
50	0.3070399	0.4028069	0.0900835	0.6413083	0.7155574
100	0.1112818	0.3822649	0.1517130	0.8383404	0.5595174
150	0.0711300	0.2152260	0.2638106	0.7505909	0.1904400
200	0.0415944	0.0762806	0.3982381	0.6794846	0.0826274
250	0.0639645	0.1049914	0.5663827	0.7879654	0.0459264
300	0.0608441	0.0613158	0.5127843	0.6622775	0.0839026
350	0.0408920	0.0913312	0.5622159	0.6325670	0.0207851
400	0.0246575	0.0842124	0.5728653	0.7082307	0.0414723
450	0.0353543	0.0900449	0.6571589	0.7377626	0.0108399
500	0.0452203	0.1072095	0.7429776	0.7507863	0.0256906
550	0.4730454	0.0639964	0.4470632	0.6543398	0.1312772
600	0.7644859	0.1823561	0.2055369	0.7067114	0.4166630
650	0.5827120	0.3720097	0.1707118	0.7549355	0.6066904
700	0.7027125	0.4489431	0.1401387	0.5801669	0.7445507
750	0.8761158	0.3977772	0.1321846	0.7018842	0.7873710
800	0.6232054	0.4761467	0.1667611	0.8565669	0.8588087
850	0.7781057	0.3789913	0.0855692	0.8109198	0.8429654
900	0.6425451	0.5560882	0.1039052	0.7339038	0.6348364
950	0.8050160	0.4043474	0.1712775	0.6957376	0.7587062
1000	0.6881260	0.4557677	0.1084544	0.7656548	0.8173772
