"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.2081824	0.4123449	0.0853894	0.0191898	0.0487008	0.5248267	0.0812483	0.5286082	0.5876716	0.6553506	0.6156422	0.6421538	0.6018289	0.0272490	0.7326272	0.3318544	0.3651587	0.3206244	0.3918388	0.5796742	0.1455773	0.0396813	0.6352213	0.6372799	0.2230436	0.0451448	0.1845104	0.3947784	0.2451133	0.6532735	0.5034712	0.1075061	0.4086585	0.7116834	0.1408938	0.2720493	0.4244801	0.4816678	0.2892256	0.3549684	0.3355362	0.1867467	0.2702388	0.3846580	0.7091682	0.0513322	0.0812290	0.4096113	0.4709912	0.6584394	0.2563361	0.7385192	0.0090972	0.2722350	0.4757940	0.3830271	0.2908682	0.4267978	0.7010854	0.5735162	0.5916240	0.6277850	0.3510677	0.4731062	0.2934857	0.4059440	0.4023986	0.1744407	0.7547079	0.3148738	0.5494579	0.5343008	0.5710537	0.5419674	0.0073477	0.3686243	0.0517120	0.5077387	0.5610740	0.2640138	0.3441920	0.2429088	0.5233060	0.0908547	0.4333956	0.6934367	0.2323541	0.6991247	0.4513688	0.4844359	0.4215513	0.3157806	0.6668735	0.2526702	0.5764242	0.7185516	0.2643508	0.8017309	0.7201128	0.7173436
500	0.1813902	0.4047524	0.0720644	0.0566714	0.0555756	0.7373345	0.0889701	0.4994565	0.6444902	0.6163694	0.5969517	0.7235962	0.6947383	0.0408990	0.7118521	0.3660456	0.4731925	0.3270878	0.3627395	0.5758498	0.1043033	0.0187722	0.6021836	0.6771307	0.2725254	0.0454771	0.1640525	0.4029386	0.2680370	0.7108463	0.5370290	0.1387679	0.3158138	0.8214679	0.1469805	0.3096394	0.4602129	0.5320102	0.2200906	0.3340480	0.3782414	0.2341570	0.3518170	0.3062388	0.7113652	0.0420805	0.0386931	0.3952009	0.5031470	0.5801183	0.2533973	0.6630206	0.0117464	0.1337325	0.6686250	0.3254422	0.2423887	0.4040573	0.6641480	0.6084873	0.6403699	0.7625592	0.4569907	0.3182807	0.2978520	0.4653590	0.5203694	0.1619633	0.5783414	0.3704458	0.6072017	0.6298023	0.5678094	0.6008051	0.0228891	0.4009384	0.0409592	0.4558709	0.4810853	0.2368912	0.3064366	0.2552516	0.5421304	0.1317310	0.4160272	0.8154725	0.2244241	0.6813428	0.4763747	0.6551101	0.4135781	0.3718414	0.5682303	0.2581771	0.5008619	0.6855754	0.2801536	0.6101540	0.7885765	0.7685435
550	0.4919998	0.3040366	0.4201678	0.0627089	0.4792444	0.7520670	0.2853259	0.5162300	0.6234016	0.6477902	0.6051301	0.6726336	0.7939648	0.4155125	0.6991554	0.3413264	0.4739708	0.4053448	0.1355247	0.7096927	0.1843487	0.0237955	0.6824201	0.4940583	0.0222597	0.0347163	0.1440638	0.5275819	0.2742412	0.7261230	0.5516144	0.5530300	0.3161481	0.6285591	0.2917597	0.4469968	0.4962851	0.5135064	0.2276822	0.3742965	0.0612537	0.1566852	0.3252798	0.4632783	0.6425551	0.0206324	0.0720852	0.5313350	0.5408882	0.6003089	0.2342301	0.7431680	0.0683945	0.3551714	0.7272512	0.2187549	0.3344515	0.4252465	0.8205898	0.5280258	0.6192508	0.8721968	0.4896740	0.1962567	0.2619161	0.3519452	0.5021202	0.2640789	0.7489375	0.2655525	0.5778034	0.4449776	0.6028318	0.5741382	0.2744156	0.3698323	0.0054123	0.5113566	0.4043540	0.1426457	0.2294415	0.2337388	0.5839308	0.1407709	0.3444115	0.7478994	0.2628995	0.5747019	0.3665588	0.5091552	0.4841827	0.4070833	0.6832704	0.6554276	0.7227817	0.6553526	0.3484730	0.7602043	0.7680329	0.6798713
600	0.4850949	0.2373735	0.5153022	0.1942910	0.6239450	0.5270728	0.3843499	0.3515458	0.6010676	0.6015375	0.3615879	0.6286018	0.5633227	0.4514680	0.6002448	0.2763389	0.7054467	0.3665534	0.0549580	0.7280933	0.3522864	0.0157227	0.6473003	0.4289389	0.0257532	0.0271492	0.0951442	0.6667342	0.4028961	0.7034296	0.4380184	0.6499321	0.3859518	0.8120335	0.3842050	0.2943348	0.4079310	0.4529313	0.3089572	0.3086837	0.0237398	0.2905898	0.3127414	0.6388875	0.7456877	0.0226824	0.1283874	0.4855696	0.4528512	0.3958481	0.2429269	0.7442507	0.1239453	0.5226365	0.5229648	0.0826996	0.3829448	0.5836361	0.7211140	0.6065237	0.6349430	0.6612897	0.4045085	0.1990838	0.2753697	0.4067169	0.3519690	0.3238638	0.5567657	0.2861886	0.4274184	0.4920891	0.5439645	0.4716447	0.3675257	0.4759321	0.0151052	0.4735393	0.4724129	0.2589981	0.2610862	0.2744414	0.5020388	0.0978864	0.3134203	0.7475453	0.2431722	0.5481703	0.3854097	0.4929758	0.4086555	0.3442922	0.5282092	0.7646695	0.7868030	0.5922046	0.2835524	0.6460904	0.5834595	0.6687020
650	0.6941077	0.1325928	0.5122575	0.5282161	0.4564010	0.3785719	0.4704082	0.1894890	0.6004520	0.5110322	0.3900759	0.4992487	0.3371054	0.3128259	0.5312108	0.2583554	0.6219760	0.4024524	0.0613375	0.7432062	0.3941351	0.0597457	0.7402867	0.4206213	0.0100609	0.0471272	0.0929018	0.6497262	0.4296483	0.7429732	0.4220351	0.6524824	0.1588530	0.7909733	0.5177849	0.4312927	0.4246716	0.5237823	0.4857997	0.3340443	0.0741941	0.2862184	0.2309356	0.6430289	0.7167320	0.0176114	0.0934551	0.5436179	0.4343433	0.3095923	0.3212665	0.7965321	0.1282599	0.7122883	0.6296157	0.1260735	0.4708049	0.6075011	0.7628998	0.4851921	0.6261056	0.6761675	0.4004482	0.1921750	0.2740760	0.4872352	0.3879812	0.2496863	0.6286161	0.2834750	0.3056162	0.3980007	0.4358457	0.5268996	0.3315606	0.3068674	0.0019172	0.5357488	0.5527552	0.3003770	0.2218419	0.2251281	0.5184097	0.1450846	0.4535813	0.6189892	0.2295341	0.5657968	0.3783349	0.6550581	0.4043656	0.3876556	0.5496591	0.6740056	0.5754624	0.6662909	0.3699863	0.7467485	0.8108074	0.7725879
700	0.7474009	0.1005648	0.4085280	0.4722936	0.4336764	0.4209065	0.4116483	0.1492999	0.6724008	0.3627049	0.4414655	0.3369008	0.4563713	0.2068284	0.5813925	0.1749507	0.4308933	0.4025720	0.1740318	0.6901775	0.3602397	0.1262994	0.7117644	0.4390772	0.0229628	0.0636873	0.1295922	0.6998355	0.5217128	0.7087666	0.4917974	0.6393085	0.1793761	0.7431673	0.5630487	0.3007893	0.4858200	0.4317277	0.4366917	0.2582308	0.0558497	0.3601610	0.3338130	0.5766056	0.8325222	0.0164650	0.1149324	0.4413153	0.4125826	0.2741859	0.3398969	0.7090228	0.1928235	0.5084754	0.5357025	0.1040032	0.5341383	0.6418069	0.6841827	0.6316388	0.5696539	0.7734817	0.4057512	0.2216367	0.2583818	0.4188384	0.3592613	0.3082424	0.7861114	0.2064061	0.3510159	0.4099653	0.2907297	0.4940594	0.3347980	0.1494576	0.0028012	0.5042878	0.5501901	0.2154011	0.3984975	0.3766021	0.4838510	0.1760556	0.3009994	0.6817702	0.1728104	0.4752666	0.4010266	0.4551432	0.5624508	0.4774534	0.6155129	0.6711588	0.6670292	0.6831226	0.2604026	0.6887330	0.7186190	0.6578238
750	0.6771972	0.0830573	0.5102189	0.5817258	0.2795346	0.5530270	0.4672719	0.0606872	0.7003159	0.2732606	0.6209229	0.2634369	0.4979677	0.1394224	0.5899643	0.2079518	0.3961564	0.3428280	0.1673927	0.7230211	0.3663036	0.0949356	0.6773399	0.3292113	0.0238331	0.0398168	0.1172874	0.7031522	0.5146308	0.7232731	0.5181210	0.6946500	0.0995845	0.7030299	0.5893811	0.2720937	0.3652005	0.5701841	0.5478036	0.3162227	0.0622498	0.3642224	0.3350789	0.7368136	0.7818067	0.0004632	0.1246188	0.3848529	0.5793299	0.4610188	0.3216673	0.6945062	0.1718090	0.4850112	0.6573505	0.0784875	0.4392500	0.5498037	0.5586946	0.5763001	0.5908088	0.7228522	0.3240068	0.2970526	0.2095189	0.5129920	0.4104493	0.3084823	0.6402687	0.2339799	0.1219471	0.1491590	0.2110481	0.4566852	0.4016255	0.1378669	0.0007398	0.5060515	0.6243634	0.2291468	0.3347771	0.2557821	0.5067631	0.1337216	0.3151006	0.7214209	0.2365292	0.5316808	0.4628110	0.6340553	0.4781223	0.4647189	0.6120392	0.7600477	0.6196964	0.7712502	0.3661598	0.6377090	0.6919561	0.6346384
800	0.7800771	0.0576826	0.3859443	0.5971456	0.2851483	0.5116031	0.4472288	0.0930490	0.6027599	0.1968555	0.7576722	0.5251773	0.5853885	0.2618959	0.5370073	0.1524327	0.3794354	0.3743621	0.2597013	0.5913270	0.2496049	0.0397524	0.6207879	0.3391740	0.0289370	0.0155866	0.0998823	0.7873395	0.4837694	0.6695688	0.4807961	0.7365524	0.0894071	0.6400724	0.5634944	0.3730103	0.4436046	0.5297968	0.4731907	0.3439286	0.0255468	0.3912052	0.2707295	0.6497633	0.7497867	0.0038039	0.1144823	0.6484173	0.4606008	0.5005230	0.2688851	0.7144231	0.1563503	0.4834910	0.7124003	0.1068676	0.3477071	0.5592799	0.7032545	0.7229751	0.4167954	0.6800723	0.3476230	0.2176987	0.3038004	0.5138017	0.4841701	0.1962658	0.6450116	0.1798850	0.1908190	0.1708083	0.1271919	0.4510546	0.3686939	0.1529159	0.0002827	0.4325007	0.5966771	0.1924893	0.2816743	0.2230003	0.6188856	0.0920996	0.3608766	0.6912576	0.2047731	0.5838885	0.4226720	0.6341299	0.4154157	0.4001433	0.5816196	0.6857441	0.6727720	0.6181472	0.4217095	0.5405434	0.6589218	0.7435584
850	0.6162881	0.0837078	0.4115413	0.5176883	0.2813270	0.3754181	0.4774470	0.0481247	0.5522884	0.2339005	0.5321314	0.4802092	0.5042282	0.2775594	0.6987193	0.2534687	0.3374302	0.4101676	0.1898925	0.6215881	0.2605994	0.0490517	0.7268881	0.4386225	0.0217432	0.0305618	0.1555209	0.7296723	0.5217905	0.6021019	0.3901638	0.7439982	0.0641880	0.8715817	0.6641811	0.3812490	0.4903362	0.4243806	0.4325734	0.3137878	0.0208208	0.2999236	0.3378991	0.6673969	0.6877239	0.0145179	0.1567982	0.5341396	0.3937606	0.4869287	0.2913887	0.5889108	0.1096866	0.5473370	0.5615053	0.1148327	0.3988255	0.5369032	0.7058917	0.5547874	0.4820544	0.6966315	0.3816249	0.2847604	0.2599814	0.5453209	0.2534094	0.1968585	0.6908465	0.1363217	0.1564687	0.1403682	0.1163515	0.3615972	0.4276622	0.1620569	0.0000078	0.4471297	0.6416132	0.1093773	0.3082960	0.2013252	0.5154540	0.1250413	0.3338849	0.7730359	0.2400558	0.5424976	0.4281129	0.6228794	0.3873528	0.3477208	0.5004626	0.5983624	0.6889025	0.6977684	0.4081992	0.8208172	0.6579361	0.6189301
900	0.6296845	0.0639892	0.4619569	0.4529377	0.2793617	0.5338829	0.5168673	0.0808456	0.6829946	0.2264282	0.6315243	0.6262642	0.5165867	0.3750242	0.6329254	0.1542805	0.3805961	0.4271811	0.2006342	0.6374915	0.2256754	0.0388180	0.7321903	0.4421928	0.0254614	0.0230526	0.1191314	0.6466326	0.4610463	0.6635888	0.4709932	0.8772222	0.0493853	0.8325152	0.5431405	0.3340982	0.4639079	0.5067166	0.4818810	0.3279367	0.0103095	0.2175135	0.2615619	0.6643153	0.8786116	0.0064246	0.1581325	0.5219471	0.4715386	0.5242144	0.2756645	0.5831454	0.1126916	0.5364368	0.6448036	0.1478350	0.3852896	0.4771909	0.7594248	0.6307672	0.6091588	0.7873302	0.3815082	0.1874917	0.2596811	0.5226552	0.2752247	0.2066754	0.5947949	0.1337183	0.1882173	0.1043868	0.1224741	0.4129986	0.3863450	0.0862390	0.0024782	0.4929861	0.6575536	0.2366201	0.4348572	0.3063397	0.5316085	0.1747491	0.2844091	0.6719494	0.2029106	0.4770192	0.4373063	0.6770944	0.4322714	0.3374045	0.5248946	0.5694157	0.7348760	0.5841807	0.2853496	0.6410298	0.6331818	0.6859831
950	0.6515228	0.0690993	0.5966202	0.5136411	0.2975645	0.4054998	0.4940904	0.0847476	0.6362241	0.2019929	0.6171385	0.7154647	0.5016083	0.4384021	0.7306751	0.1166098	0.3306703	0.4056210	0.1831334	0.5871614	0.2941592	0.0275367	0.7253623	0.4276134	0.0203810	0.0567738	0.1717645	0.6564286	0.5129767	0.6707760	0.4577848	0.6764771	0.0908267	0.8562804	0.5220208	0.3241123	0.5849020	0.4770781	0.4130067	0.3112810	0.0278815	0.2085655	0.3049475	0.6528692	0.6854973	0.0360508	0.0864889	0.4494901	0.4152391	0.5261960	0.2122485	0.7496685	0.0761989	0.5446768	0.5617779	0.1085532	0.3995404	0.6311586	0.6903888	0.5577268	0.6468794	0.6893262	0.4257325	0.3276623	0.2211897	0.5655210	0.2555192	0.1480083	0.6233493	0.1353884	0.1806131	0.1299915	0.1306122	0.4436481	0.3803796	0.1281209	0.0061911	0.4295905	0.6005643	0.1899715	0.3380734	0.2655240	0.5692903	0.1872627	0.3914165	0.6867356	0.1949253	0.5519593	0.5010619	0.6262330	0.4232224	0.3937746	0.4700846	0.7516606	0.6740577	0.6456573	0.2855041	0.7268093	0.7817184	0.8024492
1000	0.7710878	0.0604586	0.5814637	0.5499281	0.3499189	0.4528825	0.4606850	0.0797028	0.6600570	0.2281812	0.6141233	0.6919018	0.5570262	0.4534200	0.6636930	0.1951526	0.4399802	0.4651753	0.2272003	0.7080799	0.2799632	0.0505922	0.7445161	0.3943876	0.0384845	0.0460903	0.0763573	0.6941329	0.5608986	0.6849111	0.4090958	0.7400486	0.1261173	0.5972443	0.5981659	0.2989046	0.4615337	0.5255956	0.4381059	0.2829979	0.0369942	0.2467315	0.2736570	0.5676019	0.7032992	0.0085991	0.1126606	0.5842774	0.5143332	0.5574904	0.3004598	0.6574137	0.0923780	0.5199054	0.6233849	0.1133082	0.3555295	0.6455622	0.5557832	0.4991791	0.5471211	0.6226637	0.3853083	0.2494787	0.2045307	0.4868856	0.1961819	0.2371262	0.5779227	0.1939661	0.1465886	0.1648862	0.1317897	0.3710058	0.5341685	0.1494733	0.0079155	0.3850535	0.5661613	0.2220474	0.3694542	0.2758160	0.5129172	0.1078179	0.3698738	0.5653838	0.2398052	0.6442522	0.5281784	0.7350966	0.3907009	0.3041980	0.4291008	0.6983996	0.6672080	0.6433485	0.3378429	0.6356273	0.6891021	0.6663680

0	0.6847946	0.1263381	0.5259459	0.4519121	0.4405276	0.4197698	0.4383625	0.0438827	0.6159845	0.2941202	0.6010652	0.6187299	0.5738788	0.4663078	0.7272533	0.1889308	0.3305633	0.5937790	0.2005027	0.7293351	0.1879245	0.0282887	0.7177388	0.3508057	0.0130515	0.0813429	0.2219377	0.6433623	0.4931022	0.6840168	0.4698521	0.5301731	0.0801333	0.6117049	0.5265009	0.3649407	0.4602426	0.4882077	0.4701307	0.3648235	0.0476980	0.2863698	0.2361723	0.7318331	0.6322066	0.0064330	0.1801718	0.4580242	0.4767683	0.4480264	0.2492478	0.7763033	0.0714838	0.5642124	0.7114688	0.1176966	0.3821567	0.6303510	0.6075106	0.6153112	0.7683737	0.7882519	0.3926480	0.3005222	0.2926740	0.6279930	0.1504534	0.2545617	0.7096702	0.1715676	0.1512131	0.1368218	0.1073660	0.4052103	0.3769484	0.1155447	0.0018525	0.4176359	0.5033209	0.1906963	0.3350876	0.2143456	0.5307319	0.2739682	0.3792856	0.6447509	0.2151073	0.5532672	0.4297133	0.5348783	0.4878451	0.3754272	0.3866356	0.6569178	0.6781269	0.7215776	0.2844489	0.7808819	0.7796848	0.6807959
