"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.6526349	0.1018854	0.4897576	0.5249423	0.2125920	0.4785646	0.5397074	0.1350739	0.3435967	0.0276019	0.6323827	0.5670140	0.4144006	0.3744724	0.7744454	0.0338482	0.4587642	0.4299004	0.1442826	0.6918231	0.0817950	0.3174633	0.6708417	0.6661448	0.0147242	0.2376171	0.0301948	0.2588061	0.2619894	0.6456819	0.1302898	0.6623112	0.0058903	0.6065579	0.5230471	0.5591455	0.5764816	0.3976778	0.2550805	0.0748060	0.0051322	0.2310431	0.3273650	0.5353638	0.5111895	0.0370716	0.1694508	0.5327222	0.5495980	0.5257861	0.2984212	0.5835067	0.0590872	0.3692370	0.4248604	0.0805393	0.2979507	0.3984911	0.5860371	0.6425843	0.4635629	0.8002292	0.6355483	0.2457440	0.3818624	0.4135624	0.6292065	0.1870081	0.6996510	0.2003765	0.4914049	0.3546464	0.4433340	0.3673337	0.5491332	0.2712218	0.0003432	0.5190628	0.0425071	0.5644701	0.2754161	0.4183712	0.3550459	0.0369337	0.2155721	0.3250391	0.4059722	0.3007369	0.0097431	0.2716116	0.3892527	0.5485064	0.4520510	0.5858063	0.5866371	0.2028836	0.1252641	0.4779143	0.2815894	0.5587815
500	0.6996484	0.1246061	0.5561552	0.4539935	0.1793851	0.5017321	0.4537135	0.1781902	0.3613824	0.0464445	0.6008653	0.6376200	0.5788169	0.5272349	0.6254492	0.0172924	0.3823861	0.3942566	0.1610820	0.5998569	0.0499878	0.4239761	0.6415420	0.6691783	0.0075618	0.2420884	0.0453251	0.2981176	0.2106612	0.7652362	0.1537471	0.6116188	0.0025995	0.5701675	0.5253495	0.5139719	0.6209459	0.4463266	0.3175365	0.1503800	0.0116285	0.2283676	0.2978299	0.5768098	0.6186524	0.0645434	0.0716141	0.5590649	0.4276421	0.5665050	0.1450560	0.5240881	0.0395797	0.3926581	0.4501188	0.1066116	0.2488305	0.3007749	0.5161268	0.6803741	0.4414395	0.6947602	0.6072472	0.1130921	0.2848259	0.3813210	0.5348476	0.2050753	0.6657169	0.2037364	0.4105973	0.3344800	0.4230770	0.4384546	0.5653261	0.2386607	0.0092620	0.4906239	0.0653263	0.5905348	0.2208518	0.3568363	0.3238350	0.0294880	0.2277083	0.3816447	0.2889884	0.2689320	0.0121848	0.3374439	0.3870099	0.4320037	0.3643487	0.6070872	0.5934785	0.3150443	0.1603697	0.4945383	0.2810628	0.6690970
550	0.5949278	0.0771317	0.4707408	0.3333740	0.3092776	0.5314384	0.4586827	0.0862199	0.4045143	0.1810489	0.7315276	0.5945606	0.5712321	0.3903552	0.6219385	0.1079111	0.2371034	0.4741880	0.1789125	0.6179641	0.1861576	0.0595193	0.5571712	0.3996444	0.0327655	0.1500091	0.1456118	0.5569658	0.3306029	0.7222260	0.2840079	0.6528121	0.0827188	0.6581346	0.4817491	0.3081063	0.4557675	0.4742583	0.2982686	0.2746222	0.0273927	0.2163308	0.3062414	0.6043058	0.6289089	0.0317549	0.1094444	0.5974634	0.3711277	0.5564982	0.1608890	0.5394405	0.0486034	0.2629017	0.4525629	0.0885416	0.2634019	0.4296385	0.5238083	0.6636725	0.4501475	0.6665841	0.4081327	0.1819720	0.2395257	0.4230993	0.4515431	0.2901589	0.7154034	0.2104140	0.4105553	0.4104782	0.4476674	0.4939294	0.6402827	0.2435947	0.0044089	0.5194527	0.2958619	0.5532297	0.2265693	0.2931894	0.3787569	0.0206359	0.1671904	0.4356591	0.2856936	0.3305172	0.0081712	0.5165850	0.3108857	0.4589700	0.4319722	0.7224432	0.5951448	0.6755597	0.1849380	0.6281234	0.4264943	0.6613494
600	0.5725533	0.0723836	0.5184888	0.4179100	0.2848911	0.5155171	0.5148759	0.0604595	0.5084331	0.2322808	0.5780589	0.5344227	0.4753006	0.3646004	0.5644332	0.1543983	0.3841509	0.4835725	0.1763733	0.6185552	0.1674537	0.0622576	0.6609373	0.3634068	0.0197683	0.1218458	0.1057897	0.6360424	0.4184603	0.7100630	0.3939690	0.8423289	0.0776960	0.7395045	0.5137327	0.3072751	0.4889346	0.4786881	0.2874417	0.3394673	0.0253174	0.1346484	0.2754126	0.6471300	0.6708001	0.0184412	0.1250278	0.3960784	0.3388485	0.5127347	0.2185809	0.5800367	0.0783722	0.2860736	0.4878638	0.1157646	0.3089859	0.4925260	0.5648239	0.5771346	0.4593992	0.6523738	0.3738229	0.2232194	0.2144675	0.4638660	0.4292824	0.2941436	0.6646736	0.1702803	0.2606976	0.3444622	0.4461661	0.4849398	0.4668399	0.2565848	0.0041919	0.5177255	0.3752284	0.4993805	0.3234142	0.3149549	0.4830317	0.0432231	0.2259201	0.5349727	0.2124214	0.3070285	0.0550836	0.3546697	0.4854848	0.4366784	0.4876598	0.6768231	0.5935043	0.6323057	0.2593154	0.5707348	0.6421221	0.5724960
650	0.5280661	0.0860465	0.3723748	0.6026623	0.3735372	0.4438277	0.4001484	0.0515232	0.5415367	0.2049076	0.5961961	0.5668296	0.6041544	0.3504752	0.5358182	0.2105919	0.3806962	0.4318122	0.1721210	0.5415128	0.3567171	0.0199183	0.5984237	0.3558540	0.0348070	0.0371435	0.1372036	0.6418778	0.4808600	0.6060915	0.3671432	0.6464395	0.1317277	0.6389898	0.4583401	0.3435401	0.3965682	0.6381591	0.4238572	0.2547765	0.0106029	0.1060500	0.3070330	0.5935652	0.7651107	0.0183510	0.1165548	0.3175670	0.3871368	0.5468584	0.1955985	0.6619747	0.0902040	0.4279566	0.5783693	0.0806928	0.4683473	0.4934045	0.6301366	0.5406679	0.4075740	0.6103153	0.3277513	0.2672908	0.2359720	0.5140851	0.3392919	0.2569284	0.6894057	0.2830364	0.1838504	0.2925369	0.2999415	0.4266094	0.3902409	0.1551861	0.0051082	0.6539620	0.3837230	0.4357608	0.3564985	0.3608194	0.5275567	0.0903749	0.2168842	0.5975205	0.2606293	0.3450560	0.0817741	0.2711048	0.5773912	0.3971342	0.5081052	0.6929274	0.6601993	0.7670634	0.2820709	0.6995528	0.6266968	0.5624374
700	0.4823418	0.0889481	0.5195714	0.4476003	0.4119128	0.4493549	0.4411804	0.0773728	0.5081169	0.2669202	0.5975850	0.5338892	0.4299689	0.3536024	0.5631788	0.1536676	0.3695307	0.5190319	0.2144685	0.5680443	0.3101055	0.0445936	0.6405221	0.2713055	0.0114319	0.0226818	0.1036638	0.6250836	0.4206335	0.6202136	0.4281590	0.6974417	0.0903502	0.7492576	0.4252683	0.4021779	0.3203082	0.3903114	0.4629979	0.2671850	0.0342162	0.1115131	0.4002453	0.6492669	0.5555700	0.0117841	0.0993205	0.3659677	0.4138752	0.4328887	0.2269473	0.7394971	0.1127913	0.3792959	0.6723097	0.0967058	0.4046197	0.5049838	0.6069995	0.5639181	0.4547349	0.6087262	0.2822829	0.2755050	0.2600432	0.4325330	0.3810815	0.2336522	0.6156096	0.1420368	0.2083226	0.2097840	0.1840152	0.4426640	0.4301096	0.1250793	0.0035506	0.4782077	0.4089824	0.4049331	0.2976158	0.3465186	0.5334184	0.0876512	0.2465738	0.5460495	0.1964226	0.3183141	0.0982181	0.2704648	0.5276764	0.4253317	0.5561275	0.6975037	0.6785564	0.7226147	0.2474719	0.5712587	0.5776579	0.6692994
750	0.6749594	0.0608732	0.5141653	0.5539617	0.2852819	0.3247720	0.3148294	0.0740250	0.6221866	0.2055607	0.4185811	0.4844747	0.5790312	0.3477944	0.5299130	0.1615588	0.3760213	0.4498823	0.1295786	0.6434110	0.2975873	0.0543087	0.7171044	0.3697547	0.0402954	0.0160007	0.1362719	0.7143271	0.6020258	0.6170836	0.4599681	0.6590249	0.1082092	0.7187571	0.5949625	0.3022417	0.4078409	0.4676008	0.5264712	0.3562277	0.0330492	0.1559675	0.3266760	0.6255330	0.6098238	0.0054329	0.0862641	0.4746099	0.3433317	0.4284963	0.2910939	0.5696181	0.1589499	0.4731027	0.5851181	0.1002545	0.4058960	0.4201259	0.5865554	0.5023491	0.4626644	0.7140205	0.2775911	0.2381907	0.1884879	0.4116116	0.3595583	0.2068415	0.7175915	0.2119491	0.1683973	0.2343693	0.1489324	0.3769326	0.3816759	0.1893954	0.0090351	0.4987889	0.4135333	0.3562693	0.3296711	0.3848660	0.5115217	0.0974292	0.2647358	0.5849872	0.2356910	0.3924347	0.1838877	0.3298546	0.5731902	0.5279315	0.5542757	0.6049666	0.6405150	0.6402633	0.2462665	0.6586680	0.6974193	0.5729253
800	0.5798092	0.0902077	0.4729181	0.5488582	0.3285268	0.3877777	0.4313975	0.0553982	0.5838139	0.1827797	0.5574885	0.4578260	0.3823257	0.2968092	0.5988816	0.1277509	0.4054597	0.4425740	0.2305288	0.6792765	0.2627278	0.0405451	0.7037354	0.3282688	0.0196682	0.0345396	0.1122907	0.6199605	0.5323339	0.4740791	0.4499896	0.6823691	0.0847337	0.6620027	0.5459121	0.2628256	0.4861829	0.4788185	0.4621266	0.2651405	0.0330259	0.1227098	0.3458533	0.5799723	0.6490257	0.0156280	0.1018297	0.3833659	0.4312792	0.3331776	0.2708475	0.5804342	0.1527198	0.3563674	0.5654244	0.1174380	0.4943138	0.5757737	0.5697702	0.4327818	0.5608610	0.7862063	0.3856189	0.2223910	0.1766697	0.4601826	0.3661900	0.2346079	0.7642537	0.1889373	0.1501315	0.1810043	0.1425894	0.3909276	0.3125797	0.0650838	0.0003483	0.5428652	0.4117325	0.4064421	0.2575218	0.2795391	0.6658245	0.1006570	0.2463362	0.6178507	0.1731449	0.3726652	0.1868980	0.2939817	0.6289396	0.3757112	0.4172635	0.6526393	0.8129024	0.5870904	0.2612624	0.5913760	0.7198860	0.6347470
850	0.7116406	0.0799879	0.4927811	0.5268782	0.4185296	0.4736395	0.4409302	0.1193543	0.5103054	0.2300034	0.5226580	0.4163867	0.3492871	0.3719141	0.6756852	0.1562734	0.3915317	0.4149785	0.1619741	0.6952252	0.2981560	0.0371538	0.5964392	0.3648389	0.0101349	0.0423425	0.1151783	0.7495519	0.5226279	0.5732027	0.3884234	0.5749144	0.0697305	0.5725290	0.5741399	0.2764381	0.4465502	0.4615966	0.4833113	0.2411852	0.0263577	0.1499944	0.4363192	0.6650490	0.6776414	0.0143691	0.0914117	0.3818444	0.4780036	0.4634124	0.3454316	0.5875026	0.1052525	0.3022617	0.6164748	0.0860879	0.3942336	0.5223485	0.5628747	0.5213338	0.4385506	0.6055683	0.3358445	0.2686731	0.2152304	0.5510196	0.2806896	0.2544127	0.7128609	0.1635942	0.1170126	0.1736944	0.1170614	0.3528596	0.3134409	0.1451109	0.0004279	0.5910397	0.3614890	0.3297418	0.2129777	0.2795493	0.4550750	0.1511479	0.2169151	0.6377453	0.1835772	0.4542924	0.2909192	0.3660151	0.5128118	0.4686194	0.5473921	0.5980944	0.7326068	0.5854756	0.2211814	0.6355363	0.7548105	0.7203966
900	0.6163324	0.0502293	0.4468699	0.5214294	0.3878451	0.4588686	0.3762184	0.0577412	0.4190728	0.2311612	0.4053061	0.4236496	0.4803811	0.3121635	0.7027845	0.1869961	0.4067563	0.4319611	0.1425939	0.5261370	0.3211402	0.0505462	0.5873079	0.3515567	0.0116156	0.0253790	0.1371975	0.7078660	0.5477406	0.6971811	0.4268863	0.7586130	0.0905509	0.6400953	0.5540053	0.3464431	0.4017279	0.3995743	0.3506526	0.3663838	0.0317531	0.1725969	0.3767324	0.7028521	0.6656536	0.0065840	0.1505488	0.4466252	0.4469289	0.4479017	0.2082074	0.6611000	0.1473648	0.3913241	0.5659173	0.1070789	0.3739124	0.4639696	0.6979447	0.4998912	0.5853243	0.6203835	0.4120404	0.1637348	0.2654510	0.5432141	0.2774908	0.2183943	0.7721179	0.1589008	0.1764805	0.1746463	0.0840094	0.3966127	0.4178850	0.1562044	0.0200974	0.4633841	0.4183391	0.3824715	0.3107303	0.3093448	0.7295387	0.1163028	0.2522280	0.6700260	0.1698256	0.3100410	0.2221393	0.5200657	0.5561363	0.4946878	0.6392767	0.6421000	0.5649158	0.7077825	0.2666285	0.6646301	0.5704286	0.6906503
950	0.5721642	0.0630558	0.4204727	0.5025585	0.3015699	0.4155023	0.4187677	0.0871096	0.6622216	0.2645074	0.4353868	0.4654978	0.4794593	0.3102568	0.7087905	0.1995375	0.3563123	0.3690459	0.1358128	0.8075061	0.3484057	0.0499101	0.6132343	0.3638373	0.0225977	0.0252668	0.0912251	0.7423654	0.4432664	0.6914992	0.3728720	0.6290120	0.0572296	0.5147377	0.5585208	0.3513016	0.3922806	0.5175875	0.4842782	0.3124587	0.0206079	0.1656176	0.4336924	0.6366965	0.5519759	0.0083467	0.1017327	0.3979878	0.4364490	0.4257102	0.1988003	0.5289509	0.0938834	0.4453642	0.5041548	0.1103979	0.4101366	0.4622793	0.5752411	0.5665662	0.5462850	0.7576237	0.3523386	0.2209280	0.2085799	0.5090314	0.2650436	0.2382318	0.6467457	0.1959590	0.1474687	0.2210342	0.1330566	0.3740305	0.3663118	0.1361285	0.0183163	0.4336194	0.4580832	0.3047915	0.2878555	0.3132912	0.5818281	0.1267466	0.2215000	0.5570651	0.2078200	0.5355579	0.3359115	0.3853923	0.4857435	0.3784523	0.4992729	0.5741839	0.7003414	0.6464445	0.2301874	0.6201503	0.5514420	0.6043006
1000	0.6018984	0.0921700	0.4422855	0.5662431	0.2512761	0.3158214	0.4494397	0.1313607	0.5521335	0.2908610	0.5835573	0.5460880	0.4393208	0.3152565	0.7048539	0.1757483	0.4536273	0.3952819	0.1229109	0.5869038	0.2571114	0.0307126	0.7360403	0.2496828	0.0152744	0.0455725	0.0843609	0.5733952	0.4612783	0.7959510	0.4195679	0.6354110	0.0583371	0.7550068	0.5422650	0.2513412	0.4204434	0.5442034	0.4379600	0.4213245	0.0728263	0.1759215	0.2928612	0.6626075	0.6076950	0.0077625	0.1111759	0.4385611	0.3773351	0.3688089	0.2648744	0.6378273	0.0878971	0.3474194	0.6574980	0.0631829	0.4653087	0.6273683	0.6073008	0.4675862	0.5491068	0.6519436	0.4060555	0.1771401	0.2663772	0.5415848	0.2512112	0.2274745	0.6880714	0.1814882	0.1125185	0.1632732	0.1514768	0.3635773	0.3601083	0.1348229	0.0059468	0.5652233	0.5186999	0.2457266	0.2920085	0.3489766	0.5000971	0.1668398	0.2911714	0.5767468	0.1855218	0.4522408	0.2642919	0.4162068	0.6184024	0.4149061	0.5278060	0.7267522	0.5833873	0.6104501	0.2613630	0.6813114	0.5940779	0.6069328

0	0.7603780	0.0685253	0.5277901	0.4246659	0.2566594	0.4867841	0.4225583	0.0953388	0.6222095	0.2101108	0.6317056	0.5564626	0.4470228	0.3546502	0.5965098	0.2216486	0.3070641	0.3909583	0.2118404	0.5596765	0.2473092	0.0283958	0.6980204	0.4243087	0.0169670	0.0265128	0.1317662	0.6043725	0.4319981	0.5816956	0.4451824	0.7082061	0.0831276	0.6708891	0.5086228	0.3102136	0.5248920	0.5453827	0.3737878	0.3598968	0.0162906	0.1752627	0.2354186	0.6453368	0.7171939	0.0160024	0.0786300	0.4304490	0.3984834	0.5785104	0.2058077	0.5407925	0.0431298	0.4995157	0.7065913	0.1399973	0.4583598	0.5625298	0.6658214	0.6147795	0.6720775	0.6055891	0.4383181	0.2477489	0.3407406	0.4578793	0.2842551	0.1735647	0.7258227	0.1328869	0.1375064	0.1507376	0.1888486	0.3889533	0.3348543	0.1668822	0.0071240	0.4423783	0.6382739	0.1154991	0.3217482	0.2504892	0.5722816	0.1918132	0.3106556	0.6803161	0.2243874	0.5560484	0.5024270	0.5730084	0.3580027	0.4839572	0.5203702	0.7113620	0.6541074	0.6857548	0.2984514	0.5233612	0.5804136	0.6322529
