"Time"	G1	G3	G5	G7	G8	G4	G83	G22	G6	G87	G85	G86	G54	G89	G88	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G23	G80	G82	G51	G50	G58	G31	G78	G94	G93	G95	G91	G90	G17	G65	G16	G57	G52	G34	G55	G56	G33	G36	G37	G72
450	0.1309679	0.1282807	0.1423207	0.0599440	0.1299318	0.1625779	0.2031199	0.7866048	0.0310630	0.0053908	0.5681192	0.7230326	0.0922758	0.0643025	0.7843300	0.3346229	0.3328385	0.2899944	0.0958256	0.1043335	0.5642462	0.7187768	0.6227018	0.4069124	0.5713534	0.6501911	0.2512119	0.1475904	0.3414083	0.0575814	0.7086619	0.1336807	0.6897605	0.5754425	0.3334420	0.4563138	0.6143962	0.1307897	0.5092689	0.3112853	0.0214314	0.1634663	0.7564142	0.5609338	0.4782462	0.0822570	0.4626718	0.5461305	0.3210302	0.7492798
500	0.0728672	0.1731517	0.0857936	0.0888279	0.1789622	0.3384425	0.2286186	0.7388703	0.0637453	0.0000000	0.4980502	0.6071918	0.1011789	0.1458763	0.8306176	0.2872992	0.2602218	0.3150458	0.0850233	0.1006533	0.6361883	0.5658948	0.8544395	0.3939029	0.5221009	0.7087716	0.1926947	0.2207480	0.2058393	0.0672705	0.6821546	0.1773793	0.6121870	0.6971812	0.4136273	0.4031093	0.5575458	0.1158572	0.5406237	0.3549859	0.0220669	0.1660783	0.6788599	0.6554183	0.6411391	0.1327064	0.6295472	0.5553767	0.3782424	0.5713863
550	0.1314578	0.0878636	0.1590869	0.4368187	0.6374780	0.2682530	0.4479432	0.8402682	0.0481951	0.0005728	0.5755980	0.6999451	0.1291507	0.1513997	0.7477081	0.5145477	0.4213304	0.2270230	0.0906376	0.5462579	0.6969151	0.6915585	0.6231597	0.5327656	0.5990996	0.5531393	0.1722497	0.2359695	0.2198773	0.0667173	0.7139336	0.1562368	0.7039604	0.6879771	0.3959755	0.4158132	0.1475643	0.4950302	0.3703412	0.4628778	0.2661208	0.0603277	0.6362404	0.5877155	0.4793047	0.1666108	0.5203352	0.5903099	0.2554411	0.4905426
600	0.1162386	0.1180242	0.1950244	0.7391015	0.7118903	0.2277597	0.5061232	0.7686231	0.0365267	0.0020413	0.4475778	0.7176015	0.0905598	0.1562741	0.8296054	0.3769893	0.3503788	0.2719898	0.0491411	0.5177603	0.6248140	0.7069622	0.6496221	0.3951612	0.5382119	0.5114101	0.4025029	0.4378466	0.2526328	0.0389324	0.8005149	0.2315414	0.8231489	0.7082449	0.3576987	0.3930578	0.0333464	0.7217257	0.3263683	0.7281825	0.3478002	0.0890726	0.5929521	0.5073328	0.4387618	0.1593002	0.5198844	0.6040633	0.1641056	0.6607398
650	0.1125132	0.1404965	0.1311636	0.6035571	0.8411694	0.3869892	0.5278680	0.6713975	0.0240361	0.0037128	0.6063483	0.6389821	0.0816269	0.1449619	0.7602796	0.3418857	0.3877387	0.3207693	0.0413655	0.4995133	0.4528912	0.6756640	0.7569675	0.3489228	0.5545599	0.3937399	0.4359413	0.4751145	0.2079753	0.0507053	0.7323998	0.1276452	0.8495048	0.6775441	0.3293835	0.3583888	0.0098041	0.8800094	0.4121617	0.6336176	0.3454785	0.1062558	0.4463967	0.5091830	0.5428454	0.2048724	0.4730372	0.5858156	0.1937628	0.6347433
700	0.1609929	0.1118357	0.1656123	0.6795043	0.6127891	0.3067583	0.4696307	0.6783588	0.0392184	0.0021696	0.5209944	0.7897287	0.0626553	0.0821416	0.7839519	0.3185573	0.3369969	0.3119385	0.0791969	0.5985563	0.5855822	0.7269639	0.6801362	0.6796192	0.5481519	0.4664282	0.5658122	0.5684081	0.2026321	0.0172503	0.7214380	0.1081666	0.8563011	0.7944071	0.3541704	0.2951017	0.0088730	0.6393133	0.4329024	0.6614003	0.3706621	0.0763077	0.5858018	0.4644872	0.5635060	0.2192642	0.4542167	0.6379101	0.1185443	0.6577604
750	0.1243186	0.0993775	0.1845757	0.7219237	0.6736435	0.1319245	0.4459397	0.7381782	0.0124642	0.0012954	0.5860367	0.6054106	0.1174562	0.0683665	0.9103678	0.3522950	0.3758192	0.3018093	0.0411767	0.4756259	0.6535488	0.7137503	0.6844746	0.5178863	0.3975739	0.4805230	0.5252152	0.6191325	0.1564612	0.0262936	0.8093565	0.1091355	0.5880159	0.5634139	0.3315440	0.3035012	0.0214065	0.6653254	0.4088169	0.6770263	0.3568768	0.0726370	0.5419650	0.4652152	0.5556757	0.1991889	0.4137442	0.6611904	0.1708771	0.7702748
800	0.0828994	0.0943836	0.1958832	0.7523614	0.8261552	0.2234798	0.5601508	0.7144157	0.0321781	0.0036082	0.5524886	0.7713331	0.1124507	0.1042272	0.7679109	0.3848951	0.3413148	0.2755029	0.0719785	0.5907553	0.7062381	0.7248991	0.7006098	0.5589910	0.3452443	0.3729412	0.6330218	0.5848295	0.2095721	0.0683617	0.6953867	0.1547112	0.8996004	0.6725350	0.3321198	0.3119927	0.0152442	0.6875985	0.3331184	0.6456576	0.3245967	0.0661438	0.5338980	0.5430017	0.5089539	0.2619128	0.5086748	0.7902710	0.1785436	0.6311238
850	0.1583613	0.1331653	0.1168875	0.7105961	0.8009903	0.2689876	0.7009277	0.7485028	0.0279348	0.0014856	0.5593566	0.7233485	0.1506865	0.0605718	0.6788204	0.4152134	0.3374250	0.3500501	0.0408641	0.7050769	0.4703887	0.6947924	0.7686015	0.4652138	0.4368122	0.3512625	0.6086966	0.5535657	0.1813074	0.0147643	0.8152096	0.1844095	0.6663518	0.5784602	0.3918151	0.4039260	0.0029904	0.5271621	0.4532422	0.6690587	0.2784287	0.0574809	0.5407812	0.4835752	0.5374397	0.2316734	0.3702767	0.7571660	0.2313194	0.6753667
900	0.1545695	0.1544802	0.1719605	0.7612990	0.7601645	0.3641828	0.5188994	0.8024538	0.0562548	0.0016058	0.5852077	0.6946101	0.1301163	0.1153686	0.5991060	0.3558572	0.3196904	0.3131942	0.0555795	0.6827418	0.5170849	0.6907086	0.8123388	0.4005633	0.3340920	0.4184982	0.7904311	0.5543377	0.2055489	0.0222826	0.6969743	0.1859630	0.6953006	0.5473673	0.3914365	0.3310068	0.0023610	0.6155308	0.4195647	0.6420086	0.3073044	0.0775664	0.5239699	0.4743426	0.5213872	0.2038544	0.4851372	0.7539235	0.1794739	0.7349209
950	0.0889906	0.1302067	0.1066868	0.6957075	0.6415596	0.5351675	0.4618488	0.7055310	0.0200274	0.0124893	0.5941203	0.8079589	0.1374013	0.0585302	0.6631020	0.2869222	0.4201058	0.3860986	0.0378830	0.6626849	0.6011486	0.5711572	0.7081018	0.4215418	0.3510502	0.4235869	0.6073001	0.5974689	0.2473732	0.0183595	0.7187444	0.1315016	0.6384149	0.5524990	0.3521290	0.2988435	0.0305412	0.8167354	0.3931128	0.6884301	0.2768310	0.0911567	0.5540956	0.4547343	0.4872822	0.1876401	0.4050141	0.6118439	0.2155138	0.6909632
1000	0.1046961	0.1176614	0.0839554	0.7313215	0.7090392	0.3183197	0.4992846	0.6535410	0.0254912	0.0012864	0.5278166	0.7525575	0.0977245	0.0831169	0.7375976	0.4433819	0.3848610	0.3239432	0.0488604	0.5854168	0.4301572	0.7247062	0.6761499	0.4546931	0.3143440	0.3797362	0.6788466	0.6180932	0.2264651	0.0335246	0.7078830	0.1907227	0.6805834	0.6924866	0.3167586	0.3496206	0.0052400	0.7531971	0.4285350	0.7478306	0.4324016	0.0990873	0.5262847	0.4577807	0.4198025	0.2087867	0.5899648	0.7153709	0.1398187	0.7186285

0	0.1128944	0.1459363	0.0856043	0.7795575	0.7403071	0.3926521	0.5435554	0.7944890	0.0340302	0.0011543	0.5240537	0.7866900	0.0475077	0.1040790	0.7705516	0.3662380	0.3832742	0.3668669	0.0576921	0.5838428	0.7066307	0.6641417	0.7030931	0.5081884	0.3153864	0.3703492	0.7625626	0.6476750	0.2047873	0.0494015	0.6852067	0.1155810	0.5987653	0.6343303	0.3637379	0.3533811	0.0054381	0.7046922	0.4962288	0.6729157	0.3354317	0.0654506	0.5510826	0.4298558	0.3934587	0.2788574	0.4304120	0.7358947	0.2459743	0.6971108
50	0.0690112	0.3784099	0.1389479	0.8337720	0.7380216	0.4131857	0.4827464	0.4765270	0.0181143	0.2301738	0.6189853	0.7800773	0.0652368	0.1163011	0.6246191	0.6880522	0.2234517	0.3567646	0.0704607	0.7684311	0.0965537	0.6658062	0.6851664	0.3746438	0.3315434	0.4334179	0.6336355	0.4643302	0.4267020	0.3061026	0.8105375	0.1173047	0.5824046	0.7758165	0.6516901	0.3736207	0.3802667	0.7955307	0.3687493	0.8731958	0.3228364	0.0666083	0.3718568	0.4649361	0.4954645	0.2959721	0.5013897	0.6359100	0.2097408	0.6088275
100	0.1061249	0.3920316	0.1902705	0.7881295	0.6330223	0.3495983	0.5491727	0.5183453	0.0255290	0.2893457	0.7091578	0.7118545	0.0442317	0.0677443	0.6958090	0.7082668	0.2479418	0.3679339	0.0585028	0.6721932	0.0971168	0.6831540	0.6570435	0.4099693	0.4206625	0.5519105	0.5123498	0.4577160	0.4947054	0.3654974	0.7541832	0.1414992	0.5972280	0.6778694	0.5177611	0.2984891	0.4494833	0.6837326	0.3340744	0.7383482	0.3747631	0.1935084	0.2230458	0.5125325	0.6439976	0.2528979	0.4895441	0.6631829	0.1538617	0.5944204
150	0.1552112	0.4403594	0.1876435	0.6972884	0.6387972	0.2350888	0.5439090	0.4720513	0.0193062	0.2162750	0.8017985	0.7619843	0.0320474	0.1107731	0.5003644	0.8899815	0.1767650	0.3278549	0.0699168	0.7088517	0.1133931	0.6894294	0.6582896	0.4048790	0.3764703	0.4983329	0.4930937	0.4217148	0.5006046	0.4873649	0.6923862	0.1166308	0.8026371	0.6205372	0.4788041	0.3897324	0.5756207	0.7220590	0.3729774	0.6931960	0.3177156	0.3267138	0.0825812	0.4754368	0.5025330	0.2121953	0.4275344	0.7167118	0.2189381	0.5939901
200	0.1040779	0.5050613	0.2700562	0.6787732	0.8121947	0.3290918	0.6037561	0.4565536	0.0480339	0.2104896	0.7453778	0.7710706	0.0435255	0.0713215	0.7348092	0.6748855	0.1746847	0.3469771	0.0824178	0.7255490	0.0910729	0.6049292	0.6341932	0.4585183	0.4195738	0.4301852	0.4659714	0.3762504	0.4804993	0.4992857	0.7942512	0.1452718	0.8314755	0.6568947	0.5306584	0.3241523	0.5282872	0.7834368	0.4542615	0.6303908	0.2929494	0.4243429	0.1212504	0.4448296	0.6111095	0.1865238	0.5508471	0.6920264	0.2330096	0.7404423
250	0.0732237	0.5995994	0.1685508	0.6834742	0.7152227	0.3928110	0.4824576	0.5533968	0.0672719	0.2597553	0.7117357	0.8049071	0.0725506	0.1614905	0.4995449	0.7892400	0.2227390	0.3401306	0.0478944	0.6250041	0.1552033	0.6080044	0.8053687	0.5071014	0.4268320	0.5643609	0.6380091	0.3323019	0.5957204	0.4846864	0.7106327	0.1132658	0.7674211	0.6233107	0.6192099	0.3986912	0.5061022	0.8529365	0.4481119	0.7282181	0.3916807	0.4954495	0.1456740	0.4947810	0.5347909	0.1218342	0.5423317	0.5999563	0.3027309	0.7433324
300	0.1553382	0.5032802	0.2011931	0.7445231	0.6476559	0.4654673	0.4977924	0.4062183	0.0196801	0.2743092	0.5707989	0.7445420	0.0670397	0.0901659	0.6075251	0.5967332	0.1282832	0.3070115	0.1171180	0.6205989	0.0671749	0.7189841	0.6847933	0.4056488	0.4410524	0.5238812	0.5953411	0.3649191	0.6305394	0.4688408	0.7633758	0.0908370	0.6265260	0.6555951	0.5740536	0.3797622	0.4867704	0.7782760	0.4254552	0.6707768	0.3335059	0.2832721	0.2503671	0.5366513	0.6330942	0.1628352	0.5712551	0.6260702	0.3102713	0.5892697
350	0.0797454	0.4292082	0.2362230	0.7820241	0.7415414	0.4238373	0.5153980	0.4581166	0.0308695	0.2458932	0.6338581	0.6638344	0.1057150	0.0941670	0.4938935	0.6665083	0.2387138	0.3619775	0.0696203	0.5758546	0.1377670	0.6941698	0.6949560	0.3805684	0.4681159	0.6016221	0.5332388	0.3456323	0.7054292	0.6270699	0.6920978	0.1519981	0.7370341	0.6783860	0.5912781	0.3512478	0.5976596	0.7502862	0.4278928	0.6855013	0.3593553	0.3675329	0.2564667	0.7291400	0.7485938	0.1837957	0.5159833	0.6718998	0.2226242	0.6039574
400	0.1638853	0.4678056	0.1755322	0.6630063	0.6740450	0.4305513	0.4854504	0.4412907	0.0227489	0.3192839	0.5949582	0.6467012	0.0910429	0.0911082	0.5278761	0.8055377	0.1783675	0.2882735	0.0743241	0.7246792	0.1139613	0.7763217	0.7017471	0.3276364	0.4954958	0.5475654	0.5395985	0.2814445	0.5203861	0.4735532	0.6174018	0.1217872	0.7158751	0.6835504	0.5899724	0.5095639	0.6611916	0.7014928	0.5532532	0.6201480	0.3567803	0.3867910	0.2779374	0.5217422	0.6472223	0.2226915	0.5186218	0.6041446	0.2325049	0.6382397
450	0.1275624	0.4716280	0.2092730	0.6216224	0.6797479	0.5191498	0.4901565	0.4723272	0.0169571	0.2524477	0.7227998	0.8308898	0.0712983	0.0545297	0.6300158	0.6736093	0.1798695	0.3572234	0.0665766	0.6223058	0.1019721	0.7619897	0.6735255	0.4414288	0.5301004	0.5088961	0.5266571	0.3315330	0.5999144	0.4683467	0.8151567	0.1466224	0.6536504	0.4902900	0.5666381	0.4251450	0.6188421	0.7059273	0.6059533	0.7390082	0.4186790	0.2317618	0.2534947	0.5084676	0.6075234	0.1659209	0.5618306	0.6429204	0.3482280	0.8039959
500	0.1198156	0.4725689	0.1849420	0.6932851	0.8051520	0.4399712	0.5616637	0.4372219	0.0213993	0.2618384	0.5881728	0.8584387	0.0979682	0.1369240	0.6161851	0.7258675	0.1852424	0.3765788	0.0885333	0.5354691	0.1069159	0.6649863	0.6964312	0.4859275	0.3857643	0.5883123	0.5527440	0.4754656	0.6372008	0.5929529	0.7454588	0.0889517	0.6699817	0.5957429	0.5106531	0.3347911	0.5503278	0.6241302	0.4681603	0.6586104	0.3503229	0.1696357	0.3258856	0.6309651	0.6925900	0.1767026	0.4805981	0.5837674	0.2892446	0.7172536
550	0.1197477	0.3364530	0.2376203	0.7034714	0.7452007	0.3615808	0.5490106	0.7570213	0.0092474	0.0702651	0.5554570	0.8665523	0.0834176	0.0581812	0.6082663	0.5187375	0.3575493	0.2669617	0.0658740	0.5267539	0.6266063	0.6227363	0.6410449	0.4636308	0.2923810	0.2946132	0.7104793	0.5202324	0.4459504	0.2430993	0.6593512	0.1952369	0.8438524	0.6340607	0.4596868	0.3457593	0.0973577	0.7687590	0.5109881	0.5973536	0.5048481	0.2165589	0.4649919	0.6057265	0.5579247	0.1737381	0.6514024	0.5558819	0.3460270	0.5509297
600	0.1093590	0.2072416	0.1691662	0.7630968	0.7529054	0.4156621	0.6265732	0.7555170	0.0147379	0.0110047	0.5425437	0.7843706	0.1257507	0.0464824	0.6441604	0.3801870	0.2677396	0.3099875	0.0467909	0.6746638	0.5018332	0.6478235	0.6438503	0.4250828	0.4164056	0.3920496	0.6138273	0.6354539	0.3045280	0.1560028	0.6447519	0.2293251	0.7797695	0.5789734	0.3453073	0.4027978	0.0185745	0.6613293	0.5079706	0.7287071	0.5008453	0.1086894	0.5006581	0.5211034	0.5982106	0.1698707	0.6536146	0.5696982	0.2550191	0.5844290
650	0.1009262	0.1355894	0.1553470	0.9349404	0.7016430	0.3869102	0.4231189	0.7069630	0.0144636	0.0015251	0.6400085	0.6916846	0.1873755	0.0445480	0.7806703	0.3406831	0.3794097	0.3363310	0.0453089	0.5891458	0.6220591	0.5695851	0.7383459	0.4177265	0.3401166	0.4353550	0.6359092	0.4918406	0.2051172	0.0617482	0.7218229	0.1220167	0.6803922	0.6227374	0.3896163	0.3863329	0.0153103	0.7282987	0.4741223	0.7525194	0.3754318	0.0943715	0.4926130	0.5693879	0.4620338	0.1747951	0.5454322	0.7618050	0.3031103	0.5616816
700	0.1184882	0.2006799	0.1316393	0.6978990	0.8099386	0.3851223	0.5880775	0.7388055	0.0380276	0.0001867	0.4891615	0.7200286	0.0736748	0.0779636	0.6344345	0.4252312	0.4114524	0.3297704	0.0321857	0.5708297	0.5884402	0.7005411	0.7560957	0.3963456	0.3388745	0.3609332	0.5176298	0.6248615	0.2761356	0.1634263	0.8143363	0.1163183	0.7519745	0.7474217	0.4362840	0.5739688	0.0080410	0.7567331	0.4865409	0.7340187	0.3813413	0.1115132	0.5118713	0.4992976	0.5572443	0.2026706	0.5737460	0.6762718	0.3573203	0.6420778
750	0.0883988	0.1298196	0.2027737	0.9019597	0.7910215	0.2347787	0.4714949	0.6744951	0.0401804	0.0068347	0.4735341	0.7289863	0.1662885	0.0818027	0.6681241	0.4050638	0.4390164	0.3682650	0.0284352	0.4689261	0.5860730	0.7072731	0.7297949	0.4510596	0.3629929	0.4323464	0.5357068	0.6619358	0.2763186	0.0553655	0.6931891	0.1220798	0.7399912	0.5109755	0.4265883	0.2923436	0.0178807	0.7875870	0.3903513	0.6818409	0.2912219	0.0990103	0.5064332	0.4759061	0.5063404	0.2880850	0.4787824	0.7328074	0.2719953	0.5419304
800	0.0735985	0.1303917	0.2226098	0.6618697	0.8196495	0.2367441	0.5828323	0.7550823	0.0496904	0.0042770	0.4975665	0.7228130	0.1506042	0.0498199	0.7289240	0.3848159	0.3018584	0.3161787	0.0434665	0.5193723	0.6526450	0.7433366	0.8100390	0.4647070	0.4397886	0.3515675	0.6615692	0.5979246	0.2074642	0.0460248	0.7076675	0.1388120	0.7350333	0.7760543	0.4180599	0.3569922	0.0044641	0.6392227	0.3702469	0.6846560	0.3989896	0.0799393	0.4941217	0.4951671	0.5124493	0.2607547	0.4906078	0.6177491	0.2200296	0.6527780
850	0.0830132	0.0578027	0.2899250	0.7887420	0.8836043	0.1320649	0.5988025	0.7573724	0.0424800	0.0008201	0.5948361	0.7554201	0.1060306	0.0912458	0.8475263	0.3157065	0.3583201	0.2891311	0.0776648	0.6078336	0.6352599	0.7946772	0.6634095	0.4516297	0.3046643	0.3754344	0.6107960	0.4885613	0.2070577	0.0246878	0.7209864	0.1445906	0.7219018	0.6219017	0.3022065	0.3828385	0.0125823	0.6431435	0.4848011	0.7779787	0.3724791	0.0612964	0.6266259	0.4448476	0.6022082	0.2042184	0.4813203	0.7824437	0.1893349	0.6518504
900	0.1112825	0.1050513	0.2402499	0.7654829	0.6876803	0.1676293	0.6097921	0.6586370	0.0243045	0.0043700	0.4647433	0.6894210	0.1008538	0.1299579	0.8233148	0.4000381	0.3785344	0.3134620	0.0847685	0.5163921	0.6905204	0.7420535	0.5833436	0.4772819	0.2644094	0.3768666	0.6305835	0.6646755	0.1771942	0.0558201	0.6754075	0.1126492	0.6371972	0.6485000	0.4413165	0.3879386	0.0184914	0.5636794	0.4011577	0.7027476	0.2682926	0.0862872	0.5191437	0.4335839	0.4119401	0.2393190	0.4979606	0.7531288	0.1349659	0.6096319
950	0.1171396	0.1430882	0.1892831	0.7663038	0.7047640	0.4213620	0.5542746	0.6819851	0.0575728	0.0017636	0.5316041	0.6199848	0.1050277	0.1242420	0.8320451	0.4826029	0.3936418	0.3489952	0.0599933	0.4488305	0.5978510	0.7478233	0.6122024	0.4652301	0.2141247	0.4695474	0.5885619	0.5536865	0.1981551	0.0600547	0.7502747	0.1117243	0.6538573	0.6135028	0.3648041	0.2814788	0.0274156	0.6358578	0.4203028	0.7531779	0.2457183	0.0781488	0.6538514	0.4658573	0.3860884	0.3125701	0.4098985	0.6991739	0.1484705	0.7108661
1000	0.1154865	0.1226966	0.1496428	0.6629672	0.7230166	0.3620224	0.4223968	0.7535930	0.0514181	0.0003667	0.5684008	0.6152906	0.1390310	0.1313773	0.6519924	0.3389115	0.2716996	0.3080355	0.0438996	0.4884190	0.5985508	0.6625658	0.7603533	0.4469893	0.3050181	0.3868433	0.8089758	0.8098705	0.1684175	0.0327888	0.8617200	0.1392797	0.7067059	0.7631908	0.3621782	0.3796420	0.0125772	0.6952303	0.4893074	0.6934439	0.2835043	0.1079148	0.5884534	0.4472684	0.5018407	0.3176834	0.4793974	0.6436389	0.1070458	0.8419689

0	0.0983476	0.2455349	0.1298889	0.6764797	0.6849027	0.4268387	0.5332354	0.7060899	0.0345077	0.0020702	0.5731252	0.7593472	0.1003494	0.0660612	0.6980026	0.4476327	0.3485769	0.3899876	0.0674847	0.5457433	0.6572777	0.5055931	0.7953214	0.4125153	0.3322589	0.4500068	0.7038277	0.6462509	0.2004561	0.0421971	0.6184384	0.1045683	0.6473489	0.7771566	0.4786610	0.3446505	0.0082950	0.5631334	0.4486105	0.6695874	0.3628398	0.1093112	0.5331840	0.4322123	0.4770047	0.2684294	0.3818148	0.6679103	0.1483633	0.7154405
50	0.0979468	0.1611425	0.1411538	0.6688454	0.7611828	0.3370915	0.5899392	0.7942242	0.0337536	0.0008191	0.1294655	0.6847641	0.1185153	0.0684291	0.6648995	0.3421650	0.2215755	0.3469256	0.0621950	0.5673738	0.5812342	0.5797420	0.7378133	0.4787987	0.3231554	0.4129090	0.6962692	0.5370090	0.4048857	0.0106069	0.8132169	0.1000687	0.5789161	0.5244125	0.3321368	0.3341241	0.0284071	0.6394477	0.3485992	0.6739805	0.2796022	0.2524502	0.6456029	0.5553765	0.4492325	0.3209025	0.5073853	0.7259014	0.1850590	0.3299504
100	0.0927934	0.1242726	0.2262641	0.9312495	0.6180454	0.2820256	0.5458693	0.7564027	0.0489203	0.0053921	0.1319677	0.7430012	0.1061653	0.1319016	0.7789456	0.4149082	0.1468650	0.3628896	0.0613658	0.5407470	0.6657634	0.6412217	0.7185740	0.3813464	0.2599787	0.4201519	0.6871637	0.7129970	0.6051399	0.0409106	0.6481756	0.1557775	0.7085089	0.5956854	0.3245998	0.2358565	0.0481804	0.7063136	0.4515485	0.6997576	0.2876695	0.1931310	0.6182208	0.5455592	0.4784864	0.3031892	0.4065103	0.5564071	0.2162545	0.1237485
