"Time"	G1	G3	G5	G7	G8	G4	G83	G22	G6	G87	G85	G86	G54	G89	G88	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G23	G80	G82	G51	G50	G58	G31	G78	G94	G93	G95	G91	G90	G17	G65	G16	G57	G52	G34	G55	G56	G33	G36	G37	G72
450	0.0863680	0.1625345	0.2248734	0.7277486	0.6948977	0.3846205	0.5642982	0.2604106	0.0068274	0.0003980	0.2859851	0.7613261	0.0864889	0.1097459	0.6574078	0.7571596	0.5064920	0.2805777	0.0932963	0.4939915	0.3832060	0.1434173	0.8533048	0.5119764	0.0634843	0.0211264	0.7789180	0.6719232	0.2691610	0.0716566	0.6480565	0.0744219	0.0492356	0.0557967	0.0318735	0.0258527	0.0379271	0.7464372	0.2879939	0.6271485	0.0861609	0.2450238	0.6537660	0.5145208	0.5346973	0.2183542	0.4207612	0.3195768	0.2144046	0.4966747
500	0.0888081	0.1417676	0.1466036	0.6503339	0.7896591	0.3239076	0.5710647	0.2162054	0.0145381	0.0014094	0.2440621	0.6621597	0.1494614	0.0613841	0.6916019	0.8498932	0.5858400	0.4146510	0.0407289	0.6038951	0.2713129	0.1131903	0.7857050	0.4061755	0.0824326	0.0150469	0.6447040	0.5071310	0.3050080	0.0270249	0.6994476	0.1039102	0.0630469	0.0543220	0.1297554	0.0175398	0.0155753	0.6932904	0.5006000	0.6508418	0.1002144	0.2401041	0.5756315	0.4089707	0.4503946	0.2659924	0.4256942	0.2710465	0.2318852	0.4491375
550	0.1505720	0.0893238	0.3560487	0.6069454	0.7815964	0.2006545	0.5525036	0.7240888	0.0301650	0.0009923	0.3350700	0.8217549	0.1202831	0.0775760	0.6650322	0.4947524	0.3434858	0.3603463	0.0779271	0.4359357	0.3936117	0.4695724	0.7828448	0.5741603	0.1076504	0.0619554	0.7035145	0.6157441	0.2666776	0.0607937	0.7306489	0.0841168	0.4484283	0.0441620	0.0836185	0.0484249	0.0117286	0.7859605	0.4467728	0.7697048	0.2573568	0.1469032	0.7096380	0.5185721	0.4061325	0.3002496	0.4521480	0.4852558	0.1719203	0.7302487
600	0.1070198	0.1910142	0.2525244	0.6051855	0.6792205	0.4988046	0.5358956	0.7131283	0.0138926	0.0057332	0.5168615	0.6961900	0.0892949	0.1112968	0.7344047	0.4686216	0.2826028	0.4454374	0.0527854	0.5221698	0.4542976	0.5775958	0.7493831	0.4191239	0.0784112	0.1490360	0.9008905	0.6462251	0.3128181	0.0393564	0.7250051	0.1009280	0.6844166	0.3008176	0.3407010	0.1520502	0.0106476	0.7519561	0.3459829	0.6539444	0.2723530	0.1005351	0.6110818	0.5514217	0.5427191	0.2210503	0.4815396	0.6736018	0.1957984	0.6934171
650	0.1316907	0.1416858	0.1172203	0.7695060	0.6557610	0.3828997	0.5307357	0.6525070	0.0169980	0.0048371	0.3633803	0.6292743	0.1692798	0.0748981	0.6987431	0.4418824	0.2796992	0.3471887	0.0587816	0.5048480	0.5597481	0.6377512	0.7702509	0.4944081	0.0910302	0.2590821	0.8055265	0.7512447	0.2244932	0.0482044	0.6601629	0.1223398	0.5496517	0.5089841	0.3593727	0.2875000	0.0195191	0.6333919	0.4332559	0.7919474	0.2952580	0.0619364	0.6419316	0.4026151	0.4809695	0.2709568	0.4997217	0.6766370	0.1432568	0.5777000
700	0.1087837	0.1110810	0.2238354	0.6418771	0.7236518	0.1923809	0.5132035	0.7401703	0.0680332	0.0003984	0.4331957	0.7659121	0.1053794	0.0901134	0.7176212	0.3892080	0.2725629	0.3606316	0.0913304	0.4984342	0.5909454	0.6051928	0.7626705	0.5151643	0.1424224	0.3724392	0.6166652	0.6925875	0.3428147	0.0357178	0.7899785	0.1955178	0.6234891	0.5922479	0.4053733	0.3425113	0.0266051	0.5567354	0.4318388	0.6995585	0.2993761	0.0517541	0.6666986	0.4104038	0.4242857	0.2691700	0.4152335	0.6575514	0.1462961	0.6419700
750	0.0940714	0.1298529	0.2629201	0.6754845	0.6061108	0.1431211	0.6234246	0.6865272	0.0474483	0.0003251	0.4624290	0.7917076	0.1254191	0.0716348	0.8377534	0.3516114	0.4124887	0.3232259	0.0512419	0.4689925	0.7618977	0.7341194	0.6667257	0.4736339	0.2083089	0.4064437	0.7756052	0.6481344	0.2359796	0.0237317	0.6539402	0.1189341	0.5819081	0.5530758	0.2896700	0.3292622	0.0168344	0.8008352	0.4640866	0.6217498	0.2382253	0.0760335	0.5842529	0.4251976	0.4796340	0.2186647	0.4075820	0.5634718	0.1464392	0.6155066
800	0.0856026	0.1069347	0.2535118	0.6847386	0.8005005	0.1813693	0.5159656	0.6305020	0.0301802	0.0017636	0.6900006	0.6940858	0.0959761	0.1237548	0.7178617	0.4722833	0.3809927	0.2938257	0.0574797	0.6205479	0.5947179	0.5977192	0.7514166	0.4062478	0.2040492	0.4156677	0.8519118	0.6104431	0.2183851	0.0510062	0.7102313	0.1329609	0.7500464	0.6746897	0.3265527	0.4056524	0.0222145	0.6882463	0.5099965	0.5416003	0.2939158	0.0813003	0.4560331	0.4343604	0.4483239	0.2520939	0.4449758	0.6580936	0.2161028	0.5999143
850	0.0679005	0.0954240	0.1571567	0.7049921	0.6069521	0.3216780	0.5743553	0.7220490	0.0796051	0.0022562	0.7728657	0.6836590	0.0977451	0.1212940	0.7094197	0.3239758	0.3776415	0.3669359	0.0591039	0.6847778	0.4964226	0.6448298	0.7162212	0.5221112	0.2549124	0.4512310	0.6490840	0.6537034	0.1448127	0.0335288	0.6224368	0.1287626	0.5975983	0.6700852	0.3520069	0.3616424	0.0112670	0.7025430	0.4197104	0.7054527	0.3733868	0.0486207	0.2927349	0.4421706	0.4721838	0.2558166	0.4069139	0.7854803	0.1276906	0.6071380
900	0.0681788	0.1093724	0.1689592	0.6900215	0.7086978	0.2471514	0.6566966	0.7070848	0.0311482	0.0064307	0.5101816	0.7876792	0.0791631	0.1123211	0.7009442	0.2927886	0.3629657	0.2614029	0.0476442	0.5464680	0.4141786	0.6306401	0.6375414	0.4803114	0.3759139	0.3803156	0.5406991	0.5545851	0.2645007	0.0385026	0.6648718	0.1153416	0.8519387	0.6644524	0.4240348	0.2892421	0.0223502	0.7010341	0.5248325	0.5934661	0.3318428	0.1394249	0.5573717	0.4359297	0.4105330	0.2441244	0.5611352	0.6552905	0.1525963	0.6919579
950	0.1054425	0.1144616	0.1684115	0.7136870	0.7558003	0.2108021	0.5777764	0.6516255	0.0391611	0.0057776	0.6378183	0.6928747	0.1299906	0.1510441	0.7731219	0.3720423	0.3591163	0.3611904	0.0422663	0.6735036	0.6152921	0.7621105	0.8009115	0.4969148	0.3725220	0.4549374	0.5447233	0.5399848	0.1684956	0.0347595	0.6856050	0.0991904	0.6561258	0.5600243	0.4022187	0.3658467	0.0355148	0.7479316	0.3778804	0.7623462	0.2749929	0.1385846	0.4642499	0.3948425	0.4128929	0.3158651	0.5073341	0.7127775	0.1621284	0.5944261
1000	0.1545206	0.0938639	0.1891371	0.6130853	0.7500054	0.1415888	0.5531865	0.7624976	0.0171499	0.0022304	0.5907506	0.5794328	0.1215967	0.1256804	0.6022275	0.3312389	0.3730523	0.2814255	0.0529058	0.5950382	0.6648596	0.5985003	0.6662879	0.4401180	0.2982002	0.3495908	0.5939402	0.6000515	0.2044902	0.0221863	0.7770719	0.0751717	0.6117034	0.7191445	0.3397130	0.3793650	0.0098158	0.6781327	0.4868498	0.7082836	0.3421100	0.1085179	0.5150973	0.4104762	0.3290679	0.3486783	0.4779340	0.6378608	0.1688467	0.7505187

0	0.1246528	0.1520934	0.1420286	0.6437144	0.8702199	0.3266136	0.5353630	0.6218709	0.0357105	0.0299158	0.7437554	0.8771038	0.1506114	0.0996383	0.7556491	0.3197504	0.2501481	0.3645461	0.0575610	0.5633699	0.7273943	0.4669487	0.6139376	0.4297275	0.2255094	0.4725851	0.7264559	0.7252526	0.2289746	0.0478541	0.8105029	0.0770533	0.7683498	0.7277854	0.3699820	0.3467092	0.0117900	0.7787057	0.5123776	0.7216948	0.3833876	0.1434752	0.5400524	0.3468688	0.3451759	0.3165771	0.4006969	0.6923983	0.0739670	0.6649915
50	0.0509664	0.1769773	0.2016733	0.4470702	0.6218122	0.5724335	0.4832579	0.6340205	0.0261434	0.3783734	0.4923467	0.6453892	0.1396632	0.0879860	0.2699480	0.4100267	0.3219278	0.3059494	0.0347388	0.5953536	0.6190549	0.6030682	0.7468831	0.5411865	0.3722763	0.4125678	0.6892390	0.3658189	0.1951994	0.0290288	0.7751462	0.1451398	0.2964763	0.6171654	0.3355457	0.3388448	0.0123188	0.3251602	0.3714663	0.9372999	0.2902981	0.0931614	0.5480355	0.4343974	0.3911968	0.1417295	0.4873991	0.7164349	0.4527202	0.5301126
100	0.0435739	0.1169285	0.3104407	0.4297527	0.7879584	0.5127579	0.4039350	0.7825979	0.0914829	0.3896699	0.4592687	0.5418700	0.1011481	0.0503490	0.1863104	0.3242140	0.3683800	0.3345373	0.0318162	0.6081228	0.8240517	0.5474890	0.7230736	0.3469761	0.3141823	0.3143272	0.7500202	0.3788914	0.2382662	0.0277742	0.7450021	0.1987575	0.2339959	0.4086092	0.2892223	0.2242421	0.0465979	0.1113621	0.2532626	0.7157097	0.1951899	0.0644090	0.4790005	0.3735380	0.3989498	0.1296824	0.4062443	0.6147209	0.5970409	0.3355063
150	0.0213225	0.0831432	0.4373769	0.4555821	0.6958001	0.5599321	0.4104766	0.5864813	0.1786104	0.4560774	0.5906155	0.6732180	0.1007457	0.1157587	0.1850245	0.2710563	0.4797647	0.2889296	0.0442023	0.5426125	0.6419695	0.5702841	0.8720433	0.3787933	0.3948398	0.2878226	0.6616056	0.2355094	0.2119851	0.0262947	0.5978242	0.1717268	0.1849932	0.1979518	0.1320959	0.1250682	0.0533299	0.1002614	0.1870554	0.7206247	0.0771663	0.0978563	0.6429384	0.4268078	0.2655516	0.1785740	0.4827383	0.6354310	0.5896124	0.2920524
200	0.0233415	0.1333241	0.5889202	0.3226239	0.6585190	0.4821473	0.3456214	0.6136732	0.4295301	0.4701454	0.7085051	0.5598591	0.1151141	0.2748105	0.1459392	0.3213045	0.3774799	0.2796058	0.0519431	0.5018595	0.5467544	0.6739580	0.7220136	0.3712115	0.3068508	0.3017520	0.6758195	0.3020391	0.1980007	0.0251528	0.6154423	0.2269328	0.1535221	0.1224395	0.1814431	0.0888748	0.0685414	0.1425747	0.2202399	0.6932293	0.0287768	0.0785244	0.5312357	0.4571447	0.4173738	0.1165825	0.2447112	0.6771707	0.6403628	0.2132448
250	0.0321775	0.0758858	0.6339243	0.4885856	0.6192214	0.5227578	0.2089288	0.9648198	0.4121928	0.6123061	0.6445343	0.7831357	0.1222502	0.3195136	0.0401275	0.1847874	0.4446809	0.2372909	0.0334405	0.6221557	0.6060271	0.6309969	0.7559141	0.5176567	0.2980258	0.3636165	0.5970013	0.3575094	0.2196817	0.0224836	0.6202085	0.2356256	0.1565730	0.0803565	0.1282762	0.0573328	0.0836108	0.1196405	0.1753573	0.7780784	0.0324962	0.0648418	0.5988887	0.3930458	0.5446919	0.1063129	0.1579884	0.6149059	0.5917401	0.1044714
300	0.0315686	0.0725797	0.6359580	0.4030475	0.7177357	0.5562562	0.2827384	0.7060696	0.3211940	0.6166302	0.7155265	0.6756424	0.1049118	0.3483856	0.0476778	0.1761058	0.4498294	0.2933877	0.0824973	0.5340066	0.4531302	0.6218860	0.7674924	0.4179555	0.2481109	0.4002710	0.6997375	0.2813707	0.2376781	0.0335664	0.7385635	0.2411521	0.1674450	0.0657014	0.1750679	0.0830988	0.0674397	0.1585213	0.2369687	0.7450552	0.0127805	0.0961447	0.5514372	0.4848643	0.4698405	0.0449831	0.1721933	0.5789043	0.6693953	0.1207733
350	0.0171731	0.1289091	0.5484307	0.3230821	0.7660840	0.3666680	0.2171320	0.7593039	0.3325690	0.5704824	0.6225543	0.5924788	0.1228146	0.3644340	0.0771640	0.1544482	0.3763499	0.5217567	0.0412093	0.6580251	0.5115801	0.6484256	0.6931625	0.4807199	0.3139325	0.4211498	0.6765191	0.2866596	0.1904108	0.0161780	0.6328123	0.2437799	0.2644908	0.0705731	0.1947165	0.1111744	0.0665284	0.1113622	0.2145931	0.8939154	0.0378994	0.1118052	0.3993878	0.2993009	0.4530399	0.1228379	0.1581429	0.6371406	0.5829393	0.2000233
400	0.0238594	0.0995426	0.6709514	0.3779897	0.7094847	0.5169482	0.2712552	0.7008331	0.2818765	0.7207464	0.6286612	0.5625294	0.1008201	0.3298760	0.0757643	0.1737241	0.4065380	0.4197674	0.0964180	0.5822616	0.5074755	0.6109459	0.5984000	0.4907228	0.3057083	0.4533292	0.5827964	0.3035730	0.1398721	0.0277482	0.5323712	0.1765260	0.1547756	0.1056627	0.1018401	0.0473574	0.1192799	0.0871490	0.2162189	0.9336143	0.0336174	0.0871288	0.5475399	0.3758813	0.3721811	0.1039679	0.1760719	0.6607328	0.5873246	0.1869636
450	0.0302380	0.1118335	0.5724956	0.3213472	0.6830641	0.5022448	0.1946830	0.7252428	0.2338575	0.5852978	0.6137194	0.6996047	0.1317137	0.3045021	0.1296915	0.2434446	0.4619304	0.4929034	0.0471819	0.5509515	0.5706947	0.6773968	0.8021492	0.3496693	0.3726255	0.4514496	0.5498576	0.2860794	0.2563455	0.0272557	0.8119850	0.1969342	0.1901701	0.0554590	0.1936261	0.0462938	0.0904422	0.0813372	0.2300480	0.6984899	0.0225808	0.0946436	0.6704491	0.2662094	0.2699422	0.1248504	0.1597340	0.8790567	0.5975853	0.1613922
500	0.0377979	0.0905058	0.7639161	0.3998317	0.8344021	0.6195903	0.1834947	0.7082193	0.3831956	0.4527054	0.7118169	0.6712452	0.1801063	0.2266139	0.0537383	0.1595965	0.3934037	0.4121201	0.0406097	0.4715014	0.6328868	0.5475660	0.7589949	0.3615137	0.3254305	0.4283683	0.6365997	0.2118471	0.2926712	0.0221168	0.7487510	0.2581740	0.1524445	0.0889525	0.1340211	0.0744407	0.0584417	0.0767634	0.1894982	0.7605651	0.0087436	0.1041590	0.5034742	0.2683163	0.2783286	0.2156135	0.1471767	0.6135584	0.6119545	0.1558967
550	0.0660297	0.1020129	0.5359419	0.6782012	0.7261990	0.1418571	0.2765249	0.6802364	0.2180423	0.2262748	0.6148013	0.6804641	0.0826400	0.3721252	0.2865539	0.1692769	0.2584138	0.5022079	0.0660769	0.5550814	0.4214996	0.6317097	0.8141891	0.3812380	0.3880935	0.5077150	0.8700952	0.4789900	0.1987277	0.0343877	0.7654583	0.1882637	0.5458299	0.0861567	0.1679638	0.0783710	0.0591562	0.5616450	0.3489013	0.7973516	0.0286885	0.0743382	0.6046871	0.1886725	0.1878018	0.5141735	0.1360848	0.7086167	0.1507057	0.5190185
600	0.0697845	0.1064842	0.3694821	0.6784403	0.8432675	0.0940295	0.3589679	0.6538356	0.1700325	0.1531363	0.5921132	0.7907645	0.1704087	0.2731997	0.4960590	0.2959545	0.2844734	0.7514473	0.0999521	0.5518710	0.5065613	0.5504337	0.6383920	0.4483307	0.4368731	0.4759979	0.5389361	0.5076765	0.2895279	0.0317511	0.8268402	0.2967315	0.7020515	0.3796995	0.2699045	0.1696657	0.0153175	0.7440072	0.3266490	0.6635060	0.0750968	0.0770936	0.6187111	0.1483198	0.1447314	0.5352154	0.2917855	0.6515780	0.0190528	0.4502439
650	0.1391119	0.1126742	0.3150342	0.6821375	0.6951094	0.1617056	0.4696964	0.6689353	0.0704370	0.0176509	0.6034289	0.7540650	0.1105847	0.1658732	0.6076056	0.3287659	0.2556385	0.4588073	0.0592868	0.6223198	0.5367562	0.7340502	0.7324887	0.4909273	0.4205167	0.4372245	0.4933498	0.4778446	0.2263632	0.0482713	0.7647178	0.1585026	0.8188367	0.5715051	0.3226326	0.3103837	0.0160214	0.6860748	0.4519503	0.6125969	0.2226164	0.0694190	0.6049047	0.1303119	0.1484587	0.4988598	0.3718899	0.7393925	0.0386169	0.6264513
700	0.1115349	0.1023001	0.2764285	0.7124885	0.6164395	0.1656083	0.5873416	0.6716929	0.0539086	0.0165912	0.4841114	0.6074047	0.1323550	0.0904860	0.7527146	0.4490959	0.3273977	0.4153302	0.1092340	0.5562023	0.6594916	0.6464139	0.7030241	0.4573786	0.4357352	0.3422301	0.6041667	0.4524751	0.3152488	0.0287724	0.7523533	0.2001148	0.7890059	0.6306929	0.4206201	0.3838052	0.0206442	0.8615441	0.4670555	0.7128446	0.1754634	0.0844378	0.5095654	0.2775355	0.1213867	0.6352586	0.3487321	0.7322197	0.0367095	0.7131402
750	0.0676782	0.1623422	0.3507317	0.6322388	0.6344005	0.2099849	0.4753799	0.6329219	0.0342711	0.0200192	0.5347190	0.7831554	0.1312331	0.1404353	0.6721776	0.2972236	0.3141711	0.4234170	0.0729697	0.5289400	0.7281456	0.6081720	0.6682643	0.5339884	0.4139985	0.4376052	0.5677238	0.5297598	0.2236902	0.0395002	0.7360011	0.2819478	0.9237422	0.6474962	0.4781562	0.4155504	0.0288479	0.7971431	0.3132938	0.7641790	0.1704691	0.0978609	0.5415809	0.2148154	0.2146140	0.5659880	0.4760213	0.6813619	0.0380088	0.8877934
800	0.1016713	0.1412401	0.2561936	0.7487296	0.7345044	0.1983462	0.4898404	0.7835291	0.0234007	0.0185985	0.6163512	0.7081750	0.1202975	0.1291122	0.7175502	0.3296199	0.4557200	0.4631033	0.0945659	0.5654920	0.6019014	0.4795149	0.7672322	0.4943018	0.3729712	0.4391952	0.6254944	0.5433361	0.2151350	0.0225163	0.6701662	0.1813374	0.6231657	0.7212234	0.4485604	0.2741275	0.0092858	0.8185818	0.4376750	0.6511942	0.2361685	0.0886916	0.4943697	0.3565661	0.2617641	0.6395449	0.4591511	0.7046762	0.0524389	0.7320756
850	0.1200350	0.1263772	0.2057533	0.6040342	0.6471382	0.2534949	0.4384097	0.7560164	0.0276364	0.0016709	0.6441915	0.7879210	0.1072103	0.1385994	0.7634776	0.4310286	0.3142430	0.3397828	0.0469916	0.5693488	0.5095207	0.6173511	0.8347745	0.4586452	0.3929219	0.3608083	0.6085916	0.6224353	0.2268487	0.0232178	0.6916785	0.2119742	0.6465507	0.5253171	0.4504474	0.4791365	0.0151039	0.7902324	0.4736308	0.7384513	0.2773650	0.1122041	0.5894216	0.2853064	0.2817433	0.5355747	0.3764837	0.5533909	0.0566910	0.7055173
900	0.0677827	0.2055327	0.1667233	0.6582867	0.7208083	0.2479720	0.4700741	0.6833733	0.0282387	0.0007741	0.6527091	0.7062092	0.1401038	0.1090962	0.9107181	0.3545158	0.3005430	0.4001896	0.0638668	0.5253504	0.4398611	0.7138960	0.6589235	0.4669048	0.3889814	0.4420352	0.5817189	0.5277137	0.1772330	0.0439383	0.6645405	0.1540860	0.6260275	0.7767538	0.4173448	0.3608184	0.0039641	0.7814244	0.3482139	0.6813679	0.3201453	0.0468114	0.7141189	0.2780062	0.3157133	0.6322513	0.4092251	0.7860979	0.0425711	0.7821279
950	0.1277648	0.1365676	0.1367034	0.7421262	0.6651771	0.2738964	0.5287306	0.7425001	0.0568483	0.0077319	0.5309735	0.7866807	0.0760204	0.1142502	0.6306226	0.3758181	0.2993298	0.4327429	0.0425807	0.6124498	0.5404379	0.6043368	0.7600168	0.4264189	0.3584184	0.3908449	0.5388649	0.4735932	0.3196737	0.0399088	0.7059410	0.0980989	0.6702443	0.6459261	0.2784529	0.3646000	0.0110515	0.7019258	0.3512626	0.7467295	0.3211978	0.0628394	0.5801907	0.3283834	0.2560252	0.5841553	0.4260534	0.6744462	0.0867715	0.6169691
1000	0.0842725	0.1407847	0.2012756	0.8782030	0.7168331	0.2863852	0.4455934	0.7856756	0.1004404	0.0017836	0.5658825	0.6608792	0.1185646	0.1312757	0.7112433	0.3942524	0.4251796	0.3393753	0.0551090	0.4835180	0.5825838	0.5214452	0.5978149	0.5818817	0.2967099	0.3386676	0.5855532	0.4636302	0.2031313	0.0393429	0.7072155	0.1363199	0.8569747	0.6045923	0.2932254	0.4868949	0.0179968	0.8012013	0.3496139	0.6616796	0.3023194	0.0363881	0.5123581	0.3419333	0.3213601	0.5502103	0.3655665	0.8307102	0.1184574	0.6899684

0	0.0990026	0.1748224	0.1445203	0.6661720	0.8162456	0.3750849	0.5908713	0.7503536	0.0304393	0.0031750	0.7125116	0.7380226	0.1559396	0.0942276	0.6652071	0.4194727	0.4066349	0.3616459	0.0506270	0.4441020	0.6106096	0.5799344	0.7192659	0.4081269	0.2498215	0.3349523	0.6280260	0.4941272	0.1969766	0.0238663	0.7596879	0.0966672	0.7447144	0.5031007	0.4041189	0.4010143	0.0067213	0.7317577	0.4063191	0.7577948	0.3755743	0.0665838	0.6108783	0.4642152	0.4147963	0.3146471	0.4369626	0.6643101	0.1284843	0.6987658
50	0.1403852	0.4457537	0.1267563	0.8377557	0.3771558	0.2869535	0.4298389	0.7299406	0.0326498	0.0014262	0.5270867	0.8318774	0.1218643	0.0718039	0.7508055	0.2775843	0.3885924	0.4553516	0.0734059	0.4598970	0.5099467	0.4926992	0.6604898	0.3831689	0.4804892	0.6065773	0.4356629	0.5127907	0.2705516	0.0352757	0.6678240	0.0748980	0.6493176	0.8592494	0.4398214	0.7791901	0.0121714	0.7108220	0.3723496	0.5948200	0.2566690	0.0832132	0.5847107	0.3949403	0.3562639	0.3703749	0.4668517	0.7604169	0.0893822	0.7756787
100	0.0950548	0.5134263	0.1240884	0.6319825	0.3970435	0.4334559	0.4741061	0.8920506	0.0301745	0.0002425	0.5764215	0.6800894	0.0998175	0.0792591	0.8294151	0.3393020	0.4592075	0.3762275	0.0667810	0.4992461	0.4775857	0.5660251	0.7460847	0.4816402	0.4612195	0.6734063	0.3016969	0.4061968	0.2447256	0.0200132	0.6634272	0.0322651	0.6977208	0.5764712	0.3766641	0.7664727	0.0132464	0.7599012	0.4314202	0.7716939	0.1959297	0.0949863	0.7421242	0.3394407	0.3363516	0.4359035	0.4061060	0.6633024	0.0877782	0.7481582
