"Time"	G1	G10	G20	G2	G17	G16	G4	G9	G8	G18	G94	G11	G95	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G15	G14	G12	G49	G39	G41	G44	G22	G21	G50	G13	G52	G53	G51	G55	G42	G40	G45	G54	G61	G47	G43	G48	G57	G72	G67	G60	G59	G99	G58	G80	G84	G83	G89	G82	G81	G79	G88	G78	G77	G85	G75	G90	G91	G86	G69	G93	G92	G87	G68	G96	G97	G63	G27	G26	G25	G23	G24
450	0.7210295	0.0239512	0.7161095	0.4121031	0.1736875	0.0922538	0.3316662	0.0461834	0.0097318	0.4382349	0.3639227	0.0782141	0.1316024	0.7386941	0.2615853	0.5597992	0.1901918	0.7289742	0.4686939	0.7319515	0.6730358	0.5753274	0.5887012	0.5111377	0.0461691	0.1619932	0.4399720	0.4444117	0.8107930	0.6881261	0.0412687	0.3135862	0.1567042	0.7572227	0.2033841	0.4905639	0.6350336	0.0986117	0.2498744	0.4334129	0.5406782	0.1048399	0.4899733	0.0508640	0.0064247	0.2431550	0.1152669	0.6664329	0.2498394	0.0647230	0.3629899	0.1138013	0.5388788	0.7223948	0.6112536	0.6548239	0.3595148	0.8200602	0.1949221	0.6377456	0.5495704	0.2194916	0.4528612	0.0078122	0.4478406	0.3776154	0.4441952	0.5290977	0.5038057	0.7330689	0.1791924	0.0639839	0.0115747	0.3334564	0.2233785	0.4508346	0.1604547	0.2050181	0.3412792	0.6375897	0.0818981	0.1629500	0.1220815	0.6147503	0.5554314
500	0.6629163	0.0361658	0.5533655	0.3317656	0.2272831	0.1455740	0.3482657	0.0343125	0.0068081	0.4344867	0.3391557	0.0932197	0.1123494	0.8132961	0.3073162	0.5251995	0.1777900	0.6237842	0.5979322	0.7753904	0.5207505	0.5235496	0.6331996	0.5991264	0.0362822	0.1713852	0.5042866	0.3192419	0.7764359	0.5565097	0.0599162	0.3029780	0.1817847	0.6471517	0.1389400	0.4315666	0.5711212	0.1368203	0.3333422	0.3925741	0.5014686	0.1790459	0.5389237	0.0509475	0.0014531	0.1806348	0.1173210	0.6691950	0.2422874	0.0623053	0.3209813	0.0911066	0.8129599	0.7190215	0.6346436	0.6775338	0.3401946	0.7209796	0.2630178	0.4835172	0.6463691	0.2324870	0.4706616	0.0039452	0.3871195	0.2959147	0.6744154	0.4526639	0.3666174	0.5939151	0.1600784	0.0361092	0.0145661	0.3263075	0.3100158	0.4484070	0.1573274	0.2087721	0.3593792	0.5746669	0.0721503	0.1258243	0.1273396	0.6885525	0.5524447
550	0.6782630	0.1377114	0.6115130	0.2908217	0.2393278	0.2258309	0.3033649	0.0197022	0.0096057	0.3813293	0.6035196	0.1286730	0.1482395	0.6514018	0.1232706	0.4981028	0.2560887	0.5850363	0.5006936	0.6086157	0.5808390	0.6611667	0.4593440	0.5745689	0.0285261	0.1598642	0.4469025	0.1942617	0.6776281	0.6750888	0.1748114	0.4001910	0.1115774	0.4717928	0.1594484	0.3623423	0.7454481	0.1359348	0.3859908	0.3015657	0.6176626	0.1272430	0.3655346	0.0427547	0.0083059	0.4077277	0.0618126	0.5441896	0.3145886	0.3710042	0.4437688	0.5215630	0.7184583	0.2190653	0.7462281	0.4970936	0.3480868	0.6984073	0.1224774	0.4935348	0.4613152	0.0751784	0.4635497	0.0058098	0.4104887	0.0957189	0.4265610	0.3660591	0.4252473	0.7520959	0.2048682	0.1691921	0.0236893	0.4223639	0.3583376	0.5269341	0.4131589	0.5772055	0.3233062	0.6378156	0.0631254	0.4381377	0.0445063	0.8169731	0.7350153
600	0.6124208	0.1479817	0.4764842	0.3108926	0.2511452	0.3441209	0.3135065	0.0337958	0.0026624	0.3962680	0.6195197	0.1141212	0.2106210	0.6222612	0.0986581	0.4478688	0.4234904	0.7100894	0.4343628	0.8289615	0.5905946	0.5508354	0.4306904	0.5561265	0.0256228	0.1514124	0.3714540	0.2023486	0.6842886	0.6218506	0.1484044	0.2708767	0.1083000	0.6726758	0.1620381	0.3730293	0.5273785	0.1718293	0.2872703	0.4282106	0.6248685	0.1895913	0.3764212	0.0579193	0.0002571	0.4665139	0.0409840	0.4747890	0.2513869	0.6482394	0.3591817	0.5849692	0.7187874	0.0912820	0.6527692	0.7260930	0.5028876	0.7840978	0.1109023	0.5250177	0.4899250	0.0226877	0.4118405	0.0141033	0.4018792	0.0231284	0.3788997	0.4025773	0.4075468	0.6418835	0.1823134	0.2299331	0.0146013	0.4449427	0.3091093	0.5236792	0.4930105	0.8558565	0.4025910	0.4880963	0.0965440	0.4423886	0.0296932	0.7552315	0.6355410
650	0.5773127	0.1534463	0.5722044	0.2870542	0.1901376	0.3028296	0.2987844	0.0244549	0.0015168	0.4477392	0.5843499	0.1590378	0.2385864	0.7527975	0.0633575	0.5076322	0.3360684	0.7265294	0.4785455	0.7762368	0.7175795	0.6601163	0.4021706	0.6126648	0.0362117	0.1854325	0.4627215	0.1834287	0.6433411	0.5498968	0.2153551	0.3358225	0.1228858	0.6232833	0.0956840	0.3837166	0.6858142	0.1837077	0.2249060	0.5285850	0.4668249	0.1964576	0.3026753	0.0904438	0.0112926	0.4375312	0.0179964	0.4473818	0.2953284	0.5949732	0.3845320	0.6102499	0.6308535	0.0640518	0.6986733	0.6543305	0.3743659	0.7149152	0.0816408	0.5720247	0.5455934	0.0131112	0.4634104	0.0037080	0.4080285	0.0186625	0.5082818	0.3774173	0.3946050	0.8386013	0.1827774	0.1731859	0.0066463	0.3871821	0.4714747	0.5870034	0.5955796	0.7076194	0.5221088	0.5786190	0.0921513	0.3356906	0.0361088	0.7002980	0.7826618
700	0.6962266	0.1465221	0.6257660	0.3471027	0.2197247	0.3015596	0.3117466	0.0472335	0.0134616	0.4347203	0.6705887	0.1016132	0.4243373	0.6269319	0.0667274	0.5217207	0.3530464	0.7025530	0.5536103	0.6863960	0.6622002	0.7325639	0.5200966	0.5591247	0.0202493	0.1567900	0.3544925	0.2157975	0.6968932	0.6632987	0.2198238	0.2304322	0.1557505	0.5235757	0.1590133	0.3659461	0.6559929	0.1073106	0.2311220	0.3510797	0.4986507	0.1378822	0.3498794	0.0582893	0.0079610	0.4655533	0.0240694	0.4012330	0.2339672	0.7081643	0.4643445	0.7837947	0.7049158	0.0889109	0.5357576	0.6608613	0.3363787	0.7372564	0.0778417	0.5927884	0.4027496	0.0242113	0.3765869	0.0126087	0.4574903	0.0157010	0.5545526	0.4312263	0.3215722	0.7857387	0.2390664	0.1899587	0.0404400	0.3972243	0.3223547	0.5595913	0.5179524	0.7629954	0.4401902	0.5605266	0.0811133	0.3668893	0.0149293	0.7263218	0.6609302
750	0.7701129	0.2053557	0.6087228	0.4270749	0.2023969	0.2181931	0.1731512	0.0302493	0.0000000	0.4578817	0.6474603	0.1060573	0.3263181	0.7126662	0.0801726	0.4426552	0.3679724	0.6954832	0.5398203	0.6493728	0.6660512	0.7207767	0.4752271	0.6067745	0.0185857	0.1678476	0.4479781	0.2409210	0.6322891	0.6132295	0.2811318	0.1294386	0.1609554	0.5241830	0.0729541	0.3131585	0.7148045	0.1911437	0.2269162	0.2653496	0.4527032	0.2010452	0.2917414	0.0506059	0.0075579	0.5040026	0.0371419	0.4631883	0.1888229	0.6315545	0.4239441	0.7501175	0.7825941	0.0852917	0.6398037	0.7026126	0.3383923	0.6189627	0.0642203	0.5537619	0.3873590	0.0269867	0.4415942	0.0109471	0.4838185	0.0219003	0.4952427	0.3514320	0.3966419	0.6186250	0.2638799	0.1741737	0.0432045	0.4464942	0.3565801	0.5972000	0.5822849	0.5763074	0.5539141	0.5806101	0.1016534	0.3749237	0.0304113	0.6817633	0.7158422
800	0.7274295	0.1815630	0.5803928	0.4089241	0.1384349	0.2537482	0.1846398	0.0138432	0.0016626	0.4344100	0.6654454	0.0865731	0.4002525	0.7196737	0.1081996	0.5196283	0.3593505	0.6242811	0.5209677	0.6321851	0.5332935	0.7713647	0.4533618	0.6001690	0.0283018	0.1369182	0.3327413	0.2173180	0.6621330	0.7009862	0.3470210	0.1875296	0.1612562	0.5504760	0.1231972	0.3531047	0.5590548	0.1952299	0.2599629	0.2347435	0.5043939	0.1269858	0.2531195	0.0570427	0.0111963	0.3757839	0.0246478	0.5179215	0.2779073	0.6485922	0.3959786	0.7355077	0.7675330	0.0519584	0.5994294	0.6665211	0.3450705	0.7073777	0.0410123	0.5600429	0.3331362	0.0111652	0.3527331	0.0082456	0.4377272	0.0144663	0.3356842	0.3766143	0.4103006	0.6189673	0.2256821	0.1789216	0.0197230	0.4162833	0.4017503	0.3943548	0.7037431	0.8216418	0.4917105	0.6580901	0.1078735	0.3497723	0.0271961	0.7000691	0.7255717
850	0.6013110	0.1906822	0.6226422	0.3118447	0.1793883	0.2868660	0.3364998	0.0123115	0.0130041	0.4683869	0.6375721	0.0742935	0.4599041	0.7086825	0.1307620	0.5806082	0.2928869	0.6544270	0.3998210	0.6414532	0.6626861	0.7578215	0.3647484	0.5948619	0.0289072	0.1754593	0.3805231	0.1580826	0.6674227	0.7069239	0.3393927	0.1435181	0.1454901	0.8105663	0.0991095	0.3401876	0.6133251	0.1634138	0.3419842	0.2772987	0.5729490	0.1146519	0.2914251	0.1099912	0.0031504	0.3644770	0.0605885	0.3167987	0.3770266	0.5915061	0.5196313	0.7052401	0.6975444	0.1175443	0.6324371	0.7175259	0.3339255	0.5630608	0.0341165	0.4621852	0.4746664	0.0074568	0.4463815	0.0119922	0.4263785	0.0110241	0.4489090	0.3213822	0.3382848	0.6875347	0.1970830	0.1945096	0.0288715	0.3574577	0.3065537	0.4392050	0.5920480	0.7637928	0.5029610	0.5373205	0.0760921	0.2090703	0.0064524	0.7102211	0.7399424
900	0.6854699	0.1172525	0.7240903	0.3489518	0.2018787	0.2817541	0.3799833	0.0535557	0.0013685	0.4347441	0.6245803	0.0537447	0.2979139	0.6491667	0.1071234	0.4874774	0.3634680	0.6215176	0.6069079	0.6666378	0.6615149	0.8020659	0.4567578	0.6835777	0.0292551	0.1005460	0.3443196	0.1473177	0.7806628	0.7670447	0.2413965	0.0651233	0.2466636	0.5655211	0.1072441	0.2929203	0.5847319	0.2031193	0.3416740	0.3492129	0.5904447	0.2155871	0.1945447	0.0981990	0.0128274	0.3131067	0.0203959	0.3867863	0.2641250	0.6944553	0.3396958	0.7797060	0.6481163	0.1216485	0.6556766	0.7382811	0.3737763	0.6662911	0.0613538	0.6323131	0.3733942	0.0224917	0.4157646	0.0251594	0.4263225	0.0247617	0.4051042	0.4184729	0.3744421	0.5839881	0.2599232	0.2258937	0.0287045	0.4341568	0.4053337	0.5296579	0.6337404	0.6280309	0.4028031	0.5601698	0.0795621	0.2927583	0.0114450	0.7131825	0.7339735
950	0.6858073	0.2174281	0.5660702	0.4057766	0.1918526	0.3303457	0.3491880	0.0402351	0.0018795	0.5068097	0.6942421	0.0732597	0.3578675	0.6625235	0.1396431	0.4535169	0.3706376	0.7339808	0.5030920	0.8214573	0.6588498	0.6183668	0.3853600	0.5726006	0.0213107	0.1556588	0.3614173	0.2135317	0.9378016	0.6732616	0.3074396	0.1376833	0.1173206	0.5596570	0.0644304	0.2803514	0.5870387	0.1565182	0.4108773	0.3037076	0.6211624	0.1342832	0.2148719	0.0620781	0.0132515	0.3680074	0.0156711	0.4752916	0.3479903	0.7105165	0.3075069	0.7342578	0.6991145	0.0961525	0.5828640	0.7377990	0.4609756	0.5009251	0.0377061	0.4919255	0.4638614	0.0041527	0.4663893	0.0037586	0.4233583	0.0243634	0.4592198	0.4507558	0.3353356	0.7196451	0.2307338	0.2651101	0.0277164	0.4549814	0.3390230	0.4818462	0.6681675	0.6873572	0.4578732	0.5090793	0.0848370	0.2794676	0.0084631	0.7341521	0.6158923
1000	0.7724184	0.1750287	0.5261949	0.3031393	0.1794671	0.2977908	0.2794800	0.0183500	0.0036858	0.4457814	0.7023947	0.1041757	0.4250486	0.6166300	0.1062247	0.5035456	0.4469122	0.6723452	0.5185498	0.6838489	0.7593639	0.6568419	0.3688696	0.6679708	0.0292419	0.1391170	0.4254468	0.2578320	0.7248948	0.7251403	0.1994778	0.1118410	0.1361147	0.6468300	0.1125159	0.2834358	0.6637899	0.2052504	0.3862747	0.3385904	0.6155311	0.1364368	0.2212447	0.0844099	0.0068678	0.3852741	0.0157378	0.3557436	0.3208624	0.6845578	0.3932931	0.6714990	0.6481135	0.0396029	0.6657416	0.6101891	0.4836226	0.6572265	0.0454854	0.5126158	0.3711222	0.0060702	0.4397398	0.0076864	0.3722916	0.0072030	0.4199521	0.4218066	0.3941954	0.6239871	0.2642843	0.1889653	0.0359570	0.4247737	0.4378867	0.5410972	0.5887874	0.7399464	0.5762442	0.6149366	0.0529709	0.3354082	0.0069097	0.6236250	0.7525008

0	0.6470152	0.1199251	0.6396424	0.3740655	0.2760702	0.2845900	0.2416205	0.0388108	0.0004807	0.4763946	0.7172678	0.0795153	0.4480033	0.7596976	0.0923831	0.4945750	0.3314968	0.7965058	0.4653967	0.6336967	0.6187092	0.7785629	0.4577415	0.5631939	0.0289756	0.1403284	0.4722998	0.1636116	0.7352787	0.6977960	0.1194345	0.1741989	0.2113927	0.4801976	0.1271182	0.3789796	0.6208987	0.1526407	0.3860294	0.3799317	0.6251991	0.2100576	0.4242427	0.0673036	0.0027324	0.4965222	0.0353386	0.3293316	0.2603025	0.5985944	0.3799985	0.6265078	0.7843291	0.0639597	0.6800169	0.6535880	0.3999394	0.6626746	0.0601860	0.5785505	0.3106616	0.0122872	0.4501700	0.0024818	0.4260697	0.0157499	0.4273329	0.4137357	0.3530803	0.8461330	0.2072325	0.2097586	0.0237788	0.4823895	0.3688462	0.5696051	0.6103076	0.6890134	0.5685046	0.6537883	0.0523968	0.3662604	0.0313882	0.6243289	0.7459394
50	0.7357505	0.1465373	0.5986864	0.3561280	0.2523225	0.2294778	0.2328018	0.0173541	0.0024166	0.4197009	0.7805567	0.0742987	0.6154014	0.7221241	0.0764802	0.5845551	0.3158615	0.7519854	0.4855857	0.6671789	0.5612386	0.6011854	0.6136114	0.3949516	0.0145915	0.1241572	0.3616028	0.2126093	0.4425794	0.5574798	0.1048977	0.1994597	0.1857659	0.5640099	0.1256513	0.4269654	0.5426571	0.1443239	0.1789973	0.1943671	0.2751067	0.2056251	0.4867461	0.0237772	0.0030379	0.6026472	0.0222746	0.3285549	0.3767429	0.6972051	0.5699704	0.6435021	0.7136823	0.0404317	0.6525598	0.6814447	0.6247301	0.7685859	0.0550338	0.6205124	0.3512634	0.0127630	0.4334731	0.0019584	0.4424120	0.0018090	0.3447129	0.3618086	0.3248542	0.6186777	0.2453534	0.1850163	0.0331261	0.4552250	0.3233655	0.5460639	0.3482811	0.5898408	0.4633898	0.6709865	0.0466704	0.1760399	0.0214827	0.6533929	0.6156969
100	0.7118468	0.1732180	0.6011036	0.3753522	0.1599576	0.2584449	0.2656910	0.0197716	0.0016475	0.4176407	0.6157085	0.1737228	0.5930955	0.6659362	0.1115094	0.5615098	0.3394082	0.7232584	0.4078043	0.6472518	0.6365233	0.6982402	0.7046878	0.4337832	0.0149717	0.1677488	0.3307616	0.2388444	0.2385444	0.5677312	0.1758259	0.1771958	0.1561939	0.6148315	0.1279475	0.5751970	0.5352735	0.1572931	0.2293318	0.1145559	0.2100316	0.1927644	0.5851636	0.0532679	0.0127346	0.7794492	0.0452483	0.3997388	0.3396260	0.7315604	0.5213008	0.9071404	0.7581299	0.0344179	0.6751536	0.7114744	0.5429045	0.6135887	0.0435585	0.6608367	0.3695437	0.0186712	0.5942105	0.0000000	0.3639336	0.0025185	0.4281323	0.3732570	0.2870049	0.7868644	0.2133202	0.2502459	0.0221685	0.3870128	0.4066330	0.5253886	0.2332395	0.4738695	0.4155043	0.7266729	0.0520337	0.0554762	0.0145706	0.6564942	0.6712648
150	0.7386126	0.1194698	0.6264722	0.3100859	0.2653711	0.2846999	0.3085810	0.0268970	0.0005801	0.4065401	0.6242349	0.2714102	0.7896410	0.7651869	0.0912236	0.5737099	0.3303804	0.7909677	0.4633620	0.6953564	0.7216259	0.6711435	0.6827904	0.3342122	0.0612375	0.2097926	0.3541168	0.2346322	0.2039830	0.5511402	0.1183973	0.1809434	0.1549590	0.5814106	0.1344914	0.4798562	0.5965084	0.1908816	0.1622236	0.1391880	0.1930586	0.1601855	0.7364348	0.0353148	0.0066898	0.5970906	0.0345008	0.5101115	0.3313763	0.7099416	0.6470937	0.8413581	0.7873033	0.0615667	0.7144505	0.6506729	0.5643947	0.6399792	0.0450994	0.5064466	0.4521036	0.0253741	0.6963579	0.0034023	0.4774769	0.0020273	0.5135128	0.3294632	0.2705108	0.6786533	0.2301778	0.2380148	0.0247184	0.3258620	0.3348429	0.5891931	0.2060266	0.4468878	0.4148641	0.4459995	0.0330284	0.0896904	0.0242140	0.7138485	0.6649475
200	0.7643220	0.1511889	0.6361425	0.3953134	0.2409830	0.2734904	0.2534704	0.0548358	0.0002752	0.5067607	0.7146891	0.3287219	0.5481407	0.5624035	0.0656131	0.5100887	0.3556979	0.5363294	0.4899680	0.6607301	0.5788387	0.6267405	0.5878314	0.3173929	0.0425769	0.1671941	0.2863729	0.2475048	0.2682846	0.6647021	0.2062281	0.1764937	0.1715755	0.6870056	0.1941611	0.3999813	0.5815618	0.1671589	0.1992856	0.1138691	0.1515896	0.1903480	0.6499176	0.0804146	0.0072491	0.5903539	0.0355821	0.5016896	0.3150936	0.7794556	0.5985638	0.5807412	0.6581726	0.0454307	0.7175457	0.7341814	0.8505838	0.6507858	0.0358629	0.6734772	0.3999335	0.0029040	0.5348283	0.0001228	0.5026332	0.0026457	0.4142794	0.4295935	0.2461986	0.6861878	0.2443639	0.1751762	0.0264810	0.3819649	0.3421927	0.4511951	0.1678368	0.4134788	0.4811234	0.6456336	0.0674545	0.0635207	0.0084541	0.8462896	0.6959310
