"Time"	G1	G10	G2	G20	G17	G16	G4	G9	G11	G18	G94	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G15	G12	G13	G14	G41	G50	G52	G53	G51	G21	G22	G55	G42	G44	G39	G49	G40	G54	G45	G47	G43	G61	G72	G67	G57	G48	G95	G8	G60	G59	G99	G58	G79	G82	G83	G81	G89	G84	G80	G88	G91	G90	G75	G78	G77	G86	G85	G69	G93	G92	G87	G68	G27	G96	G97	G63	G26	G25	G23	G24	G62	G76	G71	G74	G31
450	0.3033826	0.0004406	0.0499448	0.1443400	0.4488166	0.3435377	0.7341947	0.1227049	0.6017376	0.3081283	0.5892869	0.5835960	0.3447699	0.2099508	0.4960744	0.5748448	0.6747202	0.3177264	0.2461762	0.0691675	0.4464838	0.0032382	0.5232075	0.3448162	0.6687407	0.7237613	0.2957345	0.3936936	0.2376165	0.2154391	0.3651940	0.6605963	0.0807281	0.6274639	0.6948922	0.5794571	0.4182955	0.2994124	0.6822666	0.2368713	0.7708167	0.5500368	0.6682909	0.4894701	0.2762444	0.2821339	0.1891624	0.7422685	0.5329918	0.0199363	0.0698739	0.7321489	0.0603675	0.3689556	0.2016384	0.0873584	0.0091838	0.0748683	0.8534318	0.1832887	0.6854874	0.5807320	0.4056661	0.6073127	0.3909130	0.2272186	0.5027371	0.0072545	0.5334739	0.4679856	0.0361066	0.0720217	0.3827429	0.0502375	0.5370421	0.0850603	0.7625136	0.0000427	0.7269335	0.7202370	0.6362902	0.0484427	0.1986415	0.2139733	0.0729981	0.6342020	0.4851305	0.4254473	0.0514623	0.6688232
500	0.3060692	0.0015957	0.0560359	0.1832274	0.3926076	0.2527376	0.7255636	0.0931073	0.6232566	0.2493160	0.5570462	0.6773484	0.3505813	0.2336426	0.4887427	0.5907967	0.6614712	0.4209722	0.2902477	0.0632913	0.5414183	0.0007740	0.5443065	0.3162119	0.6136779	0.6747983	0.3407817	0.3966958	0.2946090	0.1715185	0.3534333	0.5894948	0.1855590	0.6641388	0.5842669	0.6306731	0.3723235	0.2286770	0.5824524	0.2490760	0.5910561	0.4644428	0.6335739	0.4804162	0.2927433	0.2196460	0.1802586	0.7408776	0.4706826	0.0155982	0.0800141	0.6738902	0.1123358	0.5061678	0.2178226	0.0743341	0.0148330	0.1150951	0.6315753	0.1629644	0.6968777	0.5471393	0.4282784	0.7839274	0.3435566	0.2371012	0.4591745	0.0049222	0.5044126	0.5016567	0.0691408	0.1550075	0.4193043	0.0597064	0.6586482	0.0406846	0.7610715	0.0026509	0.6416154	0.6168036	0.5999414	0.0385515	0.1928564	0.2749160	0.1028211	0.6575685	0.4828205	0.3563871	0.0481534	0.6625295
550	0.4064733	0.1249982	0.0285379	0.1181095	0.5136398	0.2823267	0.6765306	0.1005445	0.6711877	0.1929320	0.6937141	0.7312771	0.3243045	0.2870782	0.1659771	0.6165234	0.7215305	0.4105494	0.3506261	0.4841636	0.6032106	0.0559240	0.5310023	0.3345521	0.6486447	0.6118430	0.3216661	0.3923630	0.4940058	0.1481956	0.4314669	0.6637261	0.1450069	0.5454279	0.4565576	0.3043073	0.3564302	0.2612162	0.6604986	0.5899183	0.6827208	0.4254962	0.6082792	0.5363122	0.2954287	0.2956563	0.1481638	0.7682095	0.4382175	0.0171286	0.5308126	0.6079065	0.0204461	0.3906129	0.0677806	0.6397188	0.0217565	0.1046838	0.6289811	0.2107017	0.5657029	0.7311377	0.0602643	0.7257530	0.3910196	0.2509028	0.5797617	0.0603750	0.3810479	0.4306187	0.0777587	0.1273901	0.4041549	0.0599540	0.6280987	0.2623344	0.6785726	0.0000065	0.7984027	0.3911164	0.5339570	0.0453667	0.1587236	0.6408689	0.0996457	0.6021110	0.4659213	0.3565709	0.0880595	0.7708277
600	0.3512292	0.1157836	0.0724303	0.0636557	0.4471967	0.3090894	0.5971554	0.0767932	0.5360367	0.2703515	0.7736713	0.7066613	0.4026903	0.2787723	0.1974927	0.6892818	0.6476459	0.4884772	0.6411627	0.6805921	0.4681454	0.0514484	0.5660327	0.2360177	0.6263069	0.6895308	0.3994841	0.4240857	0.5619786	0.1304950	0.4836820	0.7214150	0.1417617	0.6923367	0.5771101	0.1266325	0.3952463	0.2782925	0.7550442	0.8068031	0.6009779	0.5427966	0.6749474	0.4678411	0.3508955	0.1960283	0.1717792	0.7695684	0.5258812	0.0206942	0.7875075	0.6793410	0.0173312	0.3972671	0.0102259	0.6560206	0.0214257	0.0995114	0.6880437	0.2086461	0.5210428	0.4704198	0.0368340	0.7655672	0.3748422	0.2521754	0.5026228	0.1159411	0.4718461	0.4371292	0.0754699	0.1661008	0.3759315	0.0985731	0.4869349	0.3759323	0.5654128	0.0026508	0.7589185	0.2868801	0.5221235	0.0770537	0.0899145	0.6573182	0.1750849	0.5629923	0.3764695	0.4237618	0.0933455	0.6910482
650	0.3459792	0.0921427	0.0383431	0.0909733	0.3824749	0.2477647	0.7559749	0.0897741	0.5887608	0.2269926	0.7939394	0.5320206	0.3133738	0.2322464	0.1791449	0.7537341	0.6492233	0.5756861	0.7978407	0.8257624	0.5091415	0.0645094	0.5124572	0.3215903	0.5620761	0.5843284	0.4009822	0.3567816	0.6302003	0.2002113	0.3166246	0.8284688	0.1889766	0.7411101	0.5522421	0.1505479	0.3587571	0.2957336	0.7832971	0.7153898	0.5909453	0.4200219	0.7025444	0.5669290	0.2772654	0.2732599	0.1204203	0.7659322	0.5047162	0.0231992	0.7891538	0.7511940	0.0201570	0.4703628	0.0068508	0.7543591	0.0290072	0.0490017	0.7206415	0.1457575	0.4817362	0.5265114	0.0293340	0.6571541	0.4328882	0.2565874	0.4842257	0.1372554	0.4388747	0.4524150	0.0792633	0.1060760	0.3824586	0.0511390	0.5807058	0.4022987	0.5531677	0.0000000	0.8073094	0.3098348	0.4978927	0.0839043	0.0520749	0.6918451	0.2972050	0.7658885	0.4077955	0.3458186	0.1104404	0.6753329
700	0.3406241	0.0926573	0.0310425	0.0546917	0.4105632	0.2041540	0.6650288	0.0816340	0.6610533	0.1678421	0.7590890	0.5961023	0.2896115	0.2766578	0.1975989	0.6395925	0.7313015	0.6604460	0.7640581	0.7842706	0.5429953	0.0667852	0.7295524	0.2619854	0.6540966	0.6933820	0.2642118	0.4115462	0.6507526	0.1798889	0.3099493	0.8208872	0.1437657	0.6140092	0.5302255	0.1880684	0.3533246	0.1720759	0.8258278	0.6050949	0.6970184	0.4323875	0.5677390	0.5690947	0.2435363	0.3083763	0.1463682	0.8181595	0.4466174	0.0202147	0.5421169	0.7623413	0.0063142	0.5278484	0.0058994	0.6431845	0.0135027	0.0671500	0.6947732	0.1542451	0.5358392	0.5416730	0.0289259	0.6794616	0.4973232	0.1314236	0.5116493	0.1329609	0.4734351	0.4319221	0.0553673	0.0994436	0.4042250	0.0554510	0.6440450	0.3105942	0.4990774	0.0005265	0.8099565	0.3352294	0.4564202	0.0789863	0.0581289	0.7420073	0.3893035	0.7231100	0.4837626	0.3416640	0.1486850	0.6818471
750	0.3486492	0.1376286	0.0505490	0.0412798	0.3913013	0.3557508	0.7515496	0.1021354	0.6482194	0.2730070	0.7706794	0.7697400	0.3198684	0.2464027	0.1639869	0.7915439	0.8523858	0.5801601	0.5326865	0.7044020	0.4910847	0.0614938	0.5751737	0.2278277	0.7746807	0.8651221	0.3908162	0.3803909	0.7650562	0.1086581	0.3908905	0.6285198	0.1006133	0.6302442	0.6393768	0.1171364	0.2531043	0.2445803	0.6427782	0.6508479	0.6431673	0.5911856	0.6474081	0.4560626	0.2815246	0.2708127	0.0935582	0.6724129	0.5105029	0.0190001	0.6727873	0.6811729	0.0157118	0.5378611	0.0018344	0.7847418	0.0381119	0.0573486	0.7532824	0.1004383	0.4413204	0.5076255	0.0270637	0.7022810	0.3813627	0.2632338	0.5017350	0.1912489	0.4356231	0.3714575	0.0990427	0.1682549	0.3057018	0.0330222	0.4775280	0.3182237	0.3742443	0.0000095	0.7103863	0.2429579	0.4655164	0.1696108	0.0182630	0.6439155	0.3622619	0.5685777	0.3577179	0.4536882	0.1627958	0.6433074
800	0.3011050	0.0831057	0.0551814	0.0384228	0.3219622	0.2720619	0.6095060	0.0949474	0.7915173	0.2267020	0.6126723	0.6818760	0.3813423	0.2178374	0.1808478	0.6600583	0.5672507	0.6434495	0.6259953	0.5479668	0.5878313	0.1545083	0.6319990	0.2079027	0.7366694	0.5931516	0.3097228	0.3151317	0.6513035	0.1403332	0.4120728	0.5650684	0.1116866	0.7170852	0.4657971	0.0755922	0.2549799	0.1715176	0.5658923	0.6675929	0.6360790	0.5075091	0.6527990	0.5964647	0.3223973	0.3437810	0.0550052	0.6153332	0.4657513	0.0106371	0.6491749	0.7428283	0.0357749	0.5655384	0.0038095	0.7252273	0.0399462	0.0434621	0.6617184	0.1258642	0.4401242	0.4866806	0.0376637	0.6541829	0.3840726	0.2632447	0.4373325	0.1950028	0.3787210	0.4580125	0.0554288	0.1129611	0.4037533	0.0505091	0.4868927	0.3433900	0.3999345	0.0001016	0.7128968	0.3156850	0.4051157	0.1557822	0.0606107	0.7057960	0.5039125	0.6601917	0.4047873	0.3409096	0.1140594	0.6333147
850	0.3380806	0.0977371	0.0834818	0.0638196	0.4178291	0.3213397	0.6279914	0.0609551	0.7096170	0.2473163	0.7695536	0.7148752	0.3717525	0.2363703	0.1742740	0.7695063	0.6612789	0.6694849	0.6094466	0.7043334	0.6172863	0.1406719	0.6855197	0.3240487	0.5736630	0.6471752	0.3404735	0.4181327	0.6839898	0.1229884	0.3751816	0.6878431	0.1127415	0.5978482	0.5170174	0.0976048	0.2636425	0.1969278	0.5737079	0.7790762	0.5811269	0.6081688	0.5553483	0.5112819	0.2568341	0.2398032	0.1023949	0.5533663	0.5436186	0.0092638	0.7775275	0.7002043	0.0070821	0.5128193	0.0087998	0.7353012	0.0276611	0.0473001	0.6317302	0.1966300	0.4739467	0.5793738	0.0231623	0.7546502	0.4519925	0.2243776	0.4721972	0.1873330	0.4148062	0.4259781	0.0350806	0.1065887	0.3913997	0.0706199	0.5563963	0.3991147	0.4917223	0.0000010	0.7058612	0.3287149	0.5362179	0.0937750	0.0700024	0.6529669	0.5437927	0.6684598	0.3417771	0.3763915	0.1370318	0.7617741
900	0.4059526	0.1024272	0.0342762	0.0572844	0.4010643	0.2964672	0.7434101	0.0694063	0.6916043	0.1873835	0.8321480	0.7546798	0.3815222	0.1984283	0.1729669	0.7125098	0.7218723	0.6845178	0.6946392	0.7102313	0.5241001	0.0845167	0.7113548	0.2548472	0.6924864	0.5377408	0.3878530	0.4197737	0.6399702	0.1140065	0.4599190	0.7080309	0.0869959	0.5687389	0.4365030	0.0729688	0.3071973	0.1906705	0.5699643	0.7898166	0.5859480	0.5071253	0.5827174	0.5142477	0.3210944	0.2430723	0.0798640	0.6755449	0.4784233	0.0258175	0.6852553	0.6945039	0.0137167	0.5111458	0.0077204	0.7494700	0.0242174	0.1029836	0.6422573	0.1770490	0.4597560	0.6228336	0.0383112	0.8340000	0.3959187	0.2168786	0.4942616	0.1678488	0.3000973	0.4409935	0.0848747	0.1876651	0.3924132	0.0459807	0.4640595	0.3876838	0.4121844	0.0002670	0.7591919	0.3347081	0.5135021	0.0841026	0.0363264	0.7372670	0.5308477	0.6715646	0.3050603	0.4118150	0.1525050	0.7126870
950	0.3761546	0.1202776	0.0266466	0.0751126	0.4305428	0.3518555	0.6624735	0.1180886	0.7237964	0.1436953	0.7800124	0.6610793	0.3126577	0.1904888	0.1805534	0.6416588	0.7276518	0.7992894	0.6284219	0.6857122	0.5041564	0.1204255	0.6948499	0.3027316	0.5805377	0.5969558	0.3832244	0.4408222	0.7478932	0.1393061	0.3568464	0.6278692	0.1316649	0.6105760	0.5096019	0.1148565	0.3670931	0.2078731	0.5938989	0.7204689	0.5793434	0.4812233	0.7755706	0.5322313	0.3094298	0.2188707	0.0789050	0.7236177	0.5321722	0.0172237	0.5892954	0.6554216	0.0236944	0.5173444	0.0097602	0.6105478	0.0370560	0.0845373	0.7238763	0.1542484	0.3617372	0.4791366	0.0378773	0.7928599	0.3580013	0.2364986	0.4558595	0.1965168	0.4624680	0.5285788	0.0619393	0.1308454	0.3272867	0.0412330	0.5749103	0.3272423	0.3836810	0.0000782	0.7802561	0.2653408	0.3991966	0.1095813	0.0299995	0.6367804	0.3919991	0.7657917	0.2764707	0.3690498	0.1854319	0.7685436
1000	0.4985970	0.1126625	0.0728562	0.0630091	0.3689993	0.2358500	0.7031224	0.0878405	0.8040606	0.2053262	0.6553260	0.6489338	0.3541674	0.2431664	0.2409655	0.7527652	0.7662339	0.6747058	0.7339375	0.7045283	0.4711381	0.0906749	0.6279047	0.3057761	0.5098299	0.6679013	0.3455532	0.4360404	0.7105754	0.1322831	0.2615091	0.7130632	0.1434992	0.6503366	0.4862336	0.1426175	0.2719848	0.1904814	0.6071978	0.6204995	0.6477316	0.5615414	0.6772816	0.5434044	0.3681986	0.2142141	0.0564501	0.7381213	0.3956807	0.0085904	0.7520217	0.7023158	0.0039615	0.4945732	0.0039374	0.8113743	0.0111520	0.0899261	0.7573062	0.1856336	0.3949164	0.5252101	0.0310399	0.6830787	0.5195641	0.2683941	0.4867071	0.1950295	0.3932221	0.5142111	0.0358702	0.1288036	0.3977849	0.0373495	0.5163198	0.3794454	0.3751429	0.0001967	0.6893354	0.2663945	0.4759645	0.0939922	0.0365956	0.5698086	0.3884159	0.6125219	0.4373742	0.2871401	0.1954406	0.7278122

0	0.3603548	0.1190371	0.0908226	0.0890632	0.4577860	0.2930266	0.5061413	0.0701065	0.6623488	0.2008420	0.6282335	0.6835143	0.4223957	0.2100688	0.1779756	0.7854528	0.7213470	0.7003278	0.7594865	0.7885263	0.5750412	0.0583801	0.5843930	0.2769424	0.5553145	0.6692028	0.3131210	0.4501594	0.9162220	0.1792298	0.3249405	0.8418183	0.2101518	0.8548019	0.6221271	0.1973425	0.3122771	0.3340280	0.7581529	0.6721214	0.7152639	0.5184598	0.6340753	0.4878117	0.3403753	0.3011925	0.1624550	0.6883277	0.5669511	0.0107809	0.6182066	0.7167190	0.0249517	0.5065266	0.0016478	0.6923934	0.0145040	0.0547842	0.7742375	0.1453399	0.3974370	0.6606982	0.0235580	0.6298571	0.5601707	0.2984835	0.4778259	0.2141607	0.3757740	0.5142854	0.1186770	0.1281591	0.3006919	0.0338721	0.5247260	0.4070285	0.4177813	0.0006373	0.7171200	0.2676081	0.4628686	0.1140969	0.0426612	0.8064413	0.3018483	0.6782173	0.3383155	0.3276676	0.2499856	0.7265641
50	0.3236651	0.0845745	0.0250318	0.0854772	0.3239117	0.2855928	0.8189122	0.1052373	0.7447681	0.2278177	0.6345281	0.6440082	0.3168252	0.2006437	0.1603545	0.7457989	0.6762081	0.5578284	0.6522160	0.7441869	0.5595251	0.0533025	0.6779059	0.2274911	0.7267927	0.5607123	0.3645305	0.4613914	0.8120925	0.1250403	0.2786962	0.6334632	0.2300116	0.6145600	0.5800094	0.2072935	0.3149131	0.2301785	0.6423094	0.6094574	0.5809133	0.5985364	0.4622532	0.4385341	0.3276925	0.4523396	0.4770021	0.3425564	0.3690444	0.4530705	0.5840940	0.7621885	0.0133120	0.4681448	0.0085030	0.4344286	0.2749342	0.0697845	0.7644300	0.1178387	0.3223964	0.5993652	0.3453613	0.3612761	0.6823355	0.2850702	0.2810521	0.1553542	0.3756112	0.5394389	0.0395158	0.1629464	0.4678017	0.0833704	0.5402419	0.1800675	0.3687482	0.0388261	0.7712900	0.3050233	0.4782336	0.0604918	0.0273000	0.5376788	0.4374142	0.5641034	0.3667137	0.5327840	0.1722655	0.5906565
100	0.3767984	0.1054224	0.0037554	0.0867345	0.2598749	0.2335503	0.7735059	0.1075112	0.6731576	0.2031643	0.5816111	0.8059112	0.3804620	0.1468455	0.1582846	0.7669781	0.7752040	0.6816062	0.7608463	0.7417387	0.5083528	0.1316071	0.6560423	0.3043377	0.6210887	0.5152236	0.4956244	0.5095556	0.6572532	0.1855977	0.2267106	0.5719999	0.2699200	0.6541635	0.6762969	0.2138802	0.3041859	0.3593270	0.7162265	0.6953372	0.5778640	0.6059100	0.4494352	0.5312788	0.3774616	0.4774474	0.5781122	0.2691791	0.4135401	0.4720977	0.6889366	0.6683634	0.0140518	0.3825051	0.0351650	0.4279687	0.3191256	0.0734496	0.5557148	0.0983025	0.3574601	0.6620761	0.4110185	0.1780857	0.5249116	0.2335786	0.1714801	0.1563087	0.1374307	0.4691593	0.0721918	0.1772911	0.4520442	0.0592659	0.5184646	0.1209571	0.4250556	0.0752676	0.7257510	0.3191453	0.4021076	0.0704031	0.0513822	0.4336076	0.3087058	0.6927387	0.3877080	0.5350469	0.1303595	0.6405408
